Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
EFF-001,Flow,Data Unavailable,,=,5.763,MGD,,,,7/1/2010,8:00:00,7/1/2010 8:00,7/2/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,5.802,MGD,,,,7/1/2010,8:00:00,7/1/2010 8:00,7/2/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
RSW-005,Flow,Data Unavailable,,=,3689.4523,cfs,,,,7/1/2010,8:00:00,7/1/2010 8:00,7/2/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,San Joaquin River
EFF-001,Flow,Data Unavailable,,=,5.54,MGD,,,,7/2/2010,8:00:00,7/2/2010 8:00,7/3/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,5.897,MGD,,,,7/2/2010,8:00:00,7/2/2010 8:00,7/3/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
RSW-005,Flow,Data Unavailable,,=,3830.3396,cfs,,,,7/2/2010,8:00:00,7/2/2010 8:00,7/3/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,San Joaquin River
EFF-001,Flow,Data Unavailable,,=,6.479,MGD,,,,7/3/2010,8:00:00,7/3/2010 8:00,7/4/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,5.964,MGD,,,,7/3/2010,8:00:00,7/3/2010 8:00,7/4/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
RSW-005,Flow,Data Unavailable,,=,3659.2432,cfs,,,,7/3/2010,8:00:00,7/3/2010 8:00,7/4/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,San Joaquin River
EFF-001,Flow,Data Unavailable,,=,6.158,MGD,,,,7/4/2010,8:00:00,7/4/2010 8:00,7/5/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,5.755,MGD,,,,7/4/2010,8:00:00,7/4/2010 8:00,7/5/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
RSW-005,Flow,Data Unavailable,,=,3402.6584,cfs,,,,7/4/2010,8:00:00,7/4/2010 8:00,7/5/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,San Joaquin River
EFF-001,Flow,Data Unavailable,,=,5.224,MGD,,,,7/5/2010,8:00:00,7/5/2010 8:00,7/6/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,6.123,MGD,,,,7/5/2010,8:00:00,7/5/2010 8:00,7/6/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
RSW-005,Flow,Data Unavailable,,=,3182.4942,cfs,,,,7/5/2010,8:00:00,7/5/2010 8:00,7/6/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,San Joaquin River
EFF-001,Flow,Data Unavailable,,=,6.244,MGD,,,,7/6/2010,8:00:00,7/6/2010 8:00,7/7/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,6.199,MGD,,,,7/6/2010,8:00:00,7/6/2010 8:00,7/7/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
RSW-005,Flow,Data Unavailable,,=,2830.1283,cfs,,,,7/6/2010,8:00:00,7/6/2010 8:00,7/7/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,San Joaquin River
EFF-001,Flow,Data Unavailable,,=,5.792,MGD,,,,7/7/2010,8:00:00,7/7/2010 8:00,7/8/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
INF-001,Flow,Data Unavailable,,=,6.058,MGD,,,,7/7/2010,8:00:00,7/7/2010 8:00,7/8/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
