Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
RSW-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.12,mg/L,,,,4/5/2011,10:12:00,4/5/2011 10:12,4/7/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  April 2011,37.8218,121.3735,Old River
EFF-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,2.8,mg/L,,,,4/5/2011,12:45:00,4/5/2011 12:45,4/9/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  April 2011,,,
RSW-005,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.12,mg/L,0.02,0.02,,5/4/2011,9:04:00,5/4/2011 9:04,5/6/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  May 2011,37.801,121.437,Old River
RSW-006,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.1,mg/L,0.02,0.02,,5/4/2011,9:35:00,5/4/2011 9:35,5/6/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  May 2011,37.82,121.4428,Old River
RSW-003,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.11,mg/L,0.02,0.02,,5/4/2011,9:53:00,5/4/2011 9:53,5/6/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  May 2011,37.8053,121.4025,Old River
RSW-002,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.11,mg/L,0.02,0.02,,5/4/2011,10:15:00,5/4/2011 10:15,5/6/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  May 2011,37.8057,121.3992,Old River
RSW-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.11,mg/L,0.02,0.02,,5/4/2011,10:21:00,5/4/2011 10:21,5/6/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  May 2011,37.8218,121.3735,Old River
EFF-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,3.1,mg/L,0.02,0.02,,5/4/2011,12:52:00,5/4/2011 12:52,5/6/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  May 2011,,,
EFF-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,2.7,mg/L,0.008,0.02,,6/8/2011,8:23:00,6/8/2011 8:23,6/10/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  June 2011,,,
RSW-005,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.16,mg/L,0.008,0.02,,6/8/2011,12:05:00,6/8/2011 12:05,6/10/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  June 2011,37.801,121.437,Old River
RSW-006,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.075,mg/L,0.008,0.02,,6/8/2011,12:28:00,6/8/2011 12:28,6/10/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  June 2011,37.82,121.4428,Old River
RSW-003,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.087,mg/L,0.008,0.02,,6/8/2011,12:45:00,6/8/2011 12:45,6/10/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  June 2011,37.8053,121.4025,Old River
RSW-002,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.087,mg/L,0.008,0.02,,6/8/2011,12:51:00,6/8/2011 12:51,6/10/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  June 2011,37.8057,121.3992,Old River
RSW-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.085,mg/L,0.008,0.02,,6/8/2011,13:02:00,6/8/2011 13:02,6/10/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  June 2011,37.8218,121.3735,Old River
RSW-005,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.091,mg/L,0.008,0.02,,7/12/2011,8:15:00,7/12/2011 8:15,7/15/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  July 2011,37.801,121.437,Old River
RSW-006,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.069,mg/L,0.008,0.02,,7/12/2011,8:40:00,7/12/2011 8:40,7/15/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  July 2011,37.82,121.4428,Old River
RSW-003,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.086,mg/L,0.008,0.02,,7/12/2011,9:00:00,7/12/2011 9:00,7/15/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  July 2011,37.8053,121.4025,Old River
RSW-002,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.086,mg/L,0.008,0.02,,7/12/2011,9:15:00,7/12/2011 9:15,7/15/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  July 2011,37.8057,121.3992,Old River
RSW-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.085,mg/L,0.008,0.02,,7/12/2011,9:32:00,7/12/2011 9:32,7/15/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  July 2011,37.8218,121.3735,Old River
EFF-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.21,mg/L,0.008,0.02,,7/12/2011,10:28:00,7/12/2011 10:28,7/15/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  July 2011,,,
