Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,5,mg/L,,,,8/18/2014,10:15:00,8/18/2014 10:15,8/21/2014,0:00:00,,,irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,8/25/2014,10:29:00,8/25/2014 10:29,9/3/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2014,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,6,mg/L,,,,8/26/2014,15:10:00,8/26/2014 15:10,9/3/2014,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,14,mg/L,,,,9/1/2014,10:25:00,9/1/2014 10:25,9/3/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,5,mg/L,,,,9/8/2014,10:38:00,9/8/2014 10:38,9/17/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,8,mg/L,,,,9/9/2014,9:29:00,9/9/2014 9:29,9/17/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,9/15/2014,9:28:00,9/15/2014 9:28,9/17/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,4,mg/L,,,,9/15/2014,13:05:00,9/15/2014 13:05,9/17/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,17,mg/L,,,,9/22/2014,10:24:00,9/22/2014 10:24,10/9/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,12,mg/L,,,,9/29/2014,10:05:00,9/29/2014 10:05,10/9/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2014,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,2,mg/L,,,,10/5/2014,10:18:00,10/5/2014 10:18,10/9/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,21,mg/L,,,,10/8/2014,10:55:00,10/8/2014 10:55,10/9/2014,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2014,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,18,mg/L,,,,10/13/2014,10:18:00,10/13/2014 10:18,10/17/2014,0:00:00,,,"Irrigation,11/20 LND-001 total N not analyzed",City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2014,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,8,mg/L,,,,3/28/2015,8:50:00,3/28/2015 8:50,4/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for March 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,3/30/2015,10:03:00,3/30/2015 10:03,4/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for March 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,10,mg/L,,,,4/9/2015,9:45:00,4/9/2015 9:45,4/16/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,7,mg/L,,,,4/16/2015,11:35:00,4/16/2015 11:35,4/28/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,7,mg/L,,,,4/20/2015,12:53:00,4/20/2015 12:53,4/28/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,7,mg/L,,,,4/28/2015,9:45:00,4/28/2015 9:45,5/7/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,5/5/2015,9:30:00,5/5/2015 9:30,5/7/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2015,,,
