Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,1,lb/day,,,,9/25/2010,8:45:00,9/25/2010 8:45,9/25/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,1,lb/day,,,,9/26/2010,7:55:00,9/26/2010 7:55,9/26/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,1,lb/day,,,,9/27/2010,6:50:00,9/27/2010 6:50,9/27/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,1,lb/day,,,,9/28/2010,6:45:00,9/28/2010 6:45,9/28/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
RSW-005,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2,mg/L,,,,9/28/2010,9:21:00,9/28/2010 9:21,9/28/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,37.801,121.437,Old River
RSW-006,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2,mg/L,,,,9/28/2010,9:51:00,9/28/2010 9:51,9/28/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,37.82,121.4428,Old River
RSW-003,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2,mg/L,,,,9/28/2010,10:04:00,9/28/2010 10:04,9/29/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,37.8053,121.4025,Old River
RSW-002,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,1.9,mg/L,,,,9/28/2010,10:10:00,9/28/2010 10:10,9/29/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,37.8057,121.3992,Old River
RSW-001,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,1.9,mg/L,,,,9/28/2010,10:20:00,9/28/2010 10:20,9/29/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,37.8218,121.3735,Old River
EFF-001,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,5.7,mg/L,,,,9/28/2010,11:10:00,9/28/2010 11:10,9/29/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,411,lb/day,,,,9/28/2010,11:10:00,9/28/2010 11:10,9/29/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,1,lb/day,,,,9/29/2010,6:40:00,9/29/2010 6:40,9/29/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,1,lb/day,,,,9/30/2010,6:35:00,9/30/2010 6:35,9/30/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Monthly Average (Mean),=,413,lb/day,,,,9/30/2010,17:00:00,9/30/2010 17:00,9/30/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
EFF-001,"Nitrate, Total (as N)",,Monthly Average (Mean),=,5.8,mg/L,,,,9/30/2010,17:00:00,9/30/2010 17:00,9/30/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2010,,,
RSW-001,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2,mg/L,,,,10/6/2010,9:53:00,10/6/2010 9:53,10/6/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.8218,121.3735,Old River
RSW-002,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2,mg/L,,,,10/6/2010,10:06:00,10/6/2010 10:06,10/6/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.8057,121.3992,Old River
RSW-003,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2.1,mg/L,,,,10/6/2010,10:14:00,10/6/2010 10:14,10/6/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.8053,121.4025,Old River
RSW-005,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2.1,mg/L,,,,10/6/2010,10:35:00,10/6/2010 10:35,10/6/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.801,121.437,Old River
RSW-006,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,2,mg/L,,,,10/6/2010,11:00:00,10/6/2010 11:00,10/6/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.82,121.4428,Old River
EFF-001,"Nitrate, Total (as N)",,Daily Discharge,=,368,lb/day,,,,10/6/2010,12:55:00,10/6/2010 12:55,10/7/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,,,
EFF-001,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,5.7,mg/L,,,,10/6/2010,12:55:00,10/6/2010 12:55,10/7/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,,,
RSW-005,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,1.4,mg/L,,,,10/12/2010,9:05:00,10/12/2010 9:05,10/12/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.801,121.437,Old River
RSW-006,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,1.4,mg/L,,,,10/12/2010,9:34:00,10/12/2010 9:34,10/12/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.82,121.4428,Old River
RSW-003,"Nitrate, Total (as N)",Inorganic Anions by Ion Chromatography,,=,1.3,mg/L,,,,10/12/2010,9:50:00,10/12/2010 9:50,10/12/2010,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2010,37.8053,121.4025,Old River
