Date,DRP** mg/L P,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2003-01-01,,,,3.19,1.6,,,,22.85,,1.81,,26.52,,,,
2003-01-02,,,,3.19,1.6,,,,22.85,,1.81,,23.09,,,,
2003-01-03,,,,3.19,1.6,,,,22.85,,1.81,,18.7,,,,
2003-01-04,,,,3.19,1.6,,,,22.85,,1.81,,14.12,,,,
2003-01-05,,,,3.19,1.6,,,,22.85,,1.81,,17.37,,,,
2003-01-06,,,,3.19,1.6,,,,22.85,,1.81,,20.66,,,,
2003-01-07,,,,3.19,1.6,,,,22.85,,1.81,,17.98,,,,
2003-01-08,,,,3.19,1.6,,,,22.85,,1.81,,14.65,,,,
2003-01-09,,,,3.19,1.6,,,,22.85,,1.81,,25.33,,,,
2003-01-10,,,,3.19,1.6,,,,22.85,,1.81,,31.04,,,,
2003-01-11,,,,3.19,1.6,,,,22.85,,1.81,,21.95,,,,
2003-01-12,,,,3.19,1.6,,,,22.85,,1.81,,22.94,,,,
2003-01-13,,,,3.19,1.6,,,,22.85,,1.81,,16.61,,,,
2003-01-14,,,,3.19,1.6,,,,22.85,,1.81,,17.73,,,,
2003-01-15,,,,3.19,1.6,,,,22.85,,1.81,,13.86,,,,
2003-01-16,,,,3.19,1.6,,,,22.85,,1.81,,15.0,,,,
2003-01-17,,,,3.19,1.6,,,,22.85,,1.81,,15.09,,,,
2003-01-18,,,,3.19,1.6,,,,22.85,,1.81,,15.06,,,,
2003-01-19,,,,3.19,1.6,,,,22.85,,1.81,,15.8,,,,
2003-01-20,,,,3.19,1.6,,,,22.85,,1.81,,16.41,,,,
2003-01-21,,,,3.19,1.6,,,,22.85,,1.81,,19.93,,,,
2003-01-22,,,,3.19,1.6,,,,22.85,,1.81,,19.33,,,,
2003-01-23,,,,3.19,1.6,,,,22.85,,1.81,,26.16,,,,
2003-01-24,,,,3.19,1.6,,,,22.85,,1.81,,19.27,,,,
2003-01-25,,,,3.19,1.6,,,,22.85,,1.81,,15.53,,,,
2003-01-26,,,,3.19,1.6,,,,22.85,,1.81,,16.5,,,,
2003-01-27,,,,3.19,1.6,,,,22.85,,1.81,,15.99,,,,
2003-01-28,,,,3.19,1.6,,,,22.85,,1.81,,13.41,,,,
2003-01-29,,,,3.19,1.6,,,,22.85,,1.81,,16.36,,,,
2003-01-30,,,,3.19,1.6,,,,22.85,,1.81,,17.35,,,,
2003-01-31,,,,3.19,1.6,,,,22.85,,1.81,,15.36,,,,
2003-02-01,,,,3.19,1.6,,,,22.85,,1.81,,15.94,,,,
2003-02-02,,,,3.19,1.6,,,,22.85,,1.81,,14.84,,,,
2003-02-03,,,,3.19,1.6,,,,22.85,,1.81,,12.7,,,,
2003-02-04,,,,3.19,1.6,,,,22.85,,1.81,,13.78,,,,
2003-02-05,,,,3.19,1.6,,,,22.85,,1.81,,13.14,,,,
2003-02-06,,,,3.19,1.6,,,,22.85,,1.81,,12.67,,,,
2003-02-07,,,,3.19,1.6,,,,22.85,,1.81,,13.51,,,,
2003-02-08,,,,3.19,1.6,,,,22.85,,1.81,,13.3,,,,
2003-02-09,,,,3.19,1.6,,,,22.85,,1.81,,12.55,,,,
2003-02-10,,,,3.19,1.6,,,,22.85,,1.81,,12.83,,,,
