Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-02,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,7.78,,,,
2000-01-03,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,7.97,,,,
2000-01-04,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.23,,,,
2000-01-05,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.29,,,,
2000-01-06,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.28,,,,
2000-01-07,,1.0,23.0,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.24,,,,
2000-01-08,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.29,,,,
2000-01-09,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.62,,,,
2000-01-10,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.58,,,,
2000-01-11,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.43,,,,
2000-01-12,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.54,,,,
2000-01-13,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,9.3,,,,
2000-01-14,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.31,,,,
2000-01-15,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.25,,,,
2000-01-16,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.22,,,,
2000-01-17,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.62,,,,
2000-01-18,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,9.09,,,,
2000-01-19,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,9.18,,,,
2000-01-20,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.32,,,,
2000-01-21,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,7.71,,,,
2000-01-22,,1.0,,,6.26,1.06,,,,4.52,,1.33,,2000.0,8.29,,,,
