Date,DRP** mg/L P,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-02-29,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2000-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2001-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2002-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2003-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-02-29,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2004-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2005-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2006-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2007-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-02-29,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2008-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-03-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-04-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-05-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-06-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-07-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-08-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-09-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-10-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-11-30,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2009-12-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2010-01-31,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
2010-02-28,,3.7,,15.8,4.4,,,,,,,,2.4,,,,
