Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2006-05-17,,5.0,,,,,2.6,,,,,,,2.3,2006.0,3.09,,6.7,,21.1,
2006-05-18,,5.0,,,,,2.6,,,,,,,2.2,2006.0,0.77,,6.8,,21.1,
2006-05-19,,5.0,,,,,2.6,,,,,,,,2006.0,3.28,,6.8,,21.1,
2006-05-20,,5.0,,,,,2.6,,,,,,,,2006.0,3.3,,6.9,,19.4,
2006-05-21,,5.0,,,,,2.6,,,,,,,3.8,2006.0,3.74,,6.8,,21.1,
2006-05-22,,5.0,0.2,,22.0,,2.6,,,,,,,4.1,2006.0,3.46,,6.8,,21.1,
2006-05-23,,5.0,,,,,2.6,,,,,,,2.3,2006.0,4.23,,6.8,,21.1,
2006-05-24,,5.0,,,,,2.6,,,,,,,3.5,2006.0,4.05,,6.9,,21.5,
2006-05-25,,5.0,,,,,2.6,,,,,,,3.3,2006.0,3.25,,6.9,,21.8,
2006-05-26,,5.0,,,,,2.6,,,,,,,,2006.0,3.12,,6.9,,21.1,
2006-05-27,,5.0,,,,,2.6,,,,,,,,2006.0,3.14,,7.0,,20.5,
2006-05-28,,5.0,,,,,2.6,,,,,,,2.7,2006.0,3.14,,7.0,,20.7,
2006-05-29,,5.0,,,,,2.6,,,,,,,2.6,2006.0,3.18,,7.0,,20.9,
2006-05-30,,5.0,,,,,2.6,,,,,,,3.0,2006.0,2.94,,6.9,,21.1,
2006-05-31,,5.0,,,,,2.6,,,,,,,2.9,2006.0,2.73,,6.8,,21.5,
2006-06-01,,6.0,0.2,,19.0,,2.6,,,,0.2,,,2.8,2006.0,2.95,0.2,6.9,,21.8,
2006-06-02,,6.0,,,,,2.6,,,,,,,,2006.0,2.92,,6.8,,21.9,
2006-06-03,,6.0,,,,,2.6,,,,,,,,2006.0,2.95,,6.7,,23.7,
2006-06-04,,6.0,,,,,2.6,,,,,,,1.8,2006.0,2.99,,6.8,,23.9,
2006-06-05,,6.0,0.2,,21.0,,2.6,,,,,,,11.7,2006.0,2.91,,6.7,,22.2,
2006-06-06,,6.0,,,,,2.6,,,,,,,1.4,2006.0,2.94,,6.5,,22.1,
2006-06-07,,6.0,,,,,2.6,,,,,,,1.8,2006.0,2.85,,6.5,,22.2,
2006-06-08,,6.0,,,,,2.6,,,,,,,1.9,2006.0,3.36,,6.6,,22.2,
2006-06-09,,6.0,,,,,2.6,,,,,,,,2006.0,3.47,,6.8,,22.2,
2006-06-10,,6.0,,,,,2.6,,,,,,,,2006.0,2.8,,6.8,,22.4,
2006-06-11,,6.0,,,,,2.6,,,,,,,1.5,2006.0,1.72,,6.9,,22.1,
2006-06-12,,6.0,0.2,,23.0,,2.6,,,,,,,1.6,2006.0,4.19,,6.7,,21.6,
2006-06-13,,6.0,,,,,2.6,,,,,,,1.4,2006.0,2.43,,6.6,,21.6,
2006-06-14,,6.0,,,,,2.6,,,,,,,2.7,2006.0,2.84,,6.9,,22.1,
2006-06-15,,6.0,,,,,2.6,,,,,,,3.0,2006.0,2.4,,6.7,,22.1,
2006-06-16,,6.0,,,,,2.6,,,,,,,,2006.0,2.27,,6.8,,23.0,
2006-06-17,,6.0,,,,,2.6,,,,,,,,2006.0,2.28,,6.8,,23.8,
2006-06-18,,6.0,,,,,2.6,,,,,,,4.1,2006.0,2.1,,6.8,,23.9,
2006-06-19,,6.0,0.21,,27.0,,2.6,,,,,,,3.5,2006.0,3.25,,6.7,,23.2,
2006-06-20,,6.0,,,,,2.6,,,,,,,3.6,2006.0,3.49,,6.8,,24.1,
2006-06-21,,6.0,,,,,2.6,,,,,,,3.0,2006.0,3.41,,6.8,,24.4,
2006-06-22,,6.0,,,,,2.6,,,,,,,3.1,2006.0,2.66,,6.7,,25.4,
2006-06-23,,6.0,,,,,2.6,,,,,,,,2006.0,2.65,,6.7,,25.0,
2006-06-24,,6.0,,,,,2.6,,,,,,,,2006.0,2.57,,6.8,,24.4,
2006-06-25,,6.0,,,,,2.6,,,,,,3.9,2.4,2006.0,2.61,,7.0,,24.5,
2006-06-26,,6.0,0.23,,24.0,,2.6,,,,,,,2.9,2006.0,1.08,,6.9,,25.2,
2006-06-27,,6.0,,,,,2.6,,,,,,,2.0,2006.0,2.2,,6.8,,23.4,
2006-06-28,,6.0,,,,,2.6,,,,,,,2.4,2006.0,2.07,,6.9,,23.7,
2006-06-29,,6.0,,,,,2.6,,,,,,,2.5,2006.0,3.04,,6.7,,23.2,
2006-06-30,,6.0,,,,,2.6,,,,,,,,2006.0,3.47,,6.8,,22.9,
2006-07-01,,7.0,,,,,2.6,,,,,,,,2006.0,2.75,,6.7,,22.1,
2006-07-02,,7.0,,,,,2.6,,,,,,,2.4,2006.0,3.51,,6.8,,23.2,
2006-07-03,,7.0,,,,,2.6,,,,,,,1.9,2006.0,2.68,,6.5,,23.3,
2006-07-04,,7.0,,,,,2.6,,,,,,,1.7,2006.0,2.61,,6.7,,23.1,
2006-07-05,,7.0,0.28,,23.0,,2.6,,,,0.2,,,2.5,2006.0,2.57,0.2,6.6,,23.1,
2006-07-06,,7.0,,,,,2.6,,,,,,,1.7,2006.0,2.52,,6.8,,23.6,
2006-07-07,,7.0,,,,,2.6,,,,,,,,2006.0,2.59,,6.8,,23.1,
2006-07-08,,7.0,,,,,2.6,,,,,,,,2006.0,2.52,,6.8,,24.6,
2006-07-09,,7.0,,,,,2.6,,,,,,,,2006.0,2.49,,6.8,,24.6,
2006-07-10,,7.0,0.2,,25.0,,2.6,,,,,,,2.1,2006.0,2.5,,6.8,,23.2,
2006-07-11,,7.0,,,,,2.6,,,,,,,1.7,2006.0,1.93,,6.8,,23.4,
2006-07-12,,7.0,,,,,2.6,,,,,,,1.8,2006.0,2.71,,6.8,,23.5,
2006-07-13,,7.0,,,,,2.6,,,,,,,2.1,2006.0,2.4,,6.8,,23.9,
2006-07-14,,7.0,,,,,2.6,,,,,,,1.6,2006.0,2.91,,6.5,,23.6,
2006-07-15,,7.0,,,,,2.6,,,,,,,,2006.0,2.44,,6.7,,24.1,
2006-07-16,,7.0,,,,,2.6,,,,,,,2.5,2006.0,2.48,,6.3,,24.1,
2006-07-17,,7.0,0.6,,34.0,,2.6,,,,,,,2.9,2006.0,2.39,,6.4,,24.0,
2006-07-18,,7.0,,,,,2.6,,,,,,,1.1,2006.0,2.39,,6.4,,24.2,
2006-07-19,,7.0,,,,,2.6,,,,,,,1.9,2006.0,2.41,,6.6,,24.6,
2006-07-20,,7.0,,,,,2.6,,,,,,,2.7,2006.0,2.37,,6.7,,24.6,
2006-07-21,,7.0,,,,,2.6,,,,,,,,2006.0,2.21,,6.8,,25.7,
2006-07-22,,7.0,,,,,2.6,,,,,,,,2006.0,2.33,,6.9,,25.4,
2006-07-23,,7.0,,,,,2.6,,,,,,,2.2,2006.0,2.37,,6.9,,26.9,
2006-07-24,,7.0,0.2,,19.0,,2.6,,,,,,,2.4,2006.0,2.2,,6.7,,24.9,
2006-07-25,,7.0,,,,,2.6,,,,,,,1.1,2006.0,2.11,,6.8,,24.5,
2006-07-26,,7.0,,,,,2.6,,,,,,,1.4,2006.0,2.15,,6.9,,25.0,
2006-07-27,,7.0,,,,,2.6,,,,,,,1.7,2006.0,2.14,,6.8,,25.1,
2006-07-28,,7.0,,,,,2.6,,,,,,,,2006.0,2.16,,6.7,,24.6,
2006-07-29,,7.0,,,,,2.6,,,,,,,,2006.0,2.11,,6.9,,25.0,
2006-07-30,,7.0,,,,,2.6,,,,,,,2.1,2006.0,2.35,,6.7,,23.2,
2006-07-31,,7.0,,,,,2.6,,,,,,,1.5,2006.0,2.34,,6.6,,24.2,
2006-08-01,,8.0,0.2,,26.0,,2.6,,,,0.2,,,1.7,2006.0,2.22,0.2,6.7,,23.5,
2006-08-02,,8.0,,,,,2.6,,,,,,,1.5,2006.0,2.31,,6.9,,24.3,
2006-08-03,,8.0,,,,,2.6,,,,,,,2.3,2006.0,3.33,,6.8,,24.4,
2006-08-04,,8.0,,,,,2.6,,,,,,,,2006.0,3.12,,6.6,,24.6,
2006-08-05,,8.0,,,,,2.6,,,,,,,,2006.0,2.56,,6.7,,24.9,
2006-08-06,,8.0,,,,,2.6,,,,,,,2.5,2006.0,2.25,,6.8,,24.9,
2006-08-07,,8.0,1.3,,29.0,,2.6,,,,,,,3.7,2006.0,2.3,,6.7,,23.9,
2006-08-08,,8.0,,,,,2.6,,,,,,,3.2,2006.0,2.31,,6.7,,24.3,
2006-08-09,,8.0,,,,,2.6,,,,,,,3.5,2006.0,2.31,,6.9,,24.6,
2006-08-10,,8.0,,,,,2.6,,,,,,,3.0,2006.0,2.2,,6.9,,24.9,
2006-08-11,,8.0,,,,,2.6,,,,,,,,2006.0,2.11,,6.8,,24.6,
2006-08-12,,8.0,,,,,2.6,,,,,,,,2006.0,2.88,,6.7,,24.8,
2006-08-13,,8.0,,,,,2.6,,,,,,,2.6,2006.0,2.35,,6.6,,24.4,
2006-08-14,,8.0,0.49,,23.0,,2.6,,,,,,,3.4,2006.0,2.29,,6.6,,23.9,
2006-08-15,,8.0,,,,,2.6,,,,,,,2.3,2006.0,2.31,,6.5,,24.1,
2006-08-16,,8.0,,,,,2.6,,,,,,,2.5,2006.0,2.38,,6.6,,24.0,
2006-08-17,,8.0,,,,,2.6,,,,,,,1.9,2006.0,2.39,,6.7,,24.2,
2006-08-18,,8.0,,,,,2.6,,,,,,,,2006.0,2.36,,6.8,,24.1,
2006-08-19,,8.0,,,,,2.6,,,,,,,,2006.0,2.32,,6.9,,23.9,
2006-08-20,,8.0,,,,,2.6,,,,,,,2.1,2006.0,2.27,,6.7,,24.1,
2006-08-21,,8.0,0.32,,25.0,,2.6,,,,,,,2.7,2006.0,2.37,,6.6,,23.8,
2006-08-22,,8.0,,,,,2.6,,,,,,,3.1,2006.0,2.25,,6.6,,24.1,
2006-08-23,,8.0,,,,,2.6,,,,,,,2.5,2006.0,2.37,,6.6,,24.0,
2006-08-24,,8.0,,,,,2.6,,,,,,,5.2,2006.0,2.24,,6.6,,24.3,
2006-08-25,,8.0,,,,,2.6,,,,,,,,2006.0,2.28,,6.5,,23.8,
2006-08-26,,8.0,,,,,2.6,,,,,,,,2006.0,2.0,,6.6,,23.8,
2006-08-27,,8.0,,,,,2.6,,,,,,,2.7,2006.0,2.28,,6.5,,23.6,
2006-08-28,,8.0,0.21,,27.0,,2.6,,,,,,,2.9,2006.0,2.42,,6.6,,23.1,
2006-08-29,,8.0,,,,,2.6,,,,,,,2.5,2006.0,2.23,,6.6,,23.8,
2006-08-30,,8.0,,,,,2.6,,,,,,,2.1,2006.0,2.27,,6.7,,23.8,
2006-08-31,,8.0,,,,,2.6,,,,,,,2.9,2006.0,2.26,,6.7,,24.4,
2006-09-01,,9.0,,,,,2.6,,,,,,,,2006.0,1.86,,6.7,,25.4,
2006-09-02,,9.0,,,,,2.6,,,,,,,,2006.0,2.25,,6.6,,23.4,
2006-09-03,,9.0,,,,,2.6,,,,,,,1.7,2006.0,2.36,,6.5,,22.2,
2006-09-04,,9.0,,,,,2.6,,,,,,,1.7,2006.0,2.63,,6.5,,23.2,
2006-09-05,,9.0,,,,,2.6,,,,,,,2.0,2006.0,2.25,,6.5,,22.8,
2006-09-06,,9.0,,,,,2.6,,,,,,,1.0,2006.0,2.51,,6.6,,23.6,
2006-09-07,,9.0,0.2,,29.0,,2.6,,,,0.28,,,3.2,2006.0,2.29,0.28,6.7,,23.7,
2006-09-08,,9.0,,,,,2.6,,,,,,,,2006.0,2.32,,6.5,,23.0,
2006-09-09,,9.0,,,,,2.6,,,,,,,,2006.0,2.32,,6.6,,22.7,
2006-09-10,,9.0,,,,,2.6,,,,,,,2.2,2006.0,2.32,,6.5,,23.2,
2006-09-11,,9.0,0.54,,28.0,,2.6,,,,,,,3.4,2006.0,2.39,,6.4,,23.9,
2006-09-12,,9.0,,,,,2.6,,,,,,,3.1,2006.0,1.96,,6.6,,24.4,
2006-09-13,,9.0,,,,,2.6,,,,,,,2.4,2006.0,2.62,,6.7,,24.4,
2006-09-14,,9.0,,,,,2.6,,,,,,,3.2,2006.0,2.01,,6.8,,24.1,
2006-09-15,,9.0,,,,,2.6,,,,,,,,2006.0,2.23,,6.6,,23.6,
2006-09-16,,9.0,,,,,2.6,,,,,,,,2006.0,2.34,,6.6,,22.3,
2006-09-17,,9.0,,,,,2.6,,,,,,,1.0,2006.0,2.32,,6.9,,23.9,
2006-09-18,,9.0,0.35,,24.0,,2.6,,,,,,,1.0,2006.0,2.25,,7.1,,24.8,
2006-09-19,,9.0,,,,,2.6,,,,,,,1.0,2006.0,2.39,,6.7,,24.7,
2006-09-20,,9.0,,,,,2.6,,,,,,,1.0,2006.0,2.12,,7.1,,23.8,
2006-09-21,,9.0,,,,,2.6,,,,,,,1.9,2006.0,1.87,,7.1,,24.2,
2006-09-22,,9.0,,,,,2.6,,,,,,,,2006.0,2.68,,7.0,,24.1,
2006-09-23,,9.0,,,,,2.6,,,,,,,,2006.0,2.4,,6.9,,23.3,
2006-09-24,,9.0,,,,,2.6,,,,,,,1.4,2006.0,2.41,,6.8,,22.0,
2006-09-25,,9.0,8.6,,23.0,,2.6,,,,,,,1.5,2006.0,2.02,,7.0,,23.3,
2006-09-26,,9.0,,,,,2.6,,,,,,,1.8,2006.0,2.59,,6.8,,23.2,
2006-09-27,,9.0,,,,,2.6,,,,,,,2.1,2006.0,2.22,,6.7,,23.4,
2006-09-28,,9.0,,,,,2.6,,,,,,,2.1,2006.0,2.24,,6.7,,23.1,
2006-09-29,,9.0,,,,,2.6,,,,,,,,2006.0,2.25,,6.6,,23.1,
2006-09-30,,9.0,,,,,2.6,,,,,,,,2006.0,2.35,,6.7,,23.2,
2006-10-01,,10.0,1.9,,23.0,,2.6,,,,5.4,,,2.6,2006.0,2.3,3.4,6.7,,22.5,
2006-10-02,,10.0,,,,,2.6,,,,,,,2.1,2006.0,2.32,,6.6,,22.7,
2006-10-03,,10.0,,,,,2.6,,,,,,,2.0,2006.0,2.28,,6.7,,22.8,
2006-10-04,,10.0,,,,,2.6,,,,,,,1.9,2006.0,2.32,,6.7,,22.7,
2006-10-05,,10.0,,,,,2.6,,,,,,,2.6,2006.0,2.27,,6.7,,23.0,
2006-10-06,,10.0,,,,,2.6,,,,,,,,2006.0,2.82,,6.6,,23.0,
2006-10-07,,10.0,,,,,2.6,,,,,,,,2006.0,2.87,,6.6,,23.3,
2006-10-08,,10.0,,,,,2.6,,,,,,,3.4,2006.0,2.4,,6.7,,22.6,
2006-10-09,,10.0,0.38,,24.0,,2.6,,,,,,,2.6,2006.0,2.47,,6.7,,22.8,
2006-10-10,,10.0,,,,,2.6,,,,,,,1.8,2006.0,2.41,,6.6,,24.2,
2006-10-11,,10.0,,,,,2.6,,,,,,,1.8,2006.0,2.4,,6.7,,23.0,
2006-10-12,,10.0,,,,,2.6,,,,,,,2.5,2006.0,2.14,,6.7,,23.3,
2006-10-13,,10.0,,,,,2.6,,,,,,,,2006.0,2.3,,6.6,,22.9,
2006-10-14,,10.0,,,,,2.6,,,,,,,,2006.0,2.3,,6.7,,22.6,
2006-10-15,,10.0,,,,,2.6,,,,,,,2.6,2006.0,2.28,,7.1,,22.8,
2006-10-16,,10.0,0.2,,23.0,,2.6,,,,,,,1.1,2006.0,2.28,,6.9,,22.6,
2006-10-17,,10.0,,,,,2.6,,,,,,,1.1,2006.0,1.47,,7.0,,22.4,
2006-10-18,,10.0,,,,,2.6,,,,,,,1.6,2006.0,2.99,,6.8,,22.0,
2006-10-19,,10.0,,,,,2.6,,,,,,,1.9,2006.0,2.62,,6.7,,22.5,
2006-10-20,,10.0,,,,,2.6,,,,,,,,2006.0,2.25,,6.9,,22.4,
2006-10-21,,10.0,,,,,2.6,,,,,,,,2006.0,2.24,,6.8,,22.7,
2006-10-22,,10.0,,,,,2.6,,,,,,,3.1,2006.0,2.26,,6.7,,22.6,
2006-10-23,,10.0,0.24,,26.0,,2.6,,,,,,,3.6,2006.0,2.33,,6.6,,22.6,
2006-10-24,,10.0,,,,,2.6,,,,,,,3.4,2006.0,5.56,,6.4,,22.6,
2006-10-25,,10.0,,,,,2.6,,,,,,,4.2,2006.0,2.33,,6.6,,23.0,
2006-10-26,,10.0,,,,,2.6,,,,,,,4.2,2006.0,2.11,,6.7,,22.3,
2006-10-27,,10.0,,,,,2.6,,,,,,,,2006.0,2.25,,6.7,,21.7,
2006-10-28,,10.0,,,,,2.6,,,,,,,,2006.0,2.21,,6.7,,21.3,
2006-10-29,,10.0,,,,,2.6,,,,,,,4.4,2006.0,2.27,,6.7,,21.4,
2006-10-30,,10.0,,,,,2.6,,,,,,,5.1,2006.0,2.25,,6.7,,21.7,
2006-10-31,,10.0,,,,,2.6,,,,,,,2.1,2006.0,0.81,,6.7,,22.1,
2006-11-01,,11.0,,,,,2.6,,,,,,,5.1,2006.0,1.52,,6.7,,21.9,
2006-11-02,,11.0,0.42,,29.0,,2.6,,,,1.5,,,6.4,2006.0,3.51,1.12,6.7,,22.4,
2006-11-03,,11.0,,,,,2.6,,,,,,,,2006.0,2.95,,6.7,,22.1,
2006-11-04,,11.0,,,,,2.6,,,,,,,,2006.0,3.27,,6.7,,21.7,
2006-11-05,,11.0,,,,,2.6,,,,,,,11.2,2006.0,3.37,,6.7,,21.4,
2006-11-06,,11.0,0.42,,31.0,,2.6,,,,,,,10.4,2006.0,2.91,,6.6,,22.1,
2006-11-07,,11.0,,,,,2.6,,,,,,,7.5,2006.0,2.85,,6.6,,21.8,
2006-11-08,,11.0,,,,,2.6,,,,,,,7.2,2006.0,3.29,,6.7,,22.4,
2006-11-09,,11.0,,,,,2.6,,,,,,,9.5,2006.0,3.0,,6.6,,21.8,
2006-11-10,,11.0,,,,,2.6,,,,,,,,2006.0,2.62,,6.5,,20.4,
2006-11-11,,11.0,,,,,2.6,,,,,,,,2006.0,3.06,,6.5,,20.8,
2006-11-12,,11.0,,,,,2.6,,,,,,,13.7,2006.0,2.88,,6.6,,20.1,
2006-11-13,,11.0,0.42,,21.0,,2.6,,,,,,,11.2,2006.0,4.0,,6.4,,20.5,
2006-11-14,,11.0,,,,,2.6,,,,,,,9.8,2006.0,3.28,,6.4,,21.3,
2006-11-15,,11.0,,,,,2.6,,,,,,,4.9,2006.0,2.9,,6.6,,21.0,
2006-11-16,,11.0,,,,,2.6,,,,,,,9.6,2006.0,2.87,,6.6,,21.7,
2006-11-17,,11.0,,,,,2.6,,,,,,,,2006.0,2.78,,6.5,,22.2,
2006-11-18,,11.0,,,,,2.6,,,,,,,,2006.0,2.78,,6.6,,22.0,
2006-11-19,,11.0,,,,,2.6,,,,,,,6.4,2006.0,3.52,,6.7,,21.4,
2006-11-20,,11.0,0.35,,24.0,,2.6,,,,,,,,2006.0,2.58,,6.5,,21.3,
2006-11-21,,11.0,,,,,2.6,,,,,,,4.0,2006.0,2.51,,6.6,,21.3,
2006-11-22,,11.0,,,,,2.6,,,,,,,2.6,2006.0,2.72,,6.7,,21.7,
2006-11-23,,11.0,,,,,2.6,,,,,,,4.8,2006.0,2.6,,6.9,,21.3,
2006-11-24,,11.0,,,,,2.6,,,,,,,5.5,2006.0,2.44,,7.0,,20.5,
2006-11-25,,11.0,,,,,2.6,,,,,,,,2006.0,2.41,,6.8,,20.0,
2006-11-26,,11.0,,,,,2.6,,,,,,,4.0,2006.0,3.58,,6.6,,20.5,
2006-11-27,,11.0,0.35,,24.0,,2.6,,,,,,,6.8,2006.0,3.25,,6.4,,20.0,
2006-11-28,,11.0,,,,,2.6,,,,,,,4.4,2006.0,3.07,,6.5,,19.0,
2006-11-29,,11.0,,,,,2.6,,,,,,,4.7,2006.0,2.81,,6.7,,19.4,
2006-11-30,,11.0,,,,,2.6,,,,,,,6.0,2006.0,3.02,,6.7,,19.7,
2006-12-01,,12.0,,,,,2.6,,,,,,,,2006.0,2.21,,6.5,,18.9,
2006-12-02,,12.0,,,,,2.6,,,,,,,,2006.0,2.59,,6.5,,18.9,
2006-12-03,,12.0,,,,,2.6,,,,,,,2.0,2006.0,2.5,,6.6,,17.8,
2006-12-04,,12.0,0.49,,23.0,,2.6,,,,0.56,,,4.9,2006.0,2.58,0.2,6.3,,19.3,
2006-12-05,,12.0,,,,,2.6,,,,,,,2.7,2006.0,2.44,,6.5,,20.3,
2006-12-06,,12.0,,,,,2.6,,,,,,,4.2,2006.0,2.5,,6.7,,19.2,
2006-12-07,,12.0,,,,,2.6,,,,,,,4.5,2006.0,2.52,,6.6,,19.1,
2006-12-08,,12.0,,,,,2.6,,,,,,,,2006.0,3.09,,6.6,,18.2,
2006-12-09,,12.0,,,,,2.6,,,,,,,,2006.0,4.17,,6.5,,19.2,
2006-12-10,,12.0,,,,,2.6,,,,,,,3.4,2006.0,3.76,,6.7,,18.2,
2006-12-11,,12.0,0.28,,19.0,,2.6,,,,,,,3.2,2006.0,3.9,,6.4,,19.8,
2006-12-12,,12.0,,,,,2.6,,,,,,,3.8,2006.0,6.56,,6.4,,19.7,
2006-12-13,,12.0,,,,,2.6,,,,,,,3.3,2006.0,7.2,,6.6,,19.0,
2006-12-14,,12.0,,,,,2.6,,,,,,,3.4,2006.0,5.35,,6.4,,20.0,
2006-12-15,,12.0,,,,,2.6,,,,,,,,2006.0,4.73,,6.5,,19.6,
2006-12-16,,12.0,,,,,2.6,,,,,,,,2006.0,3.97,,6.6,,15.6,
2006-12-17,,12.0,,,,,2.6,,,,,,,4.4,2006.0,3.54,,6.6,,17.7,
2006-12-18,,12.0,0.28,,17.0,,2.6,,,,,,,3.1,2006.0,3.64,,6.6,,18.2,
2006-12-19,,12.0,,,,,2.6,,,,,,,3.9,2006.0,3.79,,6.6,,20.0,
2006-12-20,,12.0,,,,,2.6,,,,,,,5.2,2006.0,3.29,,6.7,,17.8,
2006-12-21,,12.0,,,,,2.6,,,,,,,4.0,2006.0,4.65,,6.7,,18.4,
2006-12-22,,12.0,,,,,2.6,,,,,,,,2006.0,3.76,,6.4,,17.9,
2006-12-23,,12.0,,,,,2.6,,,,,,,,2006.0,3.99,,6.7,,21.3,
2006-12-24,,12.0,,,,,2.6,,,,,,,1.4,2006.0,3.74,,6.7,,17.9,
2006-12-25,,12.0,,,,,2.6,,,,,,,1.5,2006.0,3.58,,6.9,,18.8,
2006-12-26,,12.0,0.33,,17.0,,2.6,,,,,,,1.0,2006.0,6.23,,6.8,,18.8,
2006-12-27,,12.0,,,,,2.6,,,,,,,2.9,2006.0,8.38,,6.5,,18.4,
2006-12-28,,12.0,,,,,2.6,,,,,,,6.4,2006.0,6.96,,6.7,,17.3,
2006-12-29,,12.0,,,,,2.6,,,,,,,,2006.0,4.63,,6.8,,15.9,
2006-12-30,,12.0,,,,,2.6,,,,,,,,2006.0,4.02,,6.7,,15.0,
2006-12-31,,12.0,,,,,2.6,,,,,,,5.1,2006.0,4.14,,6.7,,16.0,
2007-01-01,,1.0,,,,,2.6,,,,,,,5.6,2007.0,3.73,,6.9,,17.9,
2007-01-02,,1.0,,,,,2.6,,,,,,,5.0,2007.0,3.89,,6.8,,18.5,
2007-01-03,,1.0,0.21,,17.0,,2.6,,,,0.35,,,3.0,2007.0,4.02,0.2,6.9,,17.9,
2007-01-04,,1.0,,,,,2.6,,,,,,,5.9,2007.0,4.16,,6.9,,18.5,
2007-01-05,,1.0,,,,,2.6,,,,,,,,2007.0,3.19,,6.9,,17.3,
2007-01-06,,1.0,,,,,2.6,,,,,,,,2007.0,3.79,,7.1,,17.0,
2007-01-07,,1.0,,,,,2.6,,,,,,,3.8,2007.0,3.89,,6.8,,16.6,
2007-01-08,,1.0,0.2,,19.0,,2.6,,,,,,,4.5,2007.0,3.73,,6.8,,17.5,
2007-01-09,,1.0,,,,,2.6,,,,,,,,2007.0,4.04,,7.0,,18.0,
2007-01-10,,1.0,,,,,2.6,,,,,,,3.4,2007.0,3.28,,7.1,,17.6,
2007-01-11,,1.0,,,,,2.6,,,,,,,8.0,2007.0,3.06,,6.8,,17.6,
2007-01-12,,1.0,,,,,2.6,,,,,,,7.6,2007.0,3.09,,6.7,,15.6,
2007-01-13,,1.0,,,,,2.6,,,,,,,,2007.0,2.85,,7.2,,15.7,
2007-01-14,,1.0,,,,,2.6,,,,,,,4.4,2007.0,3.07,,6.8,,15.9,
2007-01-15,,1.0,,,,,2.6,,,,,,,,2007.0,3.07,,6.7,,15.9,
2007-01-16,,1.0,0.35,,21.0,,2.6,,,,,,,5.1,2007.0,3.0,,6.8,,14.7,
2007-01-17,,1.0,,,,,2.6,,,,,,,7.1,2007.0,3.07,,6.9,,17.6,
2007-01-18,,1.0,,,,,2.6,,,,,,,4.1,2007.0,3.03,,6.9,,17.0,
2007-01-19,,1.0,,,,,2.6,,,,,,,2.7,2007.0,2.95,,7.0,,17.8,
2007-01-20,,1.0,,,,,2.6,,,,,,,,2007.0,2.99,,6.7,,17.1,
2007-01-21,,1.0,,,,,2.6,,,,,,,4.4,2007.0,2.99,,6.6,,17.8,
2007-01-22,,1.0,0.3,,22.0,,2.6,,,,,,,5.2,2007.0,2.89,,6.8,,17.8,
2007-01-23,,1.0,,,,,2.6,,,,,,,4.0,2007.0,2.8,,6.9,,18.9,
2007-01-24,,1.0,,,,,2.6,,,,,,,2.5,2007.0,2.41,,6.9,,17.4,
2007-01-25,,1.0,,,,,2.6,,,,,,,2.5,2007.0,2.7,,6.9,,17.4,
2007-01-26,,1.0,,,,,2.6,,,,,,,,2007.0,2.96,,6.7,,19.5,
2007-01-27,,1.0,,,,,2.6,,,,,,,,2007.0,3.04,,6.6,,18.2,
2007-01-28,,1.0,,,,,2.6,,,,,,,2.7,2007.0,3.36,,6.7,,17.9,
2007-01-29,,1.0,,,,,2.6,,,,,,,3.0,2007.0,3.0,,6.7,,18.1,
2007-01-30,,1.0,,,,,2.6,,,,,,,4.8,2007.0,2.72,,6.8,,18.5,
2007-01-31,,1.0,,,,,2.6,,,,,,,4.2,2007.0,2.7,,6.8,,18.6,
2007-02-01,,2.0,0.26,,20.0,,2.6,,,,0.98,,,2.4,2007.0,2.6,0.72,6.7,,19.0,
2007-02-02,,2.0,,,,,2.6,,,,,,,,2007.0,2.76,,6.7,,19.1,
2007-02-03,,2.0,,,,,2.6,,,,,,,,2007.0,2.72,,6.9,,16.9,
2007-02-04,,2.0,,,,,2.6,,,,,,,2.8,2007.0,2.58,,6.8,,16.8,
2007-02-05,,2.0,0.23,,22.0,,2.6,,,,,,,1.9,2007.0,2.61,,6.8,,19.1,
2007-02-06,,2.0,,,,,2.6,,,,,,,9.2,2007.0,2.58,,6.9,,20.1,
2007-02-07,,2.0,,,,,2.6,,,,,,,4.8,2007.0,3.22,,7.1,,19.4,
2007-02-08,,2.0,,,,,2.6,,,,,,,2.2,2007.0,5.57,,7.0,,19.1,
2007-02-09,,2.0,,,,,2.6,,,,,,,,2007.0,8.3,,6.8,,18.8,
2007-02-10,,2.0,,,,,2.6,,,,,,,,2007.0,7.86,,6.8,,17.9,
2007-02-11,,2.0,,,,,2.6,,,,,,,3.1,2007.0,7.41,,6.8,,17.5,
2007-02-12,,2.0,,,,,2.6,,,,,,,3.9,2007.0,7.97,,6.6,,16.5,
2007-02-13,,2.0,0.28,,9.7,,2.6,,,,,,,4.0,2007.0,9.04,,6.5,,16.8,
2007-02-14,,2.0,,,,,2.6,,,,,,,6.7,2007.0,5.65,,6.8,,17.8,
2007-02-15,,2.0,,,,,2.6,,,,,,,3.2,2007.0,6.83,,6.9,,18.8,
