Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,Salinity,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2007-09-05,,9.0,11.78,,,2.69,,0.8,,,,,,10.0,2007.0,9.79,6.92,,24.0,
2007-09-06,,9.0,14.89,,,2.69,,0.8,,,,,,10.0,2007.0,9.66,7.04,,24.5,
2007-09-11,,9.0,10.33,,,2.69,,0.7,,,,,,10.0,2007.0,9.52,7.0,,23.0,
2007-09-12,,9.0,9.91,0.94,12.1,2.69,,0.7,,,,,,9.0,2007.0,9.47,7.02,,23.0,
2007-09-13,,9.0,12.74,,,2.69,,0.7,,,,,,11.0,2007.0,9.39,7.06,,23.0,
2007-09-18,,9.0,10.17,,,2.69,,0.6,,,,,,10.0,2007.0,9.28,6.9,,22.0,
2007-09-20,,9.0,10.47,,,2.69,,0.6,,,,,,11.0,2007.0,9.49,6.92,,21.0,
2007-09-25,,9.0,13.48,,,2.69,,0.7,,,,,,12.0,2007.0,9.39,6.88,,23.0,
2007-09-27,,9.0,9.85,,,2.69,,0.7,,,,,,12.0,2007.0,9.37,6.84,,23.0,
2007-10-02,,10.0,14.21,,,2.69,,0.9,,,,,,12.0,2007.0,9.39,7.0,,22.0,
2007-10-03,,10.0,13.78,,,2.69,,0.8,,,,,,12.0,2007.0,9.45,6.89,,21.5,
2007-10-04,,10.0,13.07,,,2.69,,0.7,,,,,,13.0,2007.0,9.53,6.8,,25.0,
2007-10-09,,10.0,15.42,0.84,9.94,2.69,,0.7,,,,,,11.0,2007.0,9.44,6.92,,21.0,
2007-10-11,,10.0,9.86,,,2.69,,0.7,,,,,,10.0,2007.0,9.78,6.88,,21.0,
2007-10-16,,10.0,11.03,,,2.69,,0.7,,,,,,9.0,2007.0,10.28,6.91,,20.0,
2007-10-18,,10.0,11.64,,,2.69,,0.7,,,,,,10.0,2007.0,9.91,7.0,,20.0,
2007-10-23,,10.0,11.18,,,2.69,,0.6,,,,,,9.0,2007.0,9.23,6.79,,21.0,
2007-10-25,,10.0,10.12,,,2.69,,0.6,,,,,,9.0,2007.0,9.45,6.9,,20.0,
2007-10-30,,10.0,11.36,,,2.69,,0.7,,,,,,9.0,2007.0,9.35,6.92,,19.0,
2007-11-01,,11.0,9.8,,,2.69,,0.7,,,,,,8.0,2007.0,9.29,6.85,,19.5,
2007-11-06,,11.0,14.92,,,2.69,,0.7,,,,,,8.0,2007.0,9.32,6.85,,19.0,
2007-11-08,,11.0,12.82,0.71,5.31,2.69,,0.6,,,,,,9.0,2007.0,9.36,6.98,,19.0,
2007-11-13,,11.0,9.45,,,2.69,,0.6,,,,,,11.0,2007.0,9.97,6.94,,19.0,
2007-11-15,,11.0,9.32,,,2.69,,0.6,,,,,,7.0,2007.0,9.65,6.8,,18.5,
2007-11-20,,11.0,10.28,,,2.69,,0.6,,,,,,7.0,2007.0,9.64,6.88,,18.5,
2007-11-21,,11.0,10.52,,,2.69,,0.6,,,,,,7.0,2007.0,9.91,6.85,,18.5,
2007-11-27,,11.0,12.64,,,2.69,,0.7,,,,,,9.0,2007.0,9.34,6.97,,18.0,
2007-11-29,,11.0,11.38,,,2.69,,0.7,,,,,,8.0,2007.0,9.32,6.78,,17.0,
2007-12-04,,12.0,12.25,,,2.69,,0.6,,,,,,8.0,2007.0,10.36,6.8,,17.0,
2007-12-05,,12.0,12.78,0.64,9.46,2.69,,0.6,,,,,,8.0,2007.0,9.81,6.8,,16.0,
2007-12-06,,12.0,11.44,,,2.69,,0.6,,,,,,9.0,2007.0,11.43,6.8,,16.0,
2007-12-11,,12.0,10.56,,,2.69,,0.7,,,,,,8.0,2007.0,9.88,6.97,,15.5,
2007-12-13,,12.0,12.36,,,2.69,,0.6,,,,,,10.0,2007.0,9.69,6.86,,15.5,
2007-12-18,,12.0,12.16,,,2.69,,0.7,,,,,,10.0,2007.0,12.85,7.03,,14.0,
2007-12-19,,12.0,10.28,,,2.69,,0.6,,,,,,9.0,2007.0,11.08,7.0,,15.0,
2007-12-20,,12.0,9.87,,,2.69,,0.6,,,,,,10.0,2007.0,16.16,6.91,,13.0,
2007-12-26,,12.0,11.9,,,2.69,,0.7,,,,,,11.0,2007.0,10.42,6.88,,15.0,
2007-12-27,,12.0,16.1,,,2.69,,0.7,,,,,,11.0,2007.0,10.55,7.03,,14.0,
2008-01-03,,1.0,12.62,,,2.69,,0.6,,,,,,10.0,2008.0,10.74,7.04,,18.5,
2008-01-08,,1.0,7.5,,,2.69,,0.6,,,,,,10.0,2008.0,16.44,7.12,,17.0,
2008-01-10,,1.0,6.2,0.64,5.71,2.69,,0.7,,,,,,10.0,2008.0,14.53,7.18,,18.0,
2008-01-15,,1.0,12.68,,,2.69,,0.6,,,,,,12.0,2008.0,11.27,7.13,,18.0,
2008-01-17,,1.0,13.76,,,2.69,,0.6,,,,,,11.0,2008.0,11.11,7.0,,18.0,
2008-01-22,,1.0,14.96,,,2.69,,0.7,,,,,,13.0,2008.0,12.22,7.17,,18.0,
2008-01-24,,1.0,10.6,,,2.69,,0.7,,,,,,12.0,2008.0,13.44,7.19,,17.0,
2008-01-29,,1.0,5.98,,,2.69,,0.6,,,,,,11.0,2008.0,17.72,7.2,,16.0,
2008-01-31,,1.0,9.23,,,2.69,,0.6,,,,,,12.0,2008.0,17.26,7.2,,16.5,
2008-02-05,,2.0,7.85,,,2.69,,0.6,,,,,,12.0,2008.0,13.91,7.1,,16.5,
2008-02-07,,2.0,15.58,0.84,5.64,2.69,,0.6,,,,,,12.0,2008.0,12.63,7.2,,17.0,
2008-02-12,,2.0,14.48,,,2.69,,0.6,,,,,,12.0,2008.0,11.83,7.2,,17.5,
2008-02-14,,2.0,12.66,,,2.69,,0.6,,,,,,12.0,2008.0,11.86,7.2,,17.5,
2008-02-19,,2.0,14.76,,,2.69,,0.7,,,,,,17.0,2008.0,11.93,7.23,,18.0,
2008-02-26,,2.0,9.56,,,2.69,,0.6,,,,,,13.0,2008.0,14.0,7.19,,18.0,
2008-02-28,,2.0,12.12,,,2.69,,0.7,,,,,,16.0,2008.0,12.59,7.13,,19.0,
2008-03-04,,3.0,13.64,,,2.69,,0.6,,,,,,14.0,2008.0,11.12,7.2,,19.0,
2008-03-06,,3.0,11.7,,,2.69,,0.7,,,,,,14.0,2008.0,10.89,7.2,,18.5,
2008-03-11,,3.0,10.78,,,2.69,,0.7,,,,,,12.0,2008.0,10.52,7.15,,20.0,
2008-03-12,,3.0,10.01,0.95,5.59,2.69,,0.6,,,,,,12.0,2008.0,10.69,7.16,,20.0,
2008-03-13,,3.0,9.02,,,2.69,,0.7,,,,,,11.0,2008.0,10.38,7.13,,19.5,
2008-03-18,,3.0,10.04,,,2.69,,0.6,,,,,,12.0,2008.0,10.1,7.04,,20.0,
2008-03-20,,3.0,11.12,,,2.69,,0.6,,,,,,12.0,2008.0,9.95,7.09,,19.5,
2008-03-25,,3.0,9.85,,,2.69,,0.6,,,,,,10.0,2008.0,10.36,7.04,,21.0,
2008-03-27,,3.0,10.53,,,2.69,,0.6,,,,,,10.0,2008.0,10.39,7.11,,19.5,
2008-04-01,,4.0,8.15,,,2.69,,0.6,,,,,,11.0,2008.0,9.7,7.25,,20.5,
2008-04-03,,4.0,13.16,,,2.69,,0.6,,,,,,11.0,2008.0,9.49,7.2,,20.0,
2008-04-08,,4.0,25.48,,,2.69,,0.7,,,,,,21.0,2008.0,9.78,7.26,,19.5,
2008-04-09,,4.0,27.2,0.08,1.65,2.69,,0.7,,,,,,19.0,2008.0,9.69,7.1,,20.0,
2008-04-10,,4.0,26.08,,,2.69,,0.7,,,,,,15.0,2008.0,9.6,7.06,,20.0,
2008-04-17,,4.0,26.04,,,2.69,,0.7,,,,,,13.0,2008.0,9.68,7.34,,22.0,
2008-04-22,,4.0,31.9,,,2.69,,0.7,,,,,,15.0,2008.0,9.81,7.2,,20.0,
2008-04-24,,4.0,25.52,,,2.69,,0.7,,,,,,15.0,2008.0,9.82,7.2,,21.0,
2008-04-29,,4.0,18.02,,,2.69,,0.6,,,,,,11.0,2008.0,9.52,7.22,,21.5,
2008-04-30,,4.0,15.42,,,2.69,,0.6,,,,,,11.0,2008.0,9.28,7.13,,21.0,
2008-05-06,,5.0,9.86,,,2.69,,0.7,,,,,,9.0,2008.0,9.73,7.1,,22.0,
2008-05-08,,5.0,8.18,2.17,2.67,2.69,,0.8,,,,,,9.0,2008.0,9.82,6.95,,22.0,
2008-05-12,,5.0,9.02,,,2.69,,0.7,,,,,,9.0,2008.0,9.89,6.91,,22.0,
2008-05-13,,5.0,9.37,,,2.69,,0.7,,,,,,8.0,2008.0,9.6,7.01,,23.0,
2008-05-15,,5.0,12.92,,,2.69,,0.6,,,,,,10.0,2008.0,9.55,6.91,,24.0,
2008-05-20,,5.0,10.94,,,2.69,,0.7,,,,,,7.0,2008.0,9.5,7.13,,22.5,
2008-05-22,,5.0,10.7,,,2.69,,0.7,,,,,,7.0,2008.0,9.22,7.0,,22.5,
2008-05-27,,5.0,11.82,,,2.69,,0.7,,,,,,9.0,2008.0,9.4,6.95,,23.5,
2008-05-29,,5.0,12.21,,,2.69,,0.7,,,,,,8.0,2008.0,9.21,6.91,,23.0,
2008-06-03,,6.0,15.15,,,2.69,,0.8,,,,,,8.0,2008.0,9.73,7.0,,23.0,
2008-06-04,,6.0,17.24,,,2.69,,0.9,,,,,,7.0,2008.0,9.81,6.94,,23.0,
2008-06-05,,6.0,16.12,,,2.69,,0.9,,,,,,8.0,2008.0,9.78,6.84,,23.0,
2008-06-10,,6.0,20.85,,,2.69,,0.7,,,,,,8.0,2008.0,9.51,6.98,,24.0,
2008-06-11,,6.0,20.02,1.03,3.29,2.69,,0.7,,,,,,8.0,2008.0,9.28,7.02,,24.5,
2008-06-12,,6.0,17.17,,,2.69,,0.7,,,,,,9.0,2008.0,9.26,7.0,,25.5,
2008-06-16,,6.0,19.19,,,2.69,,0.8,,,,,,10.0,2008.0,9.97,7.09,,23.5,
2008-06-17,,6.0,20.7,,,2.69,,0.9,,,,,,10.0,2008.0,9.77,7.18,,23.5,
2008-06-18,,6.0,18.87,,,2.69,,0.9,,,,,,10.0,2008.0,9.65,7.0,,24.0,
2008-06-19,,6.0,18.46,,,2.69,,0.8,,,,,,9.0,2008.0,9.55,6.97,,24.5,
2008-06-20,,6.0,14.52,,,2.69,,0.8,,,,,,8.0,2008.0,9.65,7.06,,26.0,
2008-06-24,,6.0,18.58,,,2.69,,0.8,,,,,,10.0,2008.0,9.19,7.14,,25.0,
2008-06-25,,6.0,17.36,,,2.69,,0.7,,,,,,9.0,2008.0,9.2,6.96,,24.0,
2008-06-26,,6.0,16.41,,,2.69,,0.7,,,,,,9.0,2008.0,9.45,7.07,,24.0,
2008-06-27,,6.0,14.8,,,2.69,,0.7,,,,,,10.0,2008.0,9.73,7.05,,24.5,
2008-06-30,,6.0,14.44,,,2.69,,0.9,,,,,,11.0,2008.0,9.57,6.98,,25.0,
2008-07-01,,7.0,14.05,,,2.69,,1.0,,,,,,9.0,2008.0,9.55,6.93,,24.0,
2008-07-02,,7.0,12.14,,,2.69,,1.1,,,,,,10.0,2008.0,9.57,6.94,,24.5,
2008-07-03,,7.0,11.2,,,2.69,,1.1,,,,,,10.0,2008.0,9.51,6.94,,25.0,
2008-07-07,,7.0,12.64,,,2.69,,0.9,,,,,,10.0,2008.0,9.73,6.91,,25.5,
2008-07-08,,7.0,9.54,,,2.69,,0.9,,,,,,9.0,2008.0,9.45,6.9,,27.0,
2008-07-09,,7.0,9.91,,,2.69,,0.8,,,,,,10.0,2008.0,9.66,6.96,,26.0,
2008-07-10,,7.0,11.34,,,2.69,,0.8,,,,,,9.0,2008.0,9.57,6.99,,25.5,
2008-07-11,,7.0,9.85,,,2.69,,0.8,,,,,,9.0,2008.0,9.72,6.99,,25.0,
2008-07-14,,7.0,11.17,,,2.69,,0.8,,,,,,11.0,2008.0,9.62,6.98,,25.5,
2008-07-15,,7.0,11.52,,,2.69,,0.9,,,,,,10.0,2008.0,9.29,6.91,,25.0,
2008-07-16,,7.0,10.76,,,2.69,,0.9,,,,,,10.0,2008.0,9.26,6.85,,25.0,
2008-07-17,,7.0,10.94,,,2.69,,0.9,,,,,,10.0,2008.0,9.27,6.89,,25.0,
2008-07-21,,7.0,10.85,,,2.69,,0.9,,,,,,12.0,2008.0,9.47,6.94,,24.0,
2008-07-22,,7.0,11.64,,,2.69,,0.8,,,,,,11.0,2008.0,9.32,6.94,,24.5,
2008-07-23,,7.0,9.75,,,2.69,,0.8,,,,,,11.0,2008.0,9.37,6.81,,25.0,
2008-07-24,,7.0,12.0,1.77,6.7,2.69,,0.8,,,,,,10.0,2008.0,9.17,6.9,,25.0,
2008-07-25,,7.0,10.64,,,2.69,,0.8,,,,,,11.0,2008.0,9.11,6.86,,25.0,
2008-07-28,,7.0,9.78,,,2.69,,0.9,,,,,,13.0,2008.0,9.66,7.11,,25.0,
2008-07-29,,7.0,10.92,,,2.69,,1.0,,,,,,12.0,2008.0,9.56,6.94,,25.0,
2008-07-30,,7.0,11.76,,,2.69,,1.0,,,,,,14.0,2008.0,9.72,6.92,,25.0,
2008-07-31,,7.0,10.76,,,2.69,,1.2,,,,,,14.0,2008.0,9.73,6.91,,25.0,
2008-08-01,,8.0,11.48,,,2.69,,1.1,,,,,,14.0,2008.0,9.73,,,25.0,
2008-08-04,,8.0,13.6,,,2.69,,1.0,,,,,,13.0,2008.0,9.34,7.08,,25.0,
2008-08-05,,8.0,15.24,,,2.69,,0.9,,,,,,11.0,2008.0,9.22,7.1,,25.0,
2008-08-06,,8.0,13.0,1.49,10.71,2.69,,0.9,,,,,,12.0,2008.0,9.31,6.87,,25.5,
2008-08-07,,8.0,9.83,,,2.69,,0.8,,,,,,11.0,2008.0,9.34,6.94,,25.0,
2008-08-08,,8.0,9.18,,,2.69,,0.8,,,,,,10.0,2008.0,9.23,6.95,,25.0,
2008-08-12,,8.0,11.74,,,2.69,,0.9,,,,,,9.0,2008.0,9.26,6.95,,25.0,
2008-08-13,,8.0,14.56,,,2.69,,0.9,,,,,,9.0,2008.0,9.31,6.9,,26.0,
2008-08-14,,8.0,10.61,,,2.69,,0.9,,,,,,9.0,2008.0,9.26,6.95,,25.0,
2008-08-15,,8.0,9.57,,,2.69,,0.9,,,,,,9.0,2008.0,9.5,6.98,,25.0,
2008-08-18,,8.0,15.05,,,2.69,,1.0,,,,,,12.0,2008.0,9.52,7.13,,24.5,
2008-08-19,,8.0,14.18,,,2.69,,0.9,,,,,,13.0,2008.0,9.39,7.01,,25.0,
2008-08-20,,8.0,11.59,,,2.69,,0.7,,,,,,14.0,2008.0,9.4,7.07,,25.5,
2008-08-21,,8.0,15.9,,,2.69,,0.9,,,,,,11.0,2008.0,9.34,6.98,,26.0,
2008-08-22,,8.0,19.32,,,2.69,,0.9,,,,,,10.0,2008.0,9.28,7.15,,25.5,
2008-08-25,,8.0,20.26,,,2.69,,0.9,,,,,,11.0,2008.0,9.52,7.13,,26.0,
2008-08-26,,8.0,18.68,,,2.69,,1.0,,,,,,9.0,2008.0,9.17,7.12,,26.0,
2008-08-28,,8.0,15.22,,,2.69,,1.0,,,,,,8.0,2008.0,9.3,7.13,,26.0,
2008-08-29,,8.0,12.45,,,2.69,,1.0,,,,,,8.0,2008.0,9.37,7.24,,26.0,
2008-09-02,,9.0,13.04,,,2.69,,0.9,,,,,,8.0,2008.0,9.24,7.02,,26.0,
2008-09-03,,9.0,13.99,,,2.69,,0.9,,,,,,6.0,2008.0,8.89,6.98,,26.0,
2008-09-04,,9.0,13.24,,,2.69,,0.9,,,,,,6.0,2008.0,8.96,7.14,,26.0,
2008-09-05,,9.0,10.66,,,2.69,,0.9,,,,,,6.0,2008.0,8.97,6.91,,26.5,
2008-09-08,,9.0,11.12,,,2.69,,0.8,,,,,,9.0,2008.0,9.52,7.3,,25.0,
2008-09-09,,9.0,11.98,,,2.69,,0.9,,,,,,10.0,2008.0,9.49,7.11,,25.5,
2008-09-10,,9.0,11.9,,,2.69,,0.9,,,,,,9.0,2008.0,9.42,6.96,,25.0,
2008-09-11,,9.0,10.41,2.18,10.31,2.69,,0.9,,,12.0,,,9.0,2008.0,9.25,7.01,,25.0,
2008-09-12,,9.0,10.36,,,2.69,,0.9,,,,,,10.0,2008.0,9.33,6.96,,25.0,
2008-09-15,,9.0,10.84,,,2.69,,0.8,,,,,,10.0,2008.0,9.54,7.01,,25.0,
2008-09-16,,9.0,10.84,,,2.69,,0.8,,,,,,10.0,2008.0,8.82,7.03,,24.5,
2008-09-17,,9.0,8.72,,,2.69,,0.8,,,,,,11.0,2008.0,9.11,7.16,,24.5,
2008-09-18,,9.0,8.0,,,2.69,,0.8,,,,,,11.0,2008.0,9.44,7.03,,24.5,
2008-09-19,,9.0,9.84,,,2.69,,0.9,,,,,,11.0,2008.0,8.93,6.98,,25.0,
2008-09-22,,9.0,9.19,,,2.69,,0.9,,,,,,13.0,2008.0,10.5,7.01,,25.0,
2008-09-23,,9.0,10.02,,,2.69,,0.8,,,,,,14.0,2008.0,8.67,6.98,,25.0,
2008-09-24,,9.0,9.36,,,2.69,,0.8,,,,,,15.0,2008.0,8.8,7.03,,25.0,
2008-09-25,,9.0,9.29,,,2.69,,0.8,,,,,,13.0,2008.0,9.05,6.99,,25.0,
2008-09-26,,9.0,7.16,,,2.69,,0.8,,,,,,11.0,2008.0,8.92,6.97,,25.0,
2008-09-29,,9.0,8.33,,,2.69,,0.7,,,,,,10.0,2008.0,9.0,6.95,,25.0,
2008-09-30,,9.0,8.8,,,2.69,,0.8,,,,,,10.0,2008.0,8.76,6.95,,24.5,
2008-10-01,,10.0,6.95,,,2.69,,0.8,,,,,,10.0,2008.0,8.86,6.81,,25.0,
2008-10-02,,10.0,5.94,,,2.69,,0.8,,,,,,11.0,2008.0,8.7,6.91,,25.0,
2008-10-03,,10.0,8.01,,,2.69,,0.8,,,,,,11.0,2008.0,8.7,6.97,,24.5,
2008-10-06,,10.0,7.45,,,2.69,,0.8,,,,,,12.0,2008.0,9.07,6.85,,25.0,
2008-10-08,,10.0,11.58,0.9,15.51,2.69,,0.7,,,12.0,,,10.0,2008.0,8.87,6.8,,25.0,
2008-10-09,,10.0,8.83,,,2.69,,0.7,,,,,,9.0,2008.0,8.73,6.85,,25.0,
2008-10-10,,10.0,8.34,,,2.69,,0.7,,,,,,10.0,2008.0,8.79,6.9,,24.0,
2008-10-13,,10.0,11.92,,,2.69,,0.7,,,,,,13.0,2008.0,9.97,6.95,,24.0,
2008-10-14,,10.0,12.34,,,2.69,,0.7,,,,,,16.0,2008.0,8.61,6.91,,24.0,
2008-10-15,,10.0,11.42,,,2.69,,0.7,,,,,,12.0,2008.0,8.62,6.92,,24.5,
2008-10-16,,10.0,9.87,,,2.69,,0.7,,,,,,11.0,2008.0,8.69,6.9,,24.5,
2008-10-20,,10.0,13.8,,,2.69,,0.8,,,,,,11.0,2008.0,9.07,6.99,,24.0,
2008-10-21,,10.0,13.38,,,2.69,,0.8,,,,,,12.0,2008.0,8.86,6.9,,24.0,
2008-10-22,,10.0,11.76,,,2.69,,0.7,,,,,,11.0,2008.0,8.9,6.94,,24.0,
2008-10-23,,10.0,12.0,,,2.69,,0.7,,,,,,10.0,2008.0,8.84,6.86,,24.0,
2008-10-24,,10.0,12.18,,,2.69,,0.7,,,,,,10.0,2008.0,8.92,6.82,,24.0,
2008-10-27,,10.0,14.4,,,2.69,,0.7,,,,,,14.0,2008.0,8.75,7.02,,23.0,
2008-10-28,,10.0,12.88,,,2.69,,0.8,,,,,,12.0,2008.0,8.63,6.9,,22.0,
2008-10-29,,10.0,13.98,,,2.69,,0.8,,,,,,12.0,2008.0,8.68,7.1,,23.0,
2008-10-30,,10.0,13.66,,,2.69,,0.9,,,,,,13.0,2008.0,8.74,6.97,,23.0,
2008-10-31,,10.0,10.89,,,2.69,,0.9,,,,,,14.0,2008.0,8.76,7.0,,23.0,
2008-11-03,,11.0,9.29,,,2.69,,0.8,,,,,,12.0,2008.0,11.1,7.0,,22.0,
2008-11-04,,11.0,10.94,,,2.69,,0.9,,,,,,11.0,2008.0,10.39,6.97,,21.0,
2008-11-05,,11.0,9.84,0.73,6.98,2.69,,0.8,,,12.0,,,11.0,2008.0,9.81,6.87,,21.5,
2008-11-06,,11.0,9.75,,,2.69,,0.8,,,,,,11.0,2008.0,9.65,6.8,,21.0,
2008-11-07,,11.0,10.01,,,2.69,,0.8,,,,,,10.0,2008.0,9.39,6.72,,21.5,
2008-11-10,,11.0,12.34,,,2.69,,0.8,,,,,,11.0,2008.0,9.09,6.9,,22.5,
2008-11-12,,11.0,10.65,,,2.69,,0.8,,,,,,10.0,2008.0,9.03,6.91,,23.0,
2008-11-13,,11.0,9.51,,,2.69,,0.9,,,,,,10.0,2008.0,8.9,6.8,,23.0,
2008-11-14,,11.0,9.52,,,2.69,,0.9,,,,,,9.0,2008.0,8.76,6.89,,23.0,
2008-11-17,,11.0,10.75,,,2.69,,0.8,,,,,,11.0,2008.0,9.15,6.9,,22.0,
2008-11-18,,11.0,11.59,,,2.69,,0.8,,,,,,10.0,2008.0,9.06,6.85,,21.5,
2008-11-19,,11.0,10.22,,,2.69,,0.8,,,,,,11.0,2008.0,9.0,6.88,,22.5,
2008-11-20,,11.0,10.58,,,2.69,,0.7,,,,,,12.0,2008.0,9.06,6.7,,21.0,
2008-11-21,,11.0,10.68,,,2.69,,0.7,,,,,,11.0,2008.0,9.0,6.73,,22.0,
2008-11-24,,11.0,11.25,,,2.69,,0.8,,,,,,11.0,2008.0,9.01,6.83,,22.0,
2008-11-25,,11.0,10.33,,,2.69,,0.9,,,,,,11.0,2008.0,8.85,6.83,,22.0,
2008-11-26,,11.0,12.12,,,2.69,,0.9,,,,,,11.0,2008.0,9.32,6.97,,22.0,
2008-12-01,,12.0,27.89,,,2.69,,0.9,,,,,,40.0,2008.0,9.21,6.99,,21.0,
2008-12-02,,12.0,28.11,,,2.69,,0.9,,,,,,18.0,2008.0,8.95,6.98,,21.0,
2008-12-03,,12.0,26.73,,,2.69,,0.7,,,,,,14.0,2008.0,8.9,7.08,,20.0,
2008-12-04,,12.0,30.98,,,2.69,,0.7,,,32.0,,,14.0,2008.0,6.66,7.03,,20.0,
2008-12-05,,12.0,25.56,,,2.69,,0.7,,,,,,12.0,2008.0,9.86,7.23,,20.0,
2008-12-08,,12.0,28.25,,,2.69,,0.7,,,,,,16.0,2008.0,9.68,7.14,,20.0,
2008-12-09,,12.0,27.83,,,2.69,,0.7,,,,,,14.0,2008.0,9.12,7.14,,19.0,
2008-12-10,,12.0,25.54,0.29,,2.69,,0.8,,,,,,14.0,2008.0,9.03,7.16,,20.0,
2008-12-11,,12.0,28.24,,,2.69,,0.8,,,,,,13.0,2008.0,9.07,7.1,,20.0,
2008-12-12,,12.0,25.38,,,2.69,,0.8,,,,,,14.0,2008.0,9.04,7.24,,20.0,
2008-12-15,,12.0,22.8,,,2.69,,1.1,,,,,,19.0,2008.0,9.69,7.25,,20.0,
2008-12-16,,12.0,17.44,,,2.69,,1.0,,,,,,16.0,2008.0,9.24,7.12,,19.0,
2008-12-17,,12.0,21.56,,,2.69,,0.9,,,,,,17.0,2008.0,9.17,7.2,,19.0,
2008-12-18,,12.0,18.52,,,2.69,,0.8,,,,,,15.0,2008.0,9.67,7.05,,19.0,
2008-12-19,,12.0,16.39,,,2.69,,0.7,,,,,,17.0,2008.0,10.68,6.99,,18.5,
2008-12-22,,12.0,13.26,,,2.69,,0.7,,,,,,14.0,2008.0,10.53,7.07,,19.0,
2008-12-23,,12.0,12.14,,,2.69,,0.7,,,,,,13.0,2008.0,9.67,7.1,,19.0,
2008-12-24,,12.0,11.56,,,2.69,,0.8,,,,,,13.0,2008.0,10.82,7.01,,19.0,
2008-12-26,,12.0,10.43,,,2.69,,0.8,,,,,,11.0,2008.0,10.38,6.95,,18.0,
2008-12-29,,12.0,14.33,,,2.69,,0.7,,,,,,14.0,2008.0,9.87,7.01,,19.0,
2008-12-30,,12.0,13.83,,,2.69,,0.6,,,,,,12.0,2008.0,9.65,7.02,,19.0,
2008-12-31,,12.0,13.76,,,2.69,,0.6,,,,,,13.0,2008.0,9.88,6.97,,19.0,
2009-01-02,,1.0,14.49,,,2.69,,0.6,,,,,,12.0,2009.0,9.39,7.37,,18.5,
2009-01-05,,1.0,14.86,,,2.69,,0.6,,,,,,13.0,2009.0,9.41,7.49,,19.0,
2009-01-06,,1.0,13.12,,,2.69,,0.6,,,15.0,,,12.0,2009.0,9.19,7.4,,19.0,
2009-01-07,,1.0,13.9,,,2.69,,0.7,,,,,,12.0,2009.0,9.29,7.36,,18.5,
2009-01-08,,1.0,13.03,,,2.69,,0.7,,,,,,15.0,2009.0,9.26,7.24,,19.0,
2009-01-09,,1.0,12.74,,,2.69,,0.7,,,,,,13.0,2009.0,9.2,7.27,,19.0,
2009-01-12,,1.0,12.18,,,2.69,,0.7,,,,,,14.0,2009.0,9.05,7.23,,19.0,
2009-01-13,,1.0,11.62,,,2.69,,0.7,,,,,,14.0,2009.0,8.96,7.25,,19.0,
2009-01-14,,1.0,11.7,,,2.69,,0.8,,,,,,14.0,2009.0,9.01,7.18,,19.0,
2009-01-15,,1.0,10.36,0.89,9.26,2.69,,0.7,,,,,,14.0,2009.0,9.14,7.16,,19.0,
2009-01-16,,1.0,9.64,,,2.69,,0.9,,,,,,12.0,2009.0,8.96,7.24,,19.0,
2009-01-20,,1.0,12.34,,,2.69,,0.6,,,,,,13.0,2009.0,9.05,7.17,,19.0,
2009-01-21,,1.0,12.16,,,2.69,,0.7,,,,,,12.0,2009.0,9.08,7.21,,19.0,
2009-01-22,,1.0,9.4,,,2.69,,0.7,,,,,,11.0,2009.0,12.05,7.09,,19.0,
2009-01-23,,1.0,7.78,,,2.69,,0.7,,,,,,12.0,2009.0,10.52,7.1,,19.0,
2009-01-26,,1.0,8.99,,,2.69,,0.7,,,,,,11.0,2009.0,9.6,6.92,,19.0,
2009-01-27,,1.0,8.65,,,2.69,,0.7,,,,,,11.0,2009.0,9.29,7.15,,19.0,
2009-01-28,,1.0,10.16,,,2.69,,0.7,,,,,,11.0,2009.0,9.17,6.94,,19.0,
2009-01-29,,1.0,8.85,,,2.69,,0.7,,,,,,11.0,2009.0,9.13,6.93,,19.0,
2009-01-30,,1.0,9.64,,,2.69,,0.6,,,,,,12.0,2009.0,9.02,6.99,,19.5,
2009-02-02,,2.0,8.96,,,2.69,,0.6,,,,,,12.0,2009.0,9.15,7.13,,19.5,
2009-02-03,,2.0,8.36,,,2.69,,0.6,,,,,,12.0,2009.0,9.13,7.13,,19.0,
2009-02-04,,2.0,8.43,,,2.69,,0.6,,,,,,12.0,2009.0,9.24,6.95,,19.0,
2009-02-05,,2.0,8.83,0.94,13.56,2.69,,0.7,,,12.0,,,11.0,2009.0,9.56,7.07,,19.0,
2009-02-06,,2.0,8.85,,,2.69,,0.8,,,,,,12.0,2009.0,10.65,6.88,,18.5,
2009-02-09,,2.0,8.44,,,2.69,,0.9,,,,,,12.0,2009.0,10.19,7.09,,19.0,
2009-02-10,,2.0,6.99,,,2.69,,0.8,,,,,,12.0,2009.0,9.71,6.97,,19.0,
2009-02-11,,2.0,7.69,,,2.69,,0.8,,,,,,11.0,2009.0,11.08,6.98,,18.0,
2009-02-12,,2.0,8.19,,,2.69,,1.0,,,,,,10.0,2009.0,10.28,7.06,,18.0,
2009-02-13,,2.0,6.88,,,2.69,,0.6,,,,,,13.0,2009.0,15.9,6.88,,18.0,
