Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2005-05-25,,5.0,0.1,,,3.86,,,,0.84,0.84,2.73,,2005.0,11.52,,,,
2005-05-31,,5.0,0.1,,,3.86,,,,,,3.16,,2005.0,14.88,,,,
2005-06-02,,6.0,0.1,,,3.86,,,,0.77,0.77,,,2005.0,14.48,,,,
2005-06-07,,6.0,0.32,,5.4,3.86,,,,,,1.8,,2005.0,11.49,,,,
2005-06-08,,6.0,0.1,,,3.86,,,,1.12,1.12,,,2005.0,13.45,,,,
2005-06-14,,6.0,0.1,,,3.86,,,,1.31,1.31,2.4,,2005.0,6.81,,,,
2005-06-21,,6.0,0.1,,,3.86,,,,,,1.04,,2005.0,7.67,,,,
2005-06-22,,6.0,0.1,,,3.86,,,,1.68,,,,2005.0,6.76,,,,
2005-06-28,,6.0,0.1,,,3.86,,,,,,3.09,,2005.0,10.37,,,,
2005-06-29,,6.0,0.1,,,3.86,,,,0.89,,,,2005.0,12.39,,,,
2005-07-05,,7.0,0.27,,4.9,3.86,,,,,,2.6,,2005.0,8.86,,,,
2005-07-06,,7.0,0.1,,,3.86,,,,1.12,,,,2005.0,2.38,,,,
2005-07-12,,7.0,0.1,,,3.86,,,,,,3.3,,2005.0,12.39,,,,
2005-07-13,,7.0,0.1,,,3.86,,,,1.12,,,,2005.0,13.35,,,,
2005-07-19,,7.0,0.1,,,3.86,,,,,,2.01,,2005.0,9.64,,,,
2005-07-20,,7.0,0.1,,,3.86,,,,,,,,2005.0,5.42,,,,
2005-07-21,,7.0,0.1,,,3.86,,,,1.12,1.12,,,2005.0,8.49,,,,
2005-07-26,,7.0,0.1,,,3.86,,,,,,0.77,,2005.0,11.33,,,,
2005-07-27,,7.0,0.1,,,3.86,,,,1.3,,,,2005.0,9.91,,,,
2005-08-02,,8.0,0.2,,9.7,3.86,,,,1.12,10.82,8.7,,2005.0,7.59,,,,
2005-08-09,,8.0,0.1,,,3.86,,,,0.93,0.93,2.96,,2005.0,11.44,,,,
2005-08-16,,8.0,0.1,,,3.86,,,,,,1.82,,2005.0,9.72,,,,
2006-01-03,,1.0,0.31,,4.5,3.86,,,,2.61,7.11,1.5,,2006.0,32.43,,,,
2006-01-10,,1.0,1.57,,6.65,3.86,,,,0.75,7.4,2.51,,2006.0,32.35,,,,
2006-01-17,,1.0,0.1,,4.55,3.86,,,,0.56,5.11,2.16,,2006.0,18.0,,,,
2006-01-24,,1.0,0.1,,9.0,3.86,,,,0.75,9.75,3.3,,2006.0,23.99,,,,
2006-01-31,,1.0,0.1,,7.15,3.86,,,,0.85,8.0,3.25,,2006.0,23.63,,,,
2006-02-07,,2.0,0.1,,7.1,3.86,,,,0.93,8.03,2.3,,2006.0,19.98,,,,
2006-02-14,,2.0,0.1,,12.0,3.86,,,,0.84,12.84,2.95,,2006.0,19.06,,,,
2006-02-21,,2.0,0.1,,9.65,3.86,,,,0.93,10.58,2.65,,2006.0,17.24,,,,
2006-02-28,,2.0,0.1,,10.2,3.86,,,,0.27,10.47,2.48,,2006.0,29.96,,,,
2006-03-07,,3.0,0.11,,4.3,3.86,,,,1.4,5.7,1.4,,2006.0,28.73,,,,
2006-03-14,,3.0,0.28,,3.8,3.86,,,,0.93,4.73,2.11,,2006.0,28.56,,,,
2006-03-21,,3.0,0.1,,3.65,3.86,,,,0.65,4.3,2.1,,2006.0,26.85,,,,
2006-03-28,,3.0,0.1,,7.4,3.86,,,,0.8,8.2,1.71,,2006.0,28.0,,,,
2006-04-04,,4.0,0.07,,6.2,3.86,,,,0.75,6.95,2.2,,2006.0,28.32,,,,
2006-04-11,,4.0,0.1,,4.87,3.86,,,,1.12,5.99,2.5,,2006.0,28.91,,,,
2006-04-18,,4.0,0.1,,5.92,3.86,,,,0.56,6.48,2.22,,2006.0,28.84,,,,
2006-04-25,,4.0,0.1,,10.55,3.86,,,,0.97,11.52,2.96,,2006.0,22.98,,,,
2006-05-02,,5.0,,,6.3,3.86,,,,1.21,7.51,2.2,,2006.0,22.43,,,,
2006-05-09,,5.0,0.1,,7.2,3.86,,,,1.03,8.23,3.13,,2006.0,13.49,,,,
2006-05-16,,5.0,0.1,,9.3,3.86,,,,1.12,10.42,2.21,,2006.0,14.04,,,,
2006-05-23,,5.0,0.1,,6.6,3.86,,,,0.84,7.44,1.79,,2006.0,21.38,,,,
2006-05-30,,5.0,0.1,,6.95,3.86,,,,0.8,7.75,1.97,,2006.0,14.03,,,,
2006-06-05,,6.0,0.1,,6.9,3.86,,,,,,2.0,,2006.0,12.83,,,,
2006-06-06,,6.0,0.1,,,3.86,,,,0.93,,,,2006.0,11.8,,,,
2006-06-13,,6.0,0.1,,6.82,3.86,,,,0.65,7.47,3.37,,2006.0,10.59,,,,
2006-06-20,,6.0,0.1,,13.18,3.86,,,,1.12,14.3,2.88,,2006.0,7.99,,,,
2006-06-27,,6.0,0.1,,16.0,3.86,,,,1.5,17.5,4.13,,2006.0,12.1,,,,
2006-07-05,,7.0,0.1,,15.0,3.86,,,,1.03,16.03,3.1,,2006.0,11.16,,,,
2006-07-11,,7.0,0.01,,15.1,3.86,,,,1.03,16.13,3.54,,2006.0,6.63,,,,
2006-07-18,,7.0,0.08,,8.08,3.86,,,,0.93,9.01,2.59,,2006.0,10.46,,,,
2006-07-25,,7.0,0.05,,14.22,3.86,,,,0.44,14.66,3.83,,2006.0,7.66,,,,
2006-08-01,,8.0,0.04,,18.0,3.86,,,,0.84,18.84,2.2,,2006.0,7.63,,,,
2006-08-08,,8.0,0.1,,14.74,3.86,,,,0.98,15.72,4.05,,2006.0,11.76,,,,
2006-08-15,,8.0,0.07,,9.7,3.86,,,,0.65,10.35,3.62,,2006.0,9.4,,,,
2006-08-22,,8.0,0.1,,16.95,3.86,,,,0.75,17.7,3.4,,2006.0,8.01,,,,
2006-08-29,,8.0,0.1,,14.42,3.86,,,,1.9,16.32,2.9,,2006.0,11.23,,,,
2006-09-05,,9.0,0.69,0.003,16.0,3.86,,,,0.47,16.47,2.8,,2006.0,9.6,,,,
2006-09-12,,9.0,0.1,,21.15,3.86,,,,0.37,21.52,3.44,,2006.0,11.88,,,,
2006-09-19,,9.0,0.1,,22.65,3.86,,,,0.65,23.3,3.55,,2006.0,10.11,,,,
2006-09-26,,9.0,0.1,,24.6,3.86,,,,0.54,25.14,3.67,,2006.0,12.32,,,,
2006-10-03,,10.0,0.04,0.003,25.0,3.86,,,,0.47,25.47,3.0,,2006.0,15.87,,,,
2006-10-10,,10.0,0.01,,27.25,3.86,,,,2.15,29.4,3.89,,2006.0,6.66,,,,
2006-10-17,,10.0,0.75,,18.8,3.86,,,,,,3.75,,2006.0,13.91,,,,
2006-10-18,,10.0,0.51,,,3.86,,,,0.47,0.47,,,2006.0,14.1,,,,
2006-10-24,,10.0,0.02,,18.7,3.86,,,,0.19,18.89,3.72,,2006.0,11.79,,,,
2006-10-31,,10.0,0.01,,25.95,3.86,,,,0.97,26.92,4.88,,2006.0,12.58,,,,
2006-11-07,,11.0,0.1,0.003,,3.86,,,,0.65,23.65,3.7,,2006.0,18.36,,,,
2006-11-14,,11.0,0.1,,,3.86,,,,0.84,0.84,4.25,,2006.0,18.2,,,,
2006-11-21,,11.0,0.1,,,3.86,,,,2.61,2.61,3.41,,2006.0,16.32,,,,
2006-11-28,,11.0,,,,3.86,,,,,,4.79,,2006.0,15.96,,,,
2006-11-29,,11.0,0.1,,,3.86,,,,0.92,,,,2006.0,15.98,,,,
2006-12-05,,12.0,0.04,0.002,22.0,3.86,,,,0.75,22.75,3.0,,2006.0,13.48,,,,
2006-12-12,,12.0,0.0,,20.6,3.86,,,,0.47,21.07,3.46,,2006.0,16.8,,,,
2006-12-19,,12.0,0.0,,19.9,3.86,,,,,,3.52,,2006.0,18.26,,,,
2006-12-26,,12.0,0.0,,22.9,3.86,,,,0.75,23.65,3.66,,2006.0,18.1,,,,
2007-01-02,,1.0,0.04,0.002,25.0,3.86,,,,0.93,25.93,2.7,,2007.0,17.32,,,,
2007-01-09,,1.0,0.0,,22.55,3.86,,,,1.21,23.76,5.34,,2007.0,14.35,,,,
2007-01-16,,1.0,0.5,,20.05,3.86,,,,0.56,20.61,4.08,,2007.0,16.12,,,,
2007-01-23,,1.0,0.04,,21.75,3.86,,,,1.49,23.24,4.47,,2007.0,13.92,,,,
2007-01-30,,1.0,0.36,,18.1,3.86,,,,0.89,18.99,3.39,,2007.0,14.0,,,,
2007-02-06,,2.0,0.04,0.002,18.0,3.86,,,,0.93,18.93,4.0,,2007.0,13.48,,,,
2007-02-13,,2.0,0.04,,14.55,3.86,,,,0.75,15.3,1.5,,2007.0,16.96,,,,
2007-02-20,,2.0,0.02,,19.4,3.86,,,,0.75,20.15,3.14,,2007.0,16.74,,,,
2007-02-27,,2.0,0.1,,18.0,3.86,,,,1.0,19.0,3.06,,2007.0,20.49,,,,
2007-03-06,,3.0,0.24,0.002,19.0,3.86,,,,0.84,19.84,2.9,,2007.0,14.63,,,,
2007-03-13,,3.0,0.03,,11.45,3.86,,,,0.75,12.2,2.1,,2007.0,14.99,,,,
2007-03-20,,3.0,0.01,,15.6,3.86,,,,0.65,16.25,3.75,,2007.0,15.92,,,,
2007-05-09,,5.0,0.1,,13.45,3.86,,,,1.1,14.55,2.96,,2007.0,14.57,,,,
2007-06-27,,6.0,0.1,,18.0,3.86,,,,,18.0,2.9,,2007.0,7.99,,,,
2007-08-08,,8.0,0.1,,,3.86,,,,1.0,,,,2007.0,7.59,,,,
2007-09-12,,9.0,0.1,,22.0,3.86,,,,0.6,22.6,4.1,,2007.0,8.87,,,,
2007-10-23,,10.0,0.1,,21.0,3.86,,,,0.9,21.9,4.3,,2007.0,15.73,,,,
2007-10-30,,10.0,0.1,,17.0,3.86,,,,0.97,17.97,2.9,,2007.0,13.44,,,,
2007-11-07,,11.0,0.1,0.004,9.8,3.86,,,,0.83,10.63,2.5,,2007.0,14.84,,,,
2007-11-14,,11.0,0.1,,19.0,3.86,,,,1.0,20.0,3.5,,2007.0,14.37,,,,
2007-11-21,,11.0,0.1,,10.0,3.86,,,,,12.0,3.4,,2007.0,13.36,,,,
2007-11-28,,11.0,0.6,,17.0,3.86,,,,0.83,17.83,3.5,,2007.0,12.68,,,,
2007-12-05,,12.0,0.1,0.004,13.0,3.86,,,,0.99,13.99,3.7,,2007.0,16.3,,,,
2007-12-12,,12.0,0.1,,13.0,3.86,,,,1.3,14.3,3.6,,2007.0,14.39,,,,
2007-12-26,,12.0,0.18,,14.0,3.86,,,,0.97,14.97,1.6,,2007.0,16.51,,,,
2008-01-02,,1.0,0.04,0.004,13.0,3.86,,,,,,2.9,,2008.0,19.09,,,,
2008-01-03,,1.0,0.1,,,3.86,,,,0.96,,,,2008.0,20.04,,,,
2008-01-09,,1.0,0.1,,7.5,3.86,,,,1.1,8.6,1.9,,2008.0,21.8,,,,
2008-01-16,,1.0,0.1,,12.0,3.86,,,,1.2,13.2,3.9,,2008.0,16.39,,,,
2008-01-23,,1.0,0.1,,13.0,3.86,,,,0.85,13.85,2.5,,2008.0,21.58,,,,
2008-01-31,,1.0,0.1,,9.2,3.86,,,,0.79,9.99,2.1,,2008.0,19.06,,,,
2008-02-06,,2.0,0.06,,9.4,3.86,,,,0.88,10.28,2.8,,2008.0,22.23,,,,
2008-02-13,,2.0,0.1,,15.0,3.86,,,,0.97,15.97,3.4,,2008.0,18.33,,,,
2008-02-20,,2.0,0.1,,15.0,3.86,,,,0.68,15.68,2.8,,2008.0,19.05,,,,
2008-02-27,,2.0,,,8.9,3.86,,,,,8.9,2.3,,2008.0,22.33,,,,
2008-02-28,,2.0,0.1,,,3.86,,,,0.89,,,,2008.0,22.01,,,,
2008-03-06,,3.0,0.1,0.004,15.0,3.86,,,,1.3,16.3,3.7,,2008.0,21.66,,,,
2008-03-12,,3.0,0.15,,19.0,3.86,,,,0.89,19.89,5.2,,2008.0,19.39,,,,
2008-03-19,,3.0,0.1,,19.0,3.86,,,,0.9,19.9,5.0,,2008.0,16.02,,,,
2008-03-26,,3.0,0.1,,22.0,3.86,,,,0.78,22.78,4.7,,2008.0,13.63,,,,
2008-04-02,,4.0,0.13,0.004,24.0,3.86,,,,0.86,24.86,5.2,,2008.0,12.34,,,,
2008-04-09,,4.0,0.1,,16.0,3.86,,,,0.74,16.74,4.3,,2008.0,12.63,,,,
2008-04-16,,4.0,0.1,,,3.86,,,,0.59,23.59,6.2,,2008.0,7.56,,,,
2008-04-23,,4.0,0.25,,24.0,3.86,,,,0.94,24.94,4.8,,2008.0,3.89,,,,
2008-04-30,,4.0,0.1,,34.0,3.86,,,,0.96,34.96,5.88,,2008.0,14.11,,,,
2008-05-07,,5.0,0.2,0.004,21.0,3.86,,,,1.1,22.1,7.7,,2008.0,13.77,,,,
2008-05-14,,5.0,0.1,,18.0,3.86,,,,0.86,18.86,5.47,,2008.0,12.37,,,,
2008-05-21,,5.0,0.1,,21.0,3.86,,,,,,5.68,,2008.0,11.11,,,,
2008-05-28,,5.0,0.1,,,3.86,,,,0.8,0.8,,,2008.0,9.92,,,,
2008-06-04,,6.0,0.1,0.004,3.9,3.86,,,,1.1,5.0,2.6,,2008.0,7.61,,,,
2008-06-10,,6.0,0.1,,7.6,3.86,,,,0.82,8.42,3.47,,2008.0,5.04,,,,
2008-06-18,,6.0,0.1,,15.0,3.86,,,,0.52,15.52,4.37,,2008.0,7.56,,,,
2008-06-25,,6.0,0.1,,20.0,3.86,,,,0.79,20.79,5.59,,2008.0,9.04,,,,
2008-07-02,,7.0,0.04,0.004,19.0,3.86,,,,0.85,19.85,4.0,,2008.0,11.35,,,,
2008-07-08,,7.0,0.1,,28.0,3.86,,,,0.68,28.68,5.18,,2008.0,12.23,,,,
2008-07-15,,7.0,0.05,,26.0,3.86,,,,,,5.0,,2008.0,12.02,,,,
2008-07-18,,7.0,0.1,,,3.86,,,,0.96,0.96,,,2008.0,8.65,,,,
2008-07-23,,7.0,0.1,,24.0,3.86,,,,0.53,24.53,3.9,,2008.0,6.72,,,,
2008-07-29,,7.0,0.1,,15.0,3.86,,,,0.99,15.99,5.35,,2008.0,9.58,,,,
2008-08-06,,8.0,0.1,0.002,24.0,3.86,,,,1.3,25.3,2.7,,2008.0,7.47,,,,
2008-08-13,,8.0,0.1,,24.0,3.86,,,,1.1,25.1,4.79,,2008.0,9.75,,,,
2008-08-19,,8.0,0.1,,20.0,3.86,,,,1.0,21.0,6.02,,2008.0,8.77,,,,
2008-08-27,,8.0,0.1,,24.0,3.86,,,,0.74,24.74,4.62,,2008.0,9.49,,,,
2008-09-02,,9.0,0.11,0.002,25.0,3.86,,,,0.9,25.9,4.9,,2008.0,10.68,,,,
2008-09-10,,9.0,0.1,,20.0,3.86,,,,0.86,20.86,4.77,,2008.0,8.74,,,,
2008-09-17,,9.0,0.1,,21.0,3.86,,,,0.59,21.59,5.5,,2008.0,8.04,,,,
2008-09-24,,9.0,0.1,,21.0,3.86,,,,0.8,21.8,4.9,,2008.0,8.62,,,,
2008-10-02,,10.0,0.05,,22.0,3.86,,,,,,4.2,,2008.0,8.01,,,,
2008-10-06,,10.0,0.1,,,3.86,,,,1.0,1.0,,,2008.0,13.22,,,,
2008-10-07,,10.0,,,32.0,3.86,,,,0.81,32.81,5.21,,2008.0,7.83,,,,
2008-10-15,,10.0,0.1,,,3.86,,,,0.9,23.9,5.35,,2008.0,8.71,,,,
2008-10-22,,10.0,0.1,,22.0,3.86,,,,0.77,22.77,5.73,,2008.0,9.46,,,,
2008-10-28,,10.0,0.1,,27.0,3.86,,,,1.2,28.2,5.31,,2008.0,11.95,,,,
2008-11-04,,11.0,0.08,0.002,9.0,3.86,,,,1.0,10.0,3.9,,2008.0,17.63,,,,
2008-11-11,,11.0,0.1,,26.0,3.86,,,,,,4.0,,2008.0,12.32,,,,
2008-11-12,,11.0,0.1,,,3.86,,,,0.62,0.62,,,2008.0,13.01,,,,
2008-11-18,,11.0,0.1,,21.0,3.86,,,,0.96,21.96,4.1,,2008.0,17.48,,,,
2008-11-25,,11.0,0.18,,17.0,3.86,,,,0.6,17.6,4.4,,2008.0,13.86,,,,
2008-12-02,,12.0,0.1,0.002,20.0,3.86,,,,0.72,20.72,3.1,,2008.0,11.9,,,,
2008-12-09,,12.0,0.1,,13.0,3.86,,,,1.3,14.3,4.0,,2008.0,16.53,,,,
2008-12-16,,12.0,0.1,,20.0,3.86,,,,0.67,20.67,4.0,,2008.0,15.32,,,,
2009-01-01,,1.0,0.1,,11.0,3.86,,,,1.1,12.1,2.0,,2009.0,14.9,,,,
2009-01-02,,1.0,,,,3.86,,,,,,,,2009.0,15.08,,,,
2009-01-03,,1.0,,,,3.86,,,,,,,,2009.0,15.95,,,,
2009-01-04,,1.0,,,,3.86,,,,,,,,2009.0,17.15,,,,
2009-01-05,,1.0,,,,3.86,,,,,,,,2009.0,16.76,,,,
2009-01-06,,1.0,0.1,0.002,11.0,3.86,,,,0.88,11.88,3.5,,2009.0,15.8,,,,
2009-01-07,,1.0,,,,3.86,,,,,,,,2009.0,13.38,,,,
2009-01-08,,1.0,,,,3.86,,,,,,,,2009.0,13.05,,,,
2009-01-09,,1.0,,,,3.86,,,,,,,,2009.0,14.76,,,,
2009-01-10,,1.0,,,,3.86,,,,,,,,2009.0,15.95,,,,
2009-01-11,,1.0,,,,3.86,,,,,,,,2009.0,16.78,,,,
2009-01-12,,1.0,,,,3.86,,,,,,,,2009.0,14.85,,,,
2009-01-13,,1.0,0.1,,12.0,3.86,,,,0.71,12.71,,,2009.0,14.74,,,,
2009-01-14,,1.0,,,,3.86,,,,,,4.49,,2009.0,12.69,,,,
2009-01-15,,1.0,,,,3.86,,,,,,,,2009.0,14.25,,,,
2009-01-16,,1.0,,,20.0,3.86,,,,,,,,2009.0,12.5,,,,
2009-01-17,,1.0,,,,3.86,,,,,,,,2009.0,14.43,,,,
2009-01-18,,1.0,,,,3.86,,,,,,,,2009.0,16.76,,,,
2009-01-19,,1.0,,,,3.86,,,,,,4.58,,2009.0,15.95,,,,
2009-01-20,,1.0,0.1,,18.0,3.86,,,,0.76,18.76,,,2009.0,15.2,,,,
2009-01-21,,1.0,,,,3.86,,,,,,,,2009.0,12.57,,,,
2009-01-22,,1.0,,,,3.86,,,,,,,,2009.0,13.49,,,,
2009-01-23,,1.0,,,,3.86,,,,,,,,2009.0,17.88,,,,
2009-01-24,,1.0,,,,3.86,,,,,,,,2009.0,15.87,,,,
