Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2001-08-27,,8.0,0.7,,,,,,,,,,,,4.6,2001.0,16.25,7.0,,21.0,
2001-08-28,,8.0,0.8,,,,,,,,,,,,6.5,2001.0,17.91,7.0,,21.0,
2001-09-04,,9.0,0.2,0.06,8.1,3.1,4.278,,,,,,,4.6,6.5,2001.0,14.34,6.7,,21.0,
2001-09-05,,9.0,0.1,,,,,,,,,,,,8.0,2001.0,12.74,7.1,,21.0,
2001-09-06,,9.0,0.1,,,,,,,,,,,,8.4,2001.0,11.94,7.0,,20.0,
2001-09-12,,9.0,0.2,0.05,10.2,3.2,,,,,,,,,9.5,2001.0,11.69,7.2,,19.5,
2001-09-13,,9.0,0.1,,,,,,,,,,,,9.1,2001.0,11.71,7.1,,19.5,
2001-09-14,,9.0,0.1,,,,,,,,,,,,11.3,2001.0,12.16,6.8,,21.0,
2001-09-19,,9.0,0.7,0.07,11.8,4.7,,,,,,,,,10.2,2001.0,13.01,7.1,,19.5,
2001-09-20,,9.0,1.2,,,,,,,,,,,,11.0,2001.0,12.46,7.2,,19.0,
2001-09-21,,9.0,0.6,,,,,,,,,,,,9.4,2001.0,12.06,7.0,,19.0,
2001-09-23,,9.0,0.7,0.07,12.9,3.3,,,,,,,,,11.5,2001.0,11.9,7.1,,19.0,
2001-09-24,,9.0,0.6,,,,,,,,,,,,9.9,2001.0,8.37,7.3,,19.5,
2001-09-25,,9.0,0.6,,,,,,,,,,,,10.2,2001.0,11.6,6.8,,19.0,
2001-10-03,,10.0,2.7,0.43,18.6,6.2,4.836,,,,,,,5.2,8.8,2001.0,14.24,7.0,,19.5,
2001-10-04,,10.0,3.3,,,,,,,,,,,,9.7,2001.0,14.14,7.0,,19.0,
2001-10-05,,10.0,4.3,,,,,,,,,,,,9.6,2001.0,14.64,6.9,,19.5,
2001-10-10,,10.0,0.6,0.04,15.4,4.6,,,,,,,,,5.5,2001.0,6.08,,,,
2001-10-11,,10.0,0.4,,,,,,,,,,,,6.5,2001.0,9.81,7.1,,20.0,
2001-10-12,,10.0,0.7,,,,,,,,,,,,7.5,2001.0,8.87,6.6,,18.0,
2001-10-17,,10.0,5.9,0.4,13.2,4.9,,,,,,,,,9.9,2001.0,0.6,,,,
2001-10-18,,10.0,4.4,,,,,,,,,,,,8.1,2001.0,15.82,7.2,,19.0,
2001-10-19,,10.0,5.2,,,,,,,,,,,,5.0,2001.0,13.53,7.0,,19.0,
2001-10-22,,10.0,4.6,0.54,14.5,5.3,,,,,,,,,7.6,2001.0,13.25,7.4,,17.5,
2001-10-23,,10.0,4.6,,,,,,,,,,,,5.5,2001.0,12.89,7.1,,17.0,
2001-10-24,,10.0,4.8,,,,,,,,,,,,7.1,2001.0,13.96,7.2,,17.5,
2001-10-26,,10.0,4.9,,,,,,,,,,,,4.1,2001.0,10.5,,,,
2001-10-28,,10.0,5.3,0.55,15.3,3.0,,,,,,,,,6.5,2001.0,14.52,,,,
2001-10-29,,10.0,5.6,,,,,,,,,,,,3.7,2001.0,13.85,,,,
2001-10-30,,10.0,5.3,,,,,,,,,,,,9.8,2001.0,13.93,,,,
2001-11-07,,11.0,6.9,,,,,,,,,,,,10.9,2001.0,4.62,,,,
2001-11-08,,11.0,6.5,0.52,13.7,5.1,,,,,,,,,7.1,2001.0,15.96,7.5,,14.5,
2001-11-09,,11.0,5.2,,,,,,,,,,,,5.9,2001.0,13.34,7.2,,15.0,
2001-11-10,,11.0,5.2,,,,,,,,,,,,10.0,2001.0,16.68,6.9,,16.5,
2001-11-13,,11.0,5.6,0.63,14.9,6.7,4.371,,,,,,,4.7,7.5,2001.0,13.4,7.3,,16.0,
2001-11-14,,11.0,6.2,,,,,,,,,,,,6.8,2001.0,14.76,7.1,,14.0,
2001-11-15,,11.0,5.8,,,,,,,,,,,,8.6,2001.0,14.7,7.1,,15.0,
2001-11-18,,11.0,4.9,0.76,8.9,4.2,,,,,,,,,10.9,2001.0,15.55,7.4,,15.5,
2001-11-19,,11.0,5.6,,14.9,,,,,,,,,,11.3,2001.0,14.9,7.3,,15.5,
2001-11-20,,11.0,5.8,,,,,,,,,,,,9.8,2001.0,15.61,6.9,,15.5,
2001-11-26,,11.0,10.9,0.62,8.9,4.3,,,,,,,,,8.6,2001.0,22.01,7.1,,12.5,
2001-11-27,,11.0,13.0,,,,,,,,,,,,9.6,2001.0,22.71,7.3,,11.5,
2001-11-28,,11.0,10.7,,,,,,,,,,,,10.8,2001.0,22.46,7.3,,12.0,
2001-12-04,,12.0,9.2,0.61,10.0,5.2,3.72,,,,,,,4.0,12.6,2001.0,21.33,7.4,,11.0,
2001-12-05,,12.0,9.3,,,,,,,,,,,,8.6,2001.0,18.12,7.4,,12.1,
2001-12-06,,12.0,9.0,,,,,,,,,,,,8.2,2001.0,20.3,7.2,,13.0,
2001-12-09,,12.0,8.9,0.55,12.0,4.7,,,,,,,,,10.3,2001.0,19.99,7.5,,12.0,
2001-12-10,,12.0,9.3,,,,,,,,,,,,9.0,2001.0,22.83,7.4,,11.0,
2001-12-11,,12.0,8.5,,,,,,,,,,,,10.8,2001.0,21.21,7.1,,11.5,
2001-12-17,,12.0,8.8,0.58,12.7,4.0,,,,,,,,,12.9,2001.0,22.85,7.3,,11.0,
2001-12-18,,12.0,7.0,,,,,,,,,,,,9.2,2001.0,20.9,7.2,,12.5,
2001-12-19,,12.0,8.0,,,,,,,,,,,,5.6,2001.0,17.2,6.8,,12.0,
2001-12-26,,12.0,6.3,0.71,14.8,5.0,,,,,,,,,13.2,2001.0,22.76,7.1,,11.0,
2001-12-27,,12.0,3.0,,,,,,,,,,,,12.4,2001.0,18.6,7.1,,11.0,
2001-12-28,,12.0,2.0,,,,,,,,,,,,9.5,2001.0,14.61,7.1,,11.5,
2002-01-02,,1.0,1.2,0.2,20.7,4.6,3.3480000000000003,,,,,,,3.6,14.0,2002.0,15.92,7.2,,13.0,
2002-01-03,,1.0,3.1,,,,,,,,,,,,12.0,2002.0,15.92,7.1,,13.0,
2002-01-04,,1.0,1.8,,,,,,,,,,,,11.3,2002.0,15.26,7.0,,12.0,
2002-01-08,,1.0,1.5,1.0,19.0,3.7,,,,,,,,,11.0,2002.0,16.46,7.1,,13.0,
2002-01-09,,1.0,1.7,,,,,,,,,,,,12.9,2002.0,16.2,7.1,,13.0,
2002-01-10,,1.0,1.9,,,,,,,,,,,,11.1,2002.0,16.37,7.0,,11.5,
2002-01-13,,1.0,3.1,0.43,18.7,3.8,,,,,,,,,10.6,2002.0,16.39,7.0,,11.0,
2002-01-14,,1.0,2.7,,,,,,,,,,,,12.4,2002.0,15.36,7.3,,11.5,
2002-01-15,,1.0,3.1,,,,,,,,,,,,12.4,2002.0,15.03,7.1,,10.0,
2002-01-20,,1.0,4.9,0.12,,4.0,,,,,,,,,10.3,2002.0,14.41,7.0,,9.5,
2002-01-21,,1.0,6.0,,,,,,,,,,,,10.3,2002.0,13.12,7.1,,10.0,
2002-01-22,,1.0,5.9,,16.9,,,,,,,,,,7.7,2002.0,11.39,7.1,,10.5,
2002-01-23,,1.0,6.0,,,,,,,,,,,,11.8,2002.0,3.62,,,,
2002-01-27,,1.0,5.4,0.55,18.0,3.4,,,,,,,,,11.1,2002.0,13.54,7.0,,9.0,
2002-01-28,,1.0,4.6,,,,,,,,,,,,9.8,2002.0,13.62,7.4,,9.0,
2002-01-29,,1.0,3.7,,,,,,,,,,,,14.0,2002.0,13.53,7.2,,7.5,
2002-02-06,,2.0,0.4,,,,,,,,,,,,17.5,2002.0,5.75,,,,
2002-02-07,,2.0,0.5,0.0,20.2,3.4,2.79,,,,,,,3.0,20.1,2002.0,12.33,7.2,,14.0,
2002-02-08,,2.0,0.3,,,,,,,,,,,,19.6,2002.0,12.66,7.0,,11.5,
2002-02-09,,2.0,0.2,,,,,,,,,,,,11.2,2002.0,12.49,7.1,,11.0,
2002-02-11,,2.0,0.1,,,,,,,,,,,,12.4,2002.0,9.03,6.7,,13.5,
2002-02-12,,2.0,0.1,0.01,27.3,1.7,,,,,,,,,6.7,2002.0,11.93,6.8,,12.0,
2002-02-13,,2.0,0.3,,,,,,,,,,,,7.5,2002.0,11.87,6.7,,13.5,
2002-02-14,,2.0,0.2,,,,,,,,,,,,5.5,2002.0,11.47,7.0,,12.5,
2002-02-18,,2.0,0.9,0.21,19.9,4.3,,,,,,,,,9.1,2002.0,13.73,7.0,,12.0,
2002-02-19,,2.0,0.8,,,,,,,,,,,,7.9,2002.0,13.96,7.2,,12.0,
2002-02-20,,2.0,0.6,,,,,,,,,,,,9.3,2002.0,13.82,7.3,,13.0,
2002-02-24,,2.0,1.9,0.44,16.1,5.7,,,,,,,,,12.4,2002.0,14.87,7.5,,14.5,
2002-02-25,,2.0,2.5,,,,,,,,,,,,13.1,2002.0,16.0,7.3,,14.0,
2002-02-26,,2.0,2.2,,,,,,,,,,,,8.6,2002.0,16.01,7.2,,15.0,
2002-03-01,,3.0,4.7,,,,,,,,,,,,4.7,2002.0,9.77,,,,
2002-03-06,,3.0,5.6,0.45,12.3,7.9,3.069,,,,,,,3.3,8.8,2002.0,14.47,7.1,,15.0,
2002-03-07,,3.0,9.9,,,,,,,,,,,,7.4,2002.0,14.87,7.2,,14.0,
2002-03-08,,3.0,7.0,,,,,,,,,,,,5.6,2002.0,15.55,7.2,,12.0,
2002-03-12,,3.0,7.2,0.48,13.2,0.9,,,,,,,,,7.4,2002.0,16.23,7.2,,14.0,
2002-03-13,,3.0,6.2,,,,,,,,,,,,8.7,2002.0,12.43,7.1,,13.5,
2002-03-14,,3.0,6.1,,,,,,,,,,,,11.6,2002.0,15.56,7.0,,11.0,
2002-03-18,,3.0,4.9,0.33,12.5,1.9,,,,,,,,,7.5,2002.0,14.49,7.5,,9.5,
2002-03-19,,3.0,3.7,,,,,,,,,,,,11.2,2002.0,13.45,7.2,,9.0,
2002-03-20,,3.0,3.1,,,,,,,,,,,,12.5,2002.0,15.46,6.9,,12.0,
2002-03-24,,3.0,2.0,0.46,14.1,2.4,,,,,,,,,10.7,2002.0,15.01,7.4,,13.0,
2002-03-25,,3.0,2.7,,,,,,,,,,,,11.8,2002.0,14.29,7.3,,14.0,
2002-03-26,,3.0,2.0,,,,,,,,,,,,7.7,2002.0,14.05,6.8,,14.0,
2002-04-03,,4.0,3.0,0.78,13.0,4.5,,,,,,,,,9.6,2002.0,15.59,7.3,,18.0,
2002-04-04,,4.0,2.3,,,,,,,,,,,,2.3,2002.0,14.29,7.3,,18.0,
2002-04-05,,4.0,4.0,,,,,,,,,,,,5.5,2002.0,13.33,7.1,,15.5,
2002-04-09,,4.0,1.9,1.08,15.1,3.5,,,,,,,,,9.0,2002.0,12.18,6.8,,17.0,
2002-04-10,,4.0,1.5,,,,,,,,,,,,11.4,2002.0,14.35,6.9,,16.5,
2002-04-11,,4.0,2.6,,,,,,,,,,,,10.0,2002.0,14.39,6.8,,19.0,
2002-04-15,,4.0,2.3,0.24,19.3,3.1,,,,,,,,,8.6,2002.0,10.09,7.4,,15.0,
2002-04-16,,4.0,0.4,,,,,,,,,,,,8.7,2002.0,8.27,6.9,,14.0,
2002-04-17,,4.0,0.4,,,,,,,,,,,,5.5,2002.0,7.82,6.7,,15.0,
2002-04-18,,4.0,2.5,,,,,,,,,,,,8.4,2002.0,5.54,6.9,,15.0,
2002-04-21,,4.0,0.6,0.33,17.8,4.8,3.162,,,,,,,3.4,10.1,2002.0,12.82,7.0,,16.0,
2002-04-22,,4.0,0.5,,,,,,,,,,,,8.0,2002.0,12.49,7.0,,17.0,
2002-04-23,,4.0,0.5,,,,,,,,,,,,5.7,2002.0,13.63,7.0,,17.0,
2002-05-01,,5.0,0.6,0.14,16.7,2.8,3.162,,,,,,,3.4,7.1,2002.0,11.02,6.9,,15.0,
2002-05-02,,5.0,0.9,,,,,,,,,,,,5.8,2002.0,12.53,7.1,,14.0,
2002-05-03,,5.0,0.8,,,,,,,,,,,,9.1,2002.0,11.44,6.9,,15.0,
2002-05-07,,5.0,0.8,0.14,15.9,6.1,,,,,,,,,9.1,2002.0,10.28,7.0,,17.0,
2002-05-08,,5.0,0.7,,,,,,,,,,,,9.8,2002.0,12.98,6.8,,17.0,
2002-05-09,,5.0,0.8,,,,,,,,,,,,6.2,2002.0,13.05,7.0,,17.0,
2002-05-13,,5.0,1.0,0.17,15.4,5.4,,,,,,,,,10.0,2002.0,12.32,7.3,,18.0,
2002-05-14,,5.0,0.4,,,,,,,,,,,,8.9,2002.0,12.47,7.0,,17.0,
2002-05-15,,5.0,0.4,,,,,,,,,,,,7.7,2002.0,11.11,6.5,,18.0,
2002-05-19,,5.0,0.3,0.01,13.3,1.6,,,,,,,,,10.9,2002.0,11.81,7.1,,17.5,
2002-05-20,,5.0,0.2,,,,,,,,,,,,12.3,2002.0,11.58,7.0,,16.5,
2002-05-21,,5.0,0.1,,,,,,,,,,,,10.3,2002.0,13.91,7.0,,16.5,
2002-05-27,,5.0,0.1,0.01,7.9,3.6,,,,,,,,,8.4,2002.0,14.06,7.0,,19.5,
2002-05-28,,5.0,0.1,,,,,,,,,,,,7.3,2002.0,13.4,6.9,,20.0,
2002-05-29,,5.0,0.2,,,,,,,,,,,,7.6,2002.0,11.16,7.1,,21.0,
2002-06-03,,6.0,,,,,3.9060000000000006,,,,,,,4.2,7.3,2002.0,8.12,7.1,,19.5,
2002-06-05,,6.0,0.2,0.01,6.2,3.9,,,,,,,,,6.2,2002.0,8.53,7.0,,19.5,
2002-06-06,,6.0,0.1,,,,,,,,,,,,8.0,2002.0,7.66,7.0,,19.5,
2002-06-07,,6.0,0.1,,,,,,,,,,,,5.9,2002.0,9.85,7.0,,19.5,
2002-06-12,,6.0,0.1,,,,,,,,,,,,7.2,2002.0,2.09,,,,
2002-06-13,,6.0,0.1,0.01,6.4,3.5,,,,,,,,,6.1,2002.0,8.73,7.0,,20.0,
2002-06-14,,6.0,0.1,,,,,,,,,,,,7.9,2002.0,7.69,6.9,,19.0,
2002-06-15,,6.0,0.1,,,,,,,,,,,,8.3,2002.0,8.14,7.0,,21.0,
2002-06-17,,6.0,0.2,0.01,7.0,4.4,,,,,,,,,7.5,2002.0,8.25,7.0,,19.5,
2002-06-18,,6.0,0.1,,,,,,,,,,,,7.0,2002.0,8.11,6.9,,19.5,
2002-06-19,,6.0,0.1,,,,,,,,,,,,6.1,2002.0,7.09,6.8,,21.0,
2002-06-23,,6.0,0.1,0.01,7.1,3.7,,,,,,,,,6.7,2002.0,9.52,7.1,,19.0,
2002-06-24,,6.0,0.1,,,,,,,,,,,,7.9,2002.0,6.85,6.6,,20.5,
2002-06-25,,6.0,0.2,,,,,,,,,,,,8.2,2002.0,9.12,6.9,,20.0,
2002-07-02,,7.0,0.1,0.01,5.2,3.0,4.464,,,,,,,4.8,9.9,2002.0,13.23,7.0,,22.0,
2002-07-03,,7.0,0.1,,,,,,,,,,,,5.4,2002.0,13.47,7.0,,22.0,
2002-07-04,,7.0,0.1,,,,,,,,,,,,7.0,2002.0,13.42,6.8,,22.0,
2002-07-09,,7.0,0.1,0.01,5.3,3.4,,,,,,,,,8.6,2002.0,13.25,7.0,,22.0,
2002-07-10,,7.0,0.1,,,,,,,,,,,,7.5,2002.0,13.61,6.9,,23.5,
2002-07-11,,7.0,0.1,,,,,,,,,,,,9.2,2002.0,13.87,7.0,,24.0,
2002-07-17,,7.0,0.2,0.01,5.9,3.5,,,,,,,,,10.8,2002.0,14.48,7.0,,19.5,
2002-07-18,,7.0,0.2,,,,,,,,,,,,6.8,2002.0,12.58,7.0,,21.5,
2002-07-19,,7.0,1.1,,,,,,,,,,,,9.9,2002.0,13.15,6.9,,23.0,
2002-07-23,,7.0,0.1,,5.4,4.1,,,,,,,,,11.1,2002.0,13.9,7.1,,19.5,
2002-07-24,,7.0,0.3,0.01,,,,,,,,,,,6.3,2002.0,12.34,7.0,,19.0,
2002-07-25,,7.0,0.3,,,,,,,,,,,,10.8,2002.0,13.36,7.0,,19.0,
2002-07-28,,7.0,1.9,0.01,5.5,4.9,,,,,,,,,8.0,2002.0,14.72,7.2,,22.0,
2002-07-29,,7.0,0.5,,,,,,,,,,,,9.5,2002.0,11.13,6.8,,21.5,
2002-07-30,,7.0,0.4,,,,,,,,,,,,9.9,2002.0,14.19,7.0,,20.0,
2002-08-04,,8.0,2.4,0.01,6.8,,4.371,,,,,,,4.7,10.2,2002.0,12.29,7.1,,21.5,
2002-08-05,,8.0,0.1,,,,,,,,,,,,8.2,2002.0,11.34,7.1,,21.0,
2002-08-06,,8.0,2.3,,,,,,,,,,,,10.4,2002.0,6.14,7.0,,21.0,
2002-08-11,,8.0,0.1,,7.6,,,,,,,,,,8.0,2002.0,8.57,6.8,,23.0,
2002-08-12,,8.0,0.2,0.01,7.7,,,,,,,,,,5.3,2002.0,8.7,7.0,,22.5,
2002-08-13,,8.0,2.5,,,,,,,,,,,,4.6,2002.0,5.21,6.7,,22.0,
2002-08-16,,8.0,0.1,,,,,,,,,,,,11.6,2002.0,2.38,,,,
2002-08-20,,8.0,2.6,0.01,7.9,0.5,,,,,,,,,9.0,2002.0,6.66,7.0,,21.5,
2002-08-21,,8.0,2.5,,,,,,,,,,,,6.2,2002.0,5.57,6.9,,21.5,
2002-08-22,,8.0,2.6,,,,,,,,,,,,6.7,2002.0,6.8,7.0,,22.0,
2002-08-28,,8.0,0.3,,,3.3,,,,,,,,,9.9,2002.0,6.83,6.9,,22.0,
2002-08-29,,8.0,0.1,0.01,6.7,,,,,,,,,,8.1,2002.0,7.0,7.0,,22.0,
2002-08-30,,8.0,0.2,,,,,,,,,,,,11.1,2002.0,8.95,6.9,,21.5,
2002-09-04,,9.0,0.1,0.01,5.7,3.6,4.278,,,,,,,4.6,10.5,2002.0,11.43,7.0,,23.5,
2002-09-05,,9.0,0.1,,,,,,,,,,,,10.5,2002.0,13.09,7.0,,20.5,
2002-09-06,,9.0,0.3,,,,,,,,,,,,9.2,2002.0,10.33,7.0,,20.5,
2002-09-10,,9.0,0.1,0.01,4.9,3.9,,,,,,,,,9.3,2002.0,12.22,7.0,,20.5,
2002-09-11,,9.0,0.1,,,,,,,,,,,,10.0,2002.0,13.24,7.2,,22.0,
2002-09-12,,9.0,0.1,,,,,,,,,,,,8.1,2002.0,11.48,7.1,,20.5,
2002-09-16,,9.0,0.1,0.01,4.5,3.5,,,,,,,,,10.0,2002.0,11.47,6.9,,22.0,
2002-09-17,,9.0,0.1,,,,,,,,,,,,11.4,2002.0,13.39,7.1,,20.0,
2002-09-18,,9.0,0.1,,,,,,,,,,,,8.3,2002.0,13.2,7.1,,21.5,
2002-09-22,,9.0,0.1,0.0,5.6,2.9,,,,,,,,,7.9,2002.0,10.43,6.8,,23.5,
2002-09-23,,9.0,0.1,,,,,,,,,,,,8.2,2002.0,13.29,7.1,,22.0,
2002-09-24,,9.0,0.1,,,,,,,,,,,,6.7,2002.0,12.19,7.0,,22.0,
2002-09-29,,9.0,0.1,,,,,,,,,,,,5.9,2002.0,12.64,7.4,,19.0,
2002-09-30,,9.0,,,6.1,,,,,,,,,,5.9,2002.0,11.4,7.2,,20.0,
2002-10-02,,10.0,0.1,0.01,5.5,3.1,3.9060000000000006,,,,,,,4.2,7.0,2002.0,12.45,7.3,,20.0,
2002-10-03,,10.0,0.1,,,,,,,,,,,,10.1,2002.0,12.42,7.1,,20.0,
2002-10-04,,10.0,0.1,,,,,,,,,,,,11.6,2002.0,11.24,7.1,,19.5,
2002-10-08,,10.0,0.1,0.01,5.7,2.9,,,,,,,,,7.0,2002.0,12.36,7.1,,22.0,
2002-10-09,,10.0,0.1,,,,,,,,,,,,9.6,2002.0,11.95,7.1,,21.5,
2002-10-10,,10.0,0.1,,,,,,,,,,,,9.3,2002.0,12.33,7.0,,21.5,
2002-10-12,,10.0,0.1,,,,,,,,,,,,7.2,2002.0,6.72,7.0,,21.5,
2002-10-14,,10.0,0.1,0.01,6.0,3.2,,,,,,,,,7.8,2002.0,12.23,7.0,,20.0,
2002-10-15,,10.0,0.1,,,,,,,,,,,,11.6,2002.0,12.19,7.0,,18.5,
2002-10-16,,10.0,0.1,,,,,,,,,,,,10.6,2002.0,10.51,7.0,,17.5,
2002-10-20,,10.0,0.1,0.01,6.1,2.8,,,,,,,,,6.2,2002.0,9.65,7.1,,18.0,
2002-10-21,,10.0,0.1,,,,,,,,,,,,9.8,2002.0,11.11,6.8,,19.0,
2002-10-22,,10.0,0.1,,,,,,,,,,,,11.7,2002.0,11.47,7.1,,17.5,
2002-10-28,,10.0,0.1,0.01,5.4,2.8,,,,,,,,,8.7,2002.0,10.62,7.4,,16.0,
2002-10-29,,10.0,0.1,,,,,,,,,,,,11.8,2002.0,9.42,7.0,,16.0,
2002-10-30,,10.0,0.1,,,,,,,,,,,,12.1,2002.0,11.83,6.9,,16.5,
2002-11-06,,11.0,0.1,,,3.4,3.3480000000000003,,,,,,,3.6,13.0,2002.0,11.89,7.1,,14.5,
2002-11-07,,11.0,0.4,0.01,7.3,,,,,,,,,,13.6,2002.0,11.57,7.3,,16.0,
2002-11-08,,11.0,0.5,,,,,,,,,,,,15.2,2002.0,13.29,7.3,,17.0,
2002-11-12,,11.0,0.1,0.01,5.7,3.7,,,,,,,,,12.1,2002.0,13.65,7.1,,16.5,
2002-11-13,,11.0,0.1,,,,,,,,,,,,11.6,2002.0,16.13,7.1,,17.0,
2002-11-14,,11.0,0.1,,,,,,,,,,,,13.0,2002.0,13.62,7.1,,17.0,
2002-11-18,,11.0,0.1,,,,,,,,,,,,10.4,2002.0,15.16,7.2,,14.5,
2002-11-19,,11.0,0.1,0.01,6.5,3.5,,,,,,,,,10.5,2002.0,14.5,7.1,,15.0,
2002-11-20,,11.0,0.1,,,,,,,,,,,,13.6,2002.0,15.75,7.1,,14.0,
2002-11-24,,11.0,0.9,0.04,8.2,4.0,,,,,,,,,11.6,2002.0,15.67,7.1,,15.5,
2002-11-25,,11.0,0.9,,,,,,,,,,,,6.7,2002.0,13.49,7.5,,14.0,
2002-11-26,,11.0,2.1,,,,,,,,,,,,11.7,2002.0,13.43,7.3,,13.0,
2002-12-01,,12.0,1.8,0.15,9.6,3.5,3.4410000000000003,,,,,,,3.7,11.3,2002.0,14.27,7.5,,13.0,
2002-12-02,,12.0,1.4,,,,,,,,,,,,12.0,2002.0,15.35,7.4,,13.0,
2002-12-03,,12.0,1.2,,,,,,,,,,,,8.2,2002.0,12.2,7.2,,17.5,
2002-12-09,,12.0,2.7,0.16,11.7,3.2,,,,,,,,,8.5,2002.0,11.8,7.0,,13.0,
2002-12-10,,12.0,2.9,,,,,,,,,,,,10.0,2002.0,14.22,7.3,,13.5,
2002-12-11,,12.0,2.2,,,,,,,,,,,,10.1,2002.0,14.31,7.3,,13.5,
2002-12-17,,12.0,5.8,2.79,12.7,2.9,,,,,,,,,10.8,2002.0,17.8,7.2,,18.0,
2002-12-18,,12.0,3.1,,,,,,,,,,,,10.7,2002.0,13.92,7.1,,13.5,
2002-12-19,,12.0,4.3,,,,,,,,,,,,9.6,2002.0,12.51,7.2,,12.8,
2002-12-25,,12.0,1.9,0.16,17.1,2.6,,,,,,,,,9.0,2002.0,11.5,6.6,,10.5,
2002-12-26,,12.0,5.1,,,,,,,,,,,,8.7,2002.0,13.28,7.2,,11.5,
2002-12-27,,12.0,6.8,,,,,,,,,,,,8.1,2002.0,18.56,7.0,,13.0,
2003-01-01,,1.0,7.0,0.29,12.1,3.6,3.2550000000000003,,,,,,,3.5,8.3,2003.0,22.99,7.1,,10.5,
2003-01-02,,1.0,7.2,,,,,,,,,,,,9.5,2003.0,22.56,7.2,,11.5,
2003-01-03,,1.0,6.4,,,,,,,,,,,,8.6,2003.0,23.09,7.2,,11.0,
2003-01-07,,1.0,2.8,0.11,17.5,3.0,,,,,,,,,6.7,2003.0,20.07,7.3,,12.5,
2003-01-08,,1.0,1.9,,,,,,,,,,,,5.1,2003.0,10.87,6.9,,12.5,
2003-01-09,,1.0,4.5,,,,,,,,,,,,9.5,2003.0,22.12,7.2,,12.5,
2003-01-13,,1.0,3.6,0.24,16.2,3.7,,,,,,,,,8.7,2003.0,22.18,7.3,,14.0,
2003-01-14,,1.0,4.0,,,,,,,,,,,,7.8,2003.0,21.95,7.0,,15.0,
2003-01-15,,1.0,3.1,,,,,,,,,,,,7.0,2003.0,18.12,7.3,,14.5,
2003-01-20,,1.0,1.4,0.1,18.9,3.3,,,,,,,,,10.6,2003.0,14.97,7.1,,13.0,
2003-01-21,,1.0,1.6,,,,,,,,,,,,10.3,2003.0,15.2,7.3,,13.0,
2003-01-22,,1.0,1.3,,,,,,,,,,,,10.9,2003.0,15.04,7.2,,14.5,
2003-01-26,,1.0,0.8,0.04,18.7,3.2,,,,,,,,,10.1,2003.0,15.15,7.2,,15.5,
2003-01-27,,1.0,0.7,,,,,,,,,,,,7.2,2003.0,14.24,7.2,,15.5,
2003-01-28,,1.0,1.1,,,,,,,,,,,,9.8,2003.0,13.07,7.3,,15.0,
2003-02-03,,2.0,3.3,0.22,15.5,3.2,2.8830000000000005,,,,,,,3.1,4.3,2003.0,13.12,7.1,,12.5,
2003-02-04,,2.0,3.6,,,,,,,,,,,,10.9,2003.0,14.86,7.2,,13.0,
2003-02-05,,2.0,4.5,,,,,,,,,,,,11.0,2003.0,15.66,7.4,,13.0,
2003-02-11,,2.0,0.5,0.03,20.2,2.6,,,,,,,,,10.6,2003.0,7.74,7.2,,11.5,
2003-02-12,,2.0,0.5,,,,,,,,,,,,9.9,2003.0,6.72,7.2,,11.5,
2003-02-13,,2.0,0.4,,,,,,,,,,,,10.0,2003.0,7.52,7.2,,12.5,
2003-02-19,,2.0,6.6,0.27,15.3,3.9,,,,,,,,,6.9,2003.0,7.28,7.3,,13.0,
2003-02-20,,2.0,8.6,,,,,,,,,,,,8.5,2003.0,13.08,6.7,,12.0,
2003-02-21,,2.0,7.6,,,,,,,,,,,,10.6,2003.0,20.47,7.4,,12.5,
2003-02-25,,2.0,6.6,0.45,14.1,2.6,,,,,,,,,9.1,2003.0,16.44,7.2,,13.5,
2003-02-26,,2.0,7.8,,,,,,,,,,,,9.4,2003.0,20.54,7.3,,14.0,
2003-02-27,,2.0,7.4,,,,,,,,,,,,10.2,2003.0,20.08,7.2,,13.0,
2003-03-02,,3.0,5.9,0.38,14.1,3.9,3.162,,,,,,,3.4,9.8,2003.0,19.64,7.4,,14.0,
2003-03-03,,3.0,6.6,,,,,,,,,,,,9.6,2003.0,15.41,6.7,,13.0,
2003-03-04,,3.0,6.1,,,,,,,,,,,,11.3,2003.0,19.11,7.3,,13.0,
2003-03-10,,3.0,3.4,0.47,16.1,3.4,,,,,,,,,10.5,2003.0,12.91,7.1,,14.5,
2003-03-11,,3.0,2.8,,,,,,,,,,,,9.7,2003.0,10.07,6.7,,16.0,
2003-03-12,,3.0,2.6,,,,,,,,,,,,10.8,2003.0,12.78,6.8,,17.0,
2003-03-18,,3.0,4.9,0.66,14.7,3.2,,,,,,,,,9.5,2003.0,17.54,7.1,,13.5,
2003-03-19,,3.0,3.7,,,,,,,,,,,,10.7,2003.0,19.8,7.3,,14.5,
2003-03-20,,3.0,3.3,,,,,,,,,,,,10.5,2003.0,20.97,7.1,,15.0,
2003-03-26,,3.0,1.7,0.32,17.7,3.7,,,,,,,,,7.9,2003.0,17.54,7.2,,17.0,
2003-03-27,,3.0,0.7,,,,,,,,,,,,5.3,2003.0,12.57,6.4,,15.5,
