Date,DRP** mg/L P,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2000-02-29,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2000-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2000-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2000-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2000-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2000-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2000-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2000-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2000-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2000-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2000-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2001-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2001-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2001-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2001-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2001-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2001-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2001-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2001-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2001-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2001-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2001-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2001-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2002-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2002-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2002-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2002-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2002-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2002-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2002-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2002-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2002-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2002-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2002-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2002-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2003-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2003-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2003-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2003-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2003-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2003-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2003-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2003-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2003-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2003-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2003-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2003-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2004-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2004-02-29,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2004-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2004-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2004-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2004-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2004-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2004-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2004-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2004-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2004-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2004-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2005-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2005-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2005-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2005-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2005-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2005-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2005-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2005-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2005-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2005-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2005-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2005-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2006-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2006-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2006-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2006-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2006-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2006-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2006-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2006-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2006-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2006-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2006-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2006-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2007-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2007-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2007-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2007-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2007-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2007-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2007-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2007-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2007-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2007-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2007-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2007-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2008-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2008-02-29,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2008-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2008-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2008-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2008-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2008-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2008-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2008-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2008-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2008-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2008-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2009-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2009-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2009-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2009-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2009-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2009-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2009-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2009-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2009-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2009-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2009-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2009-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2010-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2010-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2010-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2010-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2010-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2010-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2010-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2010-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2010-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2010-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2010-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2010-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2011-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2011-02-28,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2011-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2011-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2011-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2011-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2011-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2011-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2011-09-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2011-10-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2011-11-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2011-12-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2012-01-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2012-02-29,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2012-03-31,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2012-04-30,,8.3,,0.1,3.1,,,,,,,,0.33,,,,
2012-05-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2012-06-30,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2012-07-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2012-08-31,,8.3,,0.1,3.1,,,,,,,,0.0,,,,
2012-09-27,3.1,8.3,0.006,0.033,,11.0,11.039,9.3,19.0,19.039,9.8,50.0,0.933,7.3,,20.5,
2013-04-03,4.5,13.0,1.4,3.9,,14.0,19.3,4.6,20.0,25.3,5.8,24.0,1.678,6.72,,16.3,
2014-12-22,,5.366666667,,1.3,,,,,26.0,27.3,,,,,,,
