Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2002-07-01,,7.0,,,,3.22,,,,25.5,,3.35,,2002.0,2.83,,,,
2002-08-01,,8.0,,,,3.22,,,,25.5,,3.35,,2002.0,2.97,,,,
2002-09-01,,9.0,27.0,,,3.22,,,,25.5,,3.35,,2002.0,3.05,,,,
2002-10-01,,10.0,,,,3.22,,,,25.5,,3.35,,2002.0,3.0,,,,
2002-11-01,,11.0,,,,3.22,,,,25.5,,3.35,,2002.0,3.14,,,,
2002-12-01,,12.0,32.0,,,3.22,,,,25.5,,3.35,,2002.0,4.56,,,,
2003-01-01,,1.0,,,,3.22,,,,25.5,,3.35,,2003.0,3.74,,,,
2003-02-01,,2.0,,,,3.22,,,,25.5,,3.35,,2003.0,3.36,,,,
2003-03-01,,3.0,14.0,,,3.22,,,,25.5,,3.35,,2003.0,3.36,,,,
2003-04-01,,4.0,,,,3.22,,,,25.5,,3.35,,2003.0,3.53,,,,
2003-05-01,,5.0,,,,3.22,,,,25.5,,3.35,,2003.0,3.46,,,,
2003-06-01,,6.0,24.0,,,3.22,,,,25.5,,3.35,,2003.0,3.16,,,,
2003-07-01,,7.0,,,,3.22,,,,25.5,,3.35,,2003.0,2.89,,,,
2003-08-01,,8.0,,,,3.22,,,,25.5,,3.35,,2003.0,2.99,,,,
2003-09-01,,9.0,12.8,,,3.22,,,,25.5,,3.35,,2003.0,3.16,,,,
2003-10-01,,10.0,,,,3.22,,,,25.5,,3.35,,2003.0,3.08,,,,
2003-11-01,,11.0,,,,3.22,,,,25.5,,3.35,,2003.0,3.15,,,,
2003-12-01,,12.0,10.0,,,3.22,,,,25.5,,3.35,,2003.0,3.86,,,,
2004-01-01,,1.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.77,,,,
2004-02-01,,2.0,,,,3.22,,,,25.5,,3.35,,2004.0,4.19,,,,
2004-03-01,,3.0,21.6,,,3.22,,,,25.5,,3.35,,2004.0,3.4,,,,
2004-04-01,,4.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.18,,,,
2004-05-01,,5.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.15,,,,
2004-06-01,,6.0,16.0,,,3.22,,,,25.5,,3.35,,2004.0,3.11,,,,
2004-07-01,,7.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.13,,,,
2004-08-01,,8.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.17,,,,
2004-09-01,,9.0,14.0,,,3.22,,,,25.5,,3.35,,2004.0,3.13,,,,
2004-10-01,,10.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.25,,,,
2004-11-01,,11.0,,,,3.22,,,,25.5,,3.35,,2004.0,3.31,,,,
2004-12-01,,12.0,7.63,,,3.22,,,,25.5,,3.35,,2004.0,3.92,,,,
2005-01-01,,1.0,,,,3.22,,,,25.5,,3.35,,2005.0,4.37,,,,
2005-02-01,,2.0,,,,3.22,,,,25.5,,3.35,,2005.0,2.18,,,,
