Date,DRP** mg/L P,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2002-06-30,,,,1.64,2.63,,,,32.58,,3.02,,11.72,,,,
2002-07-31,,,,1.64,2.63,,,,32.58,,3.02,,11.35,,,,
2002-08-31,,,,1.64,2.63,,,,32.58,,3.02,,11.34,,,,
2002-09-30,,,,1.64,2.63,,,,32.58,,3.02,,11.27,,,,
2002-10-31,,,,1.64,2.63,,,,32.58,,3.02,,11.15,,,,
2002-11-30,,,,1.64,2.63,,,,32.58,,3.02,,12.48,,,,
2002-12-31,,,,1.64,2.63,,,,32.58,,3.02,,19.57,,,,
2003-01-31,,,,1.64,2.63,,,,32.58,,3.02,,13.78,,,,
2003-02-28,,,,1.64,2.63,,,,32.58,,3.02,,13.69,,,,
2003-03-31,,,,1.64,2.63,,,,32.58,,3.02,,13.09,,,,
2003-04-30,,,,1.64,2.63,,,,32.58,,3.02,,14.51,,,,
2003-05-31,,,,1.64,2.63,,,,32.58,,3.02,,13.37,,,,
2003-06-30,,,,1.64,2.63,,,,32.58,,3.02,,12.16,,,,
2003-07-31,,,,1.64,2.63,,,,32.58,,3.02,,11.85,,,,
2003-08-31,,,,1.64,2.63,,,,32.58,,3.02,,11.47,,,,
2003-09-30,,,,1.64,2.63,,,,32.58,,3.02,,11.33,,,,
2003-10-31,,,,1.64,2.63,,,,32.58,,3.02,,11.05,,,,
2003-11-30,,,,1.64,2.63,,,,32.58,,3.02,,11.71,,,,
2003-12-31,,,,1.64,2.63,,,,32.58,,3.02,,15.39,,,,
2004-02-29,,,,1.64,2.63,,,,32.58,,3.02,,16.46,,,,
2004-03-31,,,,1.64,2.63,,,,32.58,,3.02,,12.86,,,,
2004-04-30,,,,1.64,2.63,,,,32.58,,3.02,,11.87,,,,
2004-05-31,,,,1.64,2.63,,,,32.58,,3.02,,11.71,,,,
2004-06-30,,,,1.64,2.63,,,,32.58,,3.02,,11.19,,,,
2004-07-31,,,,1.64,2.63,,,,32.58,,3.02,,11.22,,,,
2004-08-31,,,,1.64,2.63,,,,32.58,,3.02,,11.14,,,,
2004-09-30,,,,1.64,2.63,,,,32.58,,3.02,,10.84,,,,
2004-10-31,,,,1.64,2.63,,,,32.58,,3.02,,12.29,,,,
2004-11-30,,,,1.64,2.63,,,,32.58,,3.02,,11.6,,,,
2004-12-31,,,,1.64,2.63,,,,32.58,,3.02,,14.77,,,,
2005-01-31,,,,1.64,2.63,,,,32.58,,3.02,,17.19,,,,
2005-02-28,,,,1.64,2.63,,,,32.58,,3.02,,16.49,,,,
2005-03-31,,,,1.64,2.63,,,,32.58,,3.02,,16.46,,,,
2005-04-30,,,,1.64,2.63,,,,32.58,,3.02,,13.59,,,,
2005-05-31,,,,1.64,2.63,,,,32.58,,3.02,,12.86,,,,
2005-06-30,,,,1.64,2.63,,,,32.58,,3.02,,11.78,,,,
2005-07-31,,,,1.64,2.63,,,,32.58,,3.02,,11.49,,,,
2005-08-31,,,,1.64,2.63,,,,32.58,,3.02,,11.39,,,,
2005-09-30,,,,1.64,2.63,,,,32.58,,3.02,,11.26,,,,
2005-10-31,,,,1.64,2.63,,,,32.58,,3.02,,11.22,,,,
2005-11-30,,,,1.64,2.63,,,,32.58,,3.02,,11.36,,,,
2005-12-31,,,,1.64,2.63,,,,32.58,,3.02,,16.19,,,,
2006-01-31,,,,1.64,2.63,,,,32.58,,3.02,,16.36,,,,
2006-02-28,,,,1.64,2.63,,,,32.58,,3.02,,12.96,,,,
2006-03-31,,,,1.64,2.63,,,,32.58,,3.02,,19.21,,,,
2006-04-30,,,,1.64,2.63,,,,32.58,,3.02,,17.49,,,,
2006-05-31,,,,1.64,2.63,,,,32.58,,3.02,,12.77,,,,
2006-06-30,,,,1.64,2.63,,,,32.58,,3.02,,12.34,,,,
2006-07-31,,,,1.64,2.63,,,,32.58,,3.02,,11.93,,,,
2006-08-31,,,,1.64,2.63,,,,32.58,,3.02,,11.49,,,,
2006-09-30,,,,1.64,2.63,,,,32.58,,3.02,,11.38,,,,
2006-10-31,,,,1.64,2.63,,,,32.58,,3.02,,11.54,,,,
2006-11-30,,,,1.64,2.63,,,,32.58,,3.02,,11.84,,,,
2006-12-31,,,,1.64,2.63,,,,32.58,,3.02,,12.89,,,,
2007-01-31,,,,1.64,2.63,,,,32.58,,3.02,,11.59,,,,
2007-02-28,,,,1.64,2.63,,,,32.58,,3.02,,15.25,,,,
2007-03-31,,,,1.64,2.63,,,,32.58,,3.02,,12.67,,,,
2007-04-30,,,,1.64,2.63,,,,32.58,,3.02,,12.33,,,,
2007-05-31,,,,1.64,2.63,,,,32.58,,3.02,,11.99,,,,
2007-06-30,,,,1.64,2.63,,,,32.58,,3.02,,11.67,,,,
2007-07-31,,,,1.64,2.63,,,,32.58,,3.02,,11.45,,,,
2007-08-31,,,,1.64,2.63,,,,32.58,,3.02,,11.41,,,,
2007-09-30,,,,1.64,2.63,,,,32.58,,3.02,,11.27,,,,
2007-10-31,,,,1.64,2.63,,,,32.58,,3.02,,11.88,,,,
2007-11-30,,,,1.64,2.63,,,,32.58,,3.02,,11.29,,,,
2007-12-31,,,,1.64,2.63,,,,32.58,,3.02,,12.38,,,,
2008-01-31,,,,1.64,2.63,,,,32.58,,3.02,,18.11,,,,
2008-02-29,,,,1.64,2.63,,,,32.58,,3.02,,15.76,,,,
2008-03-31,,24.73,,1.64,2.63,,,,32.58,,3.02,,12.31,,,,
2008-04-30,,16.63,,1.64,2.63,,,,32.58,,3.02,,11.72,,,,
2008-05-31,,18.8,,1.64,2.63,,,,32.58,,3.02,,11.52,,,,
2008-06-30,,19.25,,1.64,2.63,,,,32.58,,3.02,,11.3,,,,
2008-07-31,,23.25,,1.64,2.63,,,,32.58,,3.02,,11.06,,,,
2008-08-31,,21.25,,1.64,2.63,,,,32.58,,3.02,,11.34,,,,
2008-09-30,,15.75,,1.64,2.63,,,,32.58,,3.02,,11.85,,,,
2008-10-31,,,,1.64,2.63,,,,32.58,,3.02,,11.78,,,,
2008-11-30,,10.18,,1.64,2.63,,,,32.58,,3.02,,12.89,,,,
2008-12-31,,13.68,,1.64,2.63,,,,32.58,,3.02,,13.04,,,,
