PermitTitle,Description,Pollutant,Date,Month,Year,GTLT,Value,Unit,ML,MDL,RDL,CTR,Comment
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,1/5/2000,1,2000, ,534.8,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,1/5/2000,1,2000, ,11,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,1/31/2000,1,2000, ,669.4,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,1/31/2000,1,2000, ,11,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,2/1/2000,2,2000, ,1282.7,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,2/1/2000,2,2000, ,20,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,2/7/2000,2,2000, ,504.4,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,2/7/2000,2,2000, ,12,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,2/29/2000,2,2000, ,1025.2,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,2/29/2000,2,2000, ,16,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,5/1/2000,5,2000, ,98.4,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,5/1/2000,5,2000, ,5.7,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,5/31/2000,5,2000, ,112.6,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,5/31/2000,5,2000, ,5.7,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,6/1/2000,6,2000,<,0.05,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,6/1/2000,6,2000,<,1.8,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,6/30/2000,6,2000,<,2.9,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,6/30/2000,6,2000,<,0.1,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,7/11/2000,7,2000,<,0.6,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,7/11/2000,7,2000,<,0.05,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,7/31/2000,7,2000,<,2.4,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,7/31/2000,7,2000,<,0.1,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,8/2/2000,8,2000, ,2.3,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,8/2/2000,8,2000, ,43.7,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,8/31/2000,8,2000, ,34,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,8/31/2000,8,2000, ,2.3,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,9/5/2000,9,2000, ,105.4,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,9/5/2000,9,2000, ,4.3,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,9/30/2000,9,2000, ,4.3,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,9/30/2000,9,2000, ,122,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,10/9/2000,10,2000, ,7.9,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,10/9/2000,10,2000, ,447.4,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,10/31/2000,10,2000, ,322.5,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,10/31/2000,10,2000, ,7.9,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,11/1/2000,11,2000, ,9.7,mg/l, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Daily Maximum,NH3,11/1/2000,11,2000, ,309,kg/d, , , , , 
Tesoro Golden Eagle Refinery,E-001 Eff Monthly Average,NH3,11/30/2000,11,2000, ,9.7,mg/l, , , , , 
