PermitTitle,Description,Pollutant,Date,Month,Year,Value,Unit
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/23/2010,8,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/24/2010,8,2010,1.86,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/24/2010,8,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/24/2010,8,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/25/2010,8,2010,1.96,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/25/2010,8,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/25/2010,8,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/26/2010,8,2010,2.01,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/26/2010,8,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/26/2010,8,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/27/2010,8,2010,1.71,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/27/2010,8,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/27/2010,8,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/28/2010,8,2010,1.89,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/28/2010,8,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/28/2010,8,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/29/2010,8,2010,2.06,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/29/2010,8,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/29/2010,8,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/30/2010,8,2010,1.93,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/30/2010,8,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/30/2010,8,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,8/31/2010,8,2010,1.78,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,8/31/2010,8,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,8/31/2010,8,2010,0.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/1/2010,9,2010,1.78,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/1/2010,9,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/1/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/2/2010,9,2010,1.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/2/2010,9,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/2/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/3/2010,9,2010,1.77,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/3/2010,9,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/3/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/4/2010,9,2010,1.82,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/4/2010,9,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/4/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/5/2010,9,2010,1.81,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/5/2010,9,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/5/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/6/2010,9,2010,2.05,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/6/2010,9,2010,3.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/6/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/7/2010,9,2010,2.01,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/7/2010,9,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/7/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/8/2010,9,2010,2.02,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/8/2010,9,2010,4.1,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/8/2010,9,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/9/2010,9,2010,2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/9/2010,9,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/9/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/10/2010,9,2010,1.86,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/10/2010,9,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/10/2010,9,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/11/2010,9,2010,2.09,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/11/2010,9,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/11/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/12/2010,9,2010,2.17,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/12/2010,9,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/12/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/13/2010,9,2010,1.89,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/13/2010,9,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/13/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/14/2010,9,2010,1.92,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/14/2010,9,2010,5.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/14/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/15/2010,9,2010,1.87,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/15/2010,9,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/15/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/16/2010,9,2010,1.87,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/16/2010,9,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/16/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/17/2010,9,2010,1.76,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/17/2010,9,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/17/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/18/2010,9,2010,1.92,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/18/2010,9,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/18/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/19/2010,9,2010,2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/19/2010,9,2010,3.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/19/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/20/2010,9,2010,1.93,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/20/2010,9,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/20/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/21/2010,9,2010,1.81,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/21/2010,9,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/21/2010,9,2010,0.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/22/2010,9,2010,1.88,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/22/2010,9,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/22/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/23/2010,9,2010,1.97,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/23/2010,9,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/23/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/24/2010,9,2010,1.86,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/24/2010,9,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/24/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/25/2010,9,2010,1.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/25/2010,9,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/25/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/26/2010,9,2010,2.03,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/26/2010,9,2010,3.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/26/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/27/2010,9,2010,1.91,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/27/2010,9,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/27/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/28/2010,9,2010,2.06,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/28/2010,9,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/28/2010,9,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/29/2010,9,2010,1.72,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/29/2010,9,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/29/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,9/30/2010,9,2010,1.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,9/30/2010,9,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,9/30/2010,9,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/1/2010,10,2010,1.74,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/1/2010,10,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/1/2010,10,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/2/2010,10,2010,1.82,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/2/2010,10,2010,3.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/2/2010,10,2010,0.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/3/2010,10,2010,2.11,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/3/2010,10,2010,3.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/3/2010,10,2010,0.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/4/2010,10,2010,1.87,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/4/2010,10,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/4/2010,10,2010,0.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/5/2010,10,2010,1.85,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/5/2010,10,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/5/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/6/2010,10,2010,1.89,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/6/2010,10,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/6/2010,10,2010,0.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/7/2010,10,2010,1.85,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/7/2010,10,2010,3.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/7/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/8/2010,10,2010,1.86,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/8/2010,10,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/8/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/9/2010,10,2010,2.05,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/9/2010,10,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/9/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/10/2010,10,2010,2.14,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/10/2010,10,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/10/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/11/2010,10,2010,1.98,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/11/2010,10,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/11/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/12/2010,10,2010,1.93,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/12/2010,10,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/12/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/13/2010,10,2010,1.93,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/13/2010,10,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/13/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/14/2010,10,2010,1.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/14/2010,10,2010,3.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/14/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/15/2010,10,2010,1.87,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/15/2010,10,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/15/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/16/2010,10,2010,1.91,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/16/2010,10,2010,3.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/16/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/17/2010,10,2010,2.17,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/17/2010,10,2010,3.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/17/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/18/2010,10,2010,2.02,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/18/2010,10,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/18/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/19/2010,10,2010,1.95,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/19/2010,10,2010,4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/19/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/20/2010,10,2010,1.94,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/20/2010,10,2010,3.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/20/2010,10,2010,0.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/21/2010,10,2010,2.01,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/21/2010,10,2010,3.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/21/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/22/2010,10,2010,2.13,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/22/2010,10,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/22/2010,10,2010,0.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/23/2010,10,2010,5.96,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/23/2010,10,2010,10.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/23/2010,10,2010,0.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/24/2010,10,2010,7.36,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/24/2010,10,2010,23.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/24/2010,10,2010,2.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/25/2010,10,2010,3.97,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/25/2010,10,2010,6.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/25/2010,10,2010,1.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/26/2010,10,2010,2.93,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/26/2010,10,2010,5.1,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/26/2010,10,2010,1,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/27/2010,10,2010,2.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/27/2010,10,2010,4.9,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/27/2010,10,2010,0.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/28/2010,10,2010,2.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/28/2010,10,2010,5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/28/2010,10,2010,1.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/29/2010,10,2010,2.84,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/29/2010,10,2010,5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/29/2010,10,2010,1.1,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/30/2010,10,2010,2.81,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/30/2010,10,2010,4.5,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/30/2010,10,2010,1.1,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,10/31/2010,10,2010,2.58,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,10/31/2010,10,2010,4.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,10/31/2010,10,2010,0.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,11/1/2010,11,2010,2.46,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,11/1/2010,11,2010,4.1,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,11/1/2010,11,2010,0.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,11/2/2010,11,2010,2.41,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,11/2/2010,11,2010,4.2,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,11/2/2010,11,2010,0.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,11/3/2010,11,2010,2.24,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,11/3/2010,11,2010,4.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,11/3/2010,11,2010,0.6,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,11/4/2010,11,2010,2.38,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,11/4/2010,11,2010,4.3,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,11/4/2010,11,2010,0.8,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,11/5/2010,11,2010,2.14,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Maximum,Flow,11/5/2010,11,2010,4.4,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Minimum,Flow,11/5/2010,11,2010,0.7,mgd
Sewerage Agency of Southern Marin Permit,A-001 (Influent) Inf Daily Average,Flow,11/6/2010,11,2010,2.76,mgd
