PermitTitle,Description,Pollutant,Date,Month,Year,Value,Unit
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/18/2010,12,2010,8.77,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/18/2010,12,2010,3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/19/2010,12,2010,8.1,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/19/2010,12,2010,15.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/19/2010,12,2010,9.998,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/19/2010,12,2010,5.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/20/2010,12,2010,5.9,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/20/2010,12,2010,11.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/20/2010,12,2010,5.959,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/20/2010,12,2010,3.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/21/2010,12,2010,6.67,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/21/2010,12,2010,8.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/21/2010,12,2010,6.718,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/21/2010,12,2010,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/22/2010,12,2010,6.07,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/22/2010,12,2010,10.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/22/2010,12,2010,7.342,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/22/2010,12,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/23/2010,12,2010,5.44,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/23/2010,12,2010,8.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/23/2010,12,2010,4.828,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/23/2010,12,2010,3.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/24/2010,12,2010,4.9,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/24/2010,12,2010,7.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/24/2010,12,2010,4.11,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/24/2010,12,2010,2.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/25/2010,12,2010,9.76,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/25/2010,12,2010,23,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/25/2010,12,2010,10.892,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/25/2010,12,2010,3.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/26/2010,12,2010,5.47,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/26/2010,12,2010,7.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/26/2010,12,2010,6.382,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/26/2010,12,2010,5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/27/2010,12,2010,5.5,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/27/2010,12,2010,8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/27/2010,12,2010,4.772,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/27/2010,12,2010,3.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/28/2010,12,2010,12.93,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/28/2010,12,2010,43.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/28/2010,12,2010,13.628,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/28/2010,12,2010,4.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/29/2010,12,2010,6.08,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/29/2010,12,2010,11.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/29/2010,12,2010,8.267,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/29/2010,12,2010,3.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/30/2010,12,2010,5.52,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/30/2010,12,2010,8.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/30/2010,12,2010,5.011,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/30/2010,12,2010,3.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,12/31/2010,12,2010,5.79,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/31/2010,12,2010,12.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Average,Flow,12/31/2010,12,2010,5.46,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/31/2010,12,2010,5.076,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Total,Flow,12/31/2010,12,2010,169.23,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/31/2010,12,2010,3.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/1/2011,1,2011,9.73,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/1/2011,1,2011,13,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/1/2011,1,2011,7.52,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/1/2011,1,2011,5.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/2/2011,1,2011,5.89,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/2/2011,1,2011,13.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/2/2011,1,2011,8.12,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/2/2011,1,2011,2.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/3/2011,1,2011,5.64,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/3/2011,1,2011,8.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/3/2011,1,2011,5.26,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/3/2011,1,2011,3.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/4/2011,1,2011,4.59,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/4/2011,1,2011,7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/4/2011,1,2011,4.38,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/4/2011,1,2011,2.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/5/2011,1,2011,4.05,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/5/2011,1,2011,6.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/5/2011,1,2011,3.71,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/5/2011,1,2011,2.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/6/2011,1,2011,3.76,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/6/2011,1,2011,5.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/6/2011,1,2011,3.47,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/6/2011,1,2011,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/7/2011,1,2011,3.55,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/7/2011,1,2011,3.13,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/7/2011,1,2011,1.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/8/2011,1,2011,3.22,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/8/2011,1,2011,5.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/8/2011,1,2011,2.99,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/8/2011,1,2011,1.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/9/2011,1,2011,3.3,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/9/2011,1,2011,5.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/9/2011,1,2011,2.98,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/9/2011,1,2011,1.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/10/2011,1,2011,2.85,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/10/2011,1,2011,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/10/2011,1,2011,2.62,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/10/2011,1,2011,1.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/11/2011,1,2011,3.05,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/11/2011,1,2011,5.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/11/2011,1,2011,2.74,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/11/2011,1,2011,1.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/12/2011,1,2011,2.77,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/12/2011,1,2011,4.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/12/2011,1,2011,2.55,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/12/2011,1,2011,1.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/13/2011,1,2011,3.13,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/13/2011,1,2011,5.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/13/2011,1,2011,2.91,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/13/2011,1,2011,1.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/14/2011,1,2011,2.85,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/14/2011,1,2011,5.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/14/2011,1,2011,2.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/14/2011,1,2011,1.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/15/2011,1,2011,2.71,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/15/2011,1,2011,5.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/15/2011,1,2011,2.57,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/15/2011,1,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/16/2011,1,2011,2.63,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/16/2011,1,2011,4.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/16/2011,1,2011,2.52,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/16/2011,1,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/17/2011,1,2011,2.88,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/17/2011,1,2011,5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/17/2011,1,2011,2.66,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/17/2011,1,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/18/2011,1,2011,2.69,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/18/2011,1,2011,5.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/18/2011,1,2011,2.59,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/18/2011,1,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/19/2011,1,2011,2.6,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/19/2011,1,2011,4.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/19/2011,1,2011,2.55,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/19/2011,1,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/20/2011,1,2011,2.6,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/20/2011,1,2011,4.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/20/2011,1,2011,2.49,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/20/2011,1,2011,0.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/21/2011,1,2011,2.47,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/21/2011,1,2011,4.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/21/2011,1,2011,2.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/21/2011,1,2011,0.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/22/2011,1,2011,2.48,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/22/2011,1,2011,4.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/22/2011,1,2011,2.37,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/22/2011,1,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/23/2011,1,2011,2.61,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/23/2011,1,2011,4.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/23/2011,1,2011,2.48,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/23/2011,1,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/24/2011,1,2011,2.47,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/24/2011,1,2011,4.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/24/2011,1,2011,2.36,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/24/2011,1,2011,0.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/25/2011,1,2011,2.53,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/25/2011,1,2011,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/25/2011,1,2011,2.43,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/25/2011,1,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/26/2011,1,2011,2.38,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/26/2011,1,2011,4.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/26/2011,1,2011,2.29,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/26/2011,1,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/27/2011,1,2011,2.4,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/27/2011,1,2011,4.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/27/2011,1,2011,2.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/27/2011,1,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/28/2011,1,2011,2.31,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/28/2011,1,2011,4.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/28/2011,1,2011,2.25,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/28/2011,1,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/29/2011,1,2011,3.13,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/29/2011,1,2011,4.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/29/2011,1,2011,2.96,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/29/2011,1,2011,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/30/2011,1,2011,4.94,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/30/2011,1,2011,9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/30/2011,1,2011,4.48,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/30/2011,1,2011,2.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,1/31/2011,1,2011,3.47,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/31/2011,1,2011,6.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/31/2011,1,2011,3.25,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Average,Flow,1/31/2011,1,2011,3.23,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Total,Flow,1/31/2011,1,2011,100.03,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/31/2011,1,2011,1.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/1/2011,2,2011,2.91,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/1/2011,2,2011,5.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/1/2011,2,2011,2.82,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/1/2011,2,2011,1.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/2/2011,2,2011,2.82,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/2/2011,2,2011,5.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/2/2011,2,2011,2.63,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/2/2011,2,2011,1.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/3/2011,2,2011,2.64,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/3/2011,2,2011,5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/3/2011,2,2011,2.49,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/3/2011,2,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/4/2011,2,2011,2.52,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/4/2011,2,2011,5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/4/2011,2,2011,2.43,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/4/2011,2,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/5/2011,2,2011,2.57,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/5/2011,2,2011,4.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/5/2011,2,2011,2.41,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/5/2011,2,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/6/2011,2,2011,2.7,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/6/2011,2,2011,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/6/2011,2,2011,2.45,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/6/2011,2,2011,1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/7/2011,2,2011,2.53,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/7/2011,2,2011,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/7/2011,2,2011,2.44,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/7/2011,2,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/8/2011,2,2011,2.31,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/8/2011,2,2011,4.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/8/2011,2,2011,2.27,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/8/2011,2,2011,0.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/9/2011,2,2011,2.32,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/9/2011,2,2011,4.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/9/2011,2,2011,2.27,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/9/2011,2,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/10/2011,2,2011,2.42,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/10/2011,2,2011,4.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/10/2011,2,2011,2.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/10/2011,2,2011,0.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/11/2011,2,2011,2.26,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/11/2011,2,2011,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/11/2011,2,2011,2.21,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/11/2011,2,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/12/2011,2,2011,2.35,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/12/2011,2,2011,4.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/12/2011,2,2011,2.25,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/12/2011,2,2011,0.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/13/2011,2,2011,2.58,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/13/2011,2,2011,5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/13/2011,2,2011,2.42,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/13/2011,2,2011,0.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/14/2011,2,2011,3.69,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/14/2011,2,2011,5.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/14/2011,2,2011,3.44,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/14/2011,2,2011,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/15/2011,2,2011,4.68,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/15/2011,2,2011,15.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/15/2011,2,2011,4.76,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/15/2011,2,2011,2.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Total,Flow,2/16/2011,2,2011,5.29,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/16/2011,2,2011,9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/16/2011,2,2011,4.87,mgd
