SAMPLENUM,SITE,LOCATOR,CDATE,Month,Year,TIME,SAMTYPE,PARM_STORED,QUAL,NUMVALUE,UNITS,MDLVALUE,METHODREF,COMMENTS
L146735-2,WWTP EFFLUENT,EFF EPS 04,9/23/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146770-2,WWTP EFFLUENT,EFF EPS 04,9/24/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,24,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L146808-2,WWTP EFFLUENT,EFF EPS 04,9/25/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,28,mg/L,5,SM(18)2540D,"TH, merged mode"
L146833-2,WWTP EFFLUENT,EFF EPS 04,9/26/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,30,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L146896-2,WWTP EFFLUENT,EFF EPS 04,9/30/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L146919-8,WWTP EFFLUENT,EFF EPS 04,10/1/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L146962-2,WWTP EFFLUENT,EFF EPS 04,10/2/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.3,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L147010-2,WWTP EFFLUENT,EFF EPS 04,10/3/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L147023-2,WWTP EFFLUENT,EFF EPS 04,10/5/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Sa,Su,Mon merged mode"
L147041-2,WWTP EFFLUENT,EFF EPS 04,10/6/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,3.3,SM(18)2540D,"Sa,Su,Mon merged mode"
L147120-25,WWTP EFFLUENT,EFF EPS 04,10/8/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8.7,mg/L,3.3,SM(18)2540D,composite iscos due to non-representative sample jug received; composited based on flows
L147154-2,WWTP EFFLUENT,EFF EPS 04,10/9/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,29,mg/L,3.3,SM(18)2540D,"TH, merged mode, FEC composite invalid- started at 2am. Delivered ISCO carousel to be composited"
L147179-2,WWTP EFFLUENT,EFF EPS 04,10/10/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,110,mg/L,10,SM(18)2540D,"Tu, We, F merged mode. Sample composited from ISCO based on flow. Autosampler malfunction- composite jug not representative"
L147194-2,WWTP EFFLUENT,EFF EPS 04,10/11/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,41,mg/L,6.2,SM(18)2540D,"Sa,Su,Mon merged mode. TSS and cBOD poured off from P2L due to plant upset."
L147198-2,WWTP EFFLUENT,EFF EPS 04,10/12/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,3.3,SM(18)2540D,"Sa,Su,Mon merged mode. TSS and cBOD poured off from p2L due to plant upset."
L147203-2,WWTP EFFLUENT,EFF EPS 04,10/13/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(18)2540D,"Sa,Su,Mon merged mode. cBOD and TSS poured off from P2L due to plant upset"
L147230-2,WWTP EFFLUENT,EFF EPS 04,10/14/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147260-2,WWTP EFFLUENT,EFF EPS 04,10/15/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147291-2,WWTP EFFLUENT,EFF EPS 04,10/16/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L147343-2,WWTP EFFLUENT,EFF EPS 04,10/17/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,23,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode.  Scheduled plant shut-down on 10/17/08 between 0100-0730.  Low sample volume noted.  Samples are representative per WWTP OPS."
L147418-3,WWTP EFFLUENT,EFF EPS 04,10/21/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147447-2,WWTP EFFLUENT,EFF EPS 04,10/22/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147477-2,WWTP EFFLUENT,EFF EPS 04,10/23/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L147502-2,WWTP EFFLUENT,EFF EPS 04,10/24/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L147571-2,WWTP EFFLUENT,EFF EPS 04,10/28/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147602-2,WWTP EFFLUENT,EFF EPS 04,10/29/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147634-2,WWTP EFFLUENT,EFF EPS 04,10/30/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L147663-2,WWTP EFFLUENT,EFF EPS 04,10/31/2008,10,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L147723-2,WWTP EFFLUENT,EFF EPS 04,11/4/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L147751-2,WWTP EFFLUENT,EFF EPS 04,11/5/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L147791-2,WWTP EFFLUENT,EFF EPS 04,11/6/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8.5,mg/L,2.5,SM(18)2540D,"TH, merged mode; EFF Monthly NPDES; METALS and Ammonia sample poured off at Sample Control in PLSTL at time of sample receipt"
L147845-2,WWTP EFFLUENT,EFF EPS 04,11/7/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L147909-2,WWTP EFFLUENT,EFF EPS 04,11/11/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L147940-2,WWTP EFFLUENT,EFF EPS 04,11/12/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L147958-2,WWTP EFFLUENT,EFF EPS 04,11/13/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L147983-2,WWTP EFFLUENT,EFF EPS 04,11/14/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148033-2,WWTP EFFLUENT,EFF EPS 04,11/18/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode;2nd monthly ammonia sample pour off at time of receipt."
L148089-2,WWTP EFFLUENT,EFF EPS 04,11/19/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,25,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148119-2,WWTP EFFLUENT,EFF EPS 04,11/20/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,20,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L148156-2,WWTP EFFLUENT,EFF EPS 04,11/21/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148209-2,WWTP EFFLUENT,EFF EPS 04,11/25/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode. cBOD added 11/26/08 to +SAVE due to missing CBOD from login."
L148246-2,WWTP EFFLUENT,EFF EPS 04,11/26/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,22,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L148272-2,WWTP EFFLUENT,EFF EPS 04,11/27/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,28,mg/L,5,SM(18)2540D,"TH, merged mode - Jug labelled PIC. Confirmed with WWOPS that was collected at EPS and is EFF EPS 04."
L148281-2,WWTP EFFLUENT,EFF EPS 04,11/28/2008,11,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L148333-2,WWTP EFFLUENT,EFF EPS 04,12/2/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148556-1,WWTP EFFLUENT,EFF EPS 04,12/3/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,Q,11,mg/L,5,SM(18)2540D,Reanalysis of L148364-2 : request to perform the analysis with a QC duplicate on that sample; Note that a sample beyond the hold times may not be used for regulatory reporting purposes
L148364-2,WWTP EFFLUENT,EFF EPS 04,12/3/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,31,mg/L,5,SM(18)2540D,"Tu, We, F merged mode.  Reanalysis requested.  See L148556-1."
L148394-2,WWTP EFFLUENT,EFF EPS 04,12/4/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,Mnly NPDES; METALS sample poured off at Sample Control in PLSTL at time of sample receipt
L148432-2,WWTP EFFLUENT,EFF EPS 04,12/5/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L148513-2,WWTP EFFLUENT,EFF EPS 04,12/9/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,5,SM(18)2540D,"Tu, We, F merged mode. Small amount received in sample receiving. Ops said they put in a work order already."
L148549-2,WWTP EFFLUENT,EFF EPS 04,12/10/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,5,SM(18)2540D,"Tu, We, F merged mode. Low volume received at arrival in sample control."
L148577-2,WWTP EFFLUENT,EFF EPS 04,12/11/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,5,SM(18)2540D,"TH, merged mode"
L148602-2,WWTP EFFLUENT,EFF EPS 04,12/12/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L148677-2,WWTP EFFLUENT,EFF EPS 04,12/16/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L148721-2,WWTP EFFLUENT,EFF EPS 04,12/17/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L148738-2,WWTP EFFLUENT,EFF EPS 04,12/18/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L148786-2,WWTP EFFLUENT,EFF EPS 04,12/19/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148858-2,WWTP EFFLUENT,EFF EPS 04,12/23/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8.5,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148880-2,WWTP EFFLUENT,EFF EPS 04,12/24/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148890-2,WWTP EFFLUENT,EFF EPS 04,12/25/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L148905-2,WWTP EFFLUENT,EFF EPS 04,12/26/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148956-2,WWTP EFFLUENT,EFF EPS 04,12/30/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,23,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L148981-2,WWTP EFFLUENT,EFF EPS 04,12/31/2008,12,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,21,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L148999-2,WWTP EFFLUENT,EFF EPS 04,1/1/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,19,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L149011-2,WWTP EFFLUENT,EFF EPS 04,1/2/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149072-2,WWTP EFFLUENT,EFF EPS 04,1/6/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,20,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode.  Low volume sampled, approx. 1.5 Liters.  WWOPS called by S. Berg 1/6/09, OPS currently checking on sampler."
L149109-2,WWTP EFFLUENT,EFF EPS 04,1/7/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149144-2,WWTP EFFLUENT,EFF EPS 04,1/8/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,Mnly NPDES; METALS sample poured off at Sample Control in PLSTL at time of sample receipt
L149168-2,WWTP EFFLUENT,EFF EPS 04,1/9/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149250-2,WWTP EFFLUENT,EFF EPS 04,1/14/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149279-2,WWTP EFFLUENT,EFF EPS 04,1/15/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L149310-2,WWTP EFFLUENT,EFF EPS 04,1/16/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,2nd monthly ammonia sample pour off at time of receipt.
L149354-2,WWTP EFFLUENT,EFF EPS 04,1/20/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149399-2,WWTP EFFLUENT,EFF EPS 04,1/21/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149423-2,WWTP EFFLUENT,EFF EPS 04,1/22/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,4,SM(18)2540D,"TH, merged mode"
L149482-2,WWTP EFFLUENT,EFF EPS 04,1/23/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149543-2,WWTP EFFLUENT,EFF EPS 04,1/27/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149576-2,WWTP EFFLUENT,EFF EPS 04,1/28/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L149604-2,WWTP EFFLUENT,EFF EPS 04,1/29/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.3,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L149625-2,WWTP EFFLUENT,EFF EPS 04,1/30/2009,1,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,23,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149684-2,WWTP EFFLUENT,EFF EPS 04,2/3/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149718-2,WWTP EFFLUENT,EFF EPS 04,2/4/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149755-2,WWTP EFFLUENT,EFF EPS 04,2/5/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,23,mg/L,3.3,SM(18)2540D,EFF Monthly NPDES; METALS and Ammonia sample poured off at Sample Control in PLSTL at time of sample receipt; Add SIP-200.8 Be in Feb and Aug
L149801-2,WWTP EFFLUENT,EFF EPS 04,2/6/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149887-2,WWTP EFFLUENT,EFF EPS 04,2/10/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149921-2,WWTP EFFLUENT,EFF EPS 04,2/11/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L149945-2,WWTP EFFLUENT,EFF EPS 04,2/12/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L149965-2,WWTP EFFLUENT,EFF EPS 04,2/13/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L150037-2,WWTP EFFLUENT,EFF EPS 04,2/17/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,5,SM(18)2540D,2nd monthly ammonia sample pour off at time of receipt.
L150066-2,WWTP EFFLUENT,EFF EPS 04,2/18/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode.  Two P8Ls received, composited to one in lab."
L150107-2,WWTP EFFLUENT,EFF EPS 04,2/19/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L150124-2,WWTP EFFLUENT,EFF EPS 04,2/20/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,21,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L150209-2,WWTP EFFLUENT,EFF EPS 04,2/24/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,5,SM(20)2540 D,"Tu, We, F merged mode"
L150232-2,WWTP EFFLUENT,EFF EPS 04,2/25/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,5,SM(20)2540 D,"Tu, We, F merged mode"
L150269-2,WWTP EFFLUENT,EFF EPS 04,2/26/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8,mg/L,2,SM(20)2540 D,"TH, merged mode"
L150301-2,WWTP EFFLUENT,EFF EPS 04,2/27/2009,2,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,4,mg/L,2,SM(20)2540 D,"Tu, We, F merged mode"
L150367-2,WWTP EFFLUENT,EFF EPS 04,3/3/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2,SM(20)2540 D,"Tu, We, F merged mode"
L150409-2,WWTP EFFLUENT,EFF EPS 04,3/4/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,7.6,mg/L,2,SM(20)2540 D,"Tu, We, F merged mode"
L150443-2,WWTP EFFLUENT,EFF EPS 04,3/5/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,7,mg/L,2.5,SM(20)2540 D,EFF Monthly NPDES; METALS and Ammonia sample poured off at Sample Control in PLSTL at time of sample receipt; Add SIP-200.8 Be in Feb and Aug
L150471-2,WWTP EFFLUENT,EFF EPS 04,3/6/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150527-2,WWTP EFFLUENT,EFF EPS 04,3/10/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150554-2,WWTP EFFLUENT,EFF EPS 04,3/11/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150593-2,WWTP EFFLUENT,EFF EPS 04,3/12/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(20)2540 D,"TH, merged mode"
L150619-2,WWTP EFFLUENT,EFF EPS 04,3/13/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150668-2,WWTP EFFLUENT,EFF EPS 04,3/17/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150690-2,WWTP EFFLUENT,EFF EPS 04,3/18/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150723-2,WWTP EFFLUENT,EFF EPS 04,3/19/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(20)2540 D,"TH, merged mode"
L150745-2,WWTP EFFLUENT,EFF EPS 04,3/20/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150805-2,WWTP EFFLUENT,EFF EPS 04,3/24/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150836-2,WWTP EFFLUENT,EFF EPS 04,3/25/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150864-2,WWTP EFFLUENT,EFF EPS 04,3/26/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(20)2540 D,"TH, merged mode"
L150896-2,WWTP EFFLUENT,EFF EPS 04,3/27/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150949-2,WWTP EFFLUENT,EFF EPS 04,3/31/2009,3,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150970-2,WWTP EFFLUENT,EFF EPS 04,4/1/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L150989-2,WWTP EFFLUENT,EFF EPS 04,4/2/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(20)2540 D,"TH, merged mode"
L151031-2,WWTP EFFLUENT,EFF EPS 04,4/3/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L151103-2,WWTP EFFLUENT,EFF EPS 04,4/7/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L151129-2,WWTP EFFLUENT,EFF EPS 04,4/8/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(20)2540 D,"Tu, We, F merged mode"
L151163-2,WWTP EFFLUENT,EFF EPS 04,4/9/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(20)2540 D,"TH, merged mode"
L151184-2,WWTP EFFLUENT,EFF EPS 04,4/10/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2,SM(20)2540 D,"Tu, We, F merged mode"
L151256-2,WWTP EFFLUENT,EFF EPS 04,4/14/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(20)2540 D,"Tu, We, F merged mode"
L151292-2,WWTP EFFLUENT,EFF EPS 04,4/15/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,3.3,SM(20)2540 D,"Tu, We, F merged mode"
L151322-2,WWTP EFFLUENT,EFF EPS 04,4/16/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(20)2540 D,"TH, merged mode"
L151350-2,WWTP EFFLUENT,EFF EPS 04,4/17/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,19,mg/L,3.3,SM(20)2540 D,"Tu, We, F merged mode"
L151415-2,WWTP EFFLUENT,EFF EPS 04,4/21/2009,4,2009,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(20)2540 D,"Tu, We, F merged mode"
