PermitTitle,Description,Pollutant,Date,Month,Year,GTLT,Value,Unit,ML,MDL,RDL,CTR,Comment
EBDA,E-001 (M-001) Combined Discharge,Flow,1/1/1999,1,1999,,69.5739975,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/2/1999,1,1999,,67.63999939,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/3/1999,1,1999,,74.18000031,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/4/1999,1,1999,,75.52999878,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/5/1999,1,1999,,76.17700195,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/6/1999,1,1999,,72.15399933,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/7/1999,1,1999,,70.94000244,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/8/1999,1,1999,,73.66899872,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/9/1999,1,1999,,72.81099701,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/10/1999,1,1999,,74.64700317,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/11/1999,1,1999,,73.3030014,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/12/1999,1,1999,,73.2559967,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/13/1999,1,1999,,73.5059967,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/14/1999,1,1999,,73.97499847,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/15/1999,1,1999,,74.13700104,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/16/1999,1,1999,,78.82099915,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/17/1999,1,1999,,76.2440033,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/18/1999,1,1999,,80.01300049,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/19/1999,1,1999,,79.16000366,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/20/1999,1,1999,,85.99900055,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/21/1999,1,1999,,80.1740036,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/22/1999,1,1999,,80.32700348,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/23/1999,1,1999,,98.07800293,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/24/1999,1,1999,,91.2009964,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/25/1999,1,1999,,87.4260025,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/26/1999,1,1999,,90.77600098,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/27/1999,1,1999,,86.30999756,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/28/1999,1,1999,,83.10800171,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/29/1999,1,1999,,82.60099792,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/30/1999,1,1999,,83.75700378,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,1/31/1999,1,1999,,91.30500031,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/1/1999,2,1999,,87.73999786,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/2/1999,2,1999,,89.66000366,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/3/1999,2,1999,,82.79000092,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/4/1999,2,1999,,80.45999908,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/5/1999,2,1999,,80.80999756,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/6/1999,2,1999,,85.33999634,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/7/1999,2,1999,,120.8199997,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/8/1999,2,1999,,102.1600037,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/9/1999,2,1999,,114.6800003,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/10/1999,2,1999,,100.8600006,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/11/1999,2,1999,,93.41000366,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/12/1999,2,1999,,91.34999847,, , , , , 
EBDA,E-001 (M-001) Combined Discharge,Flow,2/13/1999,2,1999,,88.66000366,, , , , , 
