,NH3 mg/L N,Time
1033,0.8,2013-04-29 11:22:00
1034,0.8,2013-04-30 10:52:00
1035,2.2,2013-05-01 11:11:00
1036,2.2,2013-05-02 08:05:00
1037,2.7,2013-05-03 10:15:00
1038,2.6,2013-05-04 08:10:00
1039,0.57,2013-05-06 08:47:00
1040,0.6,2013-05-06 09:07:00
1041,3.7,2013-05-06 09:30:00
1042,3.6,2013-05-07 09:52:00
1043,23.0,2013-05-07 10:28:00
1044,21.0,2013-05-07 10:34:00
1045,0.4,2013-05-08 08:11:00
1046,4.0,2013-05-08 08:40:00
1047,,2013-05-09 10:07:00
1048,,2013-05-09 11:46:00
1049,,2013-05-09 12:47:00
1050,3.3,2013-05-09 13:52:00
1051,0.32,2013-05-10 08:18:00
1052,4.1,2013-05-10 08:35:00
1053,,2013-05-10 11:10:00
1054,0.044000000000000004,2013-05-10 12:28:00
1055,,2013-05-10 14:25:00
1056,3.7,2013-05-13 08:10:00
1057,3.7,2013-05-14 10:00:00
1058,4.8,2013-05-15 13:27:00
1059,4.0,2013-05-17 10:58:00
1060,3.8,2013-05-18 09:23:00
1061,3.5,2013-05-20 12:23:00
1062,3.7,2013-05-21 09:50:00
1063,3.8,2013-05-22 07:45:00
1064,3.3,2013-05-23 13:54:00
1065,4.2,2013-05-24 07:23:00
1066,3.7,2013-05-25 10:00:00
1067,4.2,2013-05-27 13:50:00
1068,4.8,2013-05-28 10:05:00
1069,5.1,2013-05-29 07:14:00
1070,5.1,2013-05-30 13:54:00
1071,5.8,2013-05-31 07:51:00
1072,6.0,2013-06-03 12:25:00
1073,23.0,2013-06-03 13:20:00
1074,23.0,2013-06-03 13:30:00
1075,6.4,2013-06-04 08:36:00
1076,6.1,2013-06-05 12:05:00
1077,6.1,2013-06-06 08:40:00
1078,6.0,2013-06-07 07:15:00
1079,6.5,2013-06-10 11:50:00
1080,7.0,2013-06-11 10:00:00
1081,7.6,2013-06-12 07:17:00
1082,7.7,2013-06-13 14:28:00
1083,8.3,2013-06-14 08:55:00
1084,8.5,2013-06-17 11:55:00
1085,8.9,2013-06-18 09:47:00
1086,8.6,2013-06-19 07:20:00
1087,,2013-06-19 10:09:00
1088,,2013-06-19 11:49:00
1089,,2013-06-19 12:59:00
1090,,2013-06-20 09:54:00
1091,,2013-06-20 10:53:00
1092,0.077,2013-06-20 11:36:00
1093,8.6,2013-06-20 14:00:00
1094,9.1,2013-06-21 07:10:00
1095,9.9,2013-06-24 11:41:00
1096,11.0,2013-06-25 10:00:00
1097,12.0,2013-06-26 11:55:00
1098,7.7,2013-06-27 08:42:00
1099,11.0,2013-06-28 07:20:00
1100,9.0,2013-06-30 09:50:00
1101,8.5,2013-07-01 11:34:00
1102,7.0,2013-07-02 09:55:00
1103,7.0,2013-07-03 07:16:00
1104,5.3,2013-07-05 07:21:00
1105,4.5,2013-07-08 11:59:00
1106,4.3,2013-07-09 08:13:00
1107,4.4,2013-07-10 10:09:00
1108,16.0,2013-07-10 13:50:00
1109,18.0,2013-07-10 13:56:00
1110,4.1,2013-07-11 13:50:00
1111,2.8,2013-07-12 07:15:00
1112,2.7,2013-07-15 08:15:00
1113,0.51,2013-07-15 08:49:00
1114,2.9,2013-07-16 10:00:00
1115,3.0,2013-07-17 07:32:00
1116,0.26,2013-07-17 07:57:00
1117,,2013-07-17 09:56:00
1118,,2013-07-17 11:21:00
1119,,2013-07-17 12:27:00
1120,,2013-07-18 09:51:00
1121,0.044000000000000004,2013-07-18 10:43:00
1122,,2013-07-18 11:29:00
1123,3.2,2013-07-18 14:03:00
1124,3.4,2013-07-19 07:15:00
1125,0.26,2013-07-19 07:44:00
1126,4.6,2013-07-22 11:43:00
1127,3.9,2013-07-23 10:49:00
1128,4.2,2013-07-24 07:10:00
1129,4.5,2013-07-25 13:57:00
1130,5.2,2013-07-26 07:19:00
1131,6.0,2013-07-28 06:31:00
1132,5.9,2013-07-29 11:40:00
1133,6.2,2013-07-30 09:55:00
1134,3.0,2013-08-05 11:06:00
1135,1.9,2013-08-06 09:51:00
1136,21.0,2013-08-06 10:21:00
1137,20.0,2013-08-06 10:28:00
1138,2.1,2013-08-07 07:13:00
1139,2.8,2013-08-08 13:45:00
1140,3.6,2013-08-09 11:55:00
1141,4.2,2013-08-12 08:27:00
1142,4.6,2013-08-13 10:38:00
1143,4.9,2013-08-14 07:54:00
1144,5.4,2013-08-15 13:52:00
1145,5.5,2013-08-16 07:36:00
1146,5.6,2013-08-19 10:41:00
1147,6.9,2013-08-20 09:52:00
1148,7.6,2013-08-21 07:35:00
1149,,2013-08-22 09:32:00
1150,7.9,2013-08-22 12:57:00
1151,,2013-08-22 14:13:00
1152,,2013-08-22 15:03:00
1153,8.2,2013-08-23 07:16:00
1154,,2013-08-23 11:22:00
1155,0.055,2013-08-23 12:30:00
1156,0.077,2013-08-23 14:12:00
1157,6.7,2013-08-25 07:12:00
1158,6.5,2013-08-26 11:26:00
1159,7.5,2013-08-27 09:50:00
1160,7.5,2013-08-28 07:05:00
1161,3.8,2013-09-03 10:31:00
1162,3.1,2013-09-04 11:35:00
1163,3.0,2013-09-05 07:44:00
1164,23.0,2013-09-05 10:48:00
1165,21.0,2013-09-05 10:55:00
1166,3.7,2013-09-06 13:00:00
1167,4.0,2013-09-07 07:55:00
1168,5.7,2013-09-09 09:18:00
1169,6.0,2013-09-10 10:58:00
1170,6.1,2013-09-11 07:43:00
1171,,2013-09-12 10:06:00
1172,,2013-09-12 12:16:00
1173,5.6,2013-09-12 13:20:00
1174,,2013-09-12 14:20:00
1175,5.6,2013-09-13 09:41:00
1176,,2013-09-13 11:50:00
1177,,2013-09-13 12:58:00
1178,6.9,2013-09-16 10:26:00
1179,7.8,2013-09-17 07:37:00
1180,7.6,2013-09-18 11:30:00
1181,7.8,2013-09-19 13:02:00
1182,8.5,2013-09-20 09:45:00
1183,9.2,2013-09-22 07:49:00
1184,6.0,2013-09-27 11:20:00
1185,6.1,2013-10-01 13:16:00
1186,6.5,2013-10-02 11:08:00
1187,24.0,2013-10-02 12:41:00
1188,23.0,2013-10-02 12:45:00
1189,6.7,2013-10-03 10:10:00
1190,7.0,2013-10-04 08:25:00
1191,7.4,2013-10-05 10:12:00
1192,8.6,2013-10-07 08:40:00
1193,8.7,2013-10-08 10:56:00
1194,9.3,2013-10-09 08:20:00
1195,9.6,2013-10-10 13:33:00
1196,9.4,2013-10-11 09:20:00
1197,9.1,2013-10-14 13:13:00
1198,9.8,2013-10-15 06:43:00
1199,,2013-10-16 08:57:00
1200,,2013-10-16 10:19:00
1201,9.7,2013-10-16 11:15:00
1202,,2013-10-16 12:16:00
1203,,2013-10-17 09:57:00
1204,,2013-10-17 11:27:00
1205,9.5,2013-10-17 12:30:00
1206,9.4,2013-10-18 08:24:00
1207,8.8,2013-10-21 11:15:00
1208,6.2,2013-10-22 09:05:00
1209,6.3,2013-10-23 07:05:00
1210,6.0,2013-10-24 13:18:00
1211,5.3,2013-10-25 11:30:00
1212,5.2,2013-10-27 10:04:00
1213,5.5,2013-10-28 11:55:00
1214,5.7,2013-10-29 14:00:00
1215,5.1,2013-10-30 08:24:00
1216,5.1,2013-10-31 06:18:00
1217,4.5,2013-11-03 11:50:00
1218,3.1,2013-11-04 09:07:00
1219,5.7,2013-11-05 14:57:00
1220,7.6,2013-11-06 10:26:00
1221,8.7,2013-11-07 07:03:00
1222,22.0,2013-11-07 11:12:00
1223,26.0,2013-11-07 11:19:00
1224,23.0,2013-11-07 11:37:00
1225,2.6,2013-11-07 11:45:00
1226,0.78,2013-11-07 11:54:00
1227,27.0,2013-11-07 12:02:00
1228,9.9,2013-11-11 08:48:00
1229,9.6,2013-11-12 08:31:00
1230,0.077,2013-11-12 09:35:00
1231,0.066,2013-11-12 11:27:00
1232,0.044000000000000004,2013-11-12 11:28:00
1233,0.044000000000000004,2013-11-13 09:15:00
1234,0.077,2013-11-13 10:16:00
1235,10.0,2013-11-13 10:46:00
1236,10.0,2013-11-14 14:32:00
1237,9.0,2013-11-15 11:46:00
1238,5.6,2013-11-18 13:30:00
1239,5.1,2013-11-19 11:30:00
1240,4.5,2013-11-20 09:44:00
1241,4.6,2013-11-21 07:18:00
1242,4.4,2013-11-22 06:39:00
1243,7.0,2013-12-02 11:17:00
1244,6.8,2013-12-03 08:56:00
1245,7.2,2013-12-04 13:00:00
1246,7.8,2013-12-05 07:48:00
1247,9.7,2013-12-09 10:09:00
1248,10.0,2013-12-10 07:34:00
1249,10.0,2013-12-11 08:00:00
1250,33.0,2013-12-12 10:59:00
1251,24.0,2013-12-12 11:01:00
1252,10.0,2013-12-12 13:08:00
1253,11.0,2013-12-16 11:53:00
1254,11.0,2013-12-17 08:06:00
1255,12.0,2013-12-18 10:05:00
1256,12.0,2013-12-19 12:27:00
1257,15.0,2014-01-05 08:39:00
1258,1.4,2014-01-06 08:55:00
1259,15.0,2014-01-06 09:28:00
1260,29.0,2014-01-06 11:11:00
1261,35.0,2014-01-06 11:14:00
1262,2.3,2014-01-08 10:15:00
1263,17.0,2014-01-08 10:34:00
1264,3.4,2014-01-10 08:47:00
1265,15.0,2014-01-10 09:03:00
1266,17.0,2014-01-13 10:50:00
1267,17.0,2014-01-14 14:08:00
1268,18.0,2014-01-15 10:46:00
1269,18.0,2014-01-16 07:19:00
1270,18.0,2014-01-21 13:31:00
1271,13.0,2014-01-22 09:20:00
1272,19.0,2014-01-22 09:39:00
1273,,2014-01-23 10:33:00
1274,18.0,2014-01-23 11:00:00
1275,,2014-01-23 11:49:00
1276,,2014-01-23 12:48:00
1277,7.6,2014-01-24 07:59:00
1278,18.0,2014-01-24 08:20:00
1279,,2014-01-24 10:51:00
1280,,2014-01-24 11:57:00
1281,,2014-01-24 12:51:00
1282,12.0,2014-01-27 08:48:00
1283,18.0,2014-01-27 09:17:00
1284,17.0,2014-01-28 11:13:00
1285,15.0,2014-01-29 15:35:00
1286,16.0,2014-01-30 07:30:00
1287,6.7,2014-02-03 12:30:00
1288,35.0,2014-02-04 09:10:00
1289,33.0,2014-02-04 09:24:00
1290,12.0,2014-02-04 11:39:00
1291,11.0,2014-02-05 14:05:00
1292,10.0,2014-02-06 08:28:00
1293,10.0,2014-02-10 10:35:00
1294,11.0,2014-02-11 14:37:00
1295,11.0,2014-02-12 09:16:00
1296,9.6,2014-02-13 08:40:00
1297,11.0,2014-02-18 13:12:00
1298,11.0,2014-02-19 07:16:00
1299,11.0,2014-02-20 11:56:00
1300,10.0,2014-02-21 10:30:00
1301,10.0,2014-02-24 09:44:00
1302,10.0,2014-02-25 12:05:00
1303,9.5,2014-02-26 13:50:00
1304,8.2,2014-02-27 07:08:00
1305,9.8,2014-03-03 10:05:00
1306,32.0,2014-03-03 10:38:00
1307,30.0,2014-03-03 10:43:00
1308,9.6,2014-03-04 07:57:00
1309,9.4,2014-03-05 15:10:00
1310,8.2,2014-03-06 12:21:00
1311,3.0,2014-03-24 09:00:00
1312,1.8,2014-03-26 08:52:00
1313,,2014-04-01 11:40:00
1314,,2014-04-02 13:00:00
1315,,2014-04-03 09:52:00
1316,0.64,2014-04-04 08:00:00
1317,,2014-04-07 09:20:00
1318,16.0,2014-04-07 11:25:00
1319,0.75,2014-04-07 11:27:00
1320,,2014-04-08 09:27:00
1321,,2014-04-09 08:56:00
1322,0.78,2014-04-11 08:06:00
1323,,2014-04-14 13:00:00
1324,,2014-04-15 11:00:00
1325,,2014-04-16 08:31:00
1326,,2014-04-17 09:30:00
1327,0.6,2014-04-17 09:38:00
1328,,2014-04-17 11:22:00
1329,,2014-04-17 12:13:00
1330,,2014-04-18 09:44:00
1331,,2014-04-18 11:20:00
1332,,2014-04-18 12:33:00
1333,,2014-04-21 08:05:00
1334,,2014-04-22 13:20:00
1335,,2014-04-23 07:54:00
1336,,2014-04-25 08:19:00
1337,,2014-04-27 07:11:00
1338,0.6,2014-04-28 10:39:00
1339,,2014-04-29 12:42:00
1340,,2014-04-30 07:47:00
1341,0.85,2014-05-04 11:55:00
1342,,2014-05-05 09:20:00
1343,,2014-05-05 10:20:00
1344,34.0,2014-05-05 13:43:00
1345,13.0,2014-05-05 13:55:00
1346,1.1,2014-05-06 14:05:00
1347,1.5,2014-05-07 10:30:00
1348,1.5,2014-05-07 10:45:00
1349,1.2,2014-05-09 08:15:00
1350,1.1,2014-05-09 08:30:00
1351,0.86,2014-05-12 13:55:00
1352,1.5,2014-05-13 12:03:00
1353,2.1,2014-05-14 10:10:00
1354,2.4,2014-05-15 07:40:00
1355,,2014-05-19 10:10:00
1356,1.6,2014-05-19 10:54:00
1357,,2014-05-21 08:15:00
1358,0.87,2014-05-21 08:37:00
1359,,2014-05-22 13:40:00
1360,,2014-05-23 07:31:00
1361,,2014-05-23 07:52:00
1362,,2014-05-27 11:30:00
1363,,2014-05-28 09:35:00
1364,,2014-05-29 07:29:00
1365,,2014-06-01 13:00:00
1366,17.0,2014-06-02 08:15:00
1367,3.0,2014-06-02 08:20:00
1368,,2014-06-02 13:41:00
1369,,2014-06-04 12:38:00
1370,,2014-06-06 11:05:00
1371,,2014-06-09 09:51:00
1372,,2014-06-10 13:44:00
1373,,2014-06-11 08:10:00
1374,,2014-06-12 12:13:00
1375,,2014-06-16 12:20:00
1376,,2014-06-18 07:13:00
1377,,2014-06-19 08:58:00
1378,,2014-06-20 12:42:00
1379,,2014-06-23 10:11:00
1380,,2014-06-24 10:10:00
1381,,2014-06-25 09:40:00
1382,,2014-06-26 08:53:00
1383,1.4,2014-06-30 11:50:00
1384,1.3,2014-07-01 11:13:00
1385,1.2,2014-07-02 11:50:00
1386,1.3,2014-07-03 11:03:00
1387,1.7,2014-07-07 11:13:00
1388,23.0,2014-07-07 12:13:00
1389,1.5,2014-07-07 12:27:00
1390,1.7,2014-07-08 08:40:00
1391,1.6,2014-07-09 08:20:00
1392,1.5,2014-07-10 08:40:00
1393,1.7,2014-07-14 14:15:00
1394,1.9,2014-07-15 15:35:00
1395,,2014-07-16 10:32:00
1396,0.75,2014-07-16 12:03:00
1397,,2014-07-17 10:18:00
1398,,2014-07-17 13:11:00
1399,1.0,2014-07-17 15:00:00
1400,1.0,2014-07-18 14:47:00
1401,1.1,2014-07-21 10:54:00
1402,0.8,2014-07-22 10:30:00
1403,0.93,2014-07-23 10:28:00
1404,0.68,2014-07-24 10:22:00
1405,,2014-07-27 11:20:00
1406,0.96,2014-07-28 11:20:00
1407,,2014-07-29 13:37:00
1408,,2014-07-30 11:05:00
1409,0.71,2014-08-04 08:15:00
1410,7.9,2014-08-04 10:30:00
1411,14.0,2014-08-04 10:35:00
1412,1.3,2014-08-06 08:10:00
1413,1.2,2014-08-07 08:05:00
1414,1.5,2014-08-08 08:20:00
1415,0.87,2014-08-11 14:40:00
1416,1.1,2014-08-12 16:30:00
1417,0.83,2014-08-13 14:58:00
1418,1.4,2014-08-14 14:16:00
1419,1.6,2014-08-18 09:38:00
1420,1.8,2014-08-19 10:19:00
1421,1.7,2014-08-21 09:25:00
1422,2.5,2014-08-22 09:10:00
1423,3.0,2014-08-25 10:30:00
1424,2.9,2014-08-26 10:45:00
1425,3.1,2014-08-27 10:05:00
1426,2.9,2014-08-28 10:24:00
1427,2.3,2014-09-08 09:15:00
1428,1.6,2014-09-09 08:20:00
1429,20.0,2014-09-09 09:48:00
1430,13.0,2014-09-09 10:02:00
1431,1.5,2014-09-10 08:36:00
1432,2.2,2014-09-15 07:41:00
1433,2.2,2014-09-17 07:41:00
1434,1.8,2014-09-18 07:30:00
1435,2.3,2014-09-19 13:02:00
1436,2.5,2014-09-21 12:12:00
1437,2.9,2014-09-22 12:49:00
1438,3.8,2014-09-23 12:45:00
1439,1.5,2014-10-06 08:40:00
1440,28.0,2014-10-06 10:10:00
1441,22.0,2014-10-06 10:28:00
1442,2.2,2014-10-08 08:24:00
1443,2.8,2014-10-10 08:54:00
1444,3.3,2014-10-13 08:10:00
1445,5.2,2014-10-14 07:15:00
1446,4.5,2014-10-15 07:25:00
1447,5.2,2014-10-20 08:40:00
1448,4.9,2014-10-22 08:20:00
1449,5.1,2014-10-24 08:30:00
1450,4.9,2014-10-27 08:15:00
1451,4.6,2014-10-28 08:35:00
1452,4.3,2014-10-29 07:35:00
1453,0.44,2014-10-29 11:48:00
1454,0.11,2014-10-30 10:11:00
1455,3.9,2014-11-03 09:21:00
1456,35.0,2014-11-03 11:55:00
1457,26.0,2014-11-03 12:14:00
1458,3.0,2014-11-05 10:15:00
1459,3.7,2014-11-07 09:20:00
1460,4.8,2014-11-10 13:45:00
1461,5.3,2014-11-12 13:15:00
1462,6.4,2014-11-13 13:10:00
1463,7.5,2014-11-17 08:04:00
1464,7.4,2014-11-19 08:30:00
1465,8.5,2014-11-21 07:40:00
1466,9.1,2014-12-01 09:15:00
1467,30.0,2014-12-01 10:10:00
1468,27.0,2014-12-01 10:30:00
1469,6.6,2014-12-03 09:40:00
1470,9.4,2014-12-05 08:20:00
1471,11.0,2014-12-08 08:15:00
1472,9.9,2014-12-10 08:00:00
1473,9.9,2014-12-11 07:50:00
1474,7.0,2014-12-15 13:16:00
1475,7.6,2014-12-16 12:12:00
1476,7.8,2014-12-17 12:10:00
1477,11.0,2015-01-05 08:55:00
1478,32.0,2015-01-05 11:15:00
1479,29.0,2015-01-05 11:35:00
1480,11.0,2015-01-07 10:15:00
1481,10.0,2015-01-08 09:13:00
1482,11.0,2015-01-12 11:38:00
1483,12.0,2015-01-14 11:20:00
1484,12.0,2015-01-15 11:25:00
1485,13.0,2015-01-21 13:35:00
1486,13.0,2015-01-22 13:05:00
1487,13.0,2015-01-23 13:25:00
1488,13.0,2015-01-26 08:05:00
1489,13.0,2015-01-27 07:21:00
1490,13.0,2015-01-28 07:38:00
1491,33.0,2015-02-02 13:30:00
1492,28.0,2015-02-02 13:35:00
1493,0.49,2015-02-09 09:35:00
1494,2.1,2015-02-11 08:32:00
1495,1.9,2015-02-13 08:25:00
1496,2.5,2015-02-16 08:20:00
1497,3.0,2015-02-17 07:50:00
1498,2.9,2015-02-18 07:30:00
1499,1.9,2015-02-24 12:08:00
1500,1.0,2015-02-25 11:32:00
1501,,2015-02-26 09:28:00
1502,,2015-02-26 10:58:00
1503,2.2,2015-02-26 11:41:00
1504,0.044000000000000004,2015-02-26 15:07:00
1505,,2015-02-27 09:05:00
1506,0.055,2015-02-27 10:30:00
1507,,2015-02-27 11:51:00
1508,18.0,2015-03-02 11:20:00
1509,29.0,2015-03-02 11:25:00
1510,3.0,2015-03-02 13:11:00
1511,2.6,2015-03-03 13:15:00
1512,0.54,2015-03-04 13:00:00
1513,3.3,2015-03-09 07:40:00
1514,3.7,2015-03-10 08:45:00
1515,3.6,2015-03-11 09:40:00
1516,3.6,2015-03-12 08:10:00
1517,3.0,2015-03-13 08:05:00
1518,2.9,2015-03-16 10:50:00
1519,2.8,2015-03-17 11:15:00
1520,3.3,2015-03-18 11:30:00
1521,2.0,2015-03-23 09:10:00
1522,1.9,2015-03-24 09:25:00
1523,1.8,2015-03-25 10:30:00
1524,21.0,2015-04-06 11:35:00
1525,14.0,2015-04-06 11:45:00
1526,14.0,2015-05-05 10:25:00
1527,1.9,2015-05-05 11:00:00
1528,1.0,2015-05-05 12:44:00
1529,0.81,2015-05-06 12:50:00
1530,0.92,2015-05-07 13:55:00
1531,0.78,2015-05-08 12:45:00
1532,0.91,2015-05-11 08:20:00
1533,0.76,2015-05-12 10:00:00
1534,0.92,2015-05-13 08:00:00
1535,0.22,2015-05-13 09:02:00
1536,,2015-05-13 10:29:00
1537,0.22,2015-05-13 10:55:00
1538,0.12,2015-05-13 14:09:00
1539,0.38,2015-05-13 15:26:00
1540,0.3,2015-05-14 08:55:00
1541,0.36,2015-05-14 10:46:00
1542,0.26,2015-05-14 11:50:00
1543,1.1,2015-05-15 07:55:00
1544,,2015-05-15 10:45:00
1545,,2015-05-15 11:46:00
1546,1.3,2015-05-16 06:50:00
1547,1.2,2015-05-17 06:40:00
1548,1.4,2015-05-18 08:00:00
1549,1.4,2015-05-19 07:35:00
1550,1.5,2015-05-20 07:27:00
1551,1.5,2015-05-21 08:02:00
1552,2.1,2015-05-26 12:15:00
1553,2.2,2015-05-27 11:45:00
1554,2.1,2015-05-28 12:05:00
1555,2.3,2015-05-29 11:30:00
1556,2.3,2015-06-01 10:25:00
1557,2.4,2015-06-02 09:10:00
1558,8.0,2015-06-02 13:55:00
1559,54.0,2015-06-02 14:00:00
1560,2.5,2015-06-03 09:45:00
1561,2.4,2015-06-04 09:50:00
1562,2.7,2015-06-08 09:00:00
1563,2.7,2015-06-10 08:25:00
1564,2.9,2015-06-12 09:05:00
1565,2.1,2015-06-15 14:00:00
1566,1.7,2015-06-16 13:54:00
1567,1.7,2015-06-17 13:05:00
1568,1.4,2015-06-22 11:15:00
1569,1.4,2015-06-23 11:45:00
1570,1.5,2015-06-25 11:30:00
1571,1.8,2015-06-29 07:17:00
1572,1.5,2015-06-30 07:32:00
1573,1.5,2015-07-01 08:15:00
1574,1.9,2015-07-06 09:27:00
1575,22.0,2015-07-07 09:10:00
1576,18.0,2015-07-07 09:40:00
1577,2.0,2015-07-08 07:50:00
1578,2.2,2015-07-10 08:00:00
1579,4.1,2015-08-03 07:45:00
1580,23.0,2015-08-04 11:10:00
1581,9.2,2015-08-04 11:15:00
1582,5.9,2015-08-05 08:45:00
1583,5.2,2015-08-07 08:05:00
1584,4.9,2015-08-10 10:10:00
1585,5.6,2015-08-11 11:38:00
1586,,2015-08-13 09:15:00
1587,4.3,2015-08-13 10:25:00
1588,,2015-08-13 10:25:00
1589,,2015-08-13 11:50:00
1590,,2015-08-13 14:07:00
1591,,2015-08-14 08:42:00
1592,,2015-08-14 09:43:00
1593,,2015-08-14 12:03:00
1594,,2015-08-14 13:30:00
1595,4.8,2015-08-17 14:15:00
1596,5.0,2015-08-18 13:20:00
1597,5.0,2015-08-20 13:30:00
1598,13.0,2015-09-01 08:45:00
1599,16.0,2015-09-01 08:50:00
1600,8.5,2015-10-05 10:32:00
1601,12.0,2015-10-06 10:54:00
1602,30.0,2015-10-06 11:35:00
1603,24.0,2015-10-06 11:40:00
1604,8.3,2015-10-08 11:35:00
1605,11.0,2015-10-12 09:00:00
1606,8.9,2015-10-14 09:45:00
1607,9.5,2015-10-16 10:55:00
1608,8.4,2015-10-19 07:50:00
1609,,2015-10-19 09:16:00
1610,,2015-10-19 11:06:00
1611,,2015-10-19 12:12:00
1612,,2015-10-19 14:24:00
1613,,2015-10-20 08:52:00
1614,,2015-10-20 10:24:00
1615,8.5,2015-10-20 12:30:00
1616,,2015-10-20 13:21:00
1617,,2015-10-20 14:57:00
1618,23.0,2015-11-03 09:50:00
1619,33.0,2015-11-03 10:40:00
1620,30.0,2015-12-01 13:23:00
1621,27.0,2015-12-01 13:28:00
1622,4.2,2015-12-09 08:50:00
1623,5.2,2015-12-10 07:50:00
1624,4.7,2015-12-11 07:50:00
1625,6.0,2015-12-14 10:12:00
1626,6.4,2015-12-15 10:30:00
1627,6.2,2015-12-16 10:45:00
1628,8.1,2016-01-04 11:05:00
1629,32.0,2016-01-05 10:45:00
1630,32.0,2016-01-05 11:00:00
1631,6.1,2016-01-05 11:30:00
1632,6.4,2016-01-06 11:40:00
1633,8.3,2016-01-11 10:04:00
1634,32.0,2016-01-13 08:55:00
1635,8.5,2016-01-13 09:45:00
1636,7.9,2016-01-15 08:15:00
1637,7.5,2016-01-19 10:25:00
1638,0.48,2016-02-01 09:35:00
1639,0.65,2016-02-02 10:30:00
1640,33.0,2016-02-02 11:30:00
1641,32.0,2016-02-02 11:33:00
1642,0.63,2016-02-03 11:15:00
1643,0.45,2016-02-08 11:25:00
1644,0.29,2016-02-10 08:24:00
1645,0.4,2016-02-12 08:05:00
1646,0.41,2016-02-16 08:06:00
1647,0.42,2016-02-17 11:55:00
1648,0.055,2016-02-22 09:30:00
1649,0.044000000000000004,2016-02-22 10:55:00
1650,0.077,2016-02-23 09:45:00
1651,0.044000000000000004,2016-02-23 10:20:00
1652,0.13,2016-02-24 07:55:00
1653,0.11,2016-02-24 09:50:00
1654,0.055,2016-02-24 10:50:00
1655,0.077,2016-02-25 07:55:00
1656,0.055,2016-02-25 09:42:00
1657,0.044000000000000004,2016-02-25 12:00:00
1658,0.83,2016-02-29 11:16:00
1659,25.0,2016-03-01 10:38:00
1660,9.8,2016-03-01 10:55:00
1661,1.0,2016-03-01 11:17:00
1662,0.97,2016-03-02 11:12:00
1663,1.3,2016-03-07 11:10:00
1664,3.0,2016-03-09 07:48:00
1665,2.9,2016-03-10 10:45:00
1666,2.3,2016-03-14 09:31:00
1667,2.2,2016-03-16 08:00:00
1668,2.1,2016-03-18 09:20:00
1669,2.2,2016-03-22 13:14:00
1670,1.9,2016-03-23 13:41:00
1671,2.1,2016-03-24 13:20:00
1672,1.7,2016-03-28 08:05:00
1673,2.0,2016-03-29 08:05:00
1674,2.1,2016-03-30 08:05:00
1675,2.0,2016-04-04 08:03:00
1676,26.0,2016-04-05 08:28:00
1677,25.0,2016-04-05 08:35:00
1678,2.2,2016-04-06 08:18:00
1679,1.2,2016-04-08 08:23:00
1680,1.3,2016-04-11 09:25:00
1681,2.1,2016-04-13 09:00:00
1682,2.2,2016-04-15 08:05:00
1683,2.0,2016-04-18 07:54:00
1684,14.0,2016-05-03 11:37:00
1685,24.0,2016-05-03 11:44:00
1686,0.9,2016-05-17 08:44:00
1687,0.9,2016-05-18 09:00:00
1688,1.1,2016-05-20 09:31:00
1689,1.5,2016-05-23 12:00:00
1690,1.2,2016-05-24 11:34:00
1691,2.0,2016-05-25 08:43:00
1692,12.0,2016-05-25 09:02:00
1693,,2016-05-31 08:25:00
1694,,2016-05-31 10:08:00
1695,,2016-05-31 11:50:00
1696,,2016-06-01 08:23:00
1697,2.1,2016-06-01 08:53:00
1698,,2016-06-01 10:29:00
1699,,2016-06-02 09:54:00
1700,,2016-06-02 12:41:00
1701,2.4,2016-06-03 08:19:00
1702,,2016-06-03 09:47:00
1703,,2016-06-03 11:23:00
1704,,2016-06-03 12:36:00
1705,2.6,2016-06-06 08:00:00
1706,1.8,2016-06-07 09:00:00
1707,15.0,2016-06-07 10:15:00
1708,17.0,2016-06-07 10:22:00
1709,2.2,2016-06-08 09:55:00
1710,1.7,2016-06-14 12:46:00
1711,1.3,2016-06-15 12:49:00
1712,1.6,2016-06-16 13:05:00
1713,3.0,2016-06-22 08:10:00
1714,2.2,2016-06-23 08:00:00
1715,2.3,2016-06-24 08:10:00
1716,2.1,2016-06-27 10:28:00
1717,3.0,2016-06-28 10:36:00
1718,3.0,2016-06-29 10:10:00
1719,11.0,2016-07-05 12:15:00
1720,4.6,2016-07-05 12:30:00
1721,0.6,2016-07-11 08:19:00
1722,1.1,2016-07-12 09:17:00
1723,1.0,2016-07-13 08:30:00
1724,1.4,2016-07-15 08:15:00
1725,1.6,2016-07-18 09:15:00
1726,9.7,2016-07-18 09:25:00
1727,1.8,2016-07-20 09:00:00
1728,1.9,2016-07-21 08:40:00
1729,1.5,2016-07-22 09:13:00
1730,1.9,2016-07-25 11:14:00
1731,3.4,2016-07-26 11:00:00
1732,3.5,2016-07-27 11:05:00
1733,4.2,2016-07-28 11:15:00
1734,4.4,2016-08-01 10:30:00
1735,9.1,2016-08-02 08:30:00
1736,3.6,2016-08-02 08:40:00
1737,4.4,2016-08-02 10:45:00
1738,4.8,2016-08-03 10:32:00
1739,4.7,2016-08-04 10:55:00
1740,5.3,2016-08-08 08:25:00
1741,5.3,2016-08-08 08:49:00
1742,,2016-08-08 09:35:00
1743,,2016-08-08 10:58:00
1744,,2016-08-08 12:00:00
1745,0.099,2016-08-09 09:13:00
1746,5.3,2016-08-09 09:37:00
1747,,2016-08-09 10:58:00
1748,,2016-08-09 12:12:00
