,NH3 mg/L N,Time
1030,0.961,2013-05-27
1031,0.44333333333333336,2013-05-28
1032,0.9470000000000001,2013-05-29
1033,0.925,2013-05-30
1034,0.985,2013-05-31
1035,0.925,2013-06-01
1036,0.914,2013-06-02
1037,0.828,2013-06-03
1038,0.4283333333333333,2013-06-04
1039,0.862,2013-06-05
1040,0.9740000000000001,2013-06-06
1041,0.985,2013-06-07
1042,0.945,2013-06-08
1043,0.898,2013-06-09
1044,0.987,2013-06-10
1045,0.4589999999999999,2013-06-11
1046,0.963,2013-06-12
1047,0.915,2013-06-13
1048,0.8690000000000001,2013-06-14
1049,0.956,2013-06-15
1050,1.01,2013-06-16
1051,0.975,2013-06-17
1052,0.4036666666666667,2013-06-18
1053,1.14,2013-06-19
1054,1.07,2013-06-20
1055,1.11,2013-06-21
1056,1.02,2013-06-22
1057,0.8740000000000001,2013-06-23
1058,0.948,2013-06-24
1059,0.7020000000000001,2013-06-25
1060,1.11,2013-06-26
1061,0.927,2013-06-27
1062,0.836,2013-06-28
1063,1.08,2013-06-29
1064,0.78,2013-06-30
1065,1.28,2013-07-01
1066,0.636,2013-07-02
1067,0.903,2013-07-03
1068,0.848,2013-07-04
1069,1.02,2013-07-05
1070,0.9840000000000001,2013-07-06
1071,0.8440000000000001,2013-07-07
1072,0.6933333333333334,2013-07-08
1073,0.7140000000000001,2013-07-09
1074,1.11,2013-07-10
1075,0.818,2013-07-11
1076,0.884,2013-07-12
1077,0.8420000000000001,2013-07-13
1078,0.975,2013-07-14
1079,0.85,2013-07-15
1080,0.8316666666666666,2013-07-16
1081,0.9520000000000001,2013-07-17
1082,0.853,2013-07-18
1083,1.06,2013-07-19
1084,1.05,2013-07-20
1085,0.953,2013-07-21
1086,0.995,2013-07-22
1087,0.719,2013-07-23
1088,0.846,2013-07-24
1089,0.8270000000000001,2013-07-25
1090,0.8059999999999999,2013-07-26
1091,1.02,2013-07-27
1092,1.07,2013-07-28
1093,1.02,2013-07-29
1094,0.5703333333333332,2013-07-30
1095,1.06,2013-07-31
1096,0.9159999999999999,2013-08-01
1097,1.05,2013-08-02
1098,0.88,2013-08-03
1099,0.7909999999999999,2013-08-04
1100,0.592,2013-08-05
1101,0.873,2013-08-06
1102,0.8590000000000001,2013-08-07
1103,0.7659999999999999,2013-08-08
1104,0.792,2013-08-09
1105,0.8740000000000001,2013-08-10
1106,0.8440000000000001,2013-08-11
1107,0.7929999999999999,2013-08-12
1108,0.48233333333333334,2013-08-13
1109,0.7759999999999999,2013-08-14
1110,0.8440000000000001,2013-08-15
1111,0.8370000000000001,2013-08-16
1112,0.93,2013-08-17
1113,0.84,2013-08-18
1114,0.8320000000000001,2013-08-19
1115,0.48133333333333334,2013-08-20
1116,0.826,2013-08-21
1117,0.672,2013-08-22
1118,0.816,2013-08-23
1119,0.665,2013-08-24
1120,0.7959999999999999,2013-08-25
1121,0.767,2013-08-26
1122,0.4226666666666667,2013-08-27
1123,0.711,2013-08-28
1124,1.81,2013-08-29
1125,0.794,2013-08-30
1126,0.765,2013-08-31
1127,0.9259999999999999,2013-09-02
1128,0.27249999999999996,2013-09-03
1129,0.868,2013-09-04
1130,0.9259999999999999,2013-09-05
1131,0.76,2013-09-06
1132,0.772,2013-09-09
1133,0.195,2013-09-10
1134,0.778,2013-09-16
1135,0.1995,2013-09-17
1136,0.775,2013-09-23
1137,0.14350000000000002,2013-09-24
1138,1.14,2013-09-30
1139,0.06045,2013-10-02
1140,0.9009999999999999,2013-10-07
1141,0.0408,2013-10-08
1142,0.7440000000000001,2013-10-14
1143,0.04515,2013-10-15
1144,0.667,2013-10-21
1145,0.058499999999999996,2013-10-22
1146,0.578,2013-10-28
1147,0.0566,2013-10-30
1148,0.618,2013-11-04
1149,0.596,2013-11-11
1150,,2013-11-12
1151,0.82,2013-11-18
1152,,2013-11-19
1153,0.745,2013-11-26
1154,0.757,2013-12-02
1155,,2013-12-03
1156,0.897,2013-12-10
1157,0.831,2013-12-16
1158,,2013-12-17
1159,1.14,2013-12-23
1160,0.846,2013-12-30
1161,0.9329999999999999,2014-01-06
1162,0.213,2014-01-07
1163,0.747,2014-01-13
1164,0.276,2014-01-14
1165,0.768,2014-01-20
1166,,2014-01-21
1167,0.7559999999999999,2014-01-27
1168,,2014-01-28
1169,,2014-02-03
1170,0.8370000000000001,2014-02-04
1171,0.809,2014-02-10
1172,,2014-02-11
1173,0.7170000000000001,2014-02-17
1174,,2014-02-18
1175,0.835,2014-02-24
1176,,2014-02-25
1177,0.795,2014-03-03
1178,,2014-03-04
1179,0.7090000000000001,2014-03-09
1180,,2014-03-11
1181,0.5870000000000001,2014-03-17
1182,,2014-03-18
1183,0.5660000000000001,2014-03-24
1184,,2014-03-25
1185,0.7,2014-04-01
1186,0.807,2014-04-07
1187,,2014-04-08
1188,0.562,2014-04-14
1189,,2014-04-15
1190,0.608,2014-04-17
1191,1.28,2014-04-21
1192,0.9109999999999999,2014-04-22
1193,,2014-04-23
1194,0.5,2014-04-28
1195,0.863,2014-05-01
1196,0.9740000000000001,2014-05-05
1197,,2014-05-08
1198,0.591,2014-05-12
1199,,2014-05-13
1200,0.569,2014-05-19
1201,,2014-05-20
1202,0.607,2014-05-26
1203,,2014-05-27
1204,0.9,2014-06-02
1205,,2014-06-03
1206,1.03,2014-06-09
1207,,2014-06-10
1208,0.8190000000000001,2014-06-16
1209,,2014-06-18
1210,1.05,2014-06-23
1211,,2014-06-24
1212,0.966,2014-06-30
1213,,2014-07-01
1214,0.7509999999999999,2014-07-07
1215,,2014-07-08
1216,0.865,2014-07-14
1217,,2014-07-15
1218,0.8029999999999999,2014-07-19
1219,1.03,2014-07-20
1220,0.815,2014-07-21
1221,,2014-07-22
1222,0.8590000000000001,2014-07-27
1223,0.971,2014-07-28
1224,1.05,2014-07-29
1225,0.7859999999999999,2014-08-04
1226,,2014-08-06
1227,0.758,2014-08-11
1228,,2014-08-12
1229,1.14,2014-08-18
1230,,2014-08-19
1231,0.9179999999999999,2014-08-25
1232,,2014-08-26
1233,1.01,2014-09-01
1234,,2014-09-03
1235,0.978,2014-09-08
1236,,2014-09-11
1237,0.825,2014-09-15
1238,,2014-09-16
1239,0.87,2014-09-22
1240,,2014-09-23
1241,0.794,2014-09-30
1242,,2014-10-02
1243,0.826,2014-10-06
1244,,2014-10-08
1245,1.01,2014-10-13
1246,,2014-10-14
1247,0.809,2014-10-20
1248,,2014-10-21
1249,0.638,2014-10-27
1250,,2014-10-28
1251,0.825,2014-11-03
1252,,2014-11-05
1253,0.907,2014-11-10
1254,0.853,2014-11-17
1255,,2014-11-18
1256,0.846,2014-11-24
1257,,2014-11-25
1258,0.82,2014-12-01
1259,1.04,2014-12-08
1260,,2014-12-09
1261,0.77,2014-12-15
1262,0.515,2014-12-18
1263,0.75,2014-12-22
1264,0.42,2014-12-23
1265,1.02,2014-12-29
1266,,2014-12-30
1267,0.71,2015-01-06
1268,0.68,2015-01-12
1269,,2015-01-13
1270,0.77,2015-01-19
1271,,2015-01-20
1272,0.71,2015-01-26
1273,,2015-01-27
1274,0.62,2015-02-02
1275,0.69,2015-02-09
1276,,2015-02-10
1277,1.31,2015-02-16
1278,,2015-02-17
1279,0.78,2015-02-23
1280,,2015-02-24
1281,0.75,2015-03-02
1282,0.35,2015-03-04
1283,0.91,2015-03-09
1284,,2015-03-12
1285,0.7,2015-03-16
1286,,2015-03-18
1287,0.75,2015-03-23
1288,,2015-03-24
1289,0.93,2015-03-30
1290,,2015-03-31
1291,0.75,2015-04-06
1292,,2015-04-08
1293,0.86,2015-04-13
1294,,2015-04-14
1295,1.0,2015-04-20
1296,,2015-04-22
1297,0.99,2015-04-27
1298,,2015-04-28
1299,0.53,2015-05-04
1300,,2015-05-05
1301,0.63,2015-05-11
1302,,2015-05-12
1303,0.66,2015-05-18
1304,,2015-05-19
1305,,2015-05-20
1306,0.78,2015-05-25
1307,,2015-05-27
1308,0.85,2015-06-01
1309,,2015-06-03
1310,0.93,2015-06-08
1311,0.85,2015-06-15
1312,0.265,2015-06-17
1313,0.78,2015-06-22
1314,,2015-06-23
1315,0.88,2015-06-29
1316,,2015-06-30
1317,0.71,2015-07-06
1318,0.21,2015-07-07
1319,0.94,2015-07-13
1320,,2015-07-14
1321,0.56,2015-07-15
1322,0.96,2015-07-20
1323,,2015-07-22
1324,0.82,2015-07-27
1325,,2015-07-28
1326,0.69,2015-08-03
1327,,2015-08-04
1328,0.75,2015-08-10
1329,,2015-08-11
1330,0.56,2015-08-17
1331,,2015-08-18
1332,0.89,2015-08-24
1333,,2015-08-25
1334,0.78,2015-08-31
1335,,2015-09-01
1336,0.84,2015-09-07
1337,0.24,2015-09-08
1338,,2015-09-10
1339,1.11,2015-09-14
1340,0.33,2015-09-16
1341,0.87,2015-09-21
1342,,2015-09-22
1343,0.9,2015-09-28
1344,,2015-09-30
1345,0.81,2015-10-05
1346,,2015-10-06
1347,0.82,2015-10-12
1348,,2015-10-13
1349,0.71,2015-10-19
1350,0.88,2015-10-26
1351,,2015-10-27
1352,0.68,2015-11-02
1353,0.51,2015-11-03
1354,0.93,2015-11-09
1355,0.56,2015-11-10
1356,0.88,2015-11-16
1357,,2015-11-18
1358,0.63,2015-11-23
1359,0.86,2015-11-30
1360,,2015-12-01
1361,0.79,2015-12-07
1362,1.08,2015-12-14
1363,,2015-12-16
1364,0.67,2015-12-21
1365,,2015-12-22
1366,0.68,2015-12-28
1367,,2015-12-29
1368,0.7,2016-01-04
1369,,2016-01-06
1370,0.62,2016-01-11
1371,0.41,2016-01-18
1372,,2016-01-20
1373,0.79,2016-01-25
1374,,2016-01-26
1375,,2016-02-01
1376,0.62,2016-02-04
1377,0.86,2016-02-08
1378,,2016-02-09
1379,0.91,2016-02-15
1380,,2016-02-16
1381,1.02,2016-02-22
1382,,2016-02-23
1383,0.84,2016-02-29
1384,,2016-03-01
1385,0.67,2016-03-07
1386,0.59,2016-03-14
1387,,2016-03-16
1388,0.85,2016-03-21
1389,0.67,2016-03-28
1390,,2016-03-29
1391,0.61,2016-04-04
1392,0.69,2016-04-05
1393,0.485,2016-04-11
1394,0.69,2016-04-18
1395,0.69,2016-04-25
1396,,2016-04-27
1397,0.72,2016-05-01
1398,,2016-05-03
1399,0.89,2016-05-09
1400,,2016-05-10
1401,0.79,2016-05-16
1402,,2016-05-17
1403,0.83,2016-05-23
1404,,2016-05-24
1405,0.63,2016-05-30
1406,,2016-06-01
1407,0.91,2016-06-06
1408,0.89,2016-06-13
1409,,2016-06-14
1410,0.7,2016-06-20
1411,,2016-06-21
1412,0.68,2016-06-27
1413,,2016-06-28
1414,0.66,2016-07-04
1415,,2016-07-06
1416,0.57,2016-07-11
1417,,2016-07-13
1418,0.56,2016-07-18
1419,,2016-07-19
1420,0.46,2016-07-25
1421,,2016-07-26
1422,0.86,2016-08-01
1423,0.9,2016-08-08
1424,,2016-08-09
1425,0.85,2016-08-15
1426,,2016-08-17
1427,0.85,2016-08-22
1428,0.71,2016-08-29
1429,,2016-08-30
1430,0.92,2016-09-06
1431,1.41,2016-09-13
1432,0.78,2016-09-19
1433,,2016-09-20
1434,0.92,2016-09-26
1435,,2016-09-28
1436,0.78,2016-10-03
1437,,2016-10-04
1438,0.77,2016-10-10
1439,0.97,2016-10-17
1440,,2016-10-18
1441,0.86,2016-10-24
1442,,2016-10-26
1443,0.72,2016-10-31
1444,,2016-11-01
1445,0.87,2016-11-07
1446,,2016-11-08
1447,1.01,2016-11-15
1448,0.73,2016-11-21
1449,,2016-11-22
1450,0.76,2016-11-28
1451,,2016-11-29
1452,1.03,2016-12-05
1453,,2016-12-06
1454,0.81,2016-12-12
1455,,2016-12-13
1456,0.71,2016-12-19
1457,,2016-12-20
1458,0.23,2016-12-27
1459,0.76,2016-12-28
1460,0.77,2017-01-03
1461,0.22,2017-01-05
1462,0.54,2017-01-09
1463,0.77,2017-01-17
1464,0.72,2017-01-23
1465,0.215,2017-01-24
1466,0.53,2017-01-30
1467,,2017-01-31
1468,0.75,2017-02-06
1469,0.8,2017-02-13
1470,0.72,2017-02-20
1471,,2017-02-23
1472,0.73,2017-02-27
1473,0.68,2017-03-07
1474,,2017-03-08
1475,0.94,2017-03-13
1476,,2017-03-14
1477,0.9,2017-03-15
1478,0.74,2017-03-21
