,Date,flow mgd,NH3 mg/L N,NO3 mg/L N,NO2 mg/L N,TP mg/L P,TKN mg/L N
2127,1999-06-02,42.75,2.5,,,,
2128,1999-06-03,42.05,1.5,,,,
2129,1999-06-04,19.06,0.8,,,,
2130,1999-06-05,,,,,,
2131,1999-06-06,,,,,,
2132,1999-06-12,,,,,,
2133,1999-06-13,,,,,,
2134,1999-06-19,,,,,,
2135,1999-06-20,,,,,,
2136,1999-06-26,,,,,,
2137,1999-06-27,,,,,,
2138,1999-06-28,,,,,,
2139,1999-06-29,,,,,,
2140,1999-07-06,39.19,,,,,
2141,1999-07-09,,,,,,
2142,1999-07-10,,,,,,
2143,1999-07-11,,,,,,
2144,1999-07-17,,,,,,
2145,1999-07-18,,,,,,
2146,1999-07-19,,,,,,
2147,1999-08-05,39.18,0.6,,,,
2148,1999-08-06,22.85,3.6,,,,
2149,1999-08-07,,,,,,
2150,1999-08-08,,,,,,
2151,1999-08-09,29.25,3.2,,,,
2152,1999-08-10,40.04,3.1,0.6,0.08,,
2153,1999-08-11,40.18,3.0,,,,
2154,1999-08-12,44.28,3.3,,,,
2155,1999-08-13,43.7,4.5,,,,
2156,1999-08-14,47.03,4.6,,,,
2157,1999-08-15,25.37,4.3,,,,
2158,1999-08-16,,,,,,
2159,1999-08-17,,,,,,
2160,1999-08-18,31.71,4.2,0.7,0.15,,
2161,1999-08-19,35.21,4.3,,,,
2162,1999-08-20,31.98,4.1,,,,
2163,1999-08-21,32.43,4.1,,,,
2164,1999-08-22,24.51,4.2,,,,
2165,1999-08-23,31.87,3.6,,,,
2166,1999-08-24,31.78,4.4,2.0,0.08,,
2167,1999-08-25,31.02,5.0,,,,
2168,1999-08-26,30.03,5.7,,,,
2169,1999-08-27,37.1,6.0,,,,
2170,1999-08-28,40.15,5.6,,,,
2171,1999-08-29,39.14,5.9,,,,
2172,1999-08-30,40.1,8.2,,,,
2173,1999-08-31,28.15,7.3,0.6,0.09,,
2174,1999-09-01,35.81,7.5,,,,
2175,1999-09-02,31.36,7.6,,,,
2176,1999-09-03,34.83,8.6,,,,
2177,1999-09-04,37.45,8.3,,,,
2178,1999-09-05,34.02,8.5,,,,
2179,1999-09-06,29.47,9.1,,,,
2180,1999-09-07,19.56,10.1,0.6,0.03,,
2181,1999-09-08,31.14,9.9,,,,
2182,1999-09-09,30.38,10.6,,,,
2183,1999-09-10,30.26,12.0,,,,
2184,1999-09-11,31.01,11.6,,,,
2185,1999-09-12,18.02,11.7,,,,
2186,1999-09-13,31.53,12.3,,,,
2187,1999-09-14,28.36,13.0,1.0,0.02,,
2188,1999-09-15,26.89,13.6,,,,
2189,1999-09-16,11.37,13.4,,,,
2190,1999-09-17,17.19,13.7,,,,
2191,1999-09-18,29.31,14.9,,,,
2192,1999-09-19,36.27,14.7,,,,
2193,1999-09-20,38.77,16.0,,,,
2194,1999-09-21,16.14,15.1,0.2,0.02,,
2195,1999-09-22,21.83,16.9,,,,
2196,1999-09-23,30.66,19.0,,,,
2197,1999-09-24,35.79,17.9,,,,
2198,1999-09-25,36.88,18.2,,,,
2199,1999-09-26,16.58,17.9,,,,
2200,1999-09-27,11.88,18.2,,,,
2201,1999-09-28,12.82,18.6,0.6,0.02,,
2202,1999-09-29,,,,,,
2203,1999-09-30,19.0,,,,,
2204,1999-10-01,39.5,19.9,,,,
2205,1999-10-02,38.9,19.4,,,,
2206,1999-10-03,38.4,20.0,,,,
2207,1999-10-04,38.0,20.7,,,,
2208,1999-10-05,37.6,15.6,0.6,0.02,,
2209,1999-10-06,37.4,21.1,,,,
2210,1999-10-07,38.1,21.2,,,,
2211,1999-10-08,37.8,20.8,,,,
2212,1999-10-09,38.0,20.5,,,,
2213,1999-10-10,37.7,20.9,,,,
2214,1999-10-11,30.0,21.0,,,,
2215,1999-10-12,,,,,,
2216,1999-10-13,14.9,21.5,0.6,0.02,,
2217,1999-10-14,29.5,23.0,,,,
2218,1999-10-15,27.1,21.9,,,,
2219,1999-10-16,15.0,22.9,,,,
2220,1999-10-17,30.5,22.2,,,,
2221,1999-10-18,30.4,20.3,,,,
2222,1999-10-19,29.8,22.6,0.2,0.02,,
2223,1999-10-20,29.8,22.0,,,,
2224,1999-10-21,27.1,22.3,,,,
2225,1999-10-22,29.4,21.3,,,,
2226,1999-10-23,19.1,22.0,,,,
2227,1999-10-24,21.2,19.3,,,,
2228,1999-10-25,23.2,21.7,,,,
2229,1999-10-26,23.0,22.1,,,,
2230,1999-10-27,24.0,21.3,0.4,0.05,,
2231,1999-10-28,22.7,22.7,,,,
2232,1999-10-29,20.9,23.2,,,,
2233,1999-10-30,29.6,23.6,,,,
2234,1999-10-31,29.6,24.7,,,,
2235,1999-11-01,30.14,21.9,,,,
2236,1999-11-02,29.73,21.3,0.4,0.03,,
2237,1999-11-03,29.28,21.6,,,,
2238,1999-11-04,27.95,23.3,,,,
2239,1999-11-05,30.39,22.1,,,,
2240,1999-11-06,30.97,21.3,,,,
2241,1999-11-07,29.99,21.7,,,,
2242,1999-11-08,30.12,22.1,,,,
2243,1999-11-09,28.92,22.3,0.5,0.04,,
2244,1999-11-10,29.11,20.4,,,,
2245,1999-11-11,30.98,21.5,,,,
2246,1999-11-12,31.21,23.3,,,,
2247,1999-11-13,30.35,24.0,,,,
2248,1999-11-14,30.11,21.7,,,,
2249,1999-11-15,31.3,22.2,,,,
2250,1999-11-16,31.32,22.6,3.4,0.05,,
2251,1999-11-17,31.01,23.4,,,,
2252,1999-11-18,31.98,22.6,,,,
2253,1999-11-19,40.43,23.1,,,,
2254,1999-11-20,40.02,23.6,,,,
2255,1999-11-21,34.24,23.4,0.5,0.06,,
2256,1999-11-22,34.88,22.3,,,,
2257,1999-11-23,26.39,23.0,,,,
2258,1999-11-24,,,,,,
2259,1999-11-25,,,,,,
2260,1999-11-26,,,,,,
2261,1999-11-27,,,,,,
2262,1999-11-28,,,,,,
2263,1999-11-29,19.25,21.8,,,,
2264,1999-11-30,32.44,23.0,,,,
2265,1999-12-01,44.97,21.8,0.2,0.05,,
2266,1999-12-02,48.44,23.2,,,,
2267,1999-12-03,48.27,,,,,
2268,1999-12-04,48.13,,,,,
2269,1999-12-05,47.37,23.3,,,,
2270,1999-12-06,43.69,,,,,
2271,1999-12-07,34.23,22.4,0.8,0.09,,
2272,1999-12-08,33.72,,,,,
2273,1999-12-09,33.58,22.9,,,,
2274,1999-12-10,32.64,,,,,
2275,1999-12-11,33.66,,,,,
2276,1999-12-12,33.75,25.8,,,,
2277,1999-12-13,33.74,,,,,
2278,1999-12-14,27.09,24.1,0.6,0.06,,
2279,1999-12-15,26.01,,,,,
2280,1999-12-16,26.44,24.4,,,,
2281,1999-12-17,34.95,,,,,
2282,1999-12-18,36.24,,,,,
2283,1999-12-19,36.06,25.6,,,,
2284,1999-12-20,35.84,,,,,
2285,1999-12-21,35.72,23.9,1.0,0.08,,
2286,1999-12-22,35.51,,,,,
2287,1999-12-23,,,,,,
2288,1999-12-24,,,,,,
2289,1999-12-25,,,,,,
2290,1999-12-26,,,,,,
2291,1999-12-27,,,,,,
2292,1999-12-28,,,,,,
2293,1999-12-29,,,,,,
2294,1999-12-30,,,,,,
2295,1999-12-31,,,,,,
2296,2000-01-01,,,,,,
2297,2000-01-02,,,,,,
2298,2000-01-03,28.56,,,,,
2299,2000-01-04,48.39,24.3,0.6,0.07,,
2300,2000-01-05,47.07,,,,,
2301,2000-01-06,49.0,25.0,,,,
2302,2000-01-07,48.61,,,,,
2303,2000-01-08,48.7,,,,,
2304,2000-01-09,48.49,25.0,,,,
2305,2000-01-10,50.83,,,,,
2306,2000-01-11,40.33,25.2,1.0,0.13,,
2307,2000-01-12,36.0,,,,,
2308,2000-01-13,35.98,25.0,,,,
2309,2000-01-14,36.21,,,,,
2310,2000-01-15,10.83,,,,,
2311,2000-01-16,,,,,,
2312,2000-01-17,,,,,,
2313,2000-01-18,31.4,26.8,0.7,0.17,,
2314,2000-01-19,38.38,,,,,
2315,2000-01-20,38.25,26.8,,,,
2316,2000-01-21,38.27,,,,,
2317,2000-01-22,38.35,,,,,
2318,2000-01-23,38.37,25.7,,,,
2319,2000-01-24,33.72,,,,,
2320,2000-01-25,33.3,26.0,0.6,0.07,,
2321,2000-01-26,,,,,,
2322,2000-01-27,,,,,,
2323,2000-01-28,,,,,,
2324,2000-01-29,,,,,,
2325,2000-01-30,,,,,,
2326,2000-01-31,,,,,,
2327,2000-02-01,40.23,21.8,1.0,0.06,,
2328,2000-02-02,53.68,,,,,
2329,2000-02-03,60.16,26.0,,,,
2330,2000-02-04,62.16,,,,,
2331,2000-02-05,62.08,,,,,
2332,2000-02-06,62.43,20.8,,,,
2333,2000-02-07,59.63,,,,,
2334,2000-02-08,51.61,22.2,0.6,0.11,,
2335,2000-02-09,34.42,,,,,
2336,2000-02-10,29.94,21.8,,,,
2337,2000-02-11,,,,,,
2338,2000-02-12,,,,,,
2339,2000-02-13,,,,,,
2340,2000-02-14,,,,,,
2341,2000-02-15,40.4,21.3,0.7,0.11,,
2342,2000-02-16,56.58,,,,,
2343,2000-02-17,58.87,19.6,,,,
2344,2000-02-18,40.65,,,,,
2345,2000-02-19,,,,,,
2346,2000-02-20,,,,,,
2347,2000-02-21,,,,,,
2348,2000-02-22,23.94,18.7,0.7,0.13,,
2349,2000-02-23,58.64,,,,,
2350,2000-02-24,59.25,20.6,,,,
2351,2000-02-25,59.5,,,,,
2352,2000-02-26,59.51,,,,,
2353,2000-02-27,43.09,18.9,,,,
2354,2000-02-28,33.8,,,,,
2355,2000-02-29,22.48,18.0,0.8,0.11,,
2356,2000-03-01,,,,,,
2357,2000-03-02,28.53,16.5,,,,
2358,2000-03-03,39.62,,,,,
2359,2000-03-04,44.43,,,,,
2360,2000-03-05,56.0,17.4,,,,
2361,2000-03-06,58.25,,,,,
2362,2000-03-07,60.52,16.5,0.6,0.12,,
2363,2000-03-08,58.45,,,,,
2364,2000-03-09,59.86,17.3,,,,
2365,2000-03-10,56.79,,,,,
2366,2000-03-11,37.13,,,,,
2367,2000-03-12,33.19,18.1,,,,
2368,2000-03-13,38.0,,,,,
2369,2000-03-14,42.98,16.7,0.8,0.11,,
2370,2000-03-15,47.27,,,,,
2371,2000-03-16,43.12,17.4,,,,
2372,2000-03-17,32.72,,,,,
2373,2000-03-18,32.96,,,,,
2374,2000-03-19,25.85,17.1,,,,
2375,2000-03-20,20.61,,,,,
2376,2000-03-21,24.96,16.1,0.9,0.32,,
2377,2000-03-22,27.92,,,,,
2378,2000-03-23,27.61,16.2,,,,
2379,2000-03-24,28.09,,,,,
2380,2000-03-25,26.68,,,,,
2381,2000-03-26,28.78,16.7,,,,
2382,2000-03-27,27.0,,,,,
2383,2000-03-28,20.64,17.1,1.2,0.28,,
2384,2000-03-29,21.12,,,,,
2385,2000-03-30,11.36,,,,,
2386,2000-03-31,,,,,,
2387,2000-04-01,,,,,,
2388,2000-04-02,,,,,,
2389,2000-04-03,35.73,16.0,,,,
2390,2000-04-04,37.23,15.5,1.6,0.46,,
2391,2000-04-05,38.82,15.0,,,,
2392,2000-04-06,39.01,15.2,,,,
2393,2000-04-07,15.93,14.7,,,,
2394,2000-04-08,,,,,,
2395,2000-04-09,,,,,,
2396,2000-04-10,34.57,10.0,,,,
2397,2000-04-11,38.72,9.9,5.3,0.69,,
2398,2000-04-12,39.45,9.6,,,,
2399,2000-04-13,38.89,10.2,,,,
2400,2000-04-14,35.51,8.9,,,,
2401,2000-04-15,23.2,7.4,,,,
2402,2000-04-16,14.55,5.7,,,,
2403,2000-04-17,36.08,5.5,,,,
2404,2000-04-18,41.45,3.5,8.5,0.98,,
2405,2000-04-19,42.23,1.4,,,,
2406,2000-04-20,47.24,1.1,,,,
2407,2000-04-21,23.2,1.5,,,,
2408,2000-04-22,,,,,,
2409,2000-04-28,26.88,0.5,,,,
2410,2000-04-30,4.16,,,,,
2411,2000-05-01,,,,,,
2412,2000-05-02,,,,,,
2413,2000-05-03,,,,,,
2414,2000-05-04,,,,,,
2415,2000-05-05,,,,,,
2416,2000-05-06,,,,,,
2417,2000-05-07,,,,,,
2418,2000-05-08,,,,,,
2419,2000-05-09,,,,,,
2420,2000-05-10,,,,,,
2421,2000-05-11,,,,,,
2422,2000-05-12,,,,,,
2423,2000-05-13,,,,,,
2424,2000-05-19,30.78,0.5,,,,
2425,2000-05-21,31.38,2.4,,,,
2426,2000-05-22,31.2,2.5,,,,
2427,2000-05-23,16.71,1.8,7.1,0.02,,
2428,2000-05-25,31.77,2.2,,,,
2429,2000-05-26,31.7,2.3,,,,
2430,2000-05-27,31.25,2.7,,,,
2431,2000-05-28,31.74,2.3,,,,
2432,2000-05-29,31.34,2.2,,,,
2433,2000-05-30,31.64,1.5,5.6,0.01,,
2434,2000-05-31,28.46,1.4,,,,
2435,2000-06-01,19.27,1.0,,,,
2436,2000-06-02,24.78,2.5,,,,
2437,2000-06-03,31.25,2.4,,,,
2438,2000-06-04,29.84,2.5,,,,
2439,2000-06-05,22.21,3.0,,,,
2440,2000-06-06,28.67,3.0,4.4,0.04,,
2441,2000-06-07,30.82,2.9,,,,
2442,2000-06-08,30.81,3.2,,,,
2443,2000-06-09,31.06,4.5,,,,
2444,2000-06-10,30.05,3.6,,,,
2445,2000-06-11,30.95,3.3,,,,
2446,2000-06-12,19.51,3.1,,,,
2447,2000-06-13,,,,,,
2448,2000-06-14,,,,,,
2449,2000-06-15,18.41,3.4,,,,
2450,2000-06-16,36.31,3.6,,,,
2451,2000-06-17,39.14,3.6,,,,
2452,2000-06-18,39.34,3.2,,,,
2453,2000-06-19,38.98,3.0,,,,
2454,2000-06-20,39.63,2.9,2.5,0.09,,
2455,2000-06-21,39.35,3.0,,,,
2456,2000-06-22,37.24,3.2,,,,
2457,2000-06-23,39.14,3.1,,,,
2458,2000-06-24,38.71,3.0,,,,
2459,2000-06-25,38.13,2.9,,,,
2460,2000-06-26,38.26,2.8,,,,
2461,2000-06-27,38.1,3.6,0.8,0.06,,
2462,2000-06-28,31.23,3.3,,,,
2463,2000-06-29,29.88,2.6,,,,
2464,2000-06-30,29.98,3.0,,,,
2465,2000-07-01,27.44,2.4,,,,
2466,2000-07-02,29.93,2.3,,,,
2467,2000-07-04,21.51,3.0,1.5,0.03,,
2468,2000-07-05,21.73,2.5,,,,
2469,2000-07-06,20.69,3.2,,,,
2470,2000-07-07,21.22,2.7,,,,
2471,2000-07-08,21.42,3.2,,,,
2472,2000-07-09,21.15,3.3,,,,
2473,2000-07-10,21.03,2.8,,,,
2474,2000-07-11,1.46,,,,,
2475,2000-07-12,,,,,,
2476,2000-07-13,,,,,,
2477,2000-07-14,,,,,,
2478,2000-07-15,,,,,,
2479,2000-07-16,,,,,,
2480,2000-07-17,,,,,,
2481,2000-07-18,,,,,,
2482,2000-07-19,19.95,3.8,,,,
2483,2000-07-20,24.46,2.9,,,,
2484,2000-07-21,22.97,3.2,,,,
2485,2000-07-22,22.87,2.9,,,,
2486,2000-07-23,23.26,3.0,,,,
2487,2000-07-24,30.83,2.8,,,,
2488,2000-07-25,31.33,2.8,0.6,0.02,,
2489,2000-07-26,30.66,2.4,,,,
2490,2000-07-27,31.72,3.0,,,,
2491,2000-07-28,29.23,2.6,,,,
2492,2000-07-29,32.04,3.0,,,,
2493,2000-07-30,30.65,3.6,,,,
2494,2000-07-31,31.45,3.6,,,,
2495,2000-08-01,24.41,2.9,0.4,0.03,,
2496,2000-08-02,23.38,2.9,,,,
2497,2000-08-03,38.66,2.6,,,,
2498,2000-08-04,38.31,3.2,,,,
2499,2000-08-05,38.42,3.7,,,,
2500,2000-08-06,38.55,4.1,,,,
2501,2000-08-07,26.9,5.5,,,,
2502,2000-08-08,,,,,,
2503,2000-08-09,,,,,,
2504,2000-08-10,23.54,4.2,,,,
2505,2000-08-11,43.56,4.2,,,,
2506,2000-08-12,40.78,4.3,,,,
2507,2000-08-13,39.21,4.2,,,,
2508,2000-08-14,38.9,2.3,,,,
2509,2000-08-15,38.08,2.8,0.9,0.15,,
2510,2000-08-16,22.54,2.1,,,,
2511,2000-08-17,19.61,1.7,,,,
2512,2000-08-18,37.68,2.0,,,,
2513,2000-08-19,37.81,3.0,,,,
2514,2000-08-20,37.46,3.0,,,,
2515,2000-08-21,37.51,2.2,,,,
2516,2000-08-22,36.42,2.5,1.1,0.11,,
2517,2000-08-23,29.15,2.0,,,,
2518,2000-08-24,27.97,2.6,,,,
2519,2000-08-25,37.39,2.2,,,,
2520,2000-08-26,36.61,2.3,,,,
2521,2000-08-27,36.15,2.3,,,,
2522,2000-08-28,26.03,3.6,,,,
2523,2000-08-29,37.34,4.2,0.4,0.07,,
2524,2000-08-30,38.16,4.6,,,,
2525,2000-08-31,37.53,5.5,,,,
2526,2000-09-01,37.14,5.9,,,,
2527,2000-09-02,37.54,6.6,,,,
2528,2000-09-03,37.1,7.6,,,,
2529,2000-09-04,37.1,7.4,0.1,0.08,,
2530,2000-09-05,3.7,9.0,,,,
2531,2000-09-06,27.66,7.3,,,,
2532,2000-09-07,38.68,7.6,,,,
2533,2000-09-08,22.61,8.7,,,,
2534,2000-09-09,,,,,,
2535,2000-09-10,17.86,12.1,,,,
2536,2000-09-11,28.13,10.7,,,,
2537,2000-09-12,30.31,11.0,0.4,0.06,,
2538,2000-09-13,30.37,10.3,,,,
2539,2000-09-14,27.44,11.0,,,,
2540,2000-09-15,30.31,11.6,,,,
2541,2000-09-16,29.76,12.1,,,,
2542,2000-09-17,29.29,12.4,,,,
2543,2000-09-18,35.3,12.7,,,,
2544,2000-09-19,28.1,12.2,1.0,0.04,,
2545,2000-09-20,21.43,14.0,,,,
2546,2000-09-21,35.14,14.3,,,,
2547,2000-09-22,25.66,15.2,,,,
2548,2000-09-23,29.0,16.5,,,,
2549,2000-09-24,29.47,16.5,,,,
2550,2000-09-25,37.29,15.9,,,,
2551,2000-09-26,32.01,16.6,0.4,0.03,,
2552,2000-09-27,,,,,,
2553,2000-09-28,,,,,,
2554,2000-09-29,29.47,18.3,,,,
2555,2000-09-30,32.4,17.1,,,,
2556,2000-10-01,27.78,16.5,,,,
2557,2000-10-02,35.28,16.5,,,,
2558,2000-10-03,34.66,18.0,0.2,0.03,,
2559,2000-10-04,36.27,17.7,,,,
2560,2000-10-05,36.34,17.6,,,,
2561,2000-10-06,36.27,18.0,,,,
2562,2000-10-07,32.32,18.7,,,,
2563,2000-10-08,30.74,18.9,,,,
2564,2000-10-09,27.72,19.4,,,,
2565,2000-10-10,26.98,18.9,0.2,0.13,,
2566,2000-10-11,26.88,19.0,,,,
2567,2000-10-12,26.86,19.5,,,,
2568,2000-10-13,27.06,20.2,,,,
2569,2000-10-14,25.86,19.0,,,,
2570,2000-10-15,27.83,20.5,,,,
2571,2000-10-16,27.67,17.5,,,,
2572,2000-10-17,27.58,20.2,0.2,0.06,,
2573,2000-10-18,29.49,20.0,,,,
2574,2000-10-19,29.08,20.4,,,,
2575,2000-10-20,28.3,21.0,,,,
2576,2000-10-21,27.88,22.8,,,,
2577,2000-10-22,27.25,22.0,,,,
2578,2000-10-23,27.64,22.2,,,,
2579,2000-10-24,25.73,23.7,0.2,0.11,,
2580,2000-10-25,,,,,,
2581,2000-10-26,18.03,23.2,,,,
2582,2000-10-27,34.92,22.8,,,,
2583,2000-10-28,38.15,24.7,,,,
2584,2000-10-29,38.07,25.0,,,,
2585,2000-10-30,37.84,25.0,,,,
2586,2000-10-31,37.87,21.5,0.2,0.07,,
2587,2000-11-01,41.2,21.4,,,,
2588,2000-11-02,41.71,21.4,,,,
2589,2000-11-03,41.61,24.1,,,,
2590,2000-11-04,42.27,26.2,,,,
2591,2000-11-05,41.03,25.6,,,,
2592,2000-11-06,23.89,25.8,,,,
2593,2000-11-07,31.74,24.8,0.2,0.1,,
2594,2000-11-08,32.17,23.7,,,,
2595,2000-11-09,32.23,26.2,,,,
2596,2000-11-10,30.32,27.1,,,,
2597,2000-11-11,29.3,26.0,,,,
2598,2000-11-12,28.87,28.4,,,,
2599,2000-11-13,32.24,26.0,,,,
2600,2000-11-14,32.77,26.9,0.2,0.06,,
2601,2000-11-15,29.24,26.3,,,,
2602,2000-11-16,19.75,25.8,,,,
2603,2000-11-17,18.52,24.8,,,,
2604,2000-11-18,16.93,24.5,,,,
2605,2000-11-19,23.91,25.6,0.1,0.07,,
2606,2000-11-20,16.61,25.5,,,,
2607,2000-11-21,27.1,25.6,,,,
2608,2000-11-22,29.93,25.4,,,,
2609,2000-11-23,19.75,25.7,,,,
2610,2000-11-24,16.49,25.3,,,,
2611,2000-11-25,,,,,,
2612,2000-11-26,,,,,,
2613,2000-11-27,,,,,,
2614,2000-11-28,,,,,,
2615,2000-11-29,,,,,,
2616,2000-11-30,,,,,,
2617,2000-12-01,,,,,,
2618,2000-12-02,23.9,,,,,
2619,2000-12-03,37.71,26.8,,,,
2620,2000-12-04,36.06,,,,,
2621,2000-12-05,42.56,26.7,0.1,0.2,,
2622,2000-12-06,43.68,,,,,
2623,2000-12-07,25.65,26.8,,,,
2624,2000-12-08,39.46,,,,,
2625,2000-12-09,39.1,,,,,
2626,2000-12-10,38.7,26.6,,,,
2627,2000-12-11,12.69,,,,,
2628,2000-12-12,,,,,,
2629,2000-12-13,22.93,26.4,,,,
2630,2000-12-14,46.85,25.6,,,,
2631,2000-12-15,47.21,,,,,
2632,2000-12-16,47.13,,,,,
2633,2000-12-17,46.15,26.4,,,,
2634,2000-12-18,46.48,,,,,
2635,2000-12-19,45.45,25.4,0.2,0.13,,
2636,2000-12-20,45.32,,,,,
2637,2000-12-21,46.0,25.4,,,,
2638,2000-12-22,26.48,,,,,
2639,2000-12-23,,,,,,
2640,2000-12-24,,,,,,
2641,2000-12-25,,,,,,
2642,2000-12-26,38.33,25.0,0.3,0.12,,
2643,2000-12-27,46.2,,,,,
2644,2000-12-28,44.42,24.4,,,,
2645,2000-12-29,,,,,,
2646,2000-12-30,,,,,,
2647,2000-12-31,,,,,,
2648,2001-01-01,,,,,,
2649,2001-01-02,,,,,,
2650,2001-01-03,36.91,25.3,0.2,0.05,,
2651,2001-01-04,46.47,26.8,,,,
2652,2001-01-05,46.16,,,,,
2653,2001-01-06,45.98,,,,,
2654,2001-01-07,45.76,24.3,,,,
2655,2001-01-08,37.43,,,,,
2656,2001-01-09,37.26,24.6,0.2,0.05,,
2657,2001-01-10,36.84,,,,,
2658,2001-01-11,30.88,24.0,,,,
2659,2001-01-12,23.18,,,,,
2660,2001-01-13,23.29,,,,,
2661,2001-01-14,23.28,,,,,
2662,2001-01-15,23.24,,,,,
2663,2001-01-16,23.0,24.9,0.4,0.04,,
2664,2001-01-17,23.44,,,,,
2665,2001-01-18,23.46,23.9,,,,
2666,2001-01-19,23.43,,,,,
2667,2001-01-20,23.49,,,,,
2668,2001-01-21,23.5,25.4,,,,
2669,2001-01-22,35.77,,,,,
2670,2001-01-23,37.68,24.7,0.4,0.05,,
2671,2001-01-24,36.69,,,,,
2672,2001-01-25,,,,,,
2673,2001-01-26,31.01,,,,,
2674,2001-01-27,38.24,,,,,
2675,2001-01-28,38.25,24.7,,,,
2676,2001-01-29,38.09,,,,,
2677,2001-01-30,38.15,24.4,0.5,0.07,,
2678,2001-01-31,38.14,,,,,
2679,2001-02-01,38.86,23.7,,,,
2680,2001-02-02,39.12,,,,,
2681,2001-02-03,39.02,,,,,
2682,2001-02-04,31.58,25.8,,,,
2683,2001-02-05,23.15,,,,,
2684,2001-02-06,10.44,23.8,0.6,0.1,,
2685,2001-02-07,14.88,,,,,
2686,2001-02-08,14.74,23.9,,,,
2687,2001-02-09,15.26,,,,,
2688,2001-02-10,15.27,,,,,
2689,2001-02-11,14.13,,,,,
2690,2001-02-12,21.15,,,,,
2691,2001-02-13,24.22,24.0,0.6,0.09,,
2692,2001-02-14,39.25,,,,,
2693,2001-02-15,39.3,24.2,,,,
2694,2001-02-16,39.28,,,,,
2695,2001-02-17,39.28,,,,,
2696,2001-02-18,39.39,,,,,
2697,2001-02-19,39.2,,,,,
2698,2001-02-20,39.0,24.6,0.6,0.1,,
2699,2001-02-21,39.13,,,,,
2700,2001-02-22,24.66,23.6,,,,
2701,2001-02-23,24.29,,,,,
2702,2001-02-24,14.65,,,,,
2703,2001-02-25,23.5,26.7,,,,
2704,2001-02-26,24.62,,,,,
2705,2001-02-27,24.65,23.0,0.7,0.11,,
2706,2001-02-28,24.71,,,,,
2707,2001-03-01,24.81,24.1,,,,
2708,2001-03-02,30.37,,,,,
2709,2001-03-03,31.18,,,,,
2710,2001-03-04,31.03,23.0,,,,
2711,2001-03-05,37.2,,,,,
2712,2001-03-06,38.06,23.4,0.7,0.1,,
2713,2001-03-07,38.04,,,,,
2714,2001-03-08,37.94,24.8,,,,
2715,2001-03-09,36.92,,,,,
2716,2001-03-10,37.35,,,,,
2717,2001-03-11,24.25,24.2,,,,
2718,2001-03-12,23.45,,,,,
2719,2001-03-13,34.34,23.0,1.9,0.13,,
2720,2001-03-14,28.36,,,,,
2721,2001-03-15,30.55,19.5,,,,
2722,2001-03-16,36.73,,,,,
2723,2001-03-17,28.46,,,,,
2724,2001-03-18,27.62,17.3,,,,
2725,2001-03-19,23.79,,,,,
2726,2001-03-20,22.4,11.8,8.5,1.24,,
2727,2001-03-21,19.19,,,,,
2728,2001-03-22,19.34,9.3,,,,
2729,2001-03-23,19.51,,,,,
2730,2001-03-24,26.49,,,,,
2731,2001-03-25,26.31,6.3,,,,
2732,2001-03-26,26.85,4.9,,,,
2733,2001-03-27,9.73,4.4,12.2,1.3,,
2734,2001-03-28,,,,,,
2735,2001-03-29,,,,,,
2736,2001-03-30,13.2,2.3,,,,
2737,2001-03-31,26.65,1.6,,,,
2738,2001-04-01,27.71,1.8,,,,
2739,2001-04-02,21.95,1.6,,,,
2740,2001-04-03,29.37,1.5,16.9,0.08,,
2741,2001-04-04,1.51,,,,,
2742,2001-04-05,24.64,1.9,,,,
2743,2001-04-06,28.54,2.2,,,,
2744,2001-04-07,28.89,2.6,,,,
2745,2001-04-08,28.52,2.6,,,,
2746,2001-04-09,35.19,2.1,,,,
2747,2001-04-10,34.78,2.9,15.9,0.12,,
2748,2001-04-11,36.78,3.8,,,,
2749,2001-04-12,32.53,4.4,,,,
2750,2001-04-13,17.64,4.6,,,,
2751,2001-04-14,,,,,,
2752,2001-04-15,,,,,,
2753,2001-04-16,18.78,7.3,,,,
2754,2001-04-17,29.73,7.5,12.0,0.19,,
2755,2001-04-18,30.11,5.4,,,,
2756,2001-04-19,29.56,5.9,,,,
2757,2001-04-20,28.75,6.4,,,,
2758,2001-04-21,28.69,4.8,,,,
2759,2001-04-22,35.77,5.2,,,,
2760,2001-04-23,37.17,5.0,,,,
2761,2001-04-24,37.48,6.2,,0.55,,
2762,2001-04-25,37.12,6.2,,,,
2763,2001-04-26,20.31,6.5,,,,
2764,2001-04-27,,,,,,
2765,2001-04-28,,,,,,
2766,2001-04-29,,,,,,
2767,2001-04-30,21.25,3.7,,,,
2768,2001-05-01,30.45,3.7,12.8,0.21,,
2769,2001-05-02,27.12,3.4,,,,
2770,2001-05-02,45.29,,,,,
2771,2001-05-03,28.97,3.3,,,,
2772,2001-05-04,30.5,3.5,,,,
2773,2001-05-05,29.27,4.1,,,,
2774,2001-05-06,29.32,4.5,,,,
2775,2001-05-07,29.02,6.1,,,,
2776,2001-05-08,29.46,6.4,9.4,0.39,,
2777,2001-05-09,29.41,7.3,,,,
2778,2001-05-10,29.24,8.6,,,,
2779,2001-05-11,29.3,8.1,,,,
2780,2001-05-12,29.17,7.2,,,,
2781,2001-05-13,29.06,8.5,,,,
2782,2001-05-14,29.09,8.8,,,,
2783,2001-05-15,28.33,9.4,4.1,0.62,,
2784,2001-05-16,27.44,9.6,,,,
