,Date,NH3 mg/L N,flow mgd,NO3 mg/L N,NO2 mg/L N,N+N mg/L N,P mg/L P,PO4 mg/L P
1933,2015-07-22,,3.509,,,,,
1934,2015-07-23,,3.485,,,,,
1935,2015-07-24,,3.516,,,,,
1936,2015-07-25,,3.5260000000000002,,,,,
1937,2015-07-26,,3.443,,,,,
1938,2015-07-27,,3.549,,,,,
1939,2015-07-28,,3.4739999999999998,,,,,
1940,2015-07-29,,3.4619999999999997,,,,,
1941,2015-07-30,,3.4619999999999997,,,,,
1942,2015-07-31,,3.4939999999999998,,,,,
1943,2015-08-01,,3.45,,,,,
1944,2015-08-02,,3.31,,,,,
1945,2015-08-06,,3.05,,,,,
1946,2015-08-08,,2.605,,,,,
1947,2015-08-09,,2.445,,,,,
1948,2015-08-12,,2.34,,,,,
1949,2015-08-15,,2.375,,,,,
1950,2015-08-16,,2.3899999999999997,,,,,
1951,2015-08-19,,2.5949999999999998,,,,,
1952,2015-08-21,,2.675,,,,,
1953,2015-08-22,,3.45,,,,,
1954,2015-08-23,,3.43,,,,,
1955,2015-08-24,,3.53,,,,,
1956,2015-08-25,,3.35,,,,,
1957,2015-08-26,,3.49,,,,,
1958,2015-08-27,,3.69,,,,,
1959,2015-08-28,,3.46,,,,,
1960,2015-08-29,,3.43,,,,,
1961,2015-08-30,,3.55,,,,,
1962,2015-08-31,,3.7,,,,,
1963,2015-09-02,,3.593,,,,,
1964,2015-09-03,,3.5860000000000003,,,,,
1965,2015-09-04,,3.588,,,,,
1966,2015-09-05,,3.51,,,,,
1967,2015-09-06,,3.4560000000000004,,,,,
1968,2015-09-07,,3.33,,,,,
1969,2015-09-08,,3.635,,,,,
1970,2015-09-09,,3.464,,,,,
1971,2015-09-10,,3.4539999999999997,,,,,
1972,2015-09-11,,3.4210000000000003,,,,,
1973,2015-09-12,,3.378,,,,,
1974,2015-09-13,,3.458,,,,,
1975,2015-09-14,,3.5839999999999996,,,,,
1976,2015-09-15,,3.437,,,,,
1977,2015-09-16,,3.408,,,,,
1978,2015-09-17,,3.446,,,,,
1979,2015-09-18,,3.511,,,,,
1980,2015-09-19,,3.487,,,,,
1981,2015-09-20,,3.5639999999999996,,,,,
1982,2015-09-21,,3.76,,,,,
1983,2015-09-22,,3.6689999999999996,,,,,
1984,2015-09-23,,3.745,,,,,
1985,2015-09-24,,3.842,,,,,
1986,2015-09-25,,3.801,,,,,
1987,2015-09-26,,3.741,,,,,
1988,2015-09-27,,3.842,,,,,
1989,2015-09-28,,3.983,,,,,
1990,2015-09-29,,3.847,,,,,
1991,2015-09-30,,3.845,,,,,
1992,2015-10-01,,3.77,,,,,
1993,2015-10-02,,4.09,,,,,
1994,2015-10-03,,3.82,,,,,
1995,2015-10-04,,3.81,,,,,
1996,2015-10-07,,2.875,,,,,
1997,2015-10-09,,3.04,,,,,
1998,2015-10-10,,2.96,,,,,
1999,2015-10-11,,3.0949999999999998,,,,,
2000,2015-10-13,,3.0700000000000003,,,,,
2001,2015-10-15,,2.9850000000000003,,,,,
2002,2015-10-17,,3.09,,,,,
2003,2015-10-18,,2.9699999999999998,,,,,
2004,2015-10-21,,3.8,,,,,
2005,2015-10-22,,3.76,,,,,
2006,2015-10-23,,3.82,,,,,
2007,2015-10-24,,3.77,,,,,
2008,2015-10-25,,3.8,,,,,
2009,2015-10-26,,4.01,,,,,
2010,2015-10-27,,4.15,,,,,
2011,2015-10-28,,3.76,,,,,
2012,2015-10-29,,3.74,,,,,
2013,2015-10-30,,3.77,,,,,
2014,2015-10-31,,3.74,,,,,
2015,2015-11-01,,3.96,,,,,
2016,2015-11-02,,4.115,,,,,
2017,2015-11-04,,3.8310000000000004,,,,,
2018,2015-11-05,,3.805,,,,,
2019,2015-11-06,,3.821,,,,,
2020,2015-11-07,,3.804,,,,,
2021,2015-11-08,,3.8760000000000003,,,,,
2022,2015-11-09,,4.044,,,,,
2023,2015-11-10,,3.884,,,,,
2024,2015-11-11,,3.696,,,,,
2025,2015-11-12,,4.011,,,,,
2026,2015-11-13,,3.7760000000000002,,,,,
2027,2015-11-14,,3.736,,,,,
2028,2015-11-15,,3.813,,,,,
2029,2015-11-16,,4.037,,,,,
2030,2015-11-17,,3.827,,,,,
2031,2015-11-18,,3.8280000000000003,,,,,
2032,2015-11-19,,3.8360000000000003,,,,,
2033,2015-11-20,,3.832,,,,,
2034,2015-11-21,,3.832,,,,,
2035,2015-11-22,,3.938,,,,,
2036,2015-11-23,,3.9530000000000003,,,,,
2037,2015-11-24,,3.807,,,,,
2038,2015-11-25,,3.832,,,,,
2039,2015-11-26,,3.753,,,,,
2040,2015-11-27,,3.2319999999999998,,,,,
2041,2015-11-28,,3.096,,,,,
2042,2015-11-29,,3.302,,,,,
2043,2015-11-30,,3.766,,,,,
2044,2015-12-02,,3.7910000000000004,,,,,
2045,2015-12-03,,3.74,,,,,
2046,2015-12-04,,3.779,,,,,
2047,2015-12-05,,3.765,,,,,
2048,2015-12-06,,3.92,,,,,
2049,2015-12-07,,3.971,,,,,
2050,2015-12-08,,3.4974999999999996,,,,,
2051,2015-12-12,,3.2545,,,,,
2052,2015-12-13,,3.2670000000000003,,,,,
2053,2015-12-17,,3.091,,,,,
2054,2015-12-18,,3.0414999999999996,,,,,
2055,2015-12-19,,3.207,,,,,
2056,2015-12-20,,3.252,,,,,
2057,2015-12-21,,3.234,,,,,
2058,2015-12-22,,3.207,,,,,
2059,2015-12-23,,3.178,,,,,
2060,2015-12-24,,3.116,,,,,
2061,2015-12-25,,3.029,,,,,
2062,2015-12-26,,2.74,,,,,
2063,2015-12-27,,2.906,,,,,
2064,2015-12-28,,3.017,,,,,
2065,2015-12-29,,3.4560000000000004,,,,,
2066,2015-12-30,,3.1710000000000003,,,,,
2067,2015-12-31,,3.117,,,,,
2068,2016-01-01,,3.219,,,,,
2069,2016-01-02,,3.1210000000000004,,,,,
2070,2016-01-03,,3.4160000000000004,,,,,
2071,2016-01-07,,4.811,,,,,
2072,2016-01-08,,3.365,,,,,
2073,2016-01-09,,3.338,,,,,
2074,2016-01-10,,3.561,,,,,
2075,2016-01-12,,3.3715,,,,,
2076,2016-01-14,,3.8115,,,,,
2077,2016-01-16,,3.886,,,,,
2078,2016-01-17,,3.779,,,,,
2079,2016-01-18,,4.673500000000001,,,,,
2080,2016-01-20,,2.568,,,,,
2081,2016-01-21,,3.8489999999999998,,,,,
2082,2016-01-22,,3.7769999999999997,,,,,
2083,2016-01-23,,3.903,,,,,
2084,2016-01-24,,4.013999999999999,,,,,
2085,2016-01-25,,4.117,,,,,
2086,2016-01-26,,3.823,,,,,
2087,2016-01-27,,3.8139999999999996,,,,,
2088,2016-01-28,,3.375,,,,,
2089,2016-01-29,,3.792,,,,,
2090,2016-01-30,,3.7739999999999996,,,,,
2091,2016-01-31,,3.91,,,,,
2092,2016-02-04,,3.2275,,,,,
2093,2016-02-05,,3.7335,,,,,
2094,2016-02-06,,3.5565,,,,,
2095,2016-02-07,,3.5755,,,,,
2096,2016-02-09,,3.921,,,,,
2097,2016-02-11,,3.689,,,,,
2098,2016-02-13,,3.6094999999999997,,,,,
2099,2016-02-14,,3.253,,,,,
2100,2016-02-15,,3.0595,,,,,
2101,2016-02-18,,2.3015,,,,,
2102,2016-02-19,,3.8169999999999997,,,,,
2103,2016-02-20,,3.764,,,,,
2104,2016-02-21,,3.906,,,,,
2105,2016-02-26,,3.827,,,,,
2106,2016-02-27,,3.763,,,,,
2107,2016-02-28,,3.8139999999999996,,,,,
2108,2016-03-03,,3.7735,,,,,
2109,2016-03-04,,4.164,,,,,
2110,2016-03-05,,4.083,,,,,
2111,2016-03-06,,4.6185,,,,,
2112,2016-03-08,,6.127,,,,,
2113,2016-03-11,,8.153,,,,,
2114,2016-03-12,,7.8645,,,,,
2115,2016-03-13,,7.5245,,,,,
2116,2016-03-15,,7.5280000000000005,,,,,
2117,2016-03-17,,6.4485,,,,,
2118,2016-03-19,,5.3675,,,,,
2119,2016-03-20,,5.5489999999999995,,,,,
2120,2016-03-21,,5.2145,,,,,
2121,2016-03-25,,4.8725,,,,,
2122,2016-03-26,,4.723,,,,,
2123,2016-03-27,,4.596,,,,,
2124,2016-03-31,,4.888,,,,,
2125,2016-04-01,,5.070499999999999,,,,,
2126,2016-04-02,,4.736000000000001,,,,,
2127,2016-04-03,,4.398,,,,,
2128,2016-04-07,,4.258,,,,,
2129,2016-04-09,,3.9650000000000003,,,,,
2130,2016-04-10,,4.21,,,,,
2131,2016-04-12,,4.468,,,,,
2132,2016-04-14,,4.4205,,,,,
2133,2016-04-16,,4.212,,,,,
2134,2016-04-17,,4.1635,,,,,
2135,2016-04-19,,3.9130000000000003,,,,,
2136,2016-04-20,,3.8689999999999998,,,,,
2137,2016-04-21,,3.861,,,,,
2138,2016-04-22,,3.909,,,,,
2139,2016-04-23,,3.79,,,,,
2140,2016-04-24,,3.918,,,,,
2141,2016-04-25,,4.074,,,,,
2142,2016-04-26,,3.8539999999999996,,,,,
2143,2016-04-27,,3.8289999999999997,,,,,
2144,2016-04-28,,3.948,,,,,
2145,2016-04-29,,4.399,,,,,
2146,2016-04-30,,4.0,,,,,
2147,2016-05-01,,3.9189999999999996,,,,,
2148,2016-05-02,,4.119,,,,,
2149,2016-05-04,,4.127,,,,,
2150,2016-05-05,,4.001,,,,,
2151,2016-05-06,,3.995,,,,,
2152,2016-05-07,,3.978,,,,,
2153,2016-05-08,,4.001,,,,,
2154,2016-05-09,,4.15,,,,,
2155,2016-05-10,,4.064,,,,,
2156,2016-05-11,,4.664,,,,,
2157,2016-05-12,,5.199,,,,,
2158,2016-05-13,,4.734,,,,,
2159,2016-05-14,,4.488,,,,,
2160,2016-05-15,,4.066,,,,,
2161,2016-05-16,,3.391,,,,,
2162,2016-05-19,,3.4450000000000003,,,,,
2163,2016-05-21,,3.5779999999999994,,,,,
2164,2016-05-22,,3.4685,,,,,
2165,2016-05-26,,3.091,,,,,
2166,2016-05-27,,4.399,,,,,
2167,2016-05-28,,2.7249999999999996,,,,,
2168,2016-05-29,,2.8445,,,,,
2169,2016-05-30,,2.825,,,,,
2170,2016-06-04,,2.9544999999999995,,,,,
2171,2016-06-05,,3.2219999999999995,,,,,
2172,2016-06-09,,2.9805,,,,,
2173,2016-06-10,,2.8040000000000003,,,,,
2174,2016-06-11,,2.8215,,,,,
2175,2016-06-12,,2.8345000000000002,,,,,
2176,2016-06-13,,2.8745000000000003,,,,,
2177,2016-06-17,,2.776,,,,,
2178,2016-06-18,,2.7705,,,,,
2179,2016-06-19,,2.6454999999999997,,,,,
2180,2016-06-20,,2.7015000000000002,,,,,
2181,2016-06-21,,2.7245,,,,,
2182,2016-06-25,,2.085,,,,,
2183,2016-06-26,,2.6155,,,,,
2184,2016-06-30,,2.543,,,,,
2185,2016-07-01,,3.864,,,,,
2186,2016-07-02,,3.4,,,,,
2187,2016-07-03,,3.27,,,,,
2188,2016-07-04,,3.201,,,,,
2189,2016-07-06,,3.4419999999999997,,,,,
2190,2016-07-07,,3.4139999999999997,,,,,
2191,2016-07-08,,3.411,,,,,
2192,2016-07-09,,3.417,,,,,
2193,2016-07-10,,3.446,,,,,
2194,2016-07-14,,3.122,,,,,
2195,2016-07-16,,3.2479999999999998,,,,,
2196,2016-07-17,,3.319,,,,,
2197,2016-07-19,,3.278,,,,,
2198,2016-07-23,,3.1144999999999996,,,,,
2199,2016-07-24,,3.5730000000000004,,,,,
2200,2016-07-29,,3.7824999999999998,,,,,
2201,2016-07-30,,3.704,,,,,
2202,2016-07-31,,3.779,,,,,
2203,2016-08-05,,3.3855,,,,,
2204,2016-08-06,,3.467,,,,,
2205,2016-08-07,,3.4194999999999998,,,,,
2206,2016-08-11,,3.2585,,,,,
2207,2016-08-13,,2.8915,,,,,
2208,2016-08-14,,2.8085000000000004,,,,,
2209,2016-08-19,,2.85,,,,,
2210,2016-08-20,,2.7800000000000002,,,,,
2211,2016-08-21,,2.4255,,,,,
2212,2016-08-25,,3.565,,,,,
2213,2016-08-26,,3.8,,,,,
2214,2016-08-27,,2.512,,,,,
2215,2016-08-28,,2.5805,,,,,
2216,2016-08-29,,3.707,,,,,
2217,2016-08-30,,3.5269999999999997,,,,,
2218,2016-08-31,,3.5269999999999997,,,,,
2219,2016-09-01,,3.87,,,,,
2220,2016-09-02,,3.737,,,,,
2221,2016-09-03,,3.4939999999999998,,,,,
2222,2016-09-04,,3.425,,,,,
2223,2016-09-05,,3.3169999999999997,,,,,
2224,2016-09-06,,3.66,,,,,
2225,2016-09-07,,3.548,,,,,
2226,2016-09-08,,3.4819999999999998,,,,,
2227,2016-09-09,,3.475,,,,,
2228,2016-09-10,,3.485,,,,,
2229,2016-09-11,,3.532,,,,,
2230,2016-09-12,,3.603,,,,,
2231,2016-09-14,,3.657,,,,,
2232,2016-09-15,,3.517,,,,,
2233,2016-09-16,,3.574,,,,,
2234,2016-09-17,,3.5469999999999997,,,,,
2235,2016-09-18,,3.638,,,,,
2236,2016-09-20,,2.9135,,,,,
2237,2016-09-24,,2.947,,,,,
2238,2016-09-25,,3.0309999999999997,,,,,
2239,2016-09-26,,4.42,,,,,
2240,2016-09-27,,3.8930000000000002,,,,,
2241,2016-09-28,,3.82,,,,,
2242,2016-09-29,,3.795,,,,,
2243,2016-09-30,,3.832,,,,,
2244,2016-10-01,,3.778,,,,,
2245,2016-10-02,,3.852,,,,,
2246,2016-10-03,,4.051,,,,,
2247,2016-10-05,,3.862,,,,,
2248,2016-10-06,,3.841,,,,,
2249,2016-10-07,,3.846,,,,,
2250,2016-10-08,,3.786,,,,,
2251,2016-10-09,,3.877,,,,,
2252,2016-10-10,,4.019,,,,,
2253,2016-10-11,,3.822,,,,,
2254,2016-10-12,,3.824,,,,,
2255,2016-10-13,,3.812,,,,,
2256,2016-10-14,,3.826,,,,,
2257,2016-10-15,,3.807,,,,,
2258,2016-10-16,,3.9810000000000003,,,,,
2259,2016-10-17,,4.164,,,,,
2260,2016-10-18,,3.862,,,,,
2261,2016-10-19,,3.873,,,,,
2262,2016-10-20,,3.8160000000000003,,,,,
2263,2016-10-21,,3.8939999999999997,,,,,
2264,2016-10-22,,3.793,,,,,
2265,2016-10-23,,3.821,,,,,
2266,2016-10-24,,4.02,,,,,
2267,2016-10-25,,3.8360000000000003,,,,,
2268,2016-10-26,,3.803,,,,,
2269,2016-10-27,,3.85,,,,,
2270,2016-10-28,,3.9960000000000004,,,,,
2271,2016-10-29,,3.986,,,,,
2272,2016-10-30,,4.022,,,,,
2273,2016-11-02,,3.965,,,,,
2274,2016-11-05,,3.846,,,,,
2275,2016-11-06,,3.846,,,,,
2276,2016-11-11,,3.403,,,,,
2277,2016-11-12,,3.375,,,,,
2278,2016-11-13,,3.1755,,,,,
2279,2016-11-15,,3.245,,,,,
2280,2016-11-19,,3.266,,,,,
2281,2016-11-24,,3.4314999999999998,,,,,
2282,2016-11-25,,3.109,,,,,
2283,2016-11-26,,3.216,,,,,
2284,2016-11-27,,3.3505,,,,,
2285,2016-12-02,,3.2525000000000004,,,,,
2286,2016-12-03,,4.163,,,,,
2287,2016-12-04,,3.1715,,,,,
2288,2016-12-08,,3.7750000000000004,,,,,
2289,2016-12-10,,3.5329999999999995,,,,,
2290,2016-12-11,,3.7504999999999997,,,,,
2291,2016-12-16,,5.7505,,,,,
2292,2016-12-17,,3.3095,,,,,
2293,2016-12-18,,2.9685,,,,,
2294,2016-12-23,,3.391,,,,,
2295,2016-12-24,,3.427,,,,,
2296,2016-12-25,,3.3089999999999997,,,,,
2297,2016-12-26,,2.946,,,,,
2298,2016-12-27,,3.208,,,,,
2299,2016-12-28,,3.233,,,,,
2300,2016-12-29,,3.215,,,,,
2301,2016-12-30,,3.2030000000000003,,,,,
2302,2016-12-31,,3.285,,,,,
2303,2017-01-01,,3.708,,,,,
2304,2017-01-02,,3.182,,,,,
2305,2017-01-04,,3.8110000000000004,,,,,
2306,2017-01-05,,3.591,,,,,
2307,2017-01-06,,3.9189999999999996,,,,,
2308,2017-01-07,,3.6180000000000003,,,,,
2309,2017-01-08,,4.83,,,,,
2310,2017-01-09,,6.032,,,,,
2311,2017-01-14,,4.465999999999999,,,,,
2312,2017-01-15,,4.895,,,,,
2313,2017-01-16,,4.753,,,,,
2314,2017-01-21,,6.59,,,,,
2315,2017-01-22,,6.272,,,,,
2316,2017-01-29,,6.9190000000000005,,,,,
2317,2017-02-03,,6.041666666666667,,,,,
2318,2017-02-04,,7.082,,,,,
2319,2017-02-05,,6.394666666666667,,,,,
2320,2017-02-08,,7.368333333333333,,,,,
2321,2017-02-11,,7.276,,,,,
2322,2017-02-12,,6.278666666666666,,,,,
2323,2017-02-16,,6.028,,,,,
2324,2017-02-18,,6.7185,,,,,
2325,2017-02-19,,5.971,,,,,
2326,2017-02-20,,6.320499999999999,,,,,
2327,2017-02-25,,6.7835,,,,,
2328,2017-02-26,,6.967,,,,,
2329,2017-03-03,,5.1835,,,,,
2330,2017-03-04,,5.2015,,,,,
2331,2017-03-05,,5.474,,,,,
2332,2017-03-07,,5.583,,,,,
2333,2017-03-11,,6.148,,,,,
2334,2017-03-12,,6.048500000000001,,,,,
2335,2017-03-14,,6.2295,,,,,
2336,2017-03-18,,6.172499999999999,,,,,
2337,2017-03-19,,5.8085,,,,,
2338,2017-03-24,,6.5435,,,,,
2339,2017-03-25,,6.311,,,,,
2340,2017-03-26,,6.1475,,,,,
2341,2017-03-30,,6.08,,,,,
