,Date,NH3 mg/L N,flow mgd,NO3 mg/L N,NO2 mg/L N,N+N mg/L N,P mg/L P,PO4 mg/L P
1286,2010-12-30,,4.455,,,,,
1287,2010-12-31,,4.2139999999999995,,,,,
1288,2011-01-01,,4.427,,,,,
1289,2011-01-08,,5.004,,,,,
1290,2011-01-09,,5.109,,,,,
1291,2011-01-16,,5.144,,,,,
1292,2011-01-22,,5.114,,,,,
1293,2011-01-27,,5.314,,,,,
1294,2011-01-28,,4.853,,,,,
1295,2011-01-29,,4.9639999999999995,,,,,
1296,2011-01-30,,5.416,,,,,
1297,2011-01-31,,4.938,,,,,
1298,2011-02-05,,4.772500000000001,,,,,
1299,2011-02-06,,4.7055,,,,,
1300,2011-02-13,,4.828,,,,,
1301,2011-02-19,,4.731,,,,,
1302,2011-02-20,,4.6385000000000005,,,,,
1303,2011-02-26,,5.002000000000001,,,,,
1304,2011-02-27,,6.1025,,,,,
1305,2011-03-05,,6.02,,,,,
1306,2011-03-06,,6.2765,,,,,
1307,2011-03-12,,5.9795,,,,,
1308,2011-03-13,,5.8995,,,,,
1309,2011-03-19,,5.843,,,,,
1310,2011-03-20,,6.156000000000001,,,,,
1311,2011-03-26,,7.1915,,,,,
1312,2011-03-27,,7.4265,,,,,
1313,2011-04-02,,6.68,,,,,
1314,2011-04-03,,6.525,,,,,
1315,2011-04-16,,6.719,,,,,
1316,2011-04-17,,6.5715,,,,,
1317,2011-04-23,,6.010999999999999,,,,,
1318,2011-04-24,,6.4285,,,,,
1319,2011-04-30,,4.332,,,,,
1320,2011-05-01,,6.204,,,,,
1321,2011-05-07,,5.1105,,,,,
1322,2011-05-08,,5.0665,,,,,
1323,2011-05-14,,4.965,,,,,
1324,2011-05-15,,5.4275,,,,,
1325,2011-05-21,,4.878,,,,,
1326,2011-05-28,,4.8195,,,,,
1327,2011-06-03,,4.95,,,,,
1328,2011-06-04,,5.1205,,,,,
1329,2011-06-05,,4.8925,,,,,
1330,2011-06-18,,4.627,,,,,
1331,2011-06-19,,4.429,,,,,
1332,2011-06-25,,4.768,,,,,
1333,2011-06-30,,5.074,,,,,
1334,2011-07-02,,4.903499999999999,,,,,
1335,2011-07-03,,4.768,,,,,
1336,2011-07-09,,4.529,,,,,
1337,2011-07-10,,4.5445,,,,,
1338,2011-07-22,,4.557,,,,,
1339,2011-07-23,,4.769500000000001,,,,,
1340,2011-07-29,,4.832,,,,,
1341,2011-07-30,,4.5280000000000005,,,,,
1342,2011-07-31,,4.75,,,,,
1343,2011-08-01,,5.282,,,,,
1344,2011-08-07,,4.496,,,,,
1345,2011-08-13,,4.421,,,,,
1346,2011-08-14,,4.677,,,,,
1347,2011-08-20,,4.299,,,,,
1348,2011-08-21,,4.4005,,,,,
1349,2011-08-27,,4.308,,,,,
1350,2011-08-31,,4.619,,,,,
1351,2011-09-01,,5.561,,,,,
1352,2011-09-03,,4.499,,,,,
1353,2011-09-04,,3.8025,,,,,
1354,2011-09-05,,4.0705,,,,,
1355,2011-09-10,,4.1455,,,,,
1356,2011-09-11,,3.8945,,,,,
1357,2011-09-17,,4.382,,,,,
1358,2011-09-18,,4.021,,,,,
1359,2011-09-24,,3.7275,,,,,
1360,2011-09-25,,3.94,,,,,
1361,2011-10-01,,3.8435,,,,,
1362,2011-10-07,,3.968,,,,,
1363,2011-10-08,,4.2055,,,,,
1364,2011-10-09,,4.1339999999999995,,,,,
1365,2011-10-16,,4.2465,,,,,
1366,2011-10-22,,3.937,,,,,
1367,2011-10-23,,4.1165,,,,,
1368,2011-10-29,,4.2285,,,,,
1369,2011-11-05,,4.43,,,,,
1370,2011-11-11,,4.688000000000001,,,,,
1371,2011-11-12,,4.4315,,,,,
1372,2011-11-13,,4.48,,,,,
1373,2011-11-19,,4.7385,,,,,
1374,2011-11-20,,4.5705,,,,,
1375,2011-11-26,,4.256500000000001,,,,,
1376,2011-12-02,,4.4365000000000006,,,,,
1377,2011-12-03,,4.3215,,,,,
1378,2011-12-04,,4.633,,,,,
1379,2011-12-10,,4.532500000000001,,,,,
1380,2011-12-11,,4.545999999999999,,,,,
1381,2011-12-17,,4.273,,,,,
1382,2011-12-23,,3.964,,,,,
1383,2011-12-24,,3.875,,,,,
1384,2011-12-25,,3.515,,,,,
1385,2011-12-30,,4.008,,,,,
1386,2011-12-31,,3.909,,,,,
1387,2012-01-01,,3.8810000000000002,,,,,
1388,2012-01-02,,4.592,,,,,
1389,2012-01-08,,4.3260000000000005,,,,,
1390,2012-01-14,,4.5760000000000005,,,,,
1391,2012-01-15,,4.6495,,,,,
1392,2012-01-21,,5.8065,,,,,
1393,2012-01-28,,4.8580000000000005,,,,,
1394,2012-02-04,,4.8565000000000005,,,,,
1395,2012-02-05,,4.954,,,,,
1396,2012-02-11,,4.885,,,,,
1397,2012-02-12,,5.228,,,,,
1398,2012-02-18,,4.866999999999999,,,,,
1399,2012-02-19,,4.7485,,,,,
1400,2012-02-25,,4.471500000000001,,,,,
1401,2012-02-29,,5.172000000000001,,,,,
1402,2012-03-03,,4.4745,,,,,
1403,2012-03-04,,4.5945,,,,,
1404,2012-03-10,,4.368,,,,,
1405,2012-03-11,,4.96,,,,,
1406,2012-03-12,,4.73,,,,,
1407,2012-03-13,,4.77,,,,,
1408,2012-03-14,,5.095,,,,,
1409,2012-03-15,,4.757,,,,,
1410,2012-03-16,,5.053999999999999,,,,,
1411,2012-03-17,,5.223,,,,,
1412,2012-03-18,,5.2,,,,,
1413,2012-03-20,,4.922,,,,,
1414,2012-03-21,,4.904,,,,,
1415,2012-03-22,,4.867,,,,,
1416,2012-03-24,,4.832,,,,,
1417,2012-03-25,,4.837,,,,,
1418,2012-03-26,,4.3660000000000005,,,,,
1419,2012-03-27,,4.754,,,,,
1420,2012-03-28,,4.195,,,,,
1421,2012-03-29,,4.303,,,,,
1422,2012-03-30,,4.272,,,,,
1423,2012-03-31,,4.577,,,,,
1424,2012-04-04,,5.27,,,,,
1425,2012-04-07,,4.4635,,,,,
1426,2012-04-08,,4.484999999999999,,,,,
1427,2012-04-21,,4.75,,,,,
1428,2012-04-22,,4.804,,,,,
1429,2012-04-28,,4.3420000000000005,,,,,
1430,2012-05-02,,5.207000000000001,,,,,
1431,2012-05-05,,4.3375,,,,,
1432,2012-05-06,,4.4399999999999995,,,,,
1433,2012-05-12,,4.48,,,,,
1434,2012-05-13,,4.6085,,,,,
1435,2012-05-19,,4.291,,,,,
1436,2012-05-20,,4.5275,,,,,
1437,2012-05-26,,4.3309999999999995,,,,,
1438,2012-05-31,,5.129,,,,,
1439,2012-06-02,,4.1575,,,,,
1440,2012-06-03,,4.253,,,,,
1441,2012-06-15,,4.195,,,,,
1442,2012-06-16,,3.9770000000000003,,,,,
1443,2012-06-17,,3.8985,,,,,
1444,2012-06-24,,4.1095,,,,,
1445,2012-06-30,,4.146,,,,,
1446,2012-07-01,,4.78,,,,,
1447,2012-07-07,,4.134,,,,,
1448,2012-07-08,,4.088,,,,,
1449,2012-07-21,,3.8505000000000003,,,,,
1450,2012-07-22,,3.9305,,,,,
1451,2012-07-28,,3.3760000000000003,,,,,
1452,2012-07-29,,3.4475,,,,,
1453,2012-08-04,,3.2344999999999997,,,,,
1454,2012-08-05,,3.2859999999999996,,,,,
1455,2012-08-11,,3.21,,,,,
1456,2012-08-12,,3.2410000000000005,,,,,
1457,2012-08-25,,2.7955,,,,,
1458,2012-08-26,,3.0635,,,,,
1459,2012-09-01,,3.2155000000000005,,,,,
1460,2012-09-02,,3.2060000000000004,,,,,
1461,2012-09-22,,3.5569999999999995,,,,,
1462,2012-09-23,,3.5125,,,,,
1463,2012-09-29,,3.3425000000000002,,,,,
1464,2012-09-30,,3.6559999999999997,,,,,
1465,2012-10-06,,3.822,,,,,
1466,2012-10-07,,3.8055000000000003,,,,,
1467,2012-10-13,,3.4675,,,,,
1468,2012-10-14,,3.6635,,,,,
1469,2012-10-20,,3.533,,,,,
1470,2012-10-22,,4.931,,,,,
1471,2012-10-23,,4.465,,,,,
1472,2012-10-24,,4.447,,,,,
1473,2012-10-25,,4.3919999999999995,,,,,
1474,2012-10-26,,4.463,,,,,
1475,2012-10-27,,4.629,,,,,
1476,2012-10-28,,4.7589999999999995,,,,,
1477,2012-11-03,,3.8960000000000004,,,,,
1478,2012-11-04,,3.8865,,,,,
1479,2012-11-11,,3.8465,,,,,
1480,2012-11-17,,4.4895,,,,,
1481,2012-11-18,,4.005,,,,,
1482,2012-11-24,,3.5555000000000003,,,,,
1483,2012-11-25,,3.8389999999999995,,,,,
1484,2012-12-01,,6.455500000000001,,,,,
1485,2012-12-02,,3.5625000000000004,,,,,
1486,2012-12-05,,4.861000000000001,,,,,
1487,2012-12-06,,4.7589999999999995,,,,,
1488,2012-12-08,,4.904,,,,,
1489,2012-12-14,,4.2325,,,,,
1490,2012-12-15,,3.8365,,,,,
1491,2012-12-16,,4.17,,,,,
1492,2012-12-22,,6.737500000000001,,,,,
1493,2012-12-23,,6.6615,,,,,
1494,2012-12-29,,4.306,,,,,
1495,2012-12-30,,4.2015,,,,,
1496,2013-01-05,,5.4375,,,,,
1497,2013-01-06,,5.188000000000001,,,,,
1498,2013-01-12,,5.006,,,,,
1499,2013-01-13,,5.148,,,,,
1500,2013-01-20,,5.007000000000001,,,,,
1501,2013-01-26,,5.2490000000000006,,,,,
1502,2013-01-27,,5.287999999999999,,,,,
1503,2013-02-03,,5.228999999999999,,,,,
1504,2013-02-09,,5.1305,,,,,
1505,2013-02-10,,5.2615,,,,,
1506,2013-02-17,,5.117,,,,,
1507,2013-02-23,,4.7459999999999996,,,,,
1508,2013-02-24,,4.6375,,,,,
1509,2013-03-07,,4.7235,,,,,
1510,2013-03-10,,4.3335,,,,,
1511,2013-03-17,,4.6115,,,,,
1512,2013-03-23,,4.5545,,,,,
1513,2013-03-24,,4.3975,,,,,
1514,2013-03-30,,4.232,,,,,
1515,2013-03-31,,4.3815,,,,,
1516,2013-04-06,,4.6285,,,,,
1517,2013-04-07,,4.779,,,,,
1518,2013-04-08,,2.5435,,,,,
1519,2013-04-20,,5.09,,,,,
1520,2013-04-21,,5.409,,,,,
1521,2013-04-27,,4.848000000000001,,,,,
1522,2013-04-28,,4.9254999999999995,,,,,
1523,2013-05-05,,3.503,,,,,
1524,2013-05-11,,3.8979999999999997,,,,,
1525,2013-05-12,,3.9585,,,,,
1526,2013-05-16,,4.027,,,,,
1527,2013-05-19,,3.699,,,,,
1528,2013-05-26,,3.9559999999999995,,,,,
1529,2013-06-01,,3.9619999999999997,,,,,
1530,2013-06-02,,4.051,,,,,
1531,2013-06-08,,3.9130000000000003,,,,,
1532,2013-06-09,,3.924,,,,,
1533,2013-06-15,,3.989,,,,,
1534,2013-06-16,,3.657,,,,,
1535,2013-06-22,,3.7739999999999996,,,,,
1536,2013-06-23,,3.7359999999999998,,,,,
1537,2013-06-29,,3.9405,,,,,
1538,2013-07-04,,3.7865,,,,,
1539,2013-07-06,,3.5484999999999998,,,,,
1540,2013-07-07,,3.466,,,,,
1541,2013-07-13,,4.029999999999999,,,,,
1542,2013-07-14,,4.183,,,,,
1543,2013-07-20,,3.378,,,,,
1544,2013-07-21,,3.5134999999999996,,,,,
1545,2013-07-27,,3.375,,,,,
1546,2013-07-31,,3.4945,,,,,
1547,2013-08-01,,4.83,,,,,
1548,2013-08-02,,4.459,,,,,
1549,2013-08-03,,4.404,,,,,
1550,2013-08-04,,4.33,,,,,
1551,2013-08-10,,3.548,,,,,
1552,2013-08-11,,3.3835,,,,,
1553,2013-08-17,,3.2889999999999997,,,,,
1554,2013-08-18,,3.3394999999999997,,,,,
1555,2013-08-24,,3.2744999999999997,,,,,
1556,2013-08-29,,4.832,,,,,
1557,2013-08-30,,4.584,,,,,
1558,2013-08-31,,4.539,,,,,
1559,2013-09-01,,4.584,,,,,
1560,2013-09-02,,4.365,,,,,
1561,2013-09-08,,3.6005,,,,,
1562,2013-09-14,,3.5545,,,,,
1563,2013-09-15,,3.6905,,,,,
1564,2013-09-21,,3.4604999999999997,,,,,
1565,2013-09-23,,3.8685,,,,,
1566,2013-09-24,,4.68,,,,,
1567,2013-09-25,,4.9030000000000005,,,,,
1568,2013-09-26,,4.663,,,,,
1569,2013-09-28,,4.465,,,,,
1570,2013-09-29,,4.467,,,,,
1571,2013-09-30,,4.954,,,,,
1572,2013-10-06,,3.4365,,,,,
1573,2013-10-12,,3.5619999999999994,,,,,
1574,2013-10-13,,3.5065,,,,,
1575,2013-10-19,,3.6395,,,,,
1576,2013-10-20,,3.6179999999999994,,,,,
1577,2013-10-26,,3.4269999999999996,,,,,
1578,2013-11-01,,4.893,,,,,
1579,2013-11-02,,4.74,,,,,
1580,2013-11-08,,3.8175,,,,,
1581,2013-11-09,,3.573,,,,,
1582,2013-11-10,,3.5515,,,,,
1583,2013-11-16,,3.5425000000000004,,,,,
1584,2013-11-17,,3.6965,,,,,
1585,2013-11-23,,3.334,,,,,
1586,2013-11-24,,5.164,,,,,
1587,2013-11-25,,4.8580000000000005,,,,,
1588,2013-11-26,,4.716,,,,,
1589,2013-11-27,,4.718,,,,,
1590,2013-11-28,,4.535,,,,,
1591,2013-11-29,,3.9139999999999997,,,,,
1592,2013-11-30,,3.772,,,,,
1593,2013-12-01,,3.94,,,,,
1594,2013-12-06,,4.145,,,,,
1595,2013-12-07,,4.5995,,,,,
1596,2013-12-08,,4.2305,,,,,
1597,2013-12-13,,4.0835,,,,,
1598,2013-12-14,,4.074,,,,,
1599,2013-12-15,,3.9795,,,,,
1600,2013-12-20,,3.442,,,,,
1601,2013-12-21,,4.321000000000001,,,,,
1602,2013-12-22,,3.947,,,,,
1603,2013-12-23,,3.805,,,,,
1604,2013-12-24,,3.845,,,,,
1605,2013-12-25,,3.77,,,,,
1606,2013-12-26,,3.4339999999999997,,,,,
1607,2013-12-27,,3.625,,,,,
1608,2013-12-28,,3.6519999999999997,,,,,
1609,2013-12-29,,3.737,,,,,
1610,2013-12-30,,3.7710000000000004,,,,,
1611,2013-12-31,,3.813,,,,,
1612,2014-01-01,,3.903,,,,,
1613,2014-01-02,,3.734,,,,,
1614,2014-01-03,,3.9189999999999996,,,,,
1615,2014-01-04,,3.975,,,,,
1616,2014-01-07,,3.9665,,,,,
1617,2014-01-09,,3.7929999999999997,,,,,
1618,2014-01-11,,4.0335,,,,,
1619,2014-01-12,,4.1555,,,,,
1620,2014-01-17,,4.053,,,,,
1621,2014-01-18,,4.05,,,,,
1622,2014-01-19,,4.045,,,,,
1623,2014-01-20,,3.9415,,,,,
1624,2014-01-25,,4.1735,,,,,
1625,2014-01-26,,4.2125,,,,,
1626,2014-01-31,,4.396,,,,,
1627,2014-02-01,,5.022,,,,,
1628,2014-02-02,,4.694,,,,,
1629,2014-02-07,,4.4545,,,,,
1630,2014-02-08,,4.8565000000000005,,,,,
1631,2014-02-09,,6.3265,,,,,
1632,2014-02-14,,4.393,,,,,
1633,2014-02-15,,4.3420000000000005,,,,,
1634,2014-02-16,,4.2405,,,,,
1635,2014-02-17,,4.125500000000001,,,,,
1636,2014-02-22,,4.0895,,,,,
1637,2014-02-23,,4.1505,,,,,
1638,2014-02-28,,4.415,,,,,
1639,2014-03-01,,5.182,,,,,
1640,2014-03-02,,4.182,,,,,
1641,2014-03-07,,2.8804999999999996,,,,,
1642,2014-03-08,,4.691,,,,,
1643,2014-03-09,,4.728,,,,,
1644,2014-03-10,,4.9639999999999995,,,,,
1645,2014-03-11,,4.798,,,,,
1646,2014-03-12,,4.65,,,,,
1647,2014-03-13,,3.695,,,,,
1648,2014-03-14,,4.795,,,,,
1649,2014-03-15,,4.688,,,,,
1650,2014-03-16,,4.828,,,,,
1651,2014-03-17,,4.939,,,,,
1652,2014-03-18,,4.664,,,,,
1653,2014-03-19,,4.638999999999999,,,,,
1654,2014-03-20,,4.671,,,,,
1655,2014-03-21,,4.65,,,,,
1656,2014-03-22,,4.7,,,,,
1657,2014-03-23,,4.684,,,,,
1658,2014-03-25,,4.02,,,,,
1659,2014-03-27,,3.93,,,,,
1660,2014-03-28,,3.847,,,,,
1661,2014-03-29,,3.9560000000000004,,,,,
1662,2014-03-30,,4.114,,,,,
1663,2014-03-31,,4.637,,,,,
1664,2014-04-05,,4.2895,,,,,
1665,2014-04-06,,4.045,,,,,
1666,2014-04-10,,3.7359999999999998,,,,,
1667,2014-04-12,,3.9770000000000003,,,,,
1668,2014-04-13,,3.8194999999999997,,,,,
1669,2014-04-19,,4.109999999999999,,,,,
1670,2014-04-20,,4.0775,,,,,
1671,2014-04-24,,4.5665,,,,,
1672,2014-04-26,,4.550000000000001,,,,,
1673,2014-05-01,,5.065,,,,,
1674,2014-05-02,,5.2010000000000005,,,,,
1675,2014-05-03,,4.68,,,,,
1676,2014-05-08,,3.8480000000000003,,,,,
1677,2014-05-10,,3.9255000000000004,,,,,
1678,2014-05-11,,3.8305,,,,,
1679,2014-05-16,,3.6225,,,,,
1680,2014-05-17,,3.6645000000000003,,,,,
1681,2014-05-18,,3.742,,,,,
1682,2014-05-20,,3.2569999999999997,,,,,
1683,2014-05-24,,3.2995,,,,,
1684,2014-05-25,,3.3495,,,,,
1685,2014-05-26,,3.3890000000000002,,,,,
1686,2014-05-30,,2.976,,,,,
1687,2014-05-31,,4.658,,,,,
1688,2014-06-03,,3.4635000000000002,,,,,
1689,2014-06-05,,3.2685,,,,,
1690,2014-06-07,,2.999,,,,,
1691,2014-06-08,,3.199,,,,,
1692,2014-06-13,,3.2474999999999996,,,,,
1693,2014-06-14,,3.3249999999999997,,,,,
1694,2014-06-15,,3.2985,,,,,
1695,2014-06-17,,3.124,,,,,
1696,2014-06-21,,2.839,,,,,
1697,2014-06-22,,3.123,,,,,
1698,2014-06-27,,2.8914999999999997,,,,,
1699,2014-06-28,,2.973,,,,,
1700,2014-06-29,,2.889,,,,,
1701,2014-07-04,,2.855,,,,,
1702,2014-07-05,,3.782,,,,,
1703,2014-07-06,,3.477,,,,,
1704,2014-07-11,,3.1295,,,,,
1705,2014-07-12,,3.1585,,,,,
1706,2014-07-13,,3.0975,,,,,
1707,2014-07-19,,3.088,,,,,
1708,2014-07-20,,3.138,,,,,
1709,2014-07-25,,3.176,,,,,
1710,2014-07-26,,2.675,,,,,
1711,2014-07-31,,2.9210000000000003,,,,,
1712,2014-08-01,,4.238,,,,,
1713,2014-08-02,,3.7230000000000003,,,,,
1714,2014-08-03,,3.608,,,,,
1715,2014-08-05,,3.065,,,,,
1716,2014-08-09,,2.7695,,,,,
1717,2014-08-10,,2.594,,,,,
1718,2014-08-15,,2.6325000000000003,,,,,
1719,2014-08-16,,2.6045,,,,,
1720,2014-08-17,,2.6799999999999997,,,,,
1721,2014-08-20,,2.7565,,,,,
1722,2014-08-23,,2.6145,,,,,
1723,2014-08-24,,2.794,,,,,
1724,2014-08-29,,3.11,,,,,
1725,2014-08-30,,3.3535,,,,,
1726,2014-08-31,,3.0629999999999997,,,,,
1727,2014-09-01,,3.657,,,,,
1728,2014-09-02,,3.9419999999999997,,,,,
1729,2014-09-03,,4.1610000000000005,,,,,
1730,2014-09-04,,3.7119999999999997,,,,,
1731,2014-09-05,,3.6889999999999996,,,,,
1732,2014-09-06,,3.698,,,,,
1733,2014-09-07,,3.6630000000000003,,,,,
1734,2014-09-11,,2.8215,,,,,
1735,2014-09-12,,2.95,,,,,
1736,2014-09-13,,3.1085000000000003,,,,,
1737,2014-09-14,,3.1775,,,,,
1738,2014-09-16,,2.9085,,,,,
1739,2014-09-20,,2.468,,,,,
1740,2014-09-24,,2.13,,,,,
1741,2014-09-25,,3.93,,,,,
1742,2014-09-26,,3.822,,,,,
1743,2014-09-27,,4.048,,,,,
1744,2014-09-28,,3.911,,,,,
1745,2014-09-29,,4.16,,,,,
1746,2014-09-30,,4.461,,,,,
1747,2014-10-01,,4.185,,,,,
1748,2014-10-02,,4.216,,,,,
1749,2014-10-03,,4.272,,,,,
1750,2014-10-04,,4.132,,,,,
1751,2014-10-05,,4.178999999999999,,,,,
1752,2014-10-07,,2.972,,,,,
1753,2014-10-09,,2.7455,,,,,
1754,2014-10-11,,2.8324999999999996,,,,,
1755,2014-10-12,,2.9189999999999996,,,,,
1756,2014-10-16,,2.7895,,,,,
1757,2014-10-17,,2.659,,,,,
1758,2014-10-18,,2.7695,,,,,
1759,2014-10-19,,2.734,,,,,
1760,2014-10-21,,2.7695,,,,,
1761,2014-10-23,,2.6195,,,,,
1762,2014-10-25,,2.717,,,,,
1763,2014-10-26,,2.9314999999999998,,,,,
1764,2014-10-31,,4.428999999999999,,,,,
1765,2014-11-01,,4.122,,,,,
1766,2014-11-02,,4.24,,,,,
1767,2014-11-04,,2.7575,,,,,
1768,2014-11-06,,2.586,,,,,
1769,2014-11-08,,3.1705000000000005,,,,,
1770,2014-11-09,,3.157,,,,,
1771,2014-11-11,,3.1875,,,,,
1772,2014-11-14,,3.5294999999999996,,,,,
1773,2014-11-15,,3.4565,,,,,
1774,2014-11-16,,3.4185,,,,,
1775,2014-11-18,,3.2815000000000003,,,,,
1776,2014-11-20,,3.7645,,,,,
1777,2014-11-22,,4.086,,,,,
1778,2014-11-23,,4.2669999999999995,,,,,
1779,2014-11-24,,4.263999999999999,,,,,
1780,2014-11-25,,4.462,,,,,
1781,2014-11-26,,4.078,,,,,
1782,2014-11-27,,4.004,,,,,
1783,2014-11-28,,3.384,,,,,
1784,2014-11-29,,3.259,,,,,
1785,2014-11-30,,3.6010000000000004,,,,,
1786,2014-12-02,,3.8325000000000005,,,,,
1787,2014-12-04,,6.8835,,,,,
1788,2014-12-06,,3.9805,,,,,
1789,2014-12-07,,4.1135,,,,,
1790,2014-12-09,,3.845,,,,,
1791,2014-12-12,,7.308,,,,,
1792,2014-12-13,,7.2365,,,,,
1793,2014-12-14,,4.877,,,,,
1794,2014-12-18,,4.503,,,,,
1795,2014-12-19,,4.1835,,,,,
1796,2014-12-20,,4.546,,,,,
1797,2014-12-21,,4.1080000000000005,,,,,
1798,2014-12-22,,3.819,,,,,
1799,2014-12-23,,4.067,,,,,
1800,2014-12-24,,3.636,,,,,
1801,2014-12-25,,3.4530000000000003,,,,,
1802,2014-12-26,,3.156,,,,,
1803,2014-12-27,,3.355,,,,,
1804,2014-12-28,,3.3810000000000002,,,,,
1805,2014-12-29,,3.4189999999999996,,,,,
1806,2014-12-30,,3.389,,,,,
1807,2014-12-31,,3.4139999999999997,,,,,
1808,2015-01-01,,3.5269999999999997,,,,,
1809,2015-01-02,,3.384,,,,,
1810,2015-01-03,,3.6489999999999996,,,,,
1811,2015-01-04,,3.83,,,,,
1812,2015-01-06,,3.9115,,,,,
1813,2015-01-09,,4.088,,,,,
1814,2015-01-10,,4.04,,,,,
1815,2015-01-11,,4.1265,,,,,
1816,2015-01-13,,4.1915000000000004,,,,,
1817,2015-01-16,,4.185499999999999,,,,,
1818,2015-01-17,,4.1945,,,,,
1819,2015-01-18,,4.111000000000001,,,,,
1820,2015-01-19,,4.084,,,,,
1821,2015-01-20,,4.2275,,,,,
1822,2015-01-24,,4.116,,,,,
1823,2015-01-25,,4.1815,,,,,
1824,2015-01-29,,4.0745000000000005,,,,,
1825,2015-01-30,,4.117,,,,,
1826,2015-01-31,,4.163,,,,,
1827,2015-02-01,,4.294,,,,,
1828,2015-02-03,,4.178999999999999,,,,,
1829,2015-02-04,,4.136,,,,,
1830,2015-02-05,,4.162,,,,,
1831,2015-02-06,,4.113,,,,,
1832,2015-02-07,,4.831,,,,,
1833,2015-02-08,,4.435,,,,,
1834,2015-02-10,,4.5475,,,,,
1835,2015-02-12,,4.6485,,,,,
1836,2015-02-14,,4.766,,,,,
1837,2015-02-15,,4.6915,,,,,
1838,2015-02-19,,4.3215,,,,,
1839,2015-02-20,,4.234999999999999,,,,,
1840,2015-02-21,,4.318,,,,,
1841,2015-02-22,,4.2795000000000005,,,,,
1842,2015-02-23,,4.321,,,,,
1843,2015-02-28,,3.674,,,,,
1844,2015-03-01,,3.6885000000000003,,,,,
1845,2015-03-05,,4.3675,,,,,
1846,2015-03-06,,4.4355,,,,,
1847,2015-03-07,,4.508,,,,,
1848,2015-03-08,,4.3454999999999995,,,,,
1849,2015-03-14,,4.258,,,,,
1850,2015-03-15,,4.6045,,,,,
1851,2015-03-19,,4.3740000000000006,,,,,
1852,2015-03-20,,4.4945,,,,,
1853,2015-03-21,,4.050000000000001,,,,,
1854,2015-03-22,,4.1475,,,,,
1855,2015-03-26,,3.3495,,,,,
1856,2015-03-27,,3.1630000000000003,,,,,
1857,2015-03-28,,2.8715,,,,,
1858,2015-03-29,,2.8505,,,,,
1859,2015-03-30,,3.988,,,,,
1860,2015-03-31,,4.0760000000000005,,,,,
1861,2015-04-01,,4.096,,,,,
1862,2015-04-02,,4.082,,,,,
1863,2015-04-03,,4.02,,,,,
1864,2015-04-04,,4.019,,,,,
1865,2015-04-05,,4.0889999999999995,,,,,
1866,2015-04-07,,4.015,,,,,
1867,2015-04-08,,4.167,,,,,
1868,2015-04-09,,4.0360000000000005,,,,,
1869,2015-04-10,,4.018,,,,,
1870,2015-04-11,,3.9760000000000004,,,,,
1871,2015-04-12,,4.044,,,,,
1872,2015-04-13,,4.211,,,,,
1873,2015-04-14,,3.9960000000000004,,,,,
1874,2015-04-15,,3.946,,,,,
1875,2015-04-16,,3.98,,,,,
1876,2015-04-17,,4.352,,,,,
1877,2015-04-18,,4.163,,,,,
1878,2015-04-19,,4.596,,,,,
1879,2015-04-20,,4.367,,,,,
1880,2015-04-21,,3.9739999999999998,,,,,
1881,2015-04-22,,3.964,,,,,
1882,2015-04-23,,3.9939999999999998,,,,,
1883,2015-04-24,,4.026,,,,,
1884,2015-04-25,,3.944,,,,,
1885,2015-04-26,,4.253,,,,,
1886,2015-04-27,,4.084,,,,,
1887,2015-04-28,,3.9930000000000003,,,,,
1888,2015-04-29,,3.9930000000000003,,,,,
1889,2015-04-30,,3.978,,,,,
1890,2015-05-01,,3.967,,,,,
1891,2015-05-02,,3.9530000000000003,,,,,
1892,2015-05-03,,4.005,,,,,
1893,2015-05-04,,4.163,,,,,
1894,2015-05-09,,3.423,,,,,
1895,2015-05-10,,3.541,,,,,
1896,2015-05-22,,3.4749999999999996,,,,,
1897,2015-05-23,,3.3569999999999998,,,,,
1898,2015-05-24,,3.365,,,,,
1899,2015-05-25,,3.2845,,,,,
1900,2015-05-30,,3.5104999999999995,,,,,
1901,2015-05-31,,3.5355,,,,,
1902,2015-06-05,,3.4115,,,,,
1903,2015-06-06,,3.343,,,,,
1904,2015-06-07,,3.2989999999999995,,,,,
1905,2015-06-09,,3.4125,,,,,
1906,2015-06-11,,3.048,,,,,
1907,2015-06-13,,2.758,,,,,
1908,2015-06-14,,2.715,,,,,
1909,2015-06-18,,2.3735,,,,,
1910,2015-06-19,,2.388,,,,,
1911,2015-06-20,,2.4345,,,,,
1912,2015-06-21,,2.421,,,,,
1913,2015-06-24,,2.541,,,,,
1914,2015-06-26,,2.4265,,,,,
1915,2015-06-27,,2.3315,,,,,
1916,2015-06-28,,2.2845,,,,,
1917,2015-07-02,,2.1875,,,,,
1918,2015-07-03,,2.3005,,,,,
1919,2015-07-04,,2.2295,,,,,
1920,2015-07-05,,2.178,,,,,
1921,2015-07-09,,2.4094999999999995,,,,,
1922,2015-07-11,,3.4610000000000003,,,,,
1923,2015-07-12,,3.41,,,,,
1924,2015-07-13,,3.509,,,,,
1925,2015-07-14,,3.491,,,,,
1926,2015-07-15,,3.8339999999999996,,,,,
1927,2015-07-16,,3.489,,,,,
1928,2015-07-17,,3.478,,,,,
1929,2015-07-18,,3.4010000000000002,,,,,
1930,2015-07-19,,3.3160000000000003,,,,,
1931,2015-07-20,,3.444,,,,,
1932,2015-07-21,,3.458,,,,,
