,Date,flow mgd,NH4 mg/L N,NO3 mg/L N,NO2 mg/L N,TKN mg/L N,TP mg/L P,PO4 mg/L P,NH4_kgd,NO3_kgd,NO2_kgd,TKN_kgd,TP_kgd,PO4_kgd
1113,1/19/2004,128.4,,0.2,0.1,,,,,97.22875801,48.61437901,,,
1114,1/20/2004,118.9,19.0,,,,,,8551.324889,,,,,
1115,1/21/2004,128.6,16.0,,,,,,7789.890889,,,,,
1116,1/22/2004,134.2,,,,,,,,,,,,
1117,1/23/2004,190.5,,,,,,,,,,,,
1118,1/24/2004,182.0,,,,,,,,,,,,
1119,1/25/2004,153.3,,,,,,,,,,,,
1120,1/26/2004,154.2,,0.1,0.1,,,,,58.37691993,58.37691993,,,
1121,1/27/2004,139.8,19.0,,,,,,10055.12695,,,,,
1122,1/28/2004,185.5,18.0,,,,,,12636.63402,,,,,
1123,1/29/2004,118.1,,,,,,,,,,,,
1124,1/30/2004,172.3,,,,,,,,,,,,
1125,1/31/2004,167.1,,,,,,,,,,,,
1126,2/1/2004,153.4,,,,,,,,,,,,
1127,2/2/2004,195.0,,0.2,0.1,30,2.6,,,177.12941940000002,73.80392473,22141.17742,1918.902043,
1128,2/3/2004,188.1,21.0,,,,,,14954.431,,,,,
1129,2/4/2004,134.5,23.0,,,,,,11705.62015,,,,,
1130,2/5/2004,147.8,,,,,,,,,,,,
1131,2/6/2004,191.6,,,,,,,,,,,,
1132,2/7/2004,173.7,,,,,,,,,,,,
1133,2/8/2004,156.3,,,,,,,,,,,,
1134,2/9/2004,137.1,25.0,0.1,0.1,,,,12973.071409999999,51.89228566,51.89228566,,,
1135,2/10/2004,145.0,25.0,,,,,,13721.81352,,,,,
1136,2/11/2004,124.2,,,,,,,,,,,,
1137,2/12/2004,179.7,,,,,,,,,,,,
1138,2/13/2004,140.1,,,,,,,,,,,,
1139,2/14/2004,187.1,,,,,,,,,,,,
1140,2/15/2004,158.5,,,,,,,,,,,,
1141,2/16/2004,208.5,,0.1,0.1,,,,,78.90115554,78.90115554,,,
1142,2/17/2004,175.2,19.0,,,,,,12600.0287,,,,,
1143,2/18/2004,294.1,18.0,,,,,,20034.41302,,,,,
1144,2/19/2004,221.0,,,,,,,,,,,,
1145,2/20/2004,174.6,,,,,,,,,,,,
1146,2/21/2004,160.1,,,,,,,,,,,,
1147,2/22/2004,163.2,,,,,,,,,,,,
1148,2/23/2004,166.1,,0.1,0.1,,,,,62.85889179,62.85889179,,,
1149,2/24/2004,174.4,26.0,,,,,,17162.547319999998,,,,,
1150,2/25/2004,208.1,25.0,,,,,,19687.277619999997,,,,,
1151,2/26/2004,250.2,,,,,,,,,,,,
1152,2/27/2004,168.2,,,,,,,,,,,,
1153,2/28/2004,218.3,,,,,,,,,,,,
1154,2/29/2004,218.1,,,,,,,,,,,,
1155,3/1/2004,149.0,,0.1,0.1,,,,,62.03672005,56.39701822,,,
1156,3/2/2004,234.1,18.0,,,,,,15946.2565,,,,,
1157,3/3/2004,230.6,20.0,,,,,,17455.71973,,,,,
1158,3/4/2004,156.9,,,,,,,,,,,,
1159,3/5/2004,216.7,,,,,,,,,,,,
1160,3/6/2004,180.6,,,,,,,,,,,,
1161,3/7/2004,171.6,,,,,,,,,,,,
1162,3/8/2004,175.4,,0.1,0.1,,,,,79.64465932,66.37054943,,,
1163,3/9/2004,172.4,18.0,,,,,,11748.965470000001,,,,,
1164,3/10/2004,170.8,20.0,,,,,,12925.883759999999,,,,,
1165,3/11/2004,170.3,,,,,,,,,,,,
1166,3/12/2004,169.5,,,,,,,,,,,,
1167,3/13/2004,169.4,,,,,,,,,,,,
1168,3/14/2004,167.0,,,,,,,,,,,,
1169,3/15/2004,165.9,,0.1,0.1,,,,,62.78868516,62.78868516,,,
1170,3/16/2004,160.1,17.0,,,,,,10299.70415,,,,,
1171,3/17/2004,157.1,19.0,,,,,,11296.900740000001,,,,,
1172,3/18/2004,152.5,,,,,,,,,,,,
1173,3/19/2004,158.9,,,,,,,,,,,,
1174,3/20/2004,155.4,,,,,,,,,,,,
1175,3/21/2004,156.2,,,,,,,,,,,,
1176,3/22/2004,156.9,,0.1,0.1,,,,,77.22137415,83.16147986,,,
1177,3/23/2004,154.8,26.0,,,,,,15236.173380000002,,,,,
1178,3/24/2004,166.2,25.0,,,28,2.1,,15729.375090000001,,,17616.9001,1321.267508,
1179,3/25/2004,164.9,,,,,,,,,,,,
1180,3/26/2004,159.8,,,,,,,,,,,,
1181,3/27/2004,156.1,,,,,,,,,,,,
1182,3/28/2004,152.2,,,,,,,,,,,,
1183,3/29/2004,158.2,,0.1,0.1,,,,,65.87968123,59.8906193,,,
1184,3/30/2004,152.0,25.0,,,,,,14383.861369999999,,,,,
1185,3/31/2004,153.7,25.0,,,,,,14545.564709999999,,,,,
1186,4/1/2004,154.5,,,,,,,,,,,,
1187,4/2/2004,152.5,,,,,,,,,,,,
1188,4/3/2004,150.2,,,,,,,,,,,,
1189,4/4/2004,148.4,,,,,,,,,,,,
1190,4/5/2004,148.8,,0.1,0.1,30,2.5,,,78.833223,56.309445,16892.8335,1407.736125,
1191,4/6/2004,153.7,27.0,,,,,,15708.39345,,,,,
1192,4/7/2004,147.3,26.0,,,,,,14490.8725,,,,,
1193,4/8/2004,126.0,,,,,,,,,,,,
1194,4/9/2004,173.7,,,,,,,,,,,,
1195,4/10/2004,154.1,,,,,,,,,,,,
1196,4/11/2004,152.2,,,,,,,,,,,,
1197,4/12/2004,156.3,,0.2,0.1,,,,,88.7563575,59.170905000000005,,,
1198,4/13/2004,154.6,28.0,,,,,,16386.6276,,,,,
1199,4/14/2004,140.9,27.0,,,,,,14397.2316,,,,,
1200,4/15/2004,167.0,,,,,,,,,,,,
1201,4/16/2004,154.5,,,,,,,,,,,,
1202,4/17/2004,154.6,,,,,,,,,,,,
1203,4/18/2004,155.8,,,,,,,,,,,,
1204,4/19/2004,152.5,,0.1,0.1,,,,,75.0523865,57.73260500000001,,,
1205,4/20/2004,150.9,27.0,,,,,,15418.15965,,,,,
1206,4/21/2004,148.5,28.0,,,,,,15738.03,,,,,
1207,4/22/2004,152.9,,,,,,,,,,,,
1208,4/23/2004,151.5,,,,,,,,,,,,
1209,4/24/2004,150.4,,,,,,,,,,,,
1210,4/25/2004,149.3,,,,,,,,,,,,
1211,4/26/2004,152.1,,0.2,0.1,,,,,86.377485,57.584990000000005,,,
1212,4/27/2004,153.2,24.0,,,,,,13919.4132,,,,,
1213,4/28/2004,151.8,23.0,,,,,,13211.4668,,,,,
1214,4/29/2004,149.1,,,,,,,,,,,,
1215,4/30/2004,143.8,,,,,,,,,,,,
1216,5/1/2004,149.8,,,,,,,,,,,,
1217,5/2/2004,146.2,,,,,,,,,,,,
1218,5/3/2004,136.5,,0.1,0.1,20,1.8,,,51.65768,51.65768,10331.536,929.83824,
1219,5/4/2004,152.3,16.0,,,,,,9225.1048,,,,,
1220,5/5/2004,146.1,15.0,,,,,,8291.98875,,,,,
1221,5/6/2004,153.8,,,,,,,,,,,,
1222,5/7/2004,147.9,,,,,,,,,,,,
1223,5/8/2004,146.6,,,,,,,,,,,,
1224,5/9/2004,142.6,,0.0,,,,,,,,,,
1225,5/10/2004,144.3,,0.1,0.1,,,,,54.61898549,54.61898549,,,
1226,5/11/2004,144.1,17.0,,,,,,9273.4014,,,,,
1227,5/12/2004,141.2,16.0,,,,,,8553.4944,,,,,
1228,5/13/2004,141.5,,,,,,,,,,,,
1229,5/14/2004,133.1,,,,,,,,,,,,
1230,5/15/2004,132.4,,,,,,,,,,,,
1231,5/16/2004,123.9,,,,,,,,,,,,
1232,5/17/2004,123.9,,0.1,0.1,,,,,65.633414,46.881009999999996,,,
1233,5/18/2004,122.9,24.0,,,,,,11165.88898,,,,,
1234,5/19/2004,110.9,25.0,0.1,,,,,10497.32623,41.98930491,,,,
1235,5/20/2004,150.8,,,,,,,,,,,,
1236,5/21/2004,130.1,,0.1,,,,,,49.22497612,,,,
1237,5/22/2004,139.0,,,,,,,,,,,,
1238,5/23/2004,134.1,,,,,,,,,,,,
1239,5/24/2004,151.8,,0.1,0.1,,,,,57.44947035,57.44947035,,,
1240,5/25/2004,167.1,25.0,,,,,,15811.8375,,,,,
1241,5/26/2004,160.1,25.0,,,,,,15149.4625,,,,,
1242,5/27/2004,150.5,,,,,,,,,,,,
1243,5/28/2004,144.6,,,,,,,,,,,,
1244,5/29/2004,139.6,,,,,,,,,,,,
1245,5/30/2004,133.8,,,,,,,,,,,,
1246,5/31/2004,140.3,,0.1,0.1,,,,,74.36465266,53.11760904,,,
1247,6/1/2004,143.7,24.0,,,,,,13055.5248,,,,,
1248,6/2/2004,142.8,24.0,,,,,,12974.6772,,,,,
1249,6/3/2004,146.6,,,,,,,,,,,,
1250,6/4/2004,147.1,,,,,,,,,,,,
1251,6/5/2004,148.5,,,,,,,,,,,,
1252,6/6/2004,149.2,,,,,,,,,,,,
1253,6/7/2004,152.0,,0.1,0.1,27,2.2,,,57.53957,57.53957,15613.1897,1280.485591,
1254,6/8/2004,151.0,23.0,,,,,,13147.0461,,,,,
1255,6/9/2004,149.0,24.0,,,,,,13534.2516,,,,,
1256,6/10/2004,167.6,,,,,,,,,,,,
1257,6/11/2004,158.0,,,,,,,,,,,,
1258,6/12/2004,153.9,,,,,,,,,,,,
1259,6/13/2004,152.3,,,,,,,,,,,,
1260,6/14/2004,153.3,,0.1,0.1,,,,,58.020265,58.020265,,,
1261,6/15/2004,151.1,22.0,,,,,,12577.9335,,,,,
1262,6/16/2004,148.5,22.0,,,,,,12361.4315,,,,,
1263,6/17/2004,147.2,,,,,,,,,,,,
1264,6/18/2004,152.6,,,,,,,,,,,,
1265,6/19/2004,151.3,,,,,,,,,,,,
1266,6/20/2004,158.6,,,,,,,,,,,,
1267,6/21/2004,154.3,,0.1,0.1,,,,,58.387409999999996,58.387409999999996,,,
1268,6/22/2004,145.8,22.0,,,,,,12140.766000000001,,,,,
1269,6/23/2004,149.8,22.0,,,,,,12469.6825,,,,,
1270,6/24/2004,148.1,22.0,,,,,,12328.1235,,,,,
1271,6/25/2004,147.4,22.0,,,,,,12276.4961,,,,,
1272,6/26/2004,146.7,,,,,,,,,,,,
1273,6/27/2004,144.9,,,,,,,,,,,,
1274,6/28/2004,148.5,,0.1,0.1,,,,,61.819648,56.19968000000001,,,
1275,6/29/2004,149.3,22.0,,,,,,12429.7129,,,,,
1276,6/30/2004,146.5,21.0,,,,,,11641.3731,,,,,
1277,7/1/2004,148.0,22.0,,,,,,12325.6254,,,,,
1278,7/2/2004,150.2,24.0,,,,,,13642.3512,,,,,
1279,7/3/2004,146.5,,,,,,,,,,,,
1280,7/4/2004,143.7,,,,,,,,,,,,
1281,7/5/2004,144.8,,0.1,0.1,26,2.8,,,54.821940000000005,54.821940000000005,14253.7044,1535.01432,
1282,7/6/2004,150.4,22.0,,,,,,12522.1426,,,,,
1283,7/7/2004,146.4,22.0,,,,,,12190.728000000001,,,,,
1284,7/8/2004,145.5,,,,,,,,,,,,
1285,7/9/2004,145.5,,,,,,,,,,,,
1286,7/10/2004,147.7,,,,,,,,,,,,
1287,7/11/2004,146.1,,,,,,,,,,,,
1288,7/12/2004,147.2,,0.1,0.1,,,,,55.70006,55.70006,,,
1289,7/13/2004,152.8,23.0,,,,,,13298.5218,,,,,
1290,7/14/2004,150.9,24.0,,,,,,13711.3896,,,,,
1291,7/15/2004,153.6,,,,,,,,,,,,
1292,7/16/2004,149.6,,,,,,,,,,,,
1293,7/17/2004,147.8,,,,,,,,,,,,
1294,7/18/2004,146.5,,,,,,,,,,,,
1295,7/19/2004,153.5,,0.1,0.1,,,,,58.095965,58.095965,,,
1296,7/20/2004,147.4,22.0,,,,,,12272.3326,,,,,
1297,7/21/2004,149.6,22.0,,,,,,12458.8574,,,,,
1298,7/22/2004,149.7,,,,,,,,,,,,
1299,7/23/2004,148.6,,,,,,,,,,,,
1300,7/24/2004,147.3,,,,,,,,,,,,
1301,7/25/2004,145.5,,,,,,,,,,,,
1302,7/26/2004,131.0,,0.28,0.11,,,,,138.812604,54.533522999999995,,,
1303,7/27/2004,166.3,22.0,,,,,,13846.1356,,,,,
1304,7/28/2004,150.0,23.0,,,,,,13059.9911,,,,,
1305,7/29/2004,148.6,,,,,,,,,,,,
1306,7/30/2004,150.2,,,,,,,,,,,,
1307,7/31/2004,146.3,,,,,,,,,,,,
1308,8/1/2004,145.7,,,,,,,,,,,,
1309,8/2/2004,149.2,,,,27,7.5,,,,,15249.5379,4235.98275,
1310,8/3/2004,137.3,22.0,,,,,,11433.8037,,,,,
1311,8/4/2004,159.1,21.0,0.1,0.1,,,,12642.08925,60.200425,60.200425,,,
1312,8/5/2004,134.5,,,,,,,,,,,,
1313,8/6/2004,160.4,,,,,,,,,,,,
1314,8/7/2004,145.9,,,,,,,,,,,,
1315,8/8/2004,146.1,,,,,,,,,,,,
1316,8/9/2004,152.0,,0.23,0.1,,,,,132.288778,57.51686,,,
1317,8/10/2004,145.4,22.0,,,,,,12104.1272,,,,,
1318,8/11/2004,155.7,20.0,,,,,,11784.976,,,,,
1319,8/12/2004,150.7,,,,,,,,,,,,
1320,8/13/2004,147.6,,,,,,,,,,,,
1321,8/14/2004,143.9,,,,,,,,,,,,
1322,8/15/2004,144.3,,,,,,,,,,,,
1323,8/16/2004,147.6,,0.1,0.1,,,,,55.859030000000004,55.859030000000004,,,
1324,8/17/2004,148.1,21.0,,,,,,11768.5491,,,,,
1325,8/18/2004,155.7,23.0,,,,,,13556.2046,,,,,
1326,8/19/2004,149.2,,,,,,,,,,,,
1327,8/20/2004,151.3,,,,,,,,,,,,
1328,8/21/2004,148.2,,,,,,,,,,,,
1329,8/22/2004,146.1,,,,,,,,,,,,
1330,8/23/2004,153.7,,0.24,0.1,,,,,139.639248,58.18301999999999,,,
1331,8/24/2004,152.2,21.0,,,,,,12097.617,,,,,
1332,8/25/2004,155.6,21.0,,,,,,12364.6866,,,,,
1333,8/26/2004,160.0,,,,,,,,,,,,
1334,8/27/2004,150.8,,,,,,,,,,,,
1335,8/28/2004,151.9,,,,,,,,,,,,
1336,8/29/2004,147.3,,,,,,,,,,,,
1337,8/30/2004,151.9,,,,,,,,,,,,
1338,8/31/2004,147.5,,0.22,0.1,25,,,,122.78161499999999,55.809825,13952.45625,,
1339,9/1/2004,152.3,,0.1,0.1,,,,,57.656905,57.656905,,,
1340,9/2/2004,147.5,21.0,,,,,,11723.24265,,,,,
1341,9/3/2004,151.2,22.0,,,,,,12592.0894,,,,,
1342,9/4/2004,144.9,,,,,,,,,,,,
1343,9/5/2004,140.4,,,,,,,,,,,,
1344,9/6/2004,146.1,,0.3,0.1,27,2.5,,,138.26605,55.306419999999996,14932.7334,1382.6605,
1345,9/7/2004,128.3,20.0,,,,,,9713.824,,,,,
1346,9/8/2004,110.2,22.0,,,,,,9176.354,,,,,
1347,9/9/2004,194.3,,,,,,,,,,,,
1348,9/10/2004,165.8,,,,,,,,,,,,
1349,9/11/2004,149.5,,,,,,,,,,,,
1350,9/12/2004,149.4,,,,,,,,,,,,
1351,9/13/2004,148.6,,0.12,0.1,,,,,67.49412,56.2451,,,
1352,9/14/2004,147.4,20.0,,,,,,11154.395,,,,,
1353,9/15/2004,146.8,20.0,,,,,,11115.031,,,,,
1354,9/16/2004,147.0,,,,,,,,,,,,
1355,9/17/2004,150.6,,,,,,,,,,,,
1356,9/18/2004,144.9,,,,,,,,,,,,
1357,9/19/2004,134.0,,,,,,,,,,,,
1358,9/20/2004,183.6,,,,,,,,,,,,
1359,9/21/2004,115.8,18.0,,,,,,7886.7288,,,,,
1360,9/22/2004,221.5,17.0,0.22,0.1,,,,14252.4175,184.44305,83.83775,,,
1361,9/23/2004,137.8,,,,,,,,,,,,
1362,9/24/2004,143.7,,,,,,,,,,,,
1363,9/25/2004,148.2,,,,,,,,,,,,
1364,9/26/2004,152.5,,,,,,,,,,,,
1365,9/27/2004,152.3,,0.14,0.1,,,,,80.72496600000001,57.66069,,,
1366,9/28/2004,143.7,20.0,,,,,,10879.604,,,,,
1367,9/29/2004,179.5,20.0,,,,,,13585.122,,,,,
1368,9/30/2004,144.2,,,,,,,,,,,,
1369,10/1/2004,155.8,,,,,,,,,,,,
1370,10/2/2004,153.2,,,,,,,,,,,,
1371,10/3/2004,140.4,,,,,,,,,,,,
1372,10/4/2004,175.0,,0.1,0.1,25,2.2,,,66.25264,66.25264,16563.16,1457.55808,
1373,10/5/2004,160.3,21.0,,,,,,12743.83005,,,,,
1374,10/6/2004,153.0,21.0,,,,,,12157.23075,,,,,
1375,10/7/2004,154.1,,,,,,,,,,,,
1376,10/8/2004,153.7,,,,,,,,,,,,
1377,10/9/2004,155.6,,,,,,,,,,,,
1378,10/10/2004,149.0,,,,,,,,,,,,
1379,10/11/2004,155.3,,0.1,0.1,,,,,58.777265,58.777265,,,
1380,10/12/2004,153.8,19.0,,,,,,11056.93125,,,,,
1381,10/13/2004,151.9,20.0,,,,,,11501.858,,,,,
1382,10/14/2004,150.8,,,,,,,,,,,,
1383,10/15/2004,137.5,,,,,,,,,,,,
1384,10/16/2004,140.2,,,,,,,,,,,,
1385,10/17/2004,148.0,,,,,,,,,,,,
1386,10/18/2004,173.1,,0.1,0.1,,,,,65.499425,65.499425,,,
1387,10/19/2004,191.4,21.0,,,,,,15216.6084,,,,,
1388,10/20/2004,255.8,16.0,,,,,,15488.22,,,,,
1389,10/21/2004,166.2,,,,,,,,,,,,
1390,10/22/2004,200.0,,,,,,,,,,,,
1391,10/23/2004,165.7,,,,,,,,,,,,
1392,10/24/2004,201.8,,,,,,,,,,,,
1393,10/25/2004,152.5,,0.1,0.1,,,,,57.73639,57.73639,,,
1394,10/26/2004,246.2,22.0,,,,,,20500.2413,,,,,
1395,10/27/2004,170.2,16.0,,,,,,10305.4952,,,,,
1396,10/28/2004,137.8,,,,,,,,,,,,
1397,10/29/2004,209.5,,,,,,,,,,,,
1398,10/30/2004,137.9,,,,,,,,,,,,
1399,10/31/2004,173.7,,,,,,,,,,,,
1400,11/1/2004,166.9,,0.1,0.1,25,2.3,,,63.18679,63.18679,15796.6975,1453.2961699999998,
1401,11/2/2004,153.6,21.0,,,,,,12208.896,,,,,
1402,11/3/2004,187.9,22.0,,,,,,15649.7638,,,,,
1403,11/4/2004,191.8,,,,,,,,,,,,
1404,11/5/2004,143.1,,,,,,,,,,,,
1405,11/6/2004,168.2,,,,,,,,,,,,
1406,11/7/2004,150.2,,,,,,,,,,,,
1407,11/8/2004,180.4,,0.1,0.1,,,,,68.28896999999999,68.28896999999999,,,
1408,11/9/2004,160.1,24.0,,,,,,14543.483999999999,,,,,
1409,11/10/2004,176.4,24.0,,,,,,16027.8096,,,,,
1410,11/11/2004,218.4,,,,,,,,,,,,
1411,11/12/2004,219.6,,,,,,,,,,,,
1412,11/13/2004,167.9,,,,,,,,,,,,
1413,11/14/2004,159.2,,,,,,,,,,,,
1414,11/15/2004,139.9,,0.1,0.1,,,,,52.95972,52.95972,,,
1415,11/16/2004,160.4,21.0,,,,,,12750.18885,,,,,
1416,11/17/2004,142.0,23.0,,,,,,12357.45725,,,,,
1417,11/18/2004,119.2,,,,,,,,,,,,
1418,11/19/2004,246.3,,,,,,,,,,,,
1419,11/20/2004,157.6,,,,,,,,,,,,
1420,11/21/2004,155.4,,,,,,,,,,,,
1421,11/22/2004,152.5,22.0,0.1,0.1,,,,12699.5077,57.725035,57.725035,,,
1422,11/23/2004,145.5,22.0,,,,,,12119.1158,,,,,
1423,11/24/2004,158.8,,,,,,,,,,,,
1424,11/25/2004,149.7,,,,,,,,,,,,
1425,11/26/2004,153.7,,,,,,,,,,,,
1426,11/27/2004,228.6,,,,,,,,,,,,
1427,11/28/2004,180.1,,,,,,,,,,,,
1428,11/29/2004,157.4,,0.1,0.1,,,,,59.56833,59.56833,,,
1429,11/30/2004,155.5,25.0,,,,,,14711.34875,,,,,
1430,12/1/2004,154.5,25.0,,,,,,14621.455,,,,,
1431,12/2/2004,156.3,,,,,,,,,,,,
1432,12/3/2004,153.6,,,,,,,,,,,,
1433,12/4/2004,158.2,,,,,,,,,,,,
1434,12/5/2004,155.0,,,,,,,,,,,,
1435,12/6/2004,153.6,,0.095,0.03,25,2.1,,,55.24150725,17.4446865,14537.23875,1221.1280550000001,
1436,12/7/2004,198.7,23.0,,,,,,17298.69905,,,,,
1437,12/8/2004,240.9,20.0,,,,,,18236.887,,,,,
1438,12/9/2004,162.2,,,,,,,,,,,,
1439,12/10/2004,147.9,,,,,,,,,,,,
1440,12/11/2004,147.1,,,,,,,,,,,,
1441,12/12/2004,145.4,,,,,,,,,,,,
1442,12/13/2004,144.8,,0.12,0.1,,,,,65.76361800000001,54.803015,,,
1443,12/14/2004,144.1,24.0,,,,,,13089.1356,,,,,
1444,12/15/2004,141.1,25.0,,,,,,13347.8025,,,,,
1445,12/16/2004,144.0,,,,,,,,,,,,
1446,12/17/2004,146.8,,,,,,,,,,,,
1447,12/18/2004,143.6,,,,,,,,,,,,
1448,12/19/2004,140.9,,,,,,,,,,,,
1449,12/20/2004,142.9,,0.14,0.1,,,,,75.712112,54.08008,,,
1450,12/21/2004,143.5,24.0,,,,,,13030.998,,,,,
1451,12/22/2004,145.8,23.0,,,,,,12690.00735,,,,,
1452,12/23/2004,143.7,,,,,,,,,,,,
1453,12/24/2004,145.9,,,,,,,,,,,,
1454,12/25/2004,131.9,,,,,,,,,,,,
1455,12/26/2004,125.3,,,,,,,,,,,,
1456,12/27/2004,149.0,,0.2,0.1,,,,,90.2344,56.3965,,,
1457,12/28/2004,186.1,25.0,,,,,,17607.82,,,,,
1458,12/29/2004,179.6,15.0,,,,,,10198.49325,,,,,
1459,12/30/2004,253.3,,,,,,,,,,,,
1460,12/31/2004,259.2,,,,,,,,,,,,
1461,1/1/2005,221.5,,,,,,,,,,,,
1462,1/2/2005,200.9,,,,,,,,,,,,
1463,1/3/2005,256.8,,1.3,0.1,17,1.3,,,1263.5844,97.1988,16523.796000000002,1263.5844,
1464,1/4/2005,193.9,17.0,,,,,,12476.4955,,,,,
1465,1/5/2005,159.7,20.0,,,,,,12089.29,,,,,
1466,1/6/2005,154.9,,,,,,,,,,,,
1467,1/7/2005,198.4,,,,,,,,,,,,
1468,1/8/2005,196.0,,,,,,,,,,,,
1469,1/9/2005,170.2,,,,,,,,,,,,
1470,1/10/2005,163.8,,0.1,0.1,,,,,61.9983,61.9983,,,
1471,1/11/2005,235.7,19.0,,,,,,16950.3655,,,,,
1472,1/12/2005,208.2,13.0,,,,,,10244.481,,,,,
1473,1/13/2005,164.7,,,,,,,,,,,,
1474,1/14/2005,156.5,,,,,,,,,,,,
1475,1/15/2005,153.3,,,,,,,,,,,,
1476,1/16/2005,150.9,,,,,,,,,,,,
1477,1/17/2005,153.3,,0.16,0.1,,,,,92.83848,58.02405,,,
1478,1/18/2005,153.8,17.0,,,,,,9896.261,,,,,
1479,1/19/2005,149.7,20.0,,,,,,11332.29,,,,,
1480,1/20/2005,146.6,,,,,,,,,,,,
1481,1/21/2005,151.1,,,,,,,,,,,,
1482,1/22/2005,143.7,,,,,,,,,,,,
1483,1/23/2005,145.4,,,,,,,,,,,,
1484,1/24/2005,146.8,,0.1,0.1,,,,,55.5638,55.5638,,,
1485,1/25/2005,142.8,25.0,,,,,,13512.45,,,,,
1486,1/26/2005,155.5,28.0,,,,,,16479.89,,,,,
1487,1/27/2005,159.4,,,,,,,,,,,,
1488,1/28/2005,209.8,,,,,,,,,,,,
1489,1/29/2005,179.1,,,,,,,,,,,,
1490,1/30/2005,151.8,,,,,,,,,,,,
1491,1/31/2005,154.9,,0.14,0.1,,,,,82.08151,58.62965,,,
1492,2/1/2005,138.3,19.0,,,,,,9945.8445,,,,,
1493,2/2/2005,151.8,21.0,,,,,,12065.823,,,,,
1494,2/3/2005,166.1,,,,,,,,,,,,
1495,2/4/2005,157.0,,,,,,,,,,,,
1496,2/5/2005,151.1,,,,,,,,,,,,
1497,2/6/2005,150.3,,,,,,,,,,,,
1498,2/7/2005,151.5,,0.1,0.1,25,2.1,,,57.34275,57.34275,14335.6875,1204.19775,
1499,2/8/2005,151.1,25.0,,,,,,14297.8375,,,,,
1500,2/9/2005,126.0,25.0,,,,,,11922.75,,,,,
1501,2/10/2005,169.1,,,,,,,,,,,,
1502,2/11/2005,148.6,,,,,,,,,,,,
1503,2/12/2005,148.5,,,,,,,,,,,,
1504,2/13/2005,146.8,,,,,,,,,,,,
1505,2/14/2005,140.6,,0.18,0.1,,,,,95.79078,53.2171,,,
1506,2/15/2005,160.0,24.0,,,,,,14534.4,,,,,
1507,2/16/2005,213.7,19.0,,,,,,15368.2355,,,,,
1508,2/17/2005,167.9,,,,,,,,,,,,
1509,2/18/2005,186.9,,,,,,,,,,,,
1510,2/19/2005,164.5,,,,,,,,,,,,
1511,2/20/2005,182.0,,,,,,,,,,,,
1512,2/21/2005,176.7,,0.19,0.1,,,,,127.07380500000001,66.88095,,,
1513,2/22/2005,155.3,21.0,,,,,,12344.0205,,,,,
1514,2/23/2005,151.1,25.0,,,,,,14297.8375,,,,,
1515,2/24/2005,149.5,,,,,,,,,,,,
1516,2/25/2005,150.1,,,,,,,,,,,,
1517,2/26/2005,149.2,,,,,,,,,,,,
1518,2/27/2005,154.8,,,,,,,,,,,,
1519,2/28/2005,188.1,,0.25,0.1,,,,,177.989625,71.19585,,,
1520,3/1/2005,154.2,20.0,,,25,,,11672.94,,,14591.175,,
1521,3/2/2005,225.5,21.0,,,,,,17923.8675,,,,,
1522,3/3/2005,165.0,,,,,,,,,,,,
1523,3/4/2005,160.2,,,,,,,,,,,,
1524,3/5/2005,154.4,,,,,,,,,,,,
1525,3/6/2005,152.1,,,,,,,,,,,,
1526,3/7/2005,151.9,,0.16,0.1,25,1.8,,,91.99064,57.49415,14373.5375,1034.8947,
1527,3/8/2005,151.3,25.0,,,,,,14316.7625,,,,,
1528,3/9/2005,148.1,24.0,,,,,,13453.403999999999,,,,,
1529,3/10/2005,152.9,,,,,,,,,,,,
1530,3/11/2005,148.9,,,,,,,,,,,,
1531,3/12/2005,146.2,,,,,,,,,,,,
1532,3/13/2005,143.7,,,,,,,,,,,,
1533,3/14/2005,142.4,,0.1,0.1,27,,,,53.8984,53.8984,14552.568000000001,,
1534,3/15/2005,143.6,24.0,,,,,,13044.624,,,,,
1535,3/16/2005,135.9,24.0,,,,,,12345.156,,,,,
1536,3/17/2005,136.2,,,,,,,,,,,,
1537,3/18/2005,144.1,,,,,,,,,,,,
1538,3/19/2005,161.2,,,,,,,,,,,,
1539,3/20/2005,180.5,,,,,,,,,,,,
1540,3/21/2005,150.0,,0.21,0.1,23,,,,119.2275,56.775,13058.25,,
1541,3/22/2005,231.7,18.0,,,,,,15785.721000000001,,,,,
1542,3/23/2005,202.2,16.0,,,,,,12245.232,,,,,
1543,3/24/2005,163.4,,,,,,,,,,,,
1544,3/25/2005,153.8,,,,,,,,,,,,
1545,3/26/2005,151.7,,,,,,,,,,,,
1546,3/27/2005,159.0,,,,,,,,,,,,
1547,3/28/2005,169.0,,0.14,0.1,22,,,,89.5531,63.9665,14072.63,,
1548,3/29/2005,160.4,19.0,,,,,,11535.166000000001,,,,,
1549,3/30/2005,154.4,23.0,,,,,,13441.292,,,,,
1550,3/31/2005,157.3,,,,,,,,,,,,
1551,4/1/2005,148.3,,,,,,,,,,,,
1552,4/2/2005,147.7,,,,,,,,,,,,
1553,4/3/2005,150.8,,,,,,,,,,,,
1554,4/4/2005,160.5,,0.23,0.1,24,2.2,,,139.723275,60.74925,14579.82,1336.4835,
1555,4/5/2005,146.7,23.0,,,,,,12770.9685,,,,,
1556,4/6/2005,132.3,24.0,,,,,,12018.132,,,,,
