,NH3 mg/L N,Time
733,2.9,2017-01-23 08:04:00
734,2.5,2017-01-30 08:13:00
735,3.0,2017-02-06 08:15:00
736,0.66,2017-02-08 08:00:00
737,0.02,2017-02-08 10:48:00
738,1.5,2017-02-13 08:01:00
739,2.5,2017-02-20 08:33:00
740,3.7,2017-02-27 08:21:00
741,2.8,2017-03-06 08:44:00
742,0.5,2017-03-09 08:00:00
743,0.05,2017-03-09 11:11:00
744,1.3,2017-03-13 08:40:00
745,0.7,2017-03-20 08:05:00
746,0.7,2017-03-27 08:14:00
