,Date,flow mgd,NH4 mg/L N,NH3 mg/L N,NO3 mg/L N,NO2 mg/L N,TKN mg/L N,TP mg/L P,PO4 mg/L P
1472,2005-01-12,208.2,13.0,,,,,,
1473,2005-01-13,164.7,,,,,,,
1474,2005-01-14,156.5,,,,,,,
1475,2005-01-15,153.3,,,,,,,
1476,2005-01-16,150.9,,,,,,,
1477,2005-01-17,153.3,,,0.16,0.1,,,
1478,2005-01-18,153.8,17.0,,,,,,
1479,2005-01-19,149.7,20.0,,,,,,
1480,2005-01-20,146.6,,,,,,,
1481,2005-01-21,151.1,,,,,,,
1482,2005-01-22,143.7,,,,,,,
1483,2005-01-23,145.4,,,,,,,
1484,2005-01-24,146.8,,,0.1,0.1,,,
1485,2005-01-25,142.8,25.0,,,,,,
1486,2005-01-26,155.5,28.0,,,,,,
1487,2005-01-27,159.4,,,,,,,
1488,2005-01-28,209.8,,,,,,,
1489,2005-01-29,179.1,,,,,,,
1490,2005-01-30,151.8,,,,,,,
1491,2005-01-31,154.9,,,0.14,0.1,,,
1492,2005-02-01,138.3,19.0,,,,,,
1493,2005-02-02,151.8,21.0,,,,,,
1494,2005-02-03,166.1,,,,,,,
1495,2005-02-04,157.0,,,,,,,
1496,2005-02-05,151.1,,,,,,,
1497,2005-02-06,150.3,,,,,,,
1498,2005-02-07,151.5,,,0.1,0.1,25,2.1,
1499,2005-02-08,151.1,25.0,,,,,,
1500,2005-02-09,126.0,25.0,,,,,,
1501,2005-02-10,169.1,,,,,,,
1502,2005-02-11,148.6,,,,,,,
1503,2005-02-12,148.5,,,,,,,
1504,2005-02-13,146.8,,,,,,,
1505,2005-02-14,140.6,,,0.18,0.1,,,
1506,2005-02-15,160.0,24.0,,,,,,
1507,2005-02-16,213.7,19.0,,,,,,
1508,2005-02-17,167.9,,,,,,,
1509,2005-02-18,186.9,,,,,,,
1510,2005-02-19,164.5,,,,,,,
1511,2005-02-20,182.0,,,,,,,
1512,2005-02-21,176.7,,,0.19,0.1,,,
1513,2005-02-22,155.3,21.0,,,,,,
1514,2005-02-23,151.1,25.0,,,,,,
1515,2005-02-24,149.5,,,,,,,
1516,2005-02-25,150.1,,,,,,,
1517,2005-02-26,149.2,,,,,,,
1518,2005-02-27,154.8,,,,,,,
1519,2005-02-28,188.1,,,0.25,0.1,,,
1520,2005-03-01,154.2,20.0,,,,25,,
1521,2005-03-02,225.5,21.0,,,,,,
1522,2005-03-03,165.0,,,,,,,
1523,2005-03-04,160.2,,,,,,,
1524,2005-03-05,154.4,,,,,,,
1525,2005-03-06,152.1,,,,,,,
1526,2005-03-07,151.9,,,0.16,0.1,25,1.8,
1527,2005-03-08,151.3,25.0,,,,,,
1528,2005-03-09,148.1,24.0,,,,,,
1529,2005-03-10,152.9,,,,,,,
1530,2005-03-11,148.9,,,,,,,
1531,2005-03-12,146.2,,,,,,,
1532,2005-03-13,143.7,,,,,,,
1533,2005-03-14,142.4,,,0.1,0.1,27,,
1534,2005-03-15,143.6,24.0,,,,,,
1535,2005-03-16,135.9,24.0,,,,,,
1536,2005-03-17,136.2,,,,,,,
1537,2005-03-18,144.1,,,,,,,
1538,2005-03-19,161.2,,,,,,,
1539,2005-03-20,180.5,,,,,,,
1540,2005-03-21,150.0,,,0.21,0.1,23,,
1541,2005-03-22,231.7,18.0,,,,,,
1542,2005-03-23,202.2,16.0,,,,,,
1543,2005-03-24,163.4,,,,,,,
1544,2005-03-25,153.8,,,,,,,
1545,2005-03-26,151.7,,,,,,,
1546,2005-03-27,159.0,,,,,,,
1547,2005-03-28,169.0,,,0.14,0.1,22,,
1548,2005-03-29,160.4,19.0,,,,,,
1549,2005-03-30,154.4,23.0,,,,,,
1550,2005-03-31,157.3,,,,,,,
1551,2005-04-01,148.3,,,,,,,
1552,2005-04-02,147.7,,,,,,,
1553,2005-04-03,150.8,,,,,,,
1554,2005-04-04,160.5,,,0.23,0.1,24,2.2,
1555,2005-04-05,146.7,23.0,,,,,,
1556,2005-04-06,132.3,24.0,,,,,,
1557,2005-04-07,156.4,,,,,,,
1558,2005-04-08,162.3,,,,,,,
1559,2005-04-09,147.8,,,,,,,
1560,2005-04-10,142.9,,,,,,,
1561,2005-04-11,135.6,,,0.11,0.1,,,
1562,2005-04-12,149.9,24.0,,,,,,
1563,2005-04-13,140.3,25.0,,,,,,
1564,2005-04-14,146.3,,,,,,,
1565,2005-04-15,159.4,,,,,,,
1566,2005-04-16,141.1,,,,,,,
1567,2005-04-17,139.4,,,,,,,
1568,2005-04-18,139.7,,,0.24,0.1,,,
1569,2005-04-19,135.8,24.0,,,,,,
1570,2005-04-20,135.1,24.0,,,,,,
1571,2005-04-21,134.3,,,,,,,
1572,2005-04-22,134.5,,,,,,,
1573,2005-04-23,133.8,,,,,,,
1574,2005-04-24,133.6,,,,,,,
1575,2005-04-25,137.4,,,0.23,0.1,,,
1576,2005-04-26,135.3,25.0,,,,,,
1577,2005-04-27,136.1,26.0,,,,,,
1578,2005-04-28,139.7,,,,,,,
1579,2005-04-29,135.3,,,,,,,
1580,2005-04-30,135.3,,,,,,,
1581,2005-05-01,132.0,,,,,,,
1582,2005-05-02,138.7,,,,,27.3,2.1,
1583,2005-05-03,134.7,25.0,,0.13,0.1,,,
1584,2005-05-04,134.2,25.0,,,,,,
1585,2005-05-05,150.7,,,,,,,
1586,2005-05-06,140.8,,,,,,,
1587,2005-05-07,136.5,,,,,,,
1588,2005-05-08,144.6,,,,,,,
1589,2005-05-09,190.0,,,,,,,
1590,2005-05-10,149.6,20.0,,0.1,0.1,,,
1591,2005-05-11,142.0,25.0,,,,,,
1592,2005-05-12,143.8,,,,,,,
1593,2005-05-13,141.6,,,,,,,
1594,2005-05-14,137.8,,,,,,,
1595,2005-05-15,137.9,,,,,,,
1596,2005-05-16,139.0,,,,,,,
1597,2005-05-17,137.1,22.0,,0.21,0.1,,,
1598,2005-05-18,138.7,25.0,,,,,,
1599,2005-05-19,151.4,,,,,,,
1600,2005-05-20,141.3,,,,,,,
1601,2005-05-21,140.7,,,,,,,
1602,2005-05-22,140.3,,,,,,,
1603,2005-05-23,143.6,,,,,,,
1604,2005-05-24,144.5,22.0,,0.12,0.1,,,
1605,2005-05-25,142.3,21.0,,,,,,
1606,2005-05-26,142.7,,,,,,,
1607,2005-05-27,142.0,,,,,,,
1608,2005-05-28,140.5,,,,,,,
1609,2005-05-29,133.8,,,,,,,
1610,2005-05-30,139.3,,,,,,,
1611,2005-05-31,152.2,18.0,,0.14,0.1,,,
1612,2005-06-01,142.5,21.0,,,,,,
1613,2005-06-02,139.4,,,,,,,
1614,2005-06-03,140.8,,,,,,,
1615,2005-06-04,140.7,,,,,,,
1616,2005-06-05,140.8,,,0.1,,,,
1617,2005-06-06,140.0,,,0.1,0.1,24,2.0,
1618,2005-06-07,142.1,21.0,,,,,,
1619,2005-06-08,156.4,20.0,,,,,,
1620,2005-06-09,156.5,,,,,,,
1621,2005-06-10,144.3,,,,,,,
1622,2005-06-11,144.6,,,,,,,
1623,2005-06-12,139.3,,,0.1,,,,
1624,2005-06-13,144.2,,,0.1,0.1,,,
1625,2005-06-14,141.3,,,0.1,,,,
1626,2005-06-15,142.8,22.0,,,,,,
1627,2005-06-16,141.0,,,,,,,
1628,2005-06-17,142.5,22.0,,,,,,
1629,2005-06-18,138.8,,,,,,,
1630,2005-06-19,135.9,,,,,,,
1631,2005-06-20,140.1,,,0.1,0.1,,,
1632,2005-06-21,144.2,20.0,,,,,,
1633,2005-06-22,146.9,21.0,,,,,,
1634,2005-06-23,143.7,,,,,,,
1635,2005-06-24,137.7,,,,,,,
1636,2005-06-25,136.9,,,,,,,
1637,2005-06-26,136.4,,,,,,,
1638,2005-06-27,139.5,,,0.1,0.1,,,
1639,2005-06-28,109.8,25.0,,,,,,
1640,2005-06-29,155.6,22.0,,,,,,
1641,2005-06-30,152.6,,,,,,,
1642,2005-07-01,140.1,,,,,,,
1643,2005-07-02,133.8,,,,,,,
1644,2005-07-03,107.6,,,,,,,
1645,2005-07-04,150.7,,,0.12,0.1,26.2,2.1,
1646,2005-07-05,144.7,20.0,,,,,,
1647,2005-07-06,137.8,23.0,,,,,,
1648,2005-07-07,137.8,,,,,,,
1649,2005-07-08,135.9,,,,,,,
1650,2005-07-09,134.9,,,,,,,
1651,2005-07-10,132.1,,,,,,,
1652,2005-07-11,138.1,,,0.1,0.1,,,
1653,2005-07-12,137.0,23.0,,,,,,
1654,2005-07-13,135.2,22.0,,,,,,
1655,2005-07-14,144.8,,,,,,,
1656,2005-07-15,145.2,,,,,,,
1657,2005-07-16,138.8,,,,,,,
1658,2005-07-17,137.2,,,,,,,
1659,2005-07-18,142.3,,,0.12,0.1,,,
1660,2005-07-19,140.9,20.0,,,,,,
1661,2005-07-20,142.5,22.0,,,,,,
1662,2005-07-21,141.0,,,,,,,
1663,2005-07-22,141.0,,,,,,,
1664,2005-07-23,127.2,,,,,,,
1665,2005-07-24,147.0,,,,,,,
1666,2005-07-25,143.8,,,0.1,0.1,,,
1667,2005-07-26,140.7,21.0,,,,,,
1668,2005-07-27,143.1,21.0,,,,,,
1669,2005-07-28,137.5,,,,,,,
1670,2005-07-29,141.7,,,,,,,
1671,2005-07-30,138.3,,,,,,,
1672,2005-07-31,134.5,,,,,,,
1673,2005-08-01,140.5,,,0.14,0.1,23,2.2,
1674,2005-08-02,140.3,20.0,,,,,,
1675,2005-08-03,143.5,22.0,,,,,,
1676,2005-08-04,142.8,,,,,,,
1677,2005-08-05,138.9,,,,,,,
1678,2005-08-06,135.7,,,,,,,
1679,2005-08-07,133.1,,,,,,,
1680,2005-08-08,138.3,,,0.13,0.1,,,
1681,2005-08-09,139.7,18.0,,,,,,
1682,2005-08-10,137.1,19.0,,,,,,
1683,2005-08-11,140.7,,,,,,,
1684,2005-08-12,142.9,,,,,,,
1685,2005-08-13,138.4,,,,,,,
1686,2005-08-14,137.6,,,,,,,
1687,2005-08-15,136.7,,,0.14,0.1,,,
1688,2005-08-16,146.9,21.0,,,,,,
1689,2005-08-17,141.9,22.0,,,,,,
1690,2005-08-18,141.5,,,,,,,
1691,2005-08-19,144.3,,,,,,,
1692,2005-08-20,137.2,,,,,,,
1693,2005-08-21,136.6,,,,,,,
1694,2005-08-22,139.7,,,0.1,0.1,,,
1695,2005-08-23,140.1,20.0,,,,,,
1696,2005-08-24,143.0,25.0,,,,,,
1697,2005-08-25,116.1,,,,,,,
1698,2005-08-26,160.9,,,,,,,
1699,2005-08-27,139.3,,,,,,,
1700,2005-08-28,139.2,,,,,,,
1701,2005-08-29,143.6,,,0.18,0.1,,,
1702,2005-08-30,138.0,19.0,,,,,,
1703,2005-08-31,138.4,21.0,,,,,,
1704,2005-09-01,140.0,,,,,,,
1705,2005-09-02,131.0,,,,,,,
1706,2005-09-03,143.8,,,,,,,
1707,2005-09-04,129.2,,,,,,,
1708,2005-09-05,129.1,,,0.1,0.1,25,2.2,
1709,2005-09-06,132.3,20.0,,,,,,
1710,2005-09-07,148.4,21.0,,,,,,
1711,2005-09-08,129.7,,,,,,,
1712,2005-09-09,144.1,,,,,,,
1713,2005-09-10,134.3,,,,,,,
1714,2005-09-11,132.6,,,,,,,
1715,2005-09-12,133.4,,,0.1,0.1,,,
1716,2005-09-13,135.0,23.0,,,,,,
1717,2005-09-14,133.1,25.0,,,,,,
1718,2005-09-15,135.7,,,,,,,
1719,2005-09-16,134.8,,,,,,,
1720,2005-09-17,133.9,,,,,,,
1721,2005-09-18,130.8,,,,,,,
1722,2005-09-19,133.8,,,0.13,0.1,,,
1723,2005-09-20,132.3,20.0,,,,,,
1724,2005-09-21,123.0,24.0,,,,,,
1725,2005-09-22,138.9,,,,,,,
1726,2005-09-23,132.0,,,,,,,
1727,2005-09-24,129.7,,,,,,,
1728,2005-09-25,132.4,,,,,,,
1729,2005-09-26,133.5,,,0.25,0.1,,,
1730,2005-09-27,116.6,24.0,,,,,,
1731,2005-09-28,156.4,22.0,,,,,,
1732,2005-09-29,134.1,,,,,,,
1733,2005-09-30,123.1,,,,,,,
1734,2005-10-01,139.3,,,,,,,
1735,2005-10-02,129.0,,,0.1,,,,
1736,2005-10-03,129.7,,,0.1,0.1,19,1.6,
1737,2005-10-04,132.5,19.0,,0.1,,,,
1738,2005-10-05,133.6,26.0,,,,,,
1739,2005-10-06,128.2,,,,,,,
1740,2005-10-07,139.8,,,,,,,
1741,2005-10-08,134.4,,,,,,,
1742,2005-10-09,132.5,,,,,,,
1743,2005-10-10,136.8,,,0.1,0.1,,,
1744,2005-10-11,134.5,25.0,,,,,,
1745,2005-10-12,129.6,25.0,,,,,,
1746,2005-10-13,146.7,,,,,,,
1747,2005-10-14,130.7,,,,,,,
1748,2005-10-15,134.7,,,,,,,
1749,2005-10-16,130.5,,,,,,,
1750,2005-10-17,131.4,,,0.1,0.1,,,
1751,2005-10-18,130.8,24.0,,,,,,
1752,2005-10-19,130.6,24.0,,,,,,
1753,2005-10-20,131.1,,,,,,,
1754,2005-10-21,133.2,,,,,,,
1755,2005-10-22,132.3,,,,,,,
1756,2005-10-23,129.0,,,,,,,
1757,2005-10-24,131.2,,,0.1,0.1,,,
1758,2005-10-25,131.1,25.0,,,,,,
1759,2005-10-26,133.9,27.0,,,,,,
1760,2005-10-27,131.1,,,,,,,
1761,2005-10-28,134.5,,,,,,,
1762,2005-10-29,134.5,,,,,,,
1763,2005-10-30,131.7,,,,,,,
1764,2005-10-31,130.6,,,0.11,0.1,,,
1765,2005-11-01,129.2,27.0,,,,,,
1766,2005-11-02,133.7,26.0,,,,,,
1767,2005-11-03,132.9,,,,,,,
1768,2005-11-04,135.2,,,,,,,
1769,2005-11-05,134.2,,,,,,,
1770,2005-11-06,133.5,,,,,,,
1771,2005-11-07,132.3,24.0,,0.1,0.1,29,2.4,
1772,2005-11-08,135.3,25.0,,,,,,
1773,2005-11-09,134.6,,,,,,,
1774,2005-11-10,133.5,,,,,,,
1775,2005-11-11,136.6,,,,,,,
1776,2005-11-12,137.3,,,,,,,
1777,2005-11-13,131.5,,,,,,,
1778,2005-11-14,132.6,,,0.1,0.1,,,
1779,2005-11-15,131.3,24.0,,,,,,
1780,2005-11-16,131.1,25.0,,,,,,
1781,2005-11-17,132.5,,,,,,,
1782,2005-11-18,133.3,,,,,,,
1783,2005-11-19,132.0,,,,,,,
1784,2005-11-20,131.7,,,,,,,
1785,2005-11-21,134.2,,,,,,,
1786,2005-11-22,129.4,25.0,,,,,,
1787,2005-11-23,135.2,24.0,,,,,,
1788,2005-11-24,133.0,,,,,,,
1789,2005-11-25,139.4,,,,,,,
1790,2005-11-26,133.4,,,,,,,
1791,2005-11-27,127.3,,,,,,,
1792,2005-11-28,141.2,,,0.1,0.1,,,
1793,2005-11-29,141.2,23.0,,,,,,
1794,2005-11-30,132.6,29.0,,,,,,
1795,2005-12-01,154.7,,,,,,,
1796,2005-12-02,187.4,,,,,,,
1797,2005-12-03,144.9,,,,,,,
1798,2005-12-04,129.4,,,,,,,
1799,2005-12-05,142.1,,,0.1,0.1,32,2.5,
1800,2005-12-06,133.4,28.0,,,,,,
1801,2005-12-07,133.1,28.0,,,,,,
1802,2005-12-08,139.5,,,,,,,
1803,2005-12-09,134.6,,,,,,,
1804,2005-12-10,134.3,,,,,,,
1805,2005-12-11,132.3,,,,,,,
1806,2005-12-12,135.3,,,0.1,0.1,,,
1807,2005-12-13,131.9,27.0,,,,,,
1808,2005-12-14,132.0,27.0,,,,,,
1809,2005-12-15,133.3,,,,,,,
1810,2005-12-16,134.7,,,,,,,
1811,2005-12-17,136.9,,,,,,,
1812,2005-12-18,206.6,,,,,,,
1813,2005-12-19,224.4,,,0.86,0.1,,,
1814,2005-12-20,141.4,19.0,,,,,,
1815,2005-12-21,191.3,22.0,,,,,,
1816,2005-12-22,174.3,,,,,,,
1817,2005-12-23,179.2,,,,,,,
1818,2005-12-24,147.1,,,,,,,
1819,2005-12-25,155.2,,,,,,,
1820,2005-12-26,241.2,,,1.3,0.1,,,
1821,2005-12-27,176.4,17.0,,,,,,
1822,2005-12-28,225.2,17.0,,,,,,
1823,2005-12-29,169.7,,,,,,,
1824,2005-12-30,185.2,,,,,,,
1825,2005-12-31,256.7,,,,,,,
1826,2006-01-01,290.0,,,,,,,
1827,2006-01-02,341.0,,,1.4,0.045,12,1.5,
1828,2006-01-03,345.0,,,,,,,
1829,2006-01-04,229.0,12.0,,,,,,
1830,2006-01-05,200.5,14.0,,,,,,
1831,2006-01-06,194.1,,,,,,,
1832,2006-01-07,162.3,,,,,,,
1833,2006-01-08,193.6,,,,,,,
1834,2006-01-09,208.5,,,0.1,0.1,,,
1835,2006-01-10,179.8,14.0,,,,,,
1836,2006-01-11,133.2,15.0,,,,,,
1837,2006-01-12,169.1,,,,,,,
1838,2006-01-13,139.4,,,,,,,
1839,2006-01-14,178.3,,,,,,,
1840,2006-01-15,154.6,,,,,,,
1841,2006-01-16,165.4,,,0.1,0.1,,,
1842,2006-01-17,148.8,18.0,,,,,,
1843,2006-01-18,181.6,20.0,,,,,,
1844,2006-01-19,153.9,,,,,,,
1845,2006-01-20,149.5,,,,,,,
1846,2006-01-21,149.4,,,,,,,
1847,2006-01-22,148.7,,,,,,,
1848,2006-01-23,147.2,,,0.15,0.1,,,
1849,2006-01-24,146.3,21.0,,,,,,
1850,2006-01-25,145.1,22.0,,,,,,
1851,2006-01-26,143.2,,,,,,,
1852,2006-01-27,141.8,,,,,,,
1853,2006-01-28,141.5,,,,,,,
1854,2006-01-29,147.0,,,,,,,
1855,2006-01-30,159.1,,,0.1,0.1,,,
1856,2006-01-31,147.6,22.0,,,,,,
1857,2006-02-01,144.3,27.0,,,,,,
1858,2006-02-02,144.8,,,,,,,
1859,2006-02-03,143.8,,,,,,,
1860,2006-02-04,144.0,,,,,,,
1861,2006-02-05,144.9,,,0.1,,,,
1862,2006-02-06,145.0,,,0.12,0.1,27,2.2,
1863,2006-02-07,143.2,25.0,,0.1,,,,
1864,2006-02-08,144.1,26.0,,,,,,
1865,2006-02-09,144.9,,,,,,,
1866,2006-02-10,144.9,,,,,,,
1867,2006-02-11,143.6,,,,,,,
1868,2006-02-12,140.8,,,,,,,
1869,2006-02-13,143.4,,,0.1,0.1,,,
1870,2006-02-14,140.8,25.0,,,,,,
1871,2006-02-15,137.9,25.0,,,,,,
1872,2006-02-16,138.4,,,,,,,
1873,2006-02-17,143.2,,,,,,,
1874,2006-02-18,140.7,,,,,,,
1875,2006-02-19,153.8,,,,,,,
1876,2006-02-20,140.9,,,0.22,0.1,,,
1877,2006-02-21,141.0,23.0,,,,,,
1878,2006-02-22,138.7,25.0,,,,,,
1879,2006-02-23,128.9,,,,,,,
1880,2006-02-24,148.7,,,,,,,
1881,2006-02-25,137.3,,,,,,,
1882,2006-02-26,148.6,,,,,,,
1883,2006-02-27,207.0,,,0.1,0.1,,,
1884,2006-02-28,208.3,17.0,,,,,,
1885,2006-03-01,160.4,17.0,,,,,,
1886,2006-03-02,163.3,,,,,,,
1887,2006-03-03,160.2,,,,,,,
1888,2006-03-04,152.1,,,,,,,
1889,2006-03-05,159.3,,,,,,,
1890,2006-03-06,251.8,,,0.58,0.1,20,1.7,
1891,2006-03-07,221.0,16.0,,,,,,
1892,2006-03-08,169.4,18.0,,,,,,
1893,2006-03-09,158.2,,,,,,,
1894,2006-03-10,156.2,,,,,,,
1895,2006-03-11,156.1,,,,,,,
1896,2006-03-12,159.0,,,,,,,
1897,2006-03-13,155.1,,,0.15,0.1,,,
1898,2006-03-14,196.9,20.0,,,,,,
1899,2006-03-15,165.7,17.0,,,,,,
1900,2006-03-16,156.0,,,,,,,
1901,2006-03-17,172.9,,,,,,,
1902,2006-03-18,157.2,,,,,,,
1903,2006-03-19,151.5,,,,,,,
1904,2006-03-20,179.3,,,0.2,0.1,,,
1905,2006-03-21,191.4,17.0,,,,,,
1906,2006-03-22,159.4,19.0,,,,,,
1907,2006-03-23,150.0,,,,,,,
1908,2006-03-24,150.2,,,,,,,
1909,2006-03-25,238.4,,,,,,,
1910,2006-03-26,186.3,,,,,,,
1911,2006-03-27,172.3,,,0.1,0.1,,,
1912,2006-03-28,188.6,19.0,,,,,,
1913,2006-03-29,169.1,21.0,,,,,,
1914,2006-03-30,154.7,,,,,,,
1915,2006-03-31,178.7,,,,,,,
1916,2006-04-01,202.6,,,,,,,
1917,2006-04-02,164.5,,,,,,,
1918,2006-04-03,214.9,,,0.49,0.1,20,1.4,
1919,2006-04-04,235.8,16.0,,,,,,
1920,2006-04-05,265.0,12.0,,,,,,
1921,2006-04-06,223.8,,,,,,,
1922,2006-04-07,183.2,,,,,,,
1923,2006-04-08,179.5,,,,,,,
1924,2006-04-09,164.5,,,,,,,
1925,2006-04-10,176.4,,,,,,,
1926,2006-04-11,179.1,20.0,,,,,,
1927,2006-04-12,199.5,19.0,,,,,,
1928,2006-04-13,169.2,,,,,,,
1929,2006-04-14,162.5,,,,,,,
1930,2006-04-15,158.8,,,,,,,
1931,2006-04-16,184.9,,,,,,,
1932,2006-04-17,170.5,,,0.34,0.1,,,
1933,2006-04-18,164.4,18.0,,,,,,
1934,2006-04-19,163.8,20.0,,,,,,
1935,2006-04-20,158.5,,,,,,,
1936,2006-04-21,155.7,,,,,,,
1937,2006-04-22,155.1,,,,,,,
1938,2006-04-23,154.7,,,,,,,
1939,2006-04-24,155.0,,,0.13,0.1,,,
1940,2006-04-25,150.5,21.0,,,,,,
1941,2006-04-26,150.4,22.0,,,,,,
1942,2006-04-27,153.0,,,,,,,
1943,2006-04-28,149.6,,,,,,,
1944,2006-04-29,149.6,,,,,,,
1945,2006-04-30,148.9,,,,,,,
1946,2006-05-01,151.3,,,0.27,0.1,23,2.3,
1947,2006-05-02,150.4,21.0,,,,,,
1948,2006-05-03,149.4,21.0,,,,,,
1949,2006-05-04,146.1,,,,,,,
1950,2006-05-05,147.8,,,,,,,
1951,2006-05-06,144.1,,,,,,,
1952,2006-05-07,143.3,,,,,,,
1953,2006-05-08,155.1,,,0.1,0.1,,,
1954,2006-05-09,144.4,19.0,,,,,,
1955,2006-05-10,143.9,21.0,,,,,,
1956,2006-05-11,146.7,,,,,,,
1957,2006-05-12,143.8,,,,,,,
1958,2006-05-13,144.0,,,,,,,
1959,2006-05-14,140.9,,,,,,,
1960,2006-05-15,142.6,,,0.11,0.1,,,
1961,2006-05-16,144.7,24.0,,,,,,
1962,2006-05-17,144.0,22.0,,,,,,
1963,2006-05-18,144.7,,,,,,,
1964,2006-05-19,143.3,,,,,,,
1965,2006-05-20,143.5,,,,,,,
1966,2006-05-21,142.8,,,,,,,
1967,2006-05-22,152.2,,,0.11,0.1,,,
1968,2006-05-23,141.5,20.0,,,,,,
1969,2006-05-24,140.6,22.0,,,,,,
1970,2006-05-25,135.5,,,,,,,
1971,2006-05-26,134.5,,,,,,,
1972,2006-05-27,131.2,,,,,,,
1973,2006-05-28,126.8,,,,,,,
1974,2006-05-29,131.6,,,0.12,0.1,,,
1975,2006-05-30,138.5,18.0,,,,,,
1976,2006-05-31,140.2,31.0,,,,,,
1977,2006-06-01,144.7,,,,,,,
1978,2006-06-02,140.4,,,,,,,
1979,2006-06-03,137.9,,,,,,,
1980,2006-06-04,134.3,,,,,,,
1981,2006-06-05,136.2,,,0.1,0.1,26,2.6,
1982,2006-06-06,137.7,22.0,,,,,,
1983,2006-06-07,138.6,19.0,,,,,,
1984,2006-06-08,114.9,,,,,,,
1985,2006-06-09,138.8,,,,,,,
1986,2006-06-10,155.8,,,,,,,
1987,2006-06-11,133.4,,,0.1,,,,
1988,2006-06-12,131.4,,,0.1,0.1,,,
1989,2006-06-13,138.3,22.0,,0.1,,,,
1990,2006-06-14,136.0,23.0,,,,,,
1991,2006-06-15,134.2,,,,,,,
1992,2006-06-16,135.6,,,,,,,
1993,2006-06-17,133.5,,,,,,,
1994,2006-06-18,130.8,,,0.1,,,,
1995,2006-06-19,135.3,,,0.1,0.1,,,
1996,2006-06-20,138.1,24.0,,0.1,,,,
1997,2006-06-21,135.9,22.0,,,,,,
1998,2006-06-22,135.0,,,,,,,
1999,2006-06-23,134.3,,,,,,,
2000,2006-06-24,133.0,,,,,,,
2001,2006-06-25,130.8,,,,,,,
2002,2006-06-26,132.1,,,0.14,0.1,,,
2003,2006-06-27,132.7,20.0,,,,,,
2004,2006-06-28,130.3,19.0,,,,,,
2005,2006-06-29,130.8,,,,,,,
2006,2006-06-30,131.1,,,,,,,
2007,2006-07-01,128.8,,,,,,,
2008,2006-07-02,125.6,,,,,,,
2009,2006-07-03,122.4,,,0.1,0.1,18,2.0,
2010,2006-07-04,143.7,20.0,,,,,,
2011,2006-07-05,133.2,22.0,,,,,,
2012,2006-07-06,119.2,,,,,,,
2013,2006-07-07,152.7,,,,,,,
2014,2006-07-08,133.8,,,,,,,
2015,2006-07-09,131.2,,,,,,,
2016,2006-07-10,135.2,,,0.2,0.1,,,
2017,2006-07-11,134.0,20.0,,,,,,
2018,2006-07-12,134.9,22.0,,,,,,
2019,2006-07-13,133.6,,,,,,,
2020,2006-07-14,134.2,,,,,,,
2021,2006-07-15,130.6,,,,,,,
2022,2006-07-16,130.4,,,,,,,
2023,2006-07-17,134.1,,,0.15,0.1,,,
2024,2006-07-18,131.2,19.0,,,,,,
2025,2006-07-19,132.0,19.0,,,,,,
2026,2006-07-20,125.9,,,,,,,
2027,2006-07-21,150.5,,,,,,,
2028,2006-07-22,135.8,,,,,,,
2029,2006-07-23,133.3,,,,,,,
2030,2006-07-24,136.9,,,0.32,0.1,,,
2031,2006-07-25,135.9,21.0,,,,,,
2032,2006-07-26,134.9,20.0,,,,,,
2033,2006-07-27,133.5,,,,,,,
2034,2006-07-28,135.2,,,,,,,
2035,2006-07-29,132.1,,,,,,,
2036,2006-07-30,131.1,,,,,,,
2037,2006-07-31,130.7,,,0.28,0.1,,,
2038,2006-08-01,136.5,23.0,,,,,,
2039,2006-08-02,135.8,21.0,,,,,,
2040,2006-08-03,132.1,,,,,,,
2041,2006-08-04,138.4,,,,,,,
2042,2006-08-05,132.8,,,,,,,
2043,2006-08-06,128.4,,,,,,,
2044,2006-08-07,133.8,,,0.11,0.1,25,2.5,
2045,2006-08-08,132.2,22.0,,,,,,
2046,2006-08-09,131.1,22.0,,,,,,
2047,2006-08-10,133.7,,,,,,,
2048,2006-08-11,134.5,,,,,,,
2049,2006-08-12,133.8,,,,,,,
2050,2006-08-13,130.4,,,,,,,
2051,2006-08-14,136.1,,,0.1,0.1,,,
2052,2006-08-15,134.6,21.0,,,,,,
2053,2006-08-16,132.6,22.0,,,,,,
2054,2006-08-17,134.6,,,,,,,
2055,2006-08-18,135.4,,,,,,,
2056,2006-08-19,133.9,,,,,,,
2057,2006-08-20,132.5,,,,,,,
2058,2006-08-21,137.0,,,0.15,0.1,,,
2059,2006-08-22,135.1,20.0,,,,,,
2060,2006-08-23,132.6,20.0,,,,,,
2061,2006-08-24,134.3,,,,,,,
2062,2006-08-25,134.5,,,,,,,
2063,2006-08-26,132.4,,,,,,,
2064,2006-08-27,132.1,,,,,,,
2065,2006-08-28,135.4,,,0.1,0.1,,,
2066,2006-08-29,130.4,21.0,,,,,,
2067,2006-08-30,139.5,25.0,,,,,,
2068,2006-08-31,133.9,,,,,,,
2069,2006-09-01,134.3,,,,,,,
2070,2006-09-02,131.4,,,,,,,
2071,2006-09-03,126.0,,,,,,,
2072,2006-09-04,131.4,,,,,,,
2073,2006-09-05,136.2,20.0,,,,,,
2074,2006-09-06,135.4,,,,,,,
2075,2006-09-07,137.2,21.0,,,,,,
2076,2006-09-08,133.4,,,,,,,
2077,2006-09-09,138.8,,,,,,,
2078,2006-09-10,133.9,,,,,,,
2079,2006-09-11,137.1,21.0,,,,,,
