,Date,flow mgd,NH4 mg/L N,NH3 mg/L N,NO3 mg/L N,NO2 mg/L N,TKN mg/L N,TP mg/L P,PO4 mg/L P
0,2001-01-01,150.2,,,,,,,
1,2001-01-02,148.6,17.0,,,,,,
2,2001-01-03,152.3,16.0,,0.1,0.1,,,
3,2001-01-04,166.6,,,,,,,
4,2001-01-05,154.3,,,,,,,
5,2001-01-06,153.5,,,,,,,
6,2001-01-07,154.2,,,,,,,
7,2001-01-08,221.0,,,0.3,0.3,20,1.5,
8,2001-01-09,195.2,15.0,,,,,,
9,2001-01-10,170.5,17.0,,,,,,
10,2001-01-11,252.5,,,,,,,
11,2001-01-12,207.1,,,,,,,
12,2001-01-13,163.4,,,,,,,
13,2001-01-14,157.1,,,,,,,
14,2001-01-15,161.1,,,0.1,0.18,,,
15,2001-01-16,160.7,17.0,,,,,,
16,2001-01-17,157.2,16.0,,,,,,
17,2001-01-18,155.3,,,,,,,
18,2001-01-19,153.7,,,,,,,
19,2001-01-20,156.3,,,,,,,
20,2001-01-21,154.3,,,,,,,
21,2001-01-22,155.5,,,0.16,0.39,,,
22,2001-01-23,162.4,16.0,,,,,,
23,2001-01-24,186.5,14.0,,,,,,
24,2001-01-25,190.2,,,,,,,
25,2001-01-26,216.0,,,,,,,
26,2001-01-27,171.3,,,,,,,
27,2001-01-28,161.2,,,,,,,
28,2001-01-29,177.2,,,0.1,0.1,,,
29,2001-01-30,158.4,18.0,,,,,,
30,2001-01-31,148.7,18.0,,,,,,
31,2001-02-01,162.3,,,,,,2.0,
32,2001-02-02,153.5,,,,,,,
33,2001-02-03,155.5,,,,,,,
34,2001-02-04,152.8,,,,,,,
35,2001-02-05,171.8,,,0.4,0.2,22,2.2,
36,2001-02-06,169.2,15.0,,,,,,
37,2001-02-07,152.4,18.0,,,,,,
38,2001-02-08,152.2,,,,,,,
39,2001-02-09,170.8,,,,,,,
40,2001-02-10,198.6,,,,,,,
41,2001-02-11,248.3,,,,,,,
42,2001-02-12,209.3,,,3.2,0.22,,,
43,2001-02-13,180.8,14.0,,,,,,
44,2001-02-14,162.5,17.0,,,,,,
45,2001-02-15,158.0,,,,,,,
46,2001-02-16,157.6,,,,,,,
47,2001-02-17,159.3,,,,,,,
48,2001-02-18,164.5,,,,,,,
49,2001-02-19,210.1,,,4.6,0.13,,,
50,2001-02-20,223.6,14.0,,,,,,
51,2001-02-21,199.3,18.0,,,,,,
52,2001-02-22,185.3,,,,,,,
53,2001-02-23,255.5,,,,,,,
54,2001-02-24,257.0,,,,,,,
55,2001-02-25,203.9,,,,,,,
56,2001-02-26,161.0,,,0.41,0.22,,,
57,2001-02-27,187.9,17.0,,,,,,
58,2001-02-28,166.7,17.0,,,,,,
59,2001-03-01,163.6,,,,,,,
60,2001-03-02,210.3,,,,,,,
61,2001-03-03,169.1,,,,,,,
62,2001-03-04,226.5,,,,,,,
63,2001-03-05,280.1,,,5.1,0.21,17,1.6,
64,2001-03-06,197.6,15.0,,,,,,
65,2001-03-07,158.1,17.0,,,,,,
66,2001-03-08,192.3,,,,,,,
67,2001-03-09,166.1,,,,,,,
68,2001-03-10,165.3,,,,,,,
69,2001-03-11,163.2,,,,,,,
70,2001-03-12,126.6,,,1.0,0.2,,,
71,2001-03-13,166.2,15.0,,,,,,
72,2001-03-14,190.9,16.0,,,,,,
73,2001-03-15,159.8,,,,,,,
74,2001-03-16,159.9,,,,,,,
75,2001-03-17,156.8,,,,,,,
76,2001-03-18,156.5,,,,,,,
77,2001-03-19,160.2,17.0,,0.19,0.16,,,
78,2001-03-20,151.4,17.0,,,,18,2.1,
79,2001-03-21,161.7,,,,,,,
80,2001-03-22,154.7,,,,,,,
81,2001-03-23,155.4,,,,,,,
82,2001-03-24,157.1,,,,,,,
83,2001-03-25,180.4,,,,,,,
84,2001-03-26,157.6,,,1.4,0.2,,,
85,2001-03-27,149.2,29.0,,,,,,
86,2001-03-28,143.8,27.0,,,,,,
87,2001-03-29,172.5,,,,,,,
88,2001-03-30,171.6,,,,,,,
89,2001-03-31,154.9,,,,,,,
90,2001-04-01,154.3,,,,,,,
91,2001-04-02,156.5,,,0.2,0.1,28,2.3,
92,2001-04-03,150.5,26.0,,,,,,
93,2001-04-04,154.6,26.0,,,,,,
94,2001-04-05,152.4,,,,,,,
95,2001-04-06,164.1,,,,,,,
96,2001-04-07,186.5,,,,,,,
97,2001-04-08,164.5,,,,,,,
98,2001-04-09,154.8,,,1.5,0.2,,,
99,2001-04-10,151.0,26.0,,,,,,
100,2001-04-11,149.3,26.0,,,,,,
101,2001-04-12,150.3,,,,,,,
102,2001-04-13,151.6,,,,,,,
103,2001-04-14,151.5,,,,,,,
104,2001-04-15,151.6,,,,,,,
105,2001-04-16,152.6,,,0.3,0.1,,,
106,2001-04-17,151.3,26.0,,,,,,
107,2001-04-18,150.5,25.0,,,,,,
108,2001-04-19,151.7,,,,,,,
109,2001-04-20,180.6,,,,,,,
110,2001-04-21,204.2,,,,,,,
111,2001-04-22,161.1,,,,,,,
112,2001-04-23,155.3,,,1.1,0.1,,,
113,2001-04-24,178.0,20.0,,,,,,
114,2001-04-25,230.3,18.0,,,,,,
115,2001-04-26,179.9,,,,,,,
116,2001-04-27,220.5,,,,,,,
117,2001-04-28,163.5,,,,,,,
118,2001-04-29,166.0,,,,,,,
119,2001-04-30,181.0,,,0.3,0.1,,,
120,2001-05-01,149.2,20.0,,,,,,
121,2001-05-02,144.9,23.0,,,,,,
122,2001-05-03,163.5,,,,,,,
123,2001-05-04,159.0,,,,,,,
124,2001-05-05,161.9,,,,,,,
125,2001-05-06,175.1,,,,,,,
126,2001-05-07,161.8,,,0.58,0.045,,2.6,
127,2001-05-08,155.9,18.0,,,,,,
128,2001-05-09,140.5,16.0,,,,21,,
129,2001-05-10,142.3,,,,,,,
130,2001-05-11,138.2,,,,,,,
131,2001-05-12,140.8,,,,,,,
132,2001-05-13,165.0,,,,,,,
133,2001-05-14,177.9,,,0.33,0.091,,,
134,2001-05-15,170.7,25.0,,,,,,
135,2001-05-16,176.4,24.0,,,,,,
136,2001-05-17,149.4,,,,,,,
137,2001-05-18,149.2,,,,,,,
138,2001-05-19,147.1,,,,,,,
139,2001-05-20,144.5,,,,,,,
140,2001-05-21,151.2,25.0,,0.7,0.054000000000000006,28,,
141,2001-05-22,141.5,24.0,,,,,,
142,2001-05-23,141.5,,,,,,,
143,2001-05-24,144.7,,,,,,,
144,2001-05-25,174.8,,,,,,,
145,2001-05-26,155.5,,,,,,,
146,2001-05-27,147.7,,,,,,,
147,2001-05-28,153.7,,,,,,,
148,2001-05-29,154.3,24.0,,1.06,0.1,,,
149,2001-05-30,153.6,24.0,,,,,,
150,2001-05-31,154.3,,,,,,,
151,2001-06-01,153.9,,,,,,,
152,2001-06-02,153.2,,,,,,,
153,2001-06-03,150.6,,,,,,,
154,2001-06-04,154.6,,,,,,,
155,2001-06-05,153.1,22.0,,,,,,
156,2001-06-06,122.3,23.0,,,,,,
157,2001-06-07,182.7,,,,,,,
158,2001-06-08,155.0,,,,,,,
159,2001-06-09,153.8,,,,,,,
160,2001-06-10,150.6,,,,,,,
161,2001-06-11,152.7,,,0.47,0.053,,,
162,2001-06-12,150.7,21.0,,,,,,
163,2001-06-13,150.8,22.0,,,,,,
164,2001-06-14,150.6,,,,,,,
165,2001-06-15,151.1,,,,,,,
166,2001-06-16,156.9,,,,,,,
167,2001-06-17,147.2,,,,,,,
168,2001-06-18,152.0,21.0,,0.51,0.12,,,
169,2001-06-19,151.3,21.0,,,,,,
170,2001-06-20,90.2,,,,,,,
171,2001-06-21,197.7,,,,,,,
172,2001-06-22,168.0,,,,,,,
173,2001-06-23,153.9,,,,,,,
174,2001-06-24,148.1,,,,,,,
175,2001-06-25,155.4,,,0.44,0.1,,,
176,2001-06-26,156.8,21.0,,,,,,
177,2001-06-27,151.7,21.0,,,,,,
178,2001-06-28,152.2,,,,,,,
179,2001-06-29,154.2,,,,,,,
180,2001-06-30,152.6,,,,,,,
181,2001-07-01,151.6,,,,,,,
182,2001-07-02,155.3,,,1.2,0.2,23,2.8,
183,2001-07-03,154.6,22.0,,,,,,
184,2001-07-04,155.2,22.0,,,,,,
185,2001-07-05,152.0,,,,,,,
186,2001-07-06,155.8,,,,,,,
187,2001-07-07,153.3,,,,,,,
188,2001-07-08,151.6,,,,,,,
189,2001-07-09,157.3,,,0.53,0.1,,,
190,2001-07-10,155.8,20.0,,,,,,
191,2001-07-11,154.5,19.0,,,,,,
192,2001-07-12,156.2,,,,,,,
193,2001-07-13,145.8,,,,,,,
194,2001-07-14,149.6,,,,,,,
195,2001-07-15,159.9,,,,,,,
196,2001-07-16,167.1,,,0.1,0.1,,,
197,2001-07-17,153.0,21.0,,,,,,
198,2001-07-18,153.7,20.0,,,,,,
199,2001-07-19,156.7,,,,,,,
200,2001-07-20,154.8,,,,,,,
201,2001-07-21,155.6,,,,,,,
202,2001-07-22,150.8,,,,,,,
203,2001-07-23,155.0,,,0.13,0.1,,,
204,2001-07-24,157.9,19.0,,,,,,
205,2001-07-25,157.4,19.0,,,,,,
206,2001-07-26,154.8,,,,,,,
207,2001-07-27,160.6,,,,,,,
208,2001-07-28,154.6,,,,,,,
209,2001-07-29,152.9,,,,,,,
210,2001-07-30,160.0,,,0.1,0.1,,,
211,2001-07-31,131.6,,,,,,,
212,2001-08-01,181.1,17.0,,,,,,
213,2001-08-02,156.9,,,,,,,
214,2001-08-03,157.6,,,,,,,
215,2001-08-04,154.2,,,,,,,
216,2001-08-05,151.4,,,,,,,
217,2001-08-06,139.2,,,0.1,0.1,22,2.8,
218,2001-08-07,161.8,18.0,,,,,,
219,2001-08-08,150.4,18.0,,,,,,
220,2001-08-09,151.9,,,,,,,
221,2001-08-10,153.4,,,,,,,
222,2001-08-11,151.4,,,,,,,
223,2001-08-12,150.2,,,,,,,
224,2001-08-13,157.4,,,0.1,0.1,,,
225,2001-08-14,156.7,18.0,,,,,,
226,2001-08-15,153.3,19.0,,,,,,
227,2001-08-16,159.1,,,,,,,
228,2001-08-17,155.7,,,,,,,
229,2001-08-18,152.2,,,,,,,
230,2001-08-19,153.0,,,,,,,
231,2001-08-20,161.3,,,,,,,
232,2001-08-21,157.9,18.0,,,,,,
233,2001-08-22,155.8,19.0,,0.2,0.1,,,
234,2001-08-23,156.7,,,,,,,
235,2001-08-24,158.2,,,,,,,
236,2001-08-25,156.6,,,,,,,
237,2001-08-26,150.4,,,,,,,
238,2001-08-27,160.9,,,0.1,0.1,,,
239,2001-08-28,157.5,21.0,,,,,,
240,2001-08-29,160.6,20.0,,,,,,
241,2001-08-30,156.5,,,,,,,
242,2001-08-31,160.2,,,,,,,
243,2001-09-01,155.0,,,,,,,
244,2001-09-02,149.5,,,,,,,
245,2001-09-03,156.5,,,0.3,0.1,25,2.6,
246,2001-09-04,157.0,19.0,,,,,,
247,2001-09-05,158.2,21.0,,,,,,
248,2001-09-06,157.2,,,,,,,
249,2001-09-07,157.3,,,,,,,
250,2001-09-08,156.6,,,,,,,
251,2001-09-09,156.3,,,,,,,
252,2001-09-10,155.7,,,0.4,0.1,,,
253,2001-09-11,160.4,20.0,,,,,,
254,2001-09-12,158.7,21.0,,,,,,
255,2001-09-13,156.3,,,,,,,
256,2001-09-14,154.4,,,,,,,
257,2001-09-15,155.5,,,,,,,
258,2001-09-16,153.0,,,,,,,
259,2001-09-17,155.6,,,,,,,
260,2001-09-18,166.5,20.0,,,,,,
261,2001-09-19,157.4,18.0,,0.1,0.1,,,
262,2001-09-20,157.9,,,,,,,
263,2001-09-21,155.3,,,,,,,
264,2001-09-22,153.7,,,,,,,
265,2001-09-23,153.5,,,,,,,
266,2001-09-24,158.2,,,0.1,0.1,,,
267,2001-09-25,185.1,20.0,,,,,,
268,2001-09-26,156.6,18.0,,,,,,
269,2001-09-27,159.2,,,,,,,
270,2001-09-28,156.9,,,,,,,
271,2001-09-29,156.4,,,,,,,
272,2001-09-30,154.4,,,,,,,
273,2001-10-01,158.0,,,0.1,0.1,22,2.8,
274,2001-10-02,156.6,20.0,,,,,,
275,2001-10-03,159.2,20.0,,,,,,
276,2001-10-04,144.1,,,,,,,
277,2001-10-05,152.9,,,,,,,
278,2001-10-06,149.4,,,,,,,
279,2001-10-07,140.9,,,,,,,
280,2001-10-08,163.2,,,0.1,0.12,,,
281,2001-10-09,153.8,19.0,,,,,,
282,2001-10-10,154.1,20.0,,,,,,
283,2001-10-11,144.4,,,,,,,
284,2001-10-12,157.4,,,,,,,
285,2001-10-13,143.6,,,,,,,
286,2001-10-14,135.6,,,,,,,
287,2001-10-15,111.3,,,0.1,0.1,,,
288,2001-10-16,148.9,20.0,,,,,,
289,2001-10-17,189.3,21.0,,,,,,
290,2001-10-18,160.3,,,,,,,
291,2001-10-19,153.2,,,,,,,
292,2001-10-20,149.2,,,,,,,
293,2001-10-21,153.0,,,,,,,
294,2001-10-22,161.7,,,0.3,0.1,,,
295,2001-10-23,197.7,21.0,,,,,,
296,2001-10-24,160.8,21.0,,,,,,
297,2001-10-25,156.3,,,,,,,
298,2001-10-26,141.4,,,,,,,
299,2001-10-27,136.8,,,,,,,
300,2001-10-28,179.0,,,,,,,
301,2001-10-29,177.5,,,0.1,0.1,,,
302,2001-10-30,159.1,22.0,,,,,,
303,2001-10-31,168.0,21.0,,,,,,
304,2001-11-01,168.4,,,,,,,
305,2001-11-02,152.7,,,,,,,
306,2001-11-03,142.3,,,,,,,
307,2001-11-04,152.5,,,,,,,
308,2001-11-05,176.2,,,0.1,0.1,,2.6,
309,2001-11-06,137.5,23.0,,,,,,
310,2001-11-07,166.8,22.0,,,,,,
311,2001-11-08,163.1,,,,,,,
312,2001-11-09,165.3,,,,,,,
313,2001-11-10,170.1,,,,,,,
314,2001-11-11,153.4,,,,,,,
315,2001-11-12,170.1,,,,,,,
316,2001-11-13,228.3,17.0,,0.1,0.1,21,,
317,2001-11-14,163.8,19.0,,,,,,
318,2001-11-15,160.2,,,,,,,
319,2001-11-16,161.0,,,,,,,
320,2001-11-17,161.4,,,,,,,
321,2001-11-18,160.3,21.0,,0.1,0.1,,,
322,2001-11-19,161.3,21.0,,,,,,
323,2001-11-20,155.9,,,,,,,
324,2001-11-21,169.5,,,,,,,
325,2001-11-22,168.2,,,,,,,
326,2001-11-23,148.0,,,,,,,
327,2001-11-24,207.5,,,,,,,
328,2001-11-25,179.0,,,,,,,
329,2001-11-26,164.3,,,0.1,0.1,,,
330,2001-11-27,157.9,23.0,,,,,,
331,2001-11-28,149.0,22.0,,,,,,
332,2001-11-29,175.7,,,,,,,
333,2001-11-30,179.3,,,,,,,
334,2001-12-01,213.8,,,,,,,
335,2001-12-02,253.5,,,,,,,
336,2001-12-03,203.7,,,0.2,0.4,17,1.5,
337,2001-12-04,145.4,20.0,,,,,,
338,2001-12-05,206.8,22.0,,,,,1.7,
339,2001-12-06,161.3,,,,,,,
340,2001-12-07,159.5,,,,,,,
341,2001-12-08,159.3,,,,,,,
342,2001-12-09,162.4,,,,,,,
343,2001-12-10,159.2,,,0.1,0.23,,,
344,2001-12-11,157.4,22.0,,,,,,
345,2001-12-12,155.9,23.0,,,,,,
346,2001-12-13,155.1,,,,,,,
347,2001-12-14,231.7,,,,,,,
348,2001-12-15,164.9,,,,,,,
349,2001-12-16,159.6,,,,,,,
350,2001-12-17,172.0,,,0.1,0.36,,,
351,2001-12-18,130.5,22.0,,,,,,
352,2001-12-19,177.8,23.0,,,,,,
353,2001-12-20,226.0,,,,,,,
354,2001-12-21,221.6,,,,,,,
355,2001-12-22,186.7,,,,,,,
356,2001-12-23,190.4,,,0.2,0.4,,,
357,2001-12-24,176.2,,,,,,,
358,2001-12-25,156.2,20.0,,,,,,
359,2001-12-26,159.4,24.0,,,,,,
360,2001-12-27,165.0,,,,,,,
361,2001-12-28,221.5,,,,,,,
362,2001-12-29,285.7,,,,,,,
363,2001-12-30,242.8,,,,,,,
364,2001-12-31,232.3,,,,,,,
365,2002-01-01,178.0,18.0,,,,,,
366,2002-01-02,296.3,19.0,,0.1,0.2,,,
367,2002-01-03,249.6,,,,,,,
368,2002-01-04,187.6,,,,,,,
369,2002-01-05,207.0,,,,,,,
370,2002-01-06,201.2,,,,,,,
371,2002-01-07,183.2,19.0,,0.3,0.3,21,2.1,
372,2002-01-08,177.6,,,,,,,
373,2002-01-09,177.9,21.0,,,,,,
374,2002-01-10,173.0,,,,,,1.9,
375,2002-01-11,170.2,,,,,,,
376,2002-01-12,168.6,,,,,,,
377,2002-01-13,167.1,,,,,,,
378,2002-01-14,156.6,,,,,,,
379,2002-01-15,175.3,21.0,,0.3,0.5,,,
380,2002-01-16,161.6,22.0,,,,,,
381,2002-01-17,161.3,,,,,,,
382,2002-01-18,161.2,,,,,,,
383,2002-01-19,160.3,,,,,,,
384,2002-01-20,157.6,,,,,,,
385,2002-01-21,133.7,23.0,,0.5,0.7,,,
386,2002-01-22,129.9,21.0,,,,,,
387,2002-01-23,179.8,,,,,,,
388,2002-01-24,169.0,,,,,,,
389,2002-01-25,163.1,,,,,,,
390,2002-01-26,197.9,,,,,,,
391,2002-01-27,169.1,,,,,,,
392,2002-01-28,168.6,21.0,,0.1,0.2,,,
393,2002-01-29,158.3,21.0,,,,,,
394,2002-01-30,151.1,,,,,,,
395,2002-01-31,160.8,,,,,,,
396,2002-02-01,159.4,,,,,,,
397,2002-02-02,159.0,,,,,,,
398,2002-02-03,161.1,,,,,,,
399,2002-02-04,163.2,21.0,,1.0,0.5,23,1.8,
400,2002-02-05,158.1,21.0,,,,,,
401,2002-02-06,150.5,,,,,,,
402,2002-02-07,140.0,,,,,,,
403,2002-02-08,206.8,,,,,,,
404,2002-02-09,160.0,,,,,,,
405,2002-02-10,157.0,,,,,,,
406,2002-02-11,159.7,21.0,,0.3,0.2,,,
407,2002-02-12,156.0,22.0,,,,,,
408,2002-02-13,149.5,,,,,,,
409,2002-02-14,156.8,,,,,,,
410,2002-02-15,156.8,,,,,,,
411,2002-02-16,160.0,,,,,,,
412,2002-02-17,192.4,,,,,,,
413,2002-02-18,163.3,22.0,,1.1,0.2,,,
414,2002-02-19,173.8,22.0,,,,,,
415,2002-02-20,160.4,,,,,,,
416,2002-02-21,156.6,,,,,,2.0,
417,2002-02-22,155.9,,,,,,,
418,2002-02-23,158.3,,,,,,,
419,2002-02-24,155.7,,,,,,,
420,2002-02-25,155.9,22.0,,0.2,0.1,,,
421,2002-02-26,153.7,23.0,,,,,,
422,2002-02-27,151.7,,,,,,,
423,2002-02-28,154.5,,,,,,,
424,2002-03-01,151.7,,,,,,,
425,2002-03-02,154.0,,,,,,,
426,2002-03-03,150.1,,,,,,,
427,2002-03-04,161.0,,,1.0,0.2,25,2.2,
428,2002-03-05,141.5,22.0,,,,,,
429,2002-03-06,228.4,21.0,,,,,,
430,2002-03-07,221.1,,,,,,,
431,2002-03-08,178.0,,,,,,,
432,2002-03-09,172.5,,,,,,,
433,2002-03-10,222.2,,,1.3,0.2,,,
434,2002-03-11,177.9,,,0.3,0.1,,,
435,2002-03-12,167.9,20.0,,,,,2.6,
436,2002-03-13,174.5,22.0,,,,,,
437,2002-03-14,154.1,,,,,,,
438,2002-03-15,147.9,,,,,,,
439,2002-03-16,148.9,,,,,,,
440,2002-03-17,149.5,,,,,,,
441,2002-03-18,147.5,,,0.7,0.1,,,
442,2002-03-19,140.7,22.0,,,,,,
443,2002-03-20,147.3,23.0,,,,,,
444,2002-03-21,158.3,,,,,,,
445,2002-03-22,182.6,,,,,,,
446,2002-03-23,228.1,,,,,,,
447,2002-03-24,175.9,,,,,,,
448,2002-03-25,163.8,,,0.3485,0.0388,,,
449,2002-03-26,160.9,22.0,,,,,,
450,2002-03-27,158.8,22.0,,,,,,
451,2002-03-28,157.6,,,,,,,
452,2002-03-29,159.2,,,,,,,
453,2002-03-30,158.2,,,,,,,
454,2002-03-31,157.0,,,,,,,
455,2002-04-01,159.6,,,0.0349,0.0171,25,2.2,
456,2002-04-02,157.2,21.0,,,,,,
457,2002-04-03,155.8,23.0,,,,,,
458,2002-04-04,151.4,,,,,,,
459,2002-04-05,157.9,,,,,,,
460,2002-04-06,156.2,,,,,,,
461,2002-04-07,154.5,,,,,,,
462,2002-04-08,156.3,,,0.0488,0.0954,,,
463,2002-04-09,157.2,22.0,,,,,,
464,2002-04-10,153.7,23.0,,,,,,
465,2002-04-11,155.7,,,,,,,
466,2002-04-12,153.0,,,,,,,
467,2002-04-13,155.9,,,,,,,
468,2002-04-14,152.2,,,,,,,
469,2002-04-15,158.7,,,0.1,0.1,,,
470,2002-04-16,116.9,23.0,,,,,,
471,2002-04-17,204.2,23.0,,,,,,
472,2002-04-18,166.5,,,,,,1.6,
473,2002-04-19,144.3,,,,,,,
474,2002-04-20,165.4,,,,,,,
475,2002-04-21,153.4,,,,,,,
476,2002-04-22,155.4,,,0.1,0.18,,,
477,2002-04-23,156.1,22.0,,,,,,
478,2002-04-24,158.6,22.0,,,,,,
479,2002-04-25,156.9,,,,,,,
480,2002-04-26,155.2,,,,,,,
481,2002-04-27,156.4,,,,,,,
482,2002-04-28,152.9,,,,,,,
483,2002-04-29,149.5,,,0.1,0.1,,,
484,2002-04-30,149.5,22.8,,,,,,
485,2002-05-01,161.9,23.0,,,,,,
486,2002-05-02,157.7,,,,,,,
487,2002-05-03,153.1,,,,,,,
488,2002-05-04,153.5,,,,,,,
489,2002-05-05,151.1,,,,,,,
490,2002-05-06,157.8,,,0.1,0.2,26,1.5,
491,2002-05-07,152.8,22.0,,,,,,
492,2002-05-08,156.7,23.0,,,,,,
493,2002-05-09,156.7,,,,,,,
494,2002-05-10,157.1,,,,,,,
495,2002-05-11,154.1,,,,,,,
496,2002-05-12,150.6,,,,,,,
497,2002-05-13,115.1,,,,,,,
498,2002-05-14,192.4,22.0,,0.1,0.2,,,
499,2002-05-15,165.8,22.0,,,,,,
500,2002-05-16,162.1,,,,,,,
501,2002-05-17,162.0,,,,,,,
502,2002-05-18,154.1,,,,,,,
503,2002-05-19,166.8,,,,,,,
504,2002-05-20,197.5,,,,,,,
505,2002-05-21,218.8,14.8,,,,,,
506,2002-05-22,200.9,19.0,,,,,,
507,2002-05-23,168.4,,,,,,2.3,
508,2002-05-24,155.4,,,,,,,
509,2002-05-25,153.3,,,,,,,
510,2002-05-26,149.4,,,,,,,
511,2002-05-27,153.5,,,,,,,
512,2002-05-28,153.5,20.0,,,,,,
513,2002-05-29,152.3,22.0,,0.1,0.2,,,
514,2002-05-30,156.4,,,,,,,
515,2002-05-31,155.9,,,,,,,
516,2002-06-01,152.4,,,,,,,
517,2002-06-02,150.5,,,,,,,
518,2002-06-03,149.4,,,0.4,0.6,22,2.4,
519,2002-06-04,155.4,21.0,,,,,,
520,2002-06-05,172.8,21.0,,,,,,
521,2002-06-06,167.7,,,,,,,
522,2002-06-07,165.5,,,,,,,
523,2002-06-08,150.6,,,,,,,
524,2002-06-09,146.2,,,,,,,
525,2002-06-10,156.9,,,0.2,0.1,,,
526,2002-06-11,154.1,15.0,,,,,1.8,
527,2002-06-12,139.2,22.0,,,,,,
528,2002-06-13,166.2,,,,,,,
529,2002-06-14,154.6,,,,,,,
530,2002-06-15,150.7,,,,,,,
531,2002-06-16,148.7,,,,,,,
532,2002-06-17,155.9,,,0.8,0.5,,,
533,2002-06-18,157.7,20.0,,,,,,
534,2002-06-19,155.0,20.0,,,,,,
535,2002-06-20,156.0,,,,,,,
536,2002-06-21,155.3,,,,,,,
537,2002-06-22,148.9,,,,,,,
538,2002-06-23,149.0,,,,,,,
539,2002-06-24,155.4,,,0.4,0.1,,,
540,2002-06-25,152.3,19.0,,,,,,
541,2002-06-26,155.5,19.0,,,,,,
542,2002-06-27,162.8,,,,,,,
543,2002-06-28,163.7,,,,,,,
544,2002-06-29,150.5,,,,,,,
545,2002-06-30,149.3,,,,,,,
546,2002-07-01,157.3,,,1.1,0.31,21,2.4,
547,2002-07-02,161.7,19.0,,,,,,
548,2002-07-03,151.0,18.0,,,,,,
549,2002-07-04,148.4,,,,,,,
550,2002-07-05,144.8,,,,,,,
551,2002-07-06,147.0,,,,,,,
552,2002-07-07,147.8,,,,,,,
553,2002-07-08,134.9,,,0.1,0.1,,,
554,2002-07-09,172.1,20.0,,,,,,
555,2002-07-10,159.6,19.0,,,,,,
556,2002-07-11,151.9,,,,,,,
557,2002-07-12,153.3,,,,,,,
558,2002-07-13,150.5,,,,,,,
559,2002-07-14,149.3,,,,,,,
560,2002-07-15,155.7,,,0.1,0.1,,,
561,2002-07-16,154.8,20.0,,,,,,
562,2002-07-17,141.2,21.0,,,,,,
563,2002-07-18,163.5,,,,,,,
564,2002-07-19,153.2,,,,,,,
565,2002-07-20,151.1,,,,,,,
566,2002-07-21,150.3,,,,,,,
567,2002-07-22,154.5,,,0.1,0.1,,,
568,2002-07-23,155.4,21.0,,,,,,
569,2002-07-24,152.6,20.0,,,,,2.9,
570,2002-07-25,153.0,,,,,,,
571,2002-07-26,154.6,,,,,,,
572,2002-07-27,153.0,,,,,,,
573,2002-07-28,149.9,,,,,,,
574,2002-07-29,155.8,,,0.1,0.25,,,
575,2002-07-30,154.4,20.0,,,,,,
576,2002-07-31,153.8,20.0,,,,,,
577,2002-08-01,156.9,,,,,,,
578,2002-08-02,158.8,,,,,,,
579,2002-08-03,151.6,,,,,,,
580,2002-08-04,147.8,,,,,,,
581,2002-08-05,155.1,,,0.1,0.1,23,2.4,
582,2002-08-06,148.4,20.0,,,,,,
583,2002-08-07,151.2,19.0,,,,,,
584,2002-08-08,151.5,,,,,,,
585,2002-08-09,155.0,,,,,,,
586,2002-08-10,150.5,,,,,,,
587,2002-08-11,148.8,,,,,,,
588,2002-08-12,155.4,,,0.1,0.1,,,
589,2002-08-13,153.4,20.0,,,,,,
590,2002-08-14,153.9,19.0,,,,,,
591,2002-08-15,155.2,,,,,,,
592,2002-08-16,156.7,,,,,,,
593,2002-08-17,155.0,,,,,,,
594,2002-08-18,153.9,,,,,,,
595,2002-08-19,160.2,,,0.1,0.23,,,
596,2002-08-20,154.6,22.0,,,,,,
597,2002-08-21,155.0,21.0,,,,,,
598,2002-08-22,156.7,,,,,,,
599,2002-08-23,155.1,,,,,,,
600,2002-08-24,155.3,,,,,,,
601,2002-08-25,153.0,,,,,,,
602,2002-08-26,158.8,,,0.1,0.33,,,
603,2002-08-27,156.2,20.0,,,,,,
604,2002-08-28,156.3,20.0,,,,,,
605,2002-08-29,154.6,,,,,,2.7,
606,2002-08-30,155.0,,,,,,,
607,2002-08-31,151.9,,,,,,,
608,2002-09-01,148.0,,,,,,,
609,2002-09-02,152.8,,,0.1,0.12,25,2.5,
610,2002-09-03,155.7,19.0,,,,,,
611,2002-09-04,155.4,20.0,,,,,,
612,2002-09-05,153.9,,,,,,,
613,2002-09-06,153.4,,,,,,,
614,2002-09-07,153.2,,,,,,,
615,2002-09-08,152.8,,,,,,,
616,2002-09-09,156.6,,,0.1,0.1,,,
617,2002-09-10,154.4,21.0,,,,,,
618,2002-09-11,158.5,23.0,,,,,,
619,2002-09-12,153.2,,,,,,,
620,2002-09-13,156.1,,,,,,,
621,2002-09-14,155.5,,,,,,,
622,2002-09-15,157.0,,,,,,,
623,2002-09-16,158.8,,,0.1,0.15,,,
624,2002-09-17,155.9,20.0,,,,,,
625,2002-09-18,152.0,22.0,,,,,,
626,2002-09-19,156.9,,,,,,,
627,2002-09-20,155.7,,,,,,,
628,2002-09-21,154.2,,,,,,,
629,2002-09-22,150.9,,,,,,,
630,2002-09-23,156.1,,,0.1,0.43,,,
631,2002-09-24,154.4,21.0,,,,,,
632,2002-09-25,148.6,21.0,,,,,2.8,
633,2002-09-26,161.5,,,,,,,
634,2002-09-27,156.2,,,,,,,
